A,B,C
1.759388,1.405174,1.7438534
1.7069029,1.2306958,1.7480706
1.7978752,1.1796519,1.6675818
1.7804062,1.1648872,1.6520542
1.7382698,1.4001739,1.7136165
1.7689478,1.258348,1.7759622
1.6455277,1.2068121,1.6707016
1.6255648,1.449711,1.6454096
1.8600692,1.337372,1.6353801
1.66915,1.1610367,1.634422
1.5756367,1.3572993,1.8053727
1.8034832,1.2754142,1.7163556
1.7552298,1.2574685,1.659459
1.813183,1.2446352,1.8897018
1.7326052,1.1857104,1.64782
1.5838401,1.209375,1.8457754
1.7554694,1.4579529,1.7788812
1.8741184,1.3285584,1.8573109
1.646903,1.3290911,1.8960092
1.8154073,1.3686781,1.8710846
1.7164226,1.2304406,1.6331332
1.7558379,1.3240623,1.7327971
1.7604821,1.3848107,1.7698575
1.7865894,1.2299935,1.7125914
1.863304,1.377183,1.6129009
1.6096815,1.1936452,1.7295918
1.7306383,1.2648009,1.75787
1.666838,1.2513677,1.8283998
1.791815,1.3499916,1.7964561
1.7039024,1.4287256,1.8672531
1.7809638,1.4342424,1.7951849
1.8855245,1.1952847,1.9182262
1.6191425,1.3843994,1.639826
1.6735665,1.4735179,1.7912724
1.954983,1.2950534,1.6210165
1.5910274,1.2014538,1.6587312
1.6678534,1.3454782,1.6942903
1.8097138,1.1757076,1.7814674
1.7978121,1.4258108,1.6504607
1.658039,1.3719969,1.6625854
1.7701843,1.3150667,1.8703593
1.7590424,1.3996906,1.5744574
1.5797975,1.3357167,1.6824889
1.6074826,1.4212679,1.8748488
1.875232,1.3137009,1.8295106
1.8315467,1.2926266,1.6731467
1.870184,1.4852248,1.6654812
1.6355821,1.4598858,1.7459085
1.6625707,1.3001747,1.87012
1.649107,1.2095013,1.7453934
1.868643,1.43668,1.7524229
1.8515698,1.3773526,1.8333724
1.7261293,1.3810515,1.7948
1.8875284,1.3067253,1.7609197
1.873981,1.4101801,1.689792
1.7995973,1.4493815,1.6868328
1.7666184,1.2881842,1.9234391
1.734441,1.3909359,1.7714626
1.7299441,1.4423656,1.6829827
1.8827136,1.2686166,1.8186977
1.7769238,1.3675176,1.8537965
1.8426919,1.4637737,1.8696433
1.9329411,1.3368785,1.7834734
1.7928631,1.477924,1.8967698
1.8110034,1.4365506,1.8602576
1.7149386,1.2443126,1.6704471
1.6027175,1.4783947,1.6000088
1.7182348,1.4069918,1.8771043
1.7095141,1.1821392,1.8602272
1.648008,1.2386311,1.7087237
1.6041871,1.2037803,1.8521364
1.8726637,1.385196,1.7928258
1.7154202,1.1591185,1.5930405
1.6160891,1.4700298,1.8113921
1.759748,1.3592296,1.8189839
1.9210297,1.3393655,1.8143843
1.9182822,1.3427067,1.6340495
1.621518,1.3828906,1.6617163
1.5986454,1.397267,1.7833471
1.6590149,1.287025,1.7349492
1.6089562,1.3764992,1.5631691
1.6414504,1.2331629,1.6076989
1.6182129,1.3840091,1.8272506
1.8931335,1.1678063,1.6917483
1.6727854,1.2256795,1.7864155
1.7943225,1.414947,1.7377176
1.6580002,1.1958624,1.8527513
1.8421842,1.4753954,1.6016259
1.8153588,1.305886,1.8564168
1.7245827,1.2511833,1.8491069
1.6883484,1.4490842,1.8561783
1.6854453,1.2031543,1.8003843
1.6288598,1.1973908,1.708793
1.6554214,1.3740342,1.6566061
1.5994099,1.2183568,1.8359601
1.8854228,1.4162979,1.6892824
1.6289313,1.3431127,1.6470684
1.8089707,1.232055,1.828958
1.7170157,1.3777778,1.7191844
1.6989266,1.2826774,1.7914059
1.8393513,1.3908916,1.8522799
1.8204825,1.3678104,1.8833553
1.8510174,1.4925225,1.936272
1.832609,1.3563299,1.9588335
1.9164903,1.3305447,1.9183073
1.8856037,1.410816,1.6678264
1.6601424,1.5174769,1.9212807
1.9582914,1.3764868,1.8926657
1.8409891,1.4260247,1.6305021
1.7567236,1.533011,1.8659973
1.8204458,1.4948974,1.7358544
1.8387424,1.3429061,1.6777573
1.772886,1.200098,1.8900765
1.749871,1.2117355,1.8396536
1.6538317,1.2103857,1.6791786
1.7168553,1.2460988,1.7673197
1.6244303,1.4041461,1.6218578
1.8142645,1.275079,1.7506247
1.6179829,1.1500214,1.7050016
1.6380571,1.3333323,1.6939781
1.7111937,1.2536484,1.6095233
1.7869563,1.1676927,1.7071135
1.714681,1.158452,1.587709
1.6148515,1.4003669,1.8646586
1.8863802,1.1879183,1.736529
1.7513342,1.3952721,1.5480614
1.6530739,1.2414901,1.6678128
1.7005298,1.2722439,1.7680765
1.7795718,1.2690728,1.685502
1.8188095,1.227493,1.6267074
1.5903624,1.3987899,1.7110889
1.8532388,1.2871356,1.7593536
1.687737,1.2424443,1.8165315
1.6475167,1.4703546,1.8883656
1.8379812,1.1647118,1.6422867
1.7868922,1.4091606,1.7068343
1.8626666,1.4636834,1.9431512
1.919182,1.409793,1.7844875
1.6567519,1.2152034,1.8035139
1.5958276,1.4102226,1.6800995
1.6137397,1.2376832,1.8785999
1.7521405,1.3271666,1.6902347
1.6812456,1.2455032,1.8001927
1.7606347,1.1855872,1.8425344
1.8786451,1.242741,1.6864455
1.7655883,1.4137512,1.7929678
1.8641063,1.4724648,1.8772583
1.7341653,1.2861658,1.8858227
1.7593489,1.345229,1.9022068
1.9380443,1.2336955,1.8358411
1.7308146,1.3957955,1.5896895
1.7480782,1.423409,1.9752574
1.8473203,1.1787124,1.7061037
1.8312511,1.4659266,1.8369453
1.7383081,1.3860433,1.83169
1.9428067,1.4371505,1.7259688
1.8497432,1.2773166,1.8114402
1.8347954,1.3454281,1.7724305
1.6913546,1.2143562,1.8699478
1.9016308,1.2654371,1.7555945
1.7761039,1.3833466,1.8532763
1.8723791,1.4024862,1.7870672
1.7332157,1.3900386,1.9100026
1.6976955,1.3515313,1.6925808
1.7973626,1.1897941,1.6370342
1.5488935,1.4190091,1.8141994
1.926564,1.2697192,1.7913011
1.8621407,1.2388172,1.7223927
1.6725125,1.3096263,1.9077017
1.8502426,1.4211116,1.9174209
1.7124441,1.1452861,1.6123524
1.7744906,1.473911,1.8241309
1.8972435,1.2816579,1.7850323
1.8683896,1.2767735,1.8460376
1.6307719,1.4745538,1.9303375
1.839682,1.3828409,1.9593027
1.803083,1.297244,1.6443281
1.7581066,1.4859319,1.7326795
1.775635,1.4312627,1.8811219
1.7725545,1.3336895,1.9290419
1.7099832,1.2422732,1.8478231
1.8833847,1.3010103,1.7379876
1.7201009,1.2780714,1.8017036
1.6271051,1.3069795,1.7067075
1.8748112,1.2588171,1.8360544
1.7314806,1.1728618,1.7163304
1.5979925,1.2873266,1.8341672
1.619723,1.33288,1.8017609
1.8987186,1.1627264,1.7894784
1.8514638,1.1230273,1.7535081
1.6744697,1.306293,1.879877
1.8865056,1.4797218,1.9236448
1.8743072,1.3476458,1.7361522
1.7179332,1.4533617,1.9035484
1.8265734,1.3708444,1.9712992
1.7244282,1.3987969,1.6337961
1.7725958,1.3743443,1.7920178
1.8276949,1.4331388,1.8173454
1.8414096,1.2039422,1.7541173
1.8438523,1.343922,1.6336899
1.745039,1.2380443,1.9006072
1.6966679,1.40619,1.7785541
1.8426074,1.3743314,1.8548273
1.9416634,1.1805242,1.7518737
1.8308332,1.3352146,1.596587
1.5642022,1.3532438,1.896821
1.9438418,1.2478583,1.7404958
1.6053684,1.1713516,1.6317029
1.557919,1.4935021,1.7286165
1.7815306,1.1785305,1.6326201
1.7791553,1.218061,1.7900223
1.8554146,1.3559477,1.64821
1.5966964,1.363041,1.8899221
1.7904471,1.3941834,1.7575426
1.6830523,1.1913358,1.6473777
1.6164311,1.2881706,1.580946
1.6838026,1.2100174,1.73597
1.5950267,1.3151331,1.5645744
1.5611898,1.4110687,1.8508059
1.8524029,1.1997255,1.790646
1.6112791,1.1650712,1.71904
1.6440276,1.2922492,1.6886536
1.8359135,1.2426257,1.6003274
1.6724077,1.3802153,1.6506473
1.7177703,1.2078139,1.8516393
1.7579955,1.3885721,1.7193553
1.8539225,1.4170713,1.8996446
1.8713406,1.2302916,1.8527225
1.8513659,1.4757748,1.7067305
1.6471391,1.2864738,1.9411545
1.8579655,1.4198365,1.6629841
1.8645355,1.3206744,1.614815
1.6806175,1.4779897,1.6677939
1.7305617,1.3348962,1.6816806
1.7162983,1.1968508,1.7518436
1.6577735,1.4249327,1.6022725
1.8885211,1.2350178,1.6332005
1.7320603,1.3974978,1.6904522
1.7745142,1.4785275,1.943168
1.7678982,1.4350064,1.6921525
1.796768,1.3436944,1.8744156
1.8301156,1.3669431,1.8590546
1.9432511,1.2876263,1.6850295
1.6701043,1.4419612,1.8059156
1.8136972,1.3135121,1.9553397
1.6580974,1.1861851,1.8335488
1.7979264,1.3130442,1.7456185
1.8739666,1.356136,1.6384189
1.8556442,1.3747363,1.7796489
1.6804577,1.4622432,1.8721776
1.6906754,1.4252405,1.9197325
1.897296,1.2821002,1.6664743
1.860044,1.1640885,1.6665756
1.6672897,1.4245771,1.6661611
1.859158,1.5096849,1.8433206
1.7996901,1.3815207,1.8227384
1.7211742,1.3877801,1.7030565
1.8161689,1.2695475,1.7825891
1.823701,1.2914433,1.657202
1.8469799,1.4795629,1.9097772
1.7969077,1.2158067,1.7710726
1.6619947,1.2250445,1.8111699
1.8759738,1.4426596,1.7704549
1.9047353,1.1453353,1.7159874
1.7848241,1.2996719,1.67537
1.73726,1.2322705,1.8952613
1.7386166,1.4602317,1.6616901
1.6405089,1.257934,1.8437575
1.8336403,1.2283367,1.5955344
1.7421676,1.4237478,1.7475039
1.7097969,1.2875597,1.9199203
1.7279497,1.281769,1.6796433
1.7039964,1.3516574,1.597797
1.5768261,1.1848462,1.7239342
1.563019,1.294008,1.6166806
1.6834965,1.139345,1.7478328
1.8364943,1.261234,1.5845823
1.5981992,1.2258965,1.741277
1.5883644,1.3579159,1.7048272
1.713253,1.1438715,1.7556347
1.566438,1.1675328,1.6414605
1.6659395,1.1797589,1.7979207
1.7255807,1.3849609,1.6241685
1.8613834,1.26109,1.6618019
1.6469903,1.2517418,1.6509241
1.5624902,1.4057115,1.7151798
1.8878548,1.3486664,1.6463343
1.5969855,1.2470967,1.8558626
1.6623052,1.2450548,1.8324293
1.6584244,1.3002735,1.750256
1.7391334,1.276718,1.5871968
1.8309114,1.1458892,1.569732
1.7367125,1.4183911,1.6800587
1.8163227,1.4811211,1.7222632
1.7628182,1.3868597,1.7388351
1.6714162,1.4569046,1.7999241
1.8175886,1.4607749,1.7152957
1.756489,1.1646956,1.829413
1.743997,1.4945801,1.6465431
1.7384747,1.2696238,1.8799915
1.8632807,1.3816887,1.8052306
1.6776491,1.3275079,1.6720445
1.5890665,1.2903569,1.6710355
1.7855415,1.4137963,1.6405054
1.8152124,1.2359858,1.7920083
1.6159205,1.2608958,1.8878821
1.7551352,1.2228492,1.8979952
1.7085423,1.2349278,1.8286647
1.7092997,1.2043235,1.8633072
1.8589556,1.2087771,1.6860191
1.6006516,1.2720448,1.630817
1.6315933,1.2484028,1.8336049
1.6859198,1.2440675,1.5751487
1.7262888,1.1863878,1.7601041
1.6698067,1.3182225,1.7259223
1.6670685,1.4262495,1.6162021
1.6381541,1.3064294,1.7988689
1.8651686,1.4334786,1.7288301
1.6782937,1.419354,1.7786113
1.6516005,1.3741881,1.9263229
1.6896185,1.4351587,1.8859875
1.8683264,1.1467389,1.7505889
1.7981131,1.3698652,1.5718974
1.5968506,1.3929139,1.9487317
1.6803769,1.4493839,1.6516336
1.7223554,1.3698128,1.8432426
1.8503436,1.3256599,1.7701325
1.8798454,1.3632324,1.844083
1.7980886,1.2465144,1.6477844
1.6487597,1.3762332,1.6435837
1.7485689,1.321155,1.7408221
1.8072443,1.3202177,1.8721344
1.7332549,1.371821,1.6699452
1.6344979,1.3778914,1.6779026
1.6958846,1.3460879,1.8653646
1.7414975,1.1578844,1.8596869
1.7283602,1.2294722,1.7286024
1.7891128,1.3099884,1.7920383
1.860803,1.1962767,1.877167
1.7611445,1.3901565,1.8379558
1.927391,1.3610295,1.7926065
1.7095662,1.2587739,1.7539426
1.630731,1.4103475,1.6936611
1.8698137,1.2028037,1.8986912
1.7353729,1.1633615,1.7541237
1.8571191,1.2356489,1.8669105
1.7237804,1.3587699,1.5961444
1.8230102,1.419216,1.6909939
1.6885098,1.2367631,1.7946739
1.6216606,1.4963365,1.6242317
1.9008135,1.1780667,1.7443042
1.7336154,1.156586,1.5300974
1.6791261,1.2703477,1.8980262
1.7894808,1.3388108,1.6119175
1.8020619,1.2782295,1.8599547
1.9018246,1.2792603,1.6577046
1.8330146,1.486917,1.7047787
1.8262103,1.2961315,1.9416028
1.9391847,1.3634317,1.8235023
1.7077047,1.3217511,1.7216806
1.7289809,1.4161463,1.7590022
1.7153406,1.3946848,1.7864491
1.6504991,1.2941735,1.8707571
1.775603,1.4594122,1.6289089
1.630317,1.2061441,1.9052744
1.6258543,1.25071,1.708711
1.6626303,1.3376073,1.801693
1.6712255,1.1592938,1.650215
1.8125184,1.1606839,1.7682695
1.7639663,1.3023722,1.5989932
1.7640849,1.4582809,1.6977521
1.6716167,1.2558513,1.7354941
1.6182888,1.2740165,1.7934678
1.6493881,1.3376529,1.616048
1.7933198,1.3472822,1.7600837
1.7869486,1.3124058,1.8620455
1.8316889,1.4572911,1.8116558
1.8786054,1.2957381,1.6703489
1.6786941,1.3704128,1.6481115
1.8873041,1.2484372,1.6904216
1.8023413,1.295804,1.5644969
1.6951624,1.4107141,1.6587203
1.7210091,1.4793918,1.8992649
1.7790722,1.1753886,1.7708567
1.7076235,1.2902914,1.639839
1.7161459,1.3294344,1.8542883
1.9030485,1.3456342,1.7284641
1.7003971,1.3476084,1.6715642
1.7309138,1.4599949,1.7922409
1.7678264,1.2371986,1.9031825
1.642641,1.3545603,1.6289334
1.6422758,1.3446355,1.6470875
1.6053157,1.4078262,1.5948632
1.8293631,1.4229091,1.6641082
1.7179203,1.3240538,1.8486784
1.638629,1.3098019,1.7447385
1.6663866,1.405168,1.7429942
1.7532517,1.3136263,1.6812115
1.8006625,1.153421,1.7582403
1.6348362,1.2746251,1.5984079
1.6539621,1.3342985,1.6936679
1.6686571,1.2789207,1.7565402
1.7420691,1.3463676,1.783144
1.6360307,1.4389826,1.704287
1.6717867,1.2761935,1.8827702
1.7694778,1.3350592,1.6193255
1.8284365,1.3191655,1.8272368
1.7309444,1.3811966,1.7063352
1.658009,1.278516,1.7830071
1.8730807,1.2635847,1.6267104
1.8332868,1.1638287,1.6272559
1.7288175,1.4577012,1.7255237
1.7902626,1.4711264,1.7442782
1.8619914,1.3412372,1.8797177
1.8633038,1.3329107,1.8585004
1.7125101,1.3443897,1.6381253
1.6901364,1.4762435,1.796867
1.826896,1.3637367,1.6392721
1.6194954,1.3854659,1.8242437
1.9051192,1.4087692,1.8254097
1.7407619,1.2390987,1.6320188
1.6193053,1.2729772,1.909218
1.8070753,1.3074046,1.7187037
