A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q
0.02925995,0.1324583,0.06927508,0.04756908,0.033864394,0.08391854,0.07760118,0.13817358,-0.14127156,-0.029347397,0.046306685,-0.096360296,-0.058846883,-0.0897143,-0.03059505,-0.012308642,-0.1256496
0.043034226,-0.04711733,0.03695789,0.085699365,-0.12406467,-0.10937738,0.077896416,0.03316836,0.13250679,0.10590951,0.14647764,-0.0070519745,-0.01580529,-0.09417173,-0.08823949,-0.12774545,-0.14320515
0.053112432,-0.21789421,0.013743728,-0.020906284,0.032352954,0.120883584,0.0114482045,-0.14940561,-0.039412633,0.2105543,-0.092013985,0.012081772,0.095355555,0.10537559,-0.21617368,0.067691,-0.08144766
0.14601344,0.06631693,0.12848872,0.12589088,-0.033408076,-0.03349983,-0.1439442,-0.14013986,-0.067115955,-0.015323676,0.00781855,0.14603874,-0.0487374,-0.12839529,0.086542025,-0.048353955,-0.0052843094
0.08962384,-0.18261713,-0.1263894,-0.06625033,-0.13334265,0.041476443,-0.04521107,0.06776841,-0.052986667,-0.24975425,0.08325301,0.10037184,0.116595,-0.011932701,-0.14420126,-0.012688264,-0.047484808
0.03344214,-0.26700574,-0.08425051,0.1462718,-0.12376559,0.12657657,-0.11626479,-0.06836257,0.048804134,-0.010081746,-0.039890245,-0.084106065,0.0072116405,0.07559723,-0.11543997,0.1211195,0.1347948
-0.038287498,-0.11860907,-0.102625966,0.054817513,0.08814131,-0.11328312,-0.054159075,-0.043371946,0.068970904,-0.20840518,-0.08534224,-0.11153092,-0.11924682,-0.090262994,-0.10205889,0.091757715,-0.01837261
0.05602631,0.21413292,-0.06306163,0.13018253,0.069405645,-0.10180588,0.008972719,0.097362995,0.0716224,0.04842171,-0.095871344,0.07955025,0.032162905,0.14889595,0.10163905,-0.069378756,0.04116249
0.08826037,-0.0018323809,0.09918262,-0.008908942,-0.05915013,0.13299984,-0.0019199997,0.037100315,-0.019605517,0.11282419,-0.1091398,0.1268653,-0.14198545,-0.10421987,-0.042853817,0.024015427,0.0025548786
0.046592847,0.044520825,-0.09131254,0.1168617,-0.14749543,0.047126785,0.072905034,0.13214898,-0.14886533,-0.009387776,-0.08260698,0.03437826,-0.04482197,-0.1353858,-0.2052976,-0.11120473,-0.11613864
-0.13530864,-0.07189301,-0.04692872,0.025709182,-0.042891152,-0.0017252564,-0.090308964,-0.06963081,-0.099251285,0.21068054,0.11285266,-0.048736565,-0.011776701,0.10419747,-0.1468549,-0.044332445,-0.04004436
0.032696784,0.017198734,-0.11440638,0.11701065,-0.067636125,0.10879159,-0.13370584,-0.06488173,-0.115468174,-0.020622075,0.08630164,-0.029197812,-0.07871661,-0.09510677,0.0055020675,0.054762587,-0.04397382
-0.073631704,-0.101514645,0.14163849,-0.11998932,0.045725152,0.13261127,-0.07417801,-0.024015456,0.08990225,-0.13984914,-0.04990468,-0.1443758,0.092636004,0.0188047,-0.09451812,-0.0063642412,0.13675657
0.0850292,-0.07278908,0.12276247,-0.07242741,-0.10409899,-0.010217249,-0.14198706,-0.008024871,0.0009507388,-0.1882355,-0.067508005,-0.14888342,0.10728848,0.052357137,0.09190777,0.062537536,0.093943074
0.12289891,-0.050383657,0.09805755,0.06796469,-0.06100007,-0.14012145,0.023646712,-0.044336952,0.140602,-0.16070768,0.004870057,0.07494378,0.07866423,-0.112277165,-0.015008092,0.055954263,-0.10129579
-0.12946315,-0.03426478,0.09878518,-0.07494659,0.14404202,0.07183106,-0.033925243,-0.14528692,0.026729539,-0.034868866,-0.14923279,-0.04967741,0.07741986,-0.07914698,-0.1809681,0.14527768,0.020832643
-0.11052889,0.012313664,0.004429728,0.028420165,0.14199689,-0.13130486,-0.01893133,-0.0689665,0.13404316,0.06483535,0.103156686,-0.05316455,-0.12457343,-0.016149104,0.21983692,0.10935885,-0.13379455
0.075237215,0.016929552,0.057229236,0.07346603,0.03982939,0.08652152,0.10506916,-0.020562515,0.13781902,-0.12486507,-0.11376424,-0.014501378,-0.0038295686,0.077137485,0.14191,0.03925717,0.095313355
-0.07649025,0.08889271,0.07444042,0.027151719,0.06172377,-0.09918829,-0.10329911,0.14316615,-0.012111813,0.16668348,-0.0012943149,0.023871318,0.0986975,0.039311767,0.016527325,0.14433584,-0.0786528
0.13597468,-0.02789288,-0.021192878,-0.04267654,0.023100361,0.14440292,-0.03520836,-0.049187943,0.003938943,0.00809294,-0.094492584,-0.07217272,0.13727286,-0.12623885,0.10110672,-0.013170183,0.031173185
0.013380215,-0.09709873,0.022578329,0.09240818,0.05571215,0.11153531,-0.116788834,-0.008269042,0.13413781,-0.08406918,-0.1339748,0.08291733,-0.09446546,-0.08830308,0.14903198,-0.07558154,0.10297853
0.06550148,0.093740016,-0.09722601,0.0801153,-0.09078623,-0.06464076,-0.003847003,0.113089114,0.0019779205,0.02070576,-0.13204734,-0.023935378,0.057055756,-0.07213566,-0.00342232,-0.027278982,0.12597963
-0.025840834,-0.22329794,-0.018311113,-0.14067492,0.07364988,0.10451567,0.06332496,0.061595544,-0.08018185,-0.06482615,-0.061541587,-0.0520517,-0.033161923,0.091797814,0.054794267,-0.025388092,0.056330547
-0.12086138,0.12655468,-0.13452345,-0.14497785,-0.068236314,0.08893864,-0.075037286,0.06657101,0.09160048,-0.053549677,-0.06431238,0.07463981,0.05985105,0.13773137,-0.011213712,0.12815231,0.114623725
-0.11985979,-0.1991328,0.0036078542,0.12709156,0.053061485,-0.06246958,-0.1338066,-0.08110798,0.00029170513,-0.067050174,0.01706253,0.10517469,-0.14636947,0.060458466,-0.16835964,-0.013220683,0.05763434
-0.011364266,-0.071576625,-0.07897432,0.031222403,-0.07988137,-0.11617075,0.10253918,-0.13575602,0.13182765,-0.011392549,-0.13306658,-0.03749396,-0.03322714,0.11332676,-0.0155101195,-0.0894202,-0.00034323335
0.04418792,-0.033895254,-0.13166927,0.08501141,-0.06713988,-0.08278297,0.0650257,0.11490941,-0.13829128,0.046497084,0.117434025,-0.09663257,0.07728942,0.080782026,-0.0025776029,0.1065861,-0.012381464
-0.12814128,0.07087068,-0.07194391,0.063645124,0.03215471,-0.03025584,-0.05388222,-0.09541848,0.10800478,0.05812575,0.08024113,-0.12473077,-0.015932083,0.08200382,0.011953518,-0.027981363,0.055758297
-0.051331095,0.060907334,-0.029364772,0.051494822,-0.02844733,0.0991749,-0.050123177,-0.104001924,0.05486618,-0.05013851,-0.12609404,-0.015653566,0.13637316,0.07192317,-0.049795218,0.07813667,0.08047366
-0.016426563,0.014944568,-0.0011939257,0.12655675,-0.014607221,-0.04942199,0.052028477,0.024977952,-0.066410445,-0.18765062,0.09203358,0.11598462,-0.033811018,0.13451627,-0.13758129,-0.031291388,0.009042978
0.099989906,0.08755562,-0.05517392,0.08776964,0.14710593,-0.12469377,0.0030772388,0.030629024,0.14236283,0.0325602,-0.07527512,0.022787526,0.059458196,0.06540258,-0.052083172,0.1449883,-0.028110087
-0.07375358,0.19299057,0.1025857,-0.05747059,0.02981259,-0.06784902,-0.057779633,-0.028465353,-0.0007068664,-0.018692836,-0.003107369,0.05306658,-0.10430358,0.08963925,0.18310845,0.05186969,0.06252538
0.089048415,0.08983426,-0.00071397424,0.022565797,-0.0003271997,0.067747876,-0.09041103,-0.11901838,0.04496035,-0.03201764,-0.023281395,0.06136614,0.021849364,0.062431112,0.10367823,0.13676739,-0.078879446
-0.037531666,0.08819631,0.08799051,0.055980623,-0.1307258,0.051147595,-0.030375533,0.1187703,0.09559028,-0.1267346,-0.029869132,-0.01121816,0.04399486,0.017985642,0.03881088,-0.0577429,0.09132919
-0.019140989,-0.13323334,0.0057112575,0.0075555444,-0.079542756,0.0625397,-0.14249723,0.055816993,-0.093165874,-0.0018437877,-0.11804883,-0.08327251,0.14561626,-0.12598656,-0.09795761,0.07057947,0.13587555
0.13828072,0.03021279,0.06832813,-0.10850103,0.14591762,-0.07145666,-0.083301365,0.011514932,0.071567655,-0.27621508,0.008940697,0.067554116,0.10340837,0.04471065,-0.1711559,0.09512085,-0.048259847
-0.0954894,0.15029474,0.13883257,0.07001789,-0.058850117,-0.030258,-0.083452106,-0.08909337,0.08965397,-0.111878656,0.0034308136,0.086516544,-0.11855239,-0.044735424,0.28485104,-0.06411243,-0.0067227185
0.14491385,-0.13519415,0.057494894,0.058248326,0.028822228,-0.0044106394,-0.14116615,-0.058130533,0.06728947,-0.20083009,0.13412628,0.1264143,0.116482764,-0.05182804,-0.18071267,0.14977777,0.060172692
0.01683399,-0.09548205,0.027634323,-0.0391021,0.14057726,0.050060198,0.028609008,0.11604476,-0.14470473,0.0021560192,0.028658539,-0.096673004,-0.088920794,0.016956985,-0.06295047,0.019965768,-0.097989164
-0.039213322,0.2801215,0.019748643,0.10688704,0.098760426,-0.1492533,0.14008734,-0.0073883235,-0.06445184,0.15249908,0.047732204,-0.046644762,-0.05050662,0.090165466,0.069426276,-0.06465721,-0.1309762
-0.042919777,0.18249793,0.12570527,-0.12726094,-0.04758221,-0.13746563,-0.13256389,0.14194307,0.0307924,0.02256532,-0.04120288,0.11244103,-0.069518514,0.13171694,0.23806193,-0.14281175,-0.06653386
0.11851737,-0.08680941,0.035266817,0.029387563,0.11101061,0.06792317,0.039180726,-0.048160873,-0.043974318,-0.12189317,0.07314147,-0.092427105,-0.059967846,-0.057493567,0.07343629,0.03042911,-0.0919023
0.009462178,-0.023433387,0.102503896,-0.11406031,0.103628635,0.121969074,-0.085853346,-0.07656133,-0.031339787,-0.08865619,-0.06200935,0.03900735,0.01321362,0.14125916,0.22084972,0.11538902,-0.023229867
-0.13953063,0.15696865,0.14345995,0.06599942,-0.026585393,0.045700073,0.012729824,0.05739346,0.124047875,-0.22599891,-0.09429644,0.114843726,0.045528993,-0.06859458,-0.013090178,-0.14125644,-0.07991567
-0.018514827,-0.11026665,-0.12263972,-0.03736414,0.032924905,-0.046737455,0.1445834,-0.12020456,0.041421086,-0.012213767,0.106600165,0.1251938,0.13842967,-0.0046948344,0.0025701448,-0.01663123,0.03996344
0.09779082,0.04577367,0.09302689,0.06858745,0.03983918,-0.12303272,-0.01515983,0.03649582,-0.013223141,0.02955921,0.019337416,0.052925363,-0.14168294,0.14523599,-0.0829265,-0.116653904,0.09210293
0.02562116,-0.086731225,0.08046208,-0.08377097,0.074976996,-0.12313919,-0.09384562,-0.00055485964,-0.14294212,-0.009426072,-0.091114715,0.08742054,0.026288182,0.067991555,0.07143575,0.13948005,-0.030998275
0.12747708,0.007366389,-0.06621371,0.116995096,0.062317476,-0.07913754,0.0002732128,-0.033428766,-0.014323205,-0.16704239,0.06373243,0.10653925,0.13614106,0.004082203,-0.033201456,0.09037392,-0.1490867
-0.08990597,0.14949597,-0.053398438,0.080370516,-0.013135865,-0.0038675368,0.089257136,0.05980751,0.054862514,-0.051543616,-0.09531082,0.0849611,-0.06526845,-0.12005842,0.013042882,0.079485014,-0.11437161
0.003104955,0.086677596,0.0720133,-0.017089799,0.08392927,0.0127801895,-0.1484356,0.06758179,-0.1337497,0.15407711,-0.08666448,-0.06105917,0.10869619,-0.13230935,0.022939578,-0.05047916,0.024356246
0.016492158,0.10404983,0.010159418,0.039664686,0.055236742,-0.14517829,-0.10988923,-0.121810295,0.09042607,-0.26118618,0.12564698,0.07348873,0.120975494,0.041080326,-0.025255434,-0.09053615,0.067422956
0.121973634,0.0844381,-0.07561968,0.1276403,-0.14280738,-0.113725394,0.10887599,-0.10607377,0.12292415,-0.23786578,0.0659039,-0.11869381,0.009608224,-0.10265824,0.043548122,-0.04452353,0.07839334
-0.04124692,-0.16501655,0.11799556,0.13066643,0.1275835,0.00064621866,0.124138206,0.10928288,-0.1241478,0.14100339,0.108905315,-0.12184763,-0.12878919,0.12597436,-0.043021962,0.06374024,-0.12204166
-0.10344064,0.007046081,0.009090334,-0.09096585,0.028341755,-0.022568434,0.08621189,-0.09789734,-0.01916118,0.1303198,0.13685226,0.062694356,0.0067320764,-0.09230152,0.07190326,-0.0088356435,0.08090356
-0.08471228,-0.057114534,-0.148956,0.08336218,-0.06991579,-0.1134865,-0.12907477,-0.118601315,0.120904684,0.19157991,0.07427277,-0.06879918,-0.07264152,0.032033026,-0.07233155,-0.10338375,-0.02193351
-0.08664065,0.039795294,0.110465705,-0.049023703,-0.10875338,0.12508857,-0.14343086,-0.13326162,0.0024594665,-0.2690882,0.060329765,-0.03679002,-0.057028167,-0.12722749,0.030005768,0.11307612,0.10590765
-0.13063367,-0.05926189,0.081798255,-0.12366182,0.03752947,-0.0933193,-0.0021640658,-0.07125407,0.0049349815,-0.26895738,0.080668464,0.067334324,0.008017927,0.0182544,-0.076648846,0.117706,-0.046187535
-0.02123037,0.039026514,0.14921317,0.017614841,0.107205,-0.03117054,0.09822428,-0.023682505,-0.07064272,-0.026831642,0.06624965,0.0045836866,-0.11870174,-0.09714688,-0.056054667,-0.016117722,0.13371459
-0.13865894,-0.011213064,-0.12684888,-0.10817562,0.123824,0.059486374,-0.07009888,-0.08346325,0.022417247,0.08307561,-0.02402614,0.019790977,0.11217019,0.038792163,0.22162598,0.037148476,0.1329034
-0.1184594,0.18297435,0.038488626,-0.11566186,0.10506186,0.11523491,0.095519945,-0.1136783,0.029944524,-0.09753868,-0.0369239,-0.13028869,-0.06553828,0.048919633,-0.0035654157,-0.1444964,0.124248594
-0.13422681,0.16820233,-0.14364763,0.14979592,-0.08802122,0.11482367,-0.064682245,0.12826398,0.0968916,-0.007777795,0.05768116,0.13574469,0.0468013,0.06973113,-0.008155599,-0.023761347,-0.09623425
-0.038854912,-0.04515697,-0.11810352,0.1114558,0.03721878,-0.07731918,-0.08341837,0.0832071,-0.07033181,-0.030540079,0.035210416,0.03014113,0.12439594,-0.023987055,0.036610603,-0.031268373,-0.025022134
0.05080548,0.16517025,-0.10386683,-0.11806153,-0.13806336,0.09435199,-0.0068035424,-0.14356264,0.1275259,-0.17909631,0.10815582,-0.046473563,0.1184513,0.06431991,-0.095315024,-0.048703894,-0.042940363
0.08253521,-0.073801294,-0.07374898,-0.082695454,-0.0019233525,0.07702191,-0.08989345,0.07870172,0.1349479,-0.014175132,0.0677928,0.11276224,0.1456621,0.038174346,-0.16765384,0.025508583,-0.14738055
0.1135402,-0.05218938,-0.14809108,0.14514065,0.091435,0.0013448447,0.035503775,0.068469465,0.13169241,-0.08889828,-0.09166151,-0.11586344,-0.12906522,0.087852195,-0.09966953,-0.06610056,0.063075826
-0.059409358,0.09131576,0.02678901,0.06179118,-0.14020689,-0.12133497,0.018738285,-0.045303978,-0.122397445,0.12727052,0.054993644,0.09926243,-0.07456929,0.10314736,0.07057464,-0.04170891,0.13958967
0.051319957,-0.23181082,0.07940833,-0.03868121,-0.07276687,-0.030041263,0.13082397,0.08827397,0.121828884,0.015669808,0.02658987,-0.052111425,0.022970721,-0.13347194,-0.04218313,0.13225475,-0.122703955
0.07614975,-0.04557903,-0.07934237,-0.021865934,0.03271866,-0.14299822,-0.14889735,-0.14521424,-0.09074849,0.05591169,-0.034507744,-0.036770925,0.03379315,-0.09271666,-0.2050117,-0.049352683,-0.12721221
-0.06505403,-0.0736714,-0.07237348,0.094313964,-0.06524334,-0.015729532,-0.068627216,0.09799676,0.01816827,-0.023949504,0.12592673,-0.0075952113,-0.07971019,0.0033801943,0.029787183,-0.0036038756,-0.12993135
-0.087432526,0.06476041,0.044972435,0.098092094,-0.017342865,0.09509066,-0.09728341,0.011934757,-0.013957307,-0.14803499,-0.094124705,0.061392605,0.08785814,0.029982254,-0.1858508,-0.097426504,-0.045827277
-0.037513755,-0.12667981,0.019920751,0.13428822,-0.072374515,-0.07546437,-0.06321675,-0.042700715,-0.07768593,-0.1467449,-0.0974026,-0.090683505,-0.110706285,-0.006350741,-0.05291552,0.07399757,0.01572223
-0.10427694,-0.10474447,-0.12262528,0.088622525,-0.002795428,0.008875459,-0.09063609,0.08549796,0.12571758,0.05384233,0.08255266,-0.07602881,0.08680564,0.11445147,0.027419575,0.14607027,-0.034749895
-0.04466763,-0.03985703,-0.076815285,-0.12534311,0.011702195,-0.12315844,0.005611345,0.06551695,0.14906877,0.0033099055,0.116790235,0.13452327,-0.09269819,0.14758778,0.044396058,0.07891218,0.02609305
0.12016791,-0.07275308,0.04497604,0.019605994,-0.10568789,-0.011482835,-0.1478571,0.13299745,-0.13855697,-0.046912707,-0.012249038,-0.024629086,0.141485,0.14344347,0.02606754,-0.010426983,0.09514776
-0.05254446,-0.17683186,0.1161809,-0.005728215,-0.012974381,0.1352894,-0.001694724,0.03761038,0.12074581,-0.07927732,0.0749691,0.090973616,0.118555486,-0.08655353,-0.18010446,0.13269052,0.00616996
0.03618659,-0.026159063,-0.035576962,0.050401926,0.040985867,-0.082773745,-0.110732734,-0.07773063,-0.072024554,-0.09654164,-0.082622446,-0.09263492,-0.07560815,0.051906332,-0.052721858,-0.014043748,0.10143247
0.068547055,0.15256293,-0.07873167,-0.11582258,0.038320452,-0.10485129,0.10007319,0.107670695,-0.023550749,-0.19332129,-0.021565393,-0.08733486,-0.0579696,-0.041608877,0.15014668,-0.03086906,0.078331545
-0.14681357,0.03105697,0.02962038,0.10392958,0.08789478,0.025785327,-0.07911649,-0.01017569,0.017239287,0.08981067,0.05763246,-0.13632639,-0.018002957,-0.099888705,0.13978145,0.09289569,0.12696275
0.106306344,0.11975038,-0.053445928,-0.059905425,-0.07992965,-0.12541346,0.05719076,0.068029836,0.14702302,0.017058626,-0.03451261,0.124637336,0.14628035,0.080038235,0.03748633,-0.11756316,0.11888629
-0.118594944,0.04598105,-0.041285187,-0.010446206,-0.11358898,0.03449841,-0.07425376,-0.10489603,-0.11418944,0.12928201,-0.016381696,0.018194571,0.10112232,0.119458675,0.020855874,0.13122153,0.01243636
-0.10205244,-0.19945669,-0.10311179,-0.027374268,0.047172338,0.086086676,-0.0647616,-0.06910281,-0.0101157725,-0.17141092,-0.09440526,-0.02189292,0.03133802,0.06523965,-0.06657172,-0.06447832,0.103168935
-0.13711432,0.07338844,-0.030750744,-0.11796458,0.023175776,-0.104218006,-0.07656559,-0.10749704,0.009391919,-0.08646006,-0.12001632,0.01416038,0.08417979,-0.06303798,-0.0755711,-0.055815034,0.011341259
-0.04885088,-0.07687639,-0.06947553,-0.11695446,0.040194437,0.10033581,-0.00034205616,-0.051007465,-0.09948687,-0.1099928,0.052805915,-0.09827468,-0.07637918,-0.123833075,0.041639462,0.073582485,0.030299157
-0.101645306,-0.07911959,-0.023096845,-0.05487006,-0.10894595,-0.09758444,-0.013220802,-0.076328665,0.10977915,-0.005815536,0.026614502,-0.039117247,0.004492998,0.07461825,0.07430801,-0.019519255,0.08017784
-0.015656129,-0.0063567907,-0.09271576,-0.045657493,0.11384162,-0.018197298,-0.09957832,0.04087825,-0.14769882,-0.03934706,-0.01408948,0.121730894,-0.03857308,-0.055235073,0.030131921,-0.11273876,0.028512716
0.13172,0.018133745,0.05960597,0.059556648,-0.03562274,0.06463261,0.10022023,-0.08733237,0.13006094,-0.14390394,-0.066495985,0.060118064,-0.09660684,-0.09367161,-0.005117789,0.07360782,-0.049082957
-0.09312922,-0.1588104,-0.06730689,0.14327914,0.034342214,0.09329514,-0.024954557,-0.0050901175,-0.018338174,0.115331054,0.11917925,-0.05825331,0.108730316,-0.14009129,0.113109566,0.14974669,-0.11815046
0.08788496,-0.08358744,-0.046334945,-0.034071766,-0.046674177,-0.023524493,0.058969885,0.119804114,0.14039803,0.08403477,-0.058198325,-0.021493852,-0.068589665,-0.09219743,0.05034603,-0.0055854917,-0.07632966
-0.114383325,-0.094781995,-0.0101386905,-0.106991515,0.043316856,0.1466797,-0.01303409,-0.07166088,0.0037626177,-0.06372228,0.117506385,-0.1297884,-0.08167575,-0.012906879,-0.13368224,0.11332148,0.12218645
0.040536657,-0.09353864,0.07945345,-0.11468586,0.12169406,-0.061970584,-0.05778718,0.11606297,-0.13086013,-0.093817756,-0.057279006,0.111272424,-0.05857843,-0.044216074,0.08432707,0.06340267,0.08303355
-0.08181734,0.10392776,-0.078462414,-0.09278353,0.106995285,0.112997085,-0.008862972,0.018775702,-0.10142781,-0.13978246,-0.038697325,0.0032871664,0.12621981,-0.05975177,0.09669456,0.11659634,0.044759378
-0.083978355,0.13741916,0.04769665,0.06658979,0.00033688545,0.11970717,0.14484191,0.059756815,0.011430681,-0.11764197,-0.14489868,-0.05932326,0.12733358,-0.11113587,0.044363126,-0.13356912,0.12368724
0.12178162,-0.08898182,-0.1171381,-0.11567567,0.008006722,0.11771983,0.108659595,-0.08344712,-0.063965715,0.2342128,-0.038931392,-0.14387359,-0.14440817,-0.012886316,-0.10498392,0.067279354,0.08796035
0.14564273,-0.032297783,0.060711056,-0.082775764,-0.050821193,-0.088004425,-0.020258069,0.10279396,0.019036978,0.23323354,-0.0010776967,0.043789044,0.13828507,-0.08716303,0.12375739,0.12082592,-0.06105393
0.05678107,-0.11061298,-0.056077212,-0.074756496,0.02691111,-0.086323716,0.09987314,0.039052486,0.034414053,0.034701213,0.12655205,0.12813228,-0.09496522,-0.092850894,-0.18007043,-0.083332606,0.050110385
-0.110263705,-0.080774955,0.08430399,-0.037892893,-0.019658536,-0.088489816,0.059879437,0.08430605,-0.14122237,0.009185448,-0.10155688,0.05734366,0.012304261,0.12815142,-0.07912725,0.0659578,-0.014923751
0.12686548,0.006285578,0.13999978,-0.030077882,-0.0894447,0.115440816,-0.14855823,-0.07661149,-0.016850382,0.08155964,-0.0044791847,0.01900497,0.05269657,0.06858669,-0.0012326837,0.09345324,-0.14161374
0.01724273,-0.10458352,-0.050649047,0.0014540106,0.10708243,0.13308921,-0.010574713,-0.11619128,0.0030356944,-0.039713413,0.09426202,0.08019422,0.046540424,-0.053905144,-0.15059042,-0.056881875,-0.091319546
0.140419,0.23117739,-0.1243252,0.048199758,-0.095184505,0.07783538,0.108937204,0.05725296,0.089973584,-0.09938595,0.053409025,0.111956716,-0.12025744,-0.025483273,0.16958185,-0.02729763,0.05851899
0.1394965,-0.107768685,0.06997478,-0.075317055,0.041059628,0.06765579,-0.13507567,0.010321513,-0.12649074,0.026162855,-0.0023000091,0.015497118,-0.13601954,0.14694342,-0.2051566,0.0009227842,-0.063985564
0.017200217,0.014091037,0.012441069,0.0011557937,0.047929168,-0.027119443,-0.14693552,-0.030941322,-0.12785232,-0.26548636,0.12084544,-0.024768174,-0.051814504,-0.062009975,-0.076734185,0.06964365,-0.00973767
0.083531305,0.12377094,-0.13214257,-0.14950736,0.07304357,0.011958092,-0.019676626,-0.083017394,-0.1419608,-0.20037535,0.0031594038,0.056192055,-0.059133768,0.048491433,-0.090920076,0.12621278,0.1065371
0.13242587,-0.01670152,-0.11184882,-0.08736683,-0.11418626,0.09604694,0.1110374,-0.06643119,0.108623415,0.0042321384,-0.051336765,0.08969955,0.012698218,0.1034798,-0.03390017,0.030838862,-0.083765745
-0.12348206,-0.14919122,-0.019780204,-0.13803782,0.08510068,0.098318025,0.09277175,-0.0004605651,-0.044290803,-0.03676775,-0.087577954,0.09838663,0.13850468,-0.041850492,-0.14433584,-0.07042428,-0.008805767
-0.14762452,0.08325818,-0.0457111,-0.060019188,-0.027864575,0.11383447,0.108522356,0.09986688,0.08209102,0.24080186,0.03204049,0.077117085,-0.074224934,-0.06298939,0.18777037,0.08558434,-0.07841283
