A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S
0.9034217,-0.33034968,0.94147265,0.2526361,-0.1402836,0.17225023,0.030494139,-0.04327649,0.041396037,0.02747406,0.0453085,0.07696654,0.14068806,0.1024614,0.08501004,0.94242626,-0.48772725,0.012380257,-0.09996157
-0.33979672,0.8655026,-0.47087663,0.050241858,-0.06993233,0.035245776,0.0826851,0.14624667,0.08997019,-0.09720573,0.045459494,-0.15735462,-0.11789332,-0.12023351,0.14822432,0.909161,0.9403887,-0.06198115,0.10536578
0.9189693,-0.13567822,0.81019723,0.022422373,0.047599435,0.029673964,0.1414428,-0.13213229,-0.096837334,0.11591509,-0.14144717,-0.05696352,-0.06634882,-0.09095046,0.069553435,0.84223247,-0.21327725,0.14442724,0.07522756
-0.29104435,0.8591338,-0.029514149,-0.20472433,0.11508393,-0.27583194,0.14138746,-0.130416,-0.07516122,-0.008622438,-0.06662221,0.08201453,-0.07910925,-0.0030019581,-0.018576548,0.83788854,0.81088114,-0.027454734,-0.055017702
0.69401,-0.3982448,0.98801553,-0.046613544,0.11332342,-0.068210885,0.06957321,0.14381424,0.08004625,-0.08599472,0.06448932,0.14478074,-0.11169326,0.1351079,0.023705542,0.9047898,-0.37631932,-0.0626352,-0.002757877
-0.2784313,0.83820164,-0.27564925,-0.017451704,-0.0625712,0.12072569,-0.11937771,0.27611336,-0.07090048,0.031135798,0.017470896,0.16393839,-0.14734952,0.085770786,-0.048988156,1.0163081,0.7253,0.13523206,0.10349536
0.7085791,0.10835093,0.9138893,0.0117675215,-0.12446237,0.34556484,0.06948626,0.10836752,-0.13735348,0.07028487,-0.11687319,0.1402381,0.10575631,0.0010895431,0.09572853,1.0656633,-0.274535,-0.03821964,0.03888981
-0.1958632,0.7736912,0.1543805,-0.12502691,0.11566606,0.16094926,0.08944838,0.1031197,0.03871505,0.112550944,0.038443074,-0.24105456,0.01575099,-0.0530191,0.0069662184,0.9379393,0.68114316,0.0208015,0.13285494
0.5750785,-0.22702977,0.7188808,0.033935696,0.041353047,0.046325102,0.059318468,-0.009937502,0.052527666,-0.1435046,0.103043556,0.10330541,-0.13178435,0.019024,-0.0023358315,0.96859527,-0.13030644,-0.14731419,-0.047743678
-0.009086803,0.65427256,-0.18196999,-0.0077273175,0.08176452,-0.10870254,-0.03132341,0.038186625,0.015380129,-0.03128872,-0.086057305,-0.0558037,-0.14452499,0.0244506,0.020211056,1.0279347,0.48833388,0.090505436,-0.010394618
0.6342844,-0.007237889,0.6444273,0.045921236,-0.009124801,0.027712896,-0.07875377,0.026213348,-0.008890778,-0.024133354,0.044665575,0.053118445,-0.09721486,0.112181485,0.008283377,1.041253,-0.070656665,0.07437907,-0.048904806
0.062219642,0.61900115,-0.1497646,0.064042315,-0.0534548,0.16484219,0.08610755,0.2132389,-0.14649527,0.058414906,0.04006459,-0.016567893,-0.0049295425,-0.034553096,-0.035200506,1.0028548,0.54394144,-0.02976469,-0.14937228
0.49613357,0.34991166,0.54332703,-0.079651594,0.13205805,0.21085297,-0.12703349,-0.09453015,-0.12167731,0.14394486,0.00091044605,0.014557712,-0.11252942,0.029909909,-0.13713925,0.9362556,0.09968064,-0.0031538308,-0.112855345
0.19307601,0.40139452,0.24319284,-0.060729958,-0.13039707,-0.12174767,-0.03428503,0.10446669,-0.13608776,0.045902625,-0.10610399,0.17054446,-0.10547438,0.020947486,-0.063958436,0.81670856,0.4328015,-0.00018569827,0.092158735
0.30015168,0.2677983,0.3800588,-0.023088232,-0.06578472,0.033867046,0.110452116,0.122694224,0.05809103,-0.096886635,-0.14090098,-0.06678714,0.017666757,0.06982252,-0.025710009,0.79822487,0.25755507,-0.0689631,-0.10480314
0.15783334,0.4844832,0.13048907,-0.16655184,0.14034793,0.23594373,-0.10108043,-0.029536337,-0.030525506,-0.067147136,0.12065613,-0.17303103,-0.04382871,-0.015820533,-0.08283608,0.917393,0.18788685,-0.13235857,0.026271686
0.114617586,0.17977692,0.51187116,0.088704474,0.06358169,0.018066779,0.03978853,-0.06804028,0.09411894,0.13675043,-0.005921796,0.07613987,-0.13274242,-0.026408963,0.13143578,1.0401969,0.21597846,0.12679833,0.059756175
0.29307517,0.08303915,0.28789747,0.04086268,0.088602304,-0.20938812,-0.0023598075,-0.14524147,0.0047699213,0.014786392,0.00025439262,0.10303717,-0.016406715,0.0493979,-0.092254356,1.1647755,0.10838893,0.068066314,0.027472138
0.013714641,0.17959696,0.23283152,0.044432536,-0.11743652,-0.21386924,-0.10813603,0.085800365,-0.021857038,-0.03525152,-0.09629181,0.13782853,-0.0077248216,0.048708558,0.09376529,1.1069493,0.35902232,0.048637047,0.1345045
0.4465443,0.0881993,0.32675114,-0.09800583,0.024396956,-0.0032173991,-0.13799506,0.19800481,0.14719531,0.081221655,0.09742838,-0.14901906,0.12491214,0.12059063,0.067746624,1.1122508,-0.014157288,0.020939797,-0.07734064
0.06254452,0.754765,-0.032184184,0.13073231,-0.10759525,0.31046048,0.11738777,0.06706721,0.07413089,-0.13583355,0.11709055,0.059873715,-0.102897316,-0.045872927,0.09322232,1.1040543,0.53701854,-0.07094897,-0.14072226
0.5785633,0.098957695,0.81101817,0.20690732,0.055978283,0.11882242,0.10567629,0.01200223,-0.04707422,0.09386033,-0.08338359,-0.1590237,-0.035176657,-0.11187394,-0.08997962,1.2260205,0.04008212,-0.14972138,-0.13905159
-0.051810242,0.6549121,0.03759086,-0.0258701,-0.08624495,0.072389975,-0.102121055,-0.018302068,0.06278771,0.13038984,0.030981138,0.02987127,-0.12531509,-0.05095478,0.09389229,1.3653816,0.5656952,-0.14345042,0.02746585
0.6874125,-0.087875776,0.7641876,0.09050676,-0.06758373,-0.038243994,0.08960132,-0.19240561,0.065666065,-0.11698403,-0.0877889,-0.10850495,-0.042328797,0.023022056,-0.11292194,1.5053564,-0.057315998,-0.0037404299,-0.09409994
-0.038909443,0.39653182,-0.11840561,-0.10307666,-0.08863078,-0.25384364,0.08933917,-0.054718234,0.14304096,0.040530473,-0.11665508,-0.21764275,0.0314036,0.12795871,-0.14463648,1.5961823,0.72523135,-0.14819543,-0.13244914
0.7079751,-0.06887117,0.31544983,-0.21172981,-0.07707285,0.042417668,0.047743663,0.20833778,-0.050932005,-0.06358849,-0.1416842,-0.1853407,0.03385997,-0.13568178,-0.07195967,1.719617,-0.13455245,0.11835337,0.02071035
-0.19833063,1.0314074,-0.09693105,-0.22550267,0.05608879,0.21954107,0.13083473,-0.10425736,0.025984377,-0.07193876,0.08852917,0.10269422,0.013217658,-0.086015105,0.09179804,1.705046,0.65282226,0.09213656,-0.059850186
0.7064487,-0.25026265,0.9859922,0.02362831,-0.08969937,-0.2530913,0.1493009,-0.04848692,0.119522125,0.051093742,-0.06841956,0.118800625,0.06325562,0.076579675,0.026389837,1.5674891,-0.08506201,0.10779765,-0.034772515
-0.10046436,0.51198244,-0.36386353,-0.10174045,-0.10804718,-0.17532997,0.07180475,-0.04980497,0.06723146,0.020828053,-0.07501125,-0.02417244,-0.09148027,0.11083126,-0.03559728,1.4928316,0.72398007,0.07903281,0.016344815
0.80537,-0.16429356,0.36806393,-0.09126127,-0.116491064,-0.15024957,0.10285446,0.088902846,0.03972383,-0.121932015,-0.09961351,0.061731197,-0.061221957,-0.05719187,-0.133937,1.4944179,-0.1121089,-0.091821134,-0.015617937
-0.0628784,0.79290086,-0.1574649,-0.01061023,0.09548825,0.007202722,0.008995414,-0.030900232,0.13782534,-0.139704,-0.0050622523,-0.23974112,-0.034720108,0.029550985,0.027534157,1.558801,0.873302,-0.13320346,0.1321074
0.7600256,-0.028512575,0.6734872,0.07231572,0.11292046,0.002720125,0.045856357,-0.01189369,0.057939544,-0.09980334,-0.043978177,0.10268505,-0.06578889,-0.043347716,0.023428798,1.6573007,0.028876498,0.10525727,0.11388478
0.015200913,0.62184954,-0.0908837,-0.12587878,0.018669873,-0.08916068,0.0017398596,0.04828286,0.045349494,0.052582562,-0.086067386,0.17586899,-0.017515808,-0.070861496,0.05530511,1.5686615,0.747109,0.03820072,0.016334504
0.6854136,-0.08586545,0.6604163,0.0017327145,-0.052423023,0.15211976,0.006616175,0.016617782,-0.099044845,-0.05478911,-0.12033098,0.07606889,0.14804006,0.11327359,0.07656567,1.5668952,-0.04353419,-0.086696275,0.13883501
0.09341499,0.72834253,-0.23175973,-0.056382753,0.05308424,-0.040435523,-0.038439594,0.09383476,-0.047341384,0.06350483,0.05228074,-0.16895398,-0.015812427,-0.10329017,-0.028741822,1.5400056,0.79625726,-0.035070047,-0.1402794
0.72537845,0.21981463,0.59703225,0.06941423,0.12714928,0.10485086,-0.14319451,-0.2063936,-0.00983879,-0.03157132,0.08861844,-0.07782361,0.0029890537,-0.13494371,-0.026905417,1.5867707,0.07426593,-0.10640225,-0.042562187
0.1902715,0.56547475,0.1999417,0.04194337,-0.042174324,-0.18959813,-0.0012782514,-0.06829335,0.044542998,0.07443957,-0.0637329,0.100687504,0.05488591,-0.053776972,-0.085220255,1.5544312,0.79432607,0.13891083,0.11895162
0.6746271,0.25634664,0.49986443,-0.19132459,0.09354031,-0.20825186,0.14533776,0.0847371,-0.073094204,-0.083422035,0.056381777,-0.031754315,-0.012177512,0.04390098,-0.03447862,1.6551011,0.19393831,-0.115533456,0.07816656
0.14251721,0.9068639,0.22398078,0.1955304,-0.089879364,0.16113704,-0.027320646,0.10052243,-0.07783401,-0.056700237,-0.05460316,-0.07218987,-0.07145614,-0.1349476,-0.10264972,1.6323911,0.78884536,0.07541001,-0.009231821
0.8321209,0.38279355,0.8079616,-0.07730973,-0.01584059,0.04937969,0.105240405,-0.2530766,-0.057294935,0.14383224,-0.1344136,-0.03376919,-0.13933656,0.009271756,-0.008206382,1.6109656,0.1801989,0.00012931228,0.011061132
0.046413258,0.50917816,0.472543,-0.112617314,0.13561162,-0.14482892,-0.02367282,0.06604186,0.054993257,0.04082136,-0.06517616,0.019151807,-0.04346899,0.10192442,-0.13654926,1.5173559,0.9600572,-0.13622665,0.097679585
0.9264809,0.18350823,0.37858993,0.052883983,0.0075087845,0.1228379,0.14698264,0.06641541,0.06869416,-0.12344335,-0.08279994,0.09972116,-0.061639547,0.09010306,0.033759072,1.6030394,0.03923647,-0.13163663,0.05790934
0.010623485,1.0162188,0.29300517,-0.12715244,0.102130234,0.1042022,0.10295525,0.17543755,0.09378761,0.024115354,0.0216382,-0.054919884,0.14113536,-0.025679149,0.047277927,1.5853934,1.0010649,-0.043686837,-0.095772654
0.9544958,0.24937773,0.96436775,-0.034223005,0.12429288,0.118545875,0.064824775,-0.1392189,-0.00053180754,0.05835794,0.015463173,-0.031950198,-0.025690272,0.029081509,-0.1362065,1.4454309,-0.025503673,-0.045742467,0.14339912
0.03272093,0.68303186,0.37325463,-0.024255298,0.05939874,-0.23871535,0.13341174,0.1055755,-0.0046227276,0.068945065,0.0742711,0.22346707,-0.0072187185,0.09187594,0.04015307,1.5945206,1.0059361,-0.12347852,0.11803725
1.1143584,0.25446165,0.693534,-0.035758927,-0.057944246,0.10064857,0.021089017,0.13945319,0.033802807,0.037754595,0.044151485,0.012798399,0.011467516,0.010507479,0.009444654,1.6767572,0.14703351,-0.056343988,-0.12269147
0.18646373,1.2046342,0.36069167,0.031159863,0.042103812,0.13067563,-0.013538644,0.093301386,0.08263606,-0.0286429,-0.0641925,-0.16111399,-0.067315385,5.6266785e-05,-0.094156876,1.8062335,1.1966574,-0.096632324,0.14481956
1.1007615,0.37751538,1.2170111,-0.056614086,-0.043014854,-0.044717565,0.10636285,-0.0906284,0.0455153,0.017103374,0.049181968,-0.089820646,-0.14744277,-0.09521286,-0.05473838,1.8684288,0.3010112,-0.122698195,-0.09075185
0.39078555,0.9342041,0.37706763,0.09181909,0.14942384,-0.14463532,-0.019151747,-0.17377393,-0.11625456,-0.04766348,-0.07037439,-0.06223312,0.10988602,0.10409874,-0.04108184,1.7926351,1.2187533,0.039424375,0.026175976
1.3591433,0.18195516,0.8004463,-0.015905209,-0.11780955,-0.17012145,-0.02173844,0.058652796,0.13806456,-0.093517184,-0.07096276,0.32352555,-0.09805839,0.07344456,-0.12107347,1.7159129,0.5336634,-0.08487895,0.080802634
0.39137357,1.401406,0.053027496,-0.16263391,0.0803359,0.15016311,-0.07371703,0.09141472,-0.10403277,0.048128948,-0.03582809,-0.2245254,0.110289395,-0.022378474,-0.09763247,1.8546982,1.2397041,0.036997423,0.11678475
1.0984943,0.33618563,1.2626694,-0.104978,0.06308769,0.2104429,-0.07969739,0.10874069,0.097033635,-0.12778258,-0.14880526,0.17178683,0.08065407,-0.008993268,0.07084599,1.9869808,0.39899597,0.089871526,0.07481253
0.26267952,1.0920066,0.3799598,-0.2378065,0.08919947,0.030584209,0.0051994026,0.08477329,-0.07364997,-0.101114295,0.12930676,0.18042181,-0.035422795,0.13952297,0.07985778,1.8556956,1.0230849,0.02195406,0.12453231
1.1672534,0.22673671,1.2365103,0.23437256,-0.033834994,0.1681202,0.101316005,0.16971667,-0.009939134,0.10886723,-0.082083106,0.24725668,-0.034160867,0.089751706,0.12801239,1.946426,0.40755162,-0.06835916,0.114887685
0.27584258,1.3702465,0.1368295,0.038223207,0.0066087097,0.19713905,-0.09914573,0.052535072,-0.122394815,0.09578629,0.07187696,0.00782273,0.024683282,0.05088307,-0.016105935,1.8435296,1.1627581,0.068627685,-0.044419795
1.0133736,0.25113907,1.2964015,-0.0083955005,-0.037940472,-0.04658688,-0.013502538,-0.076075524,0.14428103,-0.057385348,-0.105218254,-0.022843808,-0.10997184,0.14618182,0.10098082,1.9221209,0.16213347,-0.07034403,0.10791433
0.1548485,1.030128,0.1924612,-0.018642627,0.14515138,-0.06474513,0.08567606,0.024596676,-0.099761456,-0.05757609,0.005135089,-0.22843644,0.09034796,-0.02034539,-0.12873623,1.9861413,0.87663853,-0.019734368,0.037875712
1.009002,0.2777424,1.1279504,0.15211895,0.021610916,-0.02960433,0.04107569,-0.095947064,0.015657246,0.1295039,-0.053979598,0.17358524,-0.048444755,0.020783544,-0.0017199516,2.1134226,0.18384865,0.08239612,-0.10929917
0.11723691,0.83147836,0.40100414,-0.1334731,0.10004881,-0.2106956,0.021177739,-0.1017915,-0.11375921,-0.0030298978,-0.032356724,0.23144075,0.020402148,-0.12913002,0.02932185,2.1084852,0.9343761,-0.10764762,-0.021307394
0.93722105,-0.018792361,0.7506474,0.065610126,-0.14789696,0.009417176,-0.106240354,-0.2596513,0.11775291,-0.053507105,-0.033550523,0.11207486,-0.075093254,0.12875989,-0.10182061,2.0510232,0.026547506,-0.019689456,0.051058263
0.06131679,0.6661292,-0.0424508,-0.12054188,0.14962855,-0.37445864,-0.09893735,0.12122631,-0.048448242,-0.03759744,0.14364189,-0.074021235,-0.06488248,-0.06873801,0.112395465,2.0224526,0.9933161,0.12887472,-0.12127403
0.9217394,0.20691195,0.56702256,0.28837085,0.13340747,0.22273943,-0.032066777,-0.20987728,0.047888696,0.10022476,-0.10973059,0.39690286,0.02730167,-0.063224375,0.020002022,2.0385678,-0.01087074,0.12513739,0.049445495
-0.087172344,0.85432845,0.058127224,-0.1062209,0.06825231,-0.14352615,-0.07053602,-0.08247191,-0.13407181,0.069552615,-0.14390145,0.3080806,0.040170297,0.08796698,0.13640642,1.9497043,0.842664,0.14743647,0.014236897
0.909591,-0.15388258,0.81489205,-0.005365178,-0.14187443,0.06290156,0.045592114,0.017459244,0.11555269,0.0007311702,-0.013975471,0.21736667,-0.041769437,0.0199188,-0.052369528,1.8572302,-0.011069849,0.021167964,0.007800117
0.05391057,0.8389045,-0.28092313,-0.07499686,-0.124593064,0.014590919,0.0059755743,-0.03503775,-0.018186882,0.045879275,0.12353772,-0.099298,0.076911464,-0.0519246,-0.050016634,1.7883899,0.89338493,-0.06440483,-0.027232341
1.031641,0.0027265474,0.7183639,0.1683818,0.026276812,-0.13418098,0.12782374,0.0057879537,0.036420107,-0.07115686,0.13940468,-0.048006862,-0.031436957,0.07100506,-0.043527894,1.877753,0.06840147,-0.061040074,-0.13615194
0.12098816,0.93653154,0.14985827,0.016384915,-0.058678634,0.052286625,-0.07388672,-0.072326824,-0.008298188,0.0033855736,-0.13190602,-0.041138425,-0.033689067,0.002622962,0.100070864,1.750926,1.0368003,-0.031555027,0.11834094
1.1706431,0.17559145,1.025011,-0.07524145,-0.13686372,-0.16094512,-0.05076378,-0.066130176,-0.13690993,-0.14550483,-0.1222084,0.029619537,0.047738954,-0.11082642,-0.021520987,1.7232891,0.11144829,0.052489012,0.1034421
0.0682156,1.0783352,0.28189266,-0.061356574,-0.13163254,-0.023190334,-0.06566706,-0.06628016,-0.12771316,-0.034732603,-0.13335164,0.05972527,-0.021832988,-0.04399304,0.02556558,1.7232528,1.2770932,0.124583244,-0.024724126
1.310822,0.04280176,1.140783,-0.07648322,0.013410717,-0.08885248,-0.03086976,-0.09384304,-0.07540545,0.07406348,-0.09271449,-0.029714167,-0.024855867,-0.13024056,-0.07973272,1.7388146,0.20671842,0.092682615,0.0013583004
0.20958048,1.3010085,-0.020583905,-0.07792196,0.09015465,-0.042850092,-0.10848411,-0.19154692,-0.095759064,-0.07344275,0.1427941,0.055392213,0.0018470287,-0.11065252,0.08969602,1.6586785,1.330288,0.14266226,0.071811125
1.4441587,0.14489251,1.2831837,0.24148946,-0.0032403022,-0.10179795,-0.10826154,-0.14608124,0.020950302,-0.075476825,0.12880048,0.2604884,0.081471086,-0.106570676,-0.10419129,1.7624645,0.23244241,-0.110250816,-0.13184214
0.19346529,1.3729112,0.009338155,0.24112996,0.06138371,-0.096609786,0.12512538,0.01947485,-0.016333207,0.07961269,0.00075113773,-0.22958499,-0.13245915,0.08293046,-0.10247852,1.8460438,1.2986091,-0.004999742,0.13270381
1.3086613,0.28889406,1.2874693,0.13360092,0.01632838,-0.07107798,-0.13835181,-0.021108747,0.124247074,0.1438483,0.009411618,-0.040935203,-0.044517286,0.0904116,0.13505435,1.9391129,0.2509538,-0.014471173,0.091161445
0.25855795,1.2967336,0.21308166,0.11986734,0.043062136,-0.14359564,0.058046997,0.11736648,0.038573995,-0.12842815,0.053828165,-0.0139182955,0.05589007,-0.080010206,-0.05542951,1.8807424,1.2909751,-0.14757344,0.13171065
1.1595904,0.40157765,1.2906111,0.17233448,0.109323084,0.19658102,0.10157639,-0.1463199,0.05935128,-0.0337632,-0.050458454,-0.016440928,-0.061993293,0.00014343858,0.04631932,1.946138,0.33839488,0.11920059,-0.14964002
0.48793334,1.0696833,0.48895198,-0.021857135,0.14715186,-0.059976354,0.06722051,0.09246664,-0.09301533,0.051815376,0.008487329,0.215501,0.13192669,0.09121166,0.00095926225,2.0536335,1.1482245,0.015185833,0.0662439
1.1542219,0.58722854,1.1190065,-0.0018605739,0.11557078,0.16613546,-0.06513096,-0.046600774,0.020845503,-0.06371799,-0.018612623,0.2876386,0.0597371,0.011301994,-0.14913213,2.0734472,0.60831785,0.022693694,-0.06521418
0.69463503,1.0881411,0.53922135,-0.16644146,-0.05653596,0.060402945,0.045669302,0.029431775,-0.12234448,-0.020702884,-0.09203148,0.011330858,0.067719296,0.06437819,-0.026012026,2.1717367,1.2163818,-0.08634151,-0.0754239
1.144749,0.6222284,1.025085,-0.009925559,-0.008488655,0.025602281,-0.009230897,0.032299824,0.041852206,-0.14382698,-0.012301624,-0.042915538,-0.12139933,-0.07829935,-0.14103383,2.1495051,0.5540776,0.110865116,0.12988383
0.42372826,1.2949722,0.5114849,-0.04056576,-0.10122393,-0.021395162,0.08488892,-0.12862872,-0.060780346,-0.10281455,-0.07122422,0.027368896,0.09288615,-0.14238226,0.060707226,2.1990647,1.2163514,0.04189928,0.050368294
1.1017407,0.35691476,1.2757051,-0.040529124,-0.082206115,-0.19917244,0.13892993,-0.12131721,-0.014886603,-0.04257483,0.08463496,0.056572914,-0.11080717,0.060508415,-0.06166415,2.0705314,0.3231128,-0.0032310039,-0.061922014
0.30028433,1.0537899,0.47687075,0.1392379,0.07850991,8.139014e-05,-0.09875406,-0.06972228,0.10052693,-0.09697533,0.069668785,-0.19684622,0.025920406,-0.03596644,-0.12789385,2.1711304,1.0734798,-0.12924482,-0.1469766
1.1557053,0.2961342,0.93657994,0.038745992,-0.10335928,0.044999525,0.12030041,0.029626787,0.09862526,-0.09779152,-0.11766489,-0.2002581,-0.042388186,0.1474235,0.12364897,2.233654,0.4316562,-0.06402954,0.020535186
0.53512925,1.2815461,0.26004842,-0.11643638,-0.08773431,0.00078792125,-0.057029612,0.074065015,-0.12657279,0.096241236,0.004952714,-0.27258784,0.13005632,-0.01567626,0.041786775,2.08705,1.2314782,-0.03617181,0.13593122
1.140934,0.56221265,1.2470855,-0.14203788,0.103161216,0.028618291,-0.11294809,0.0017587245,-0.12671913,0.030733198,0.020865947,-0.21064329,-0.05125101,-0.021055862,0.023938641,2.0293965,0.41255063,-0.08575094,0.11898252
0.37407157,1.0324125,0.42635024,-0.01700776,0.14403373,-0.14151056,0.14805087,0.05410917,-0.00388816,-0.06014557,0.086389095,0.066769674,-0.027177915,0.11959195,0.08970255,1.9960415,1.2349436,0.11233544,0.1388002
1.2373366,0.53027356,1.1579561,0.10833295,0.041087016,-0.04986588,0.13156435,0.2568612,-0.10624772,0.0362909,-0.080446,0.23089007,-0.035307884,0.1168744,-0.057743564,2.0997376,0.3164264,0.07894993,0.034495443
