A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S
-0.10302052,0.095657915,-0.04338073,-0.39051026,-0.107084155,0.016837336,-0.0516996,0.078032225,0.028026953,0.12132087,-0.022140868,0.03462051,0.11453816,-0.20161527,-0.15126334,0.28000993,-0.066398695,0.097966865,0.030422151
-0.06062138,0.08909275,0.014600933,-0.1360664,0.06068808,0.049505368,0.033734143,-0.16137037,0.062356263,0.032553375,-0.0508105,0.085847914,-0.021721706,-0.21303204,0.15327841,-0.096589126,-0.12756252,0.0654524,0.018051565
0.14439896,0.10958564,-0.08251369,-0.095565975,0.0105819255,0.16917287,0.122003615,-0.07991691,-0.063700914,-0.071719214,0.16420516,-0.08106954,-0.0026021749,0.2058585,0.09078878,-0.14007269,0.11019544,-0.056797743,0.012193754
0.034980312,-0.04214462,0.0382379,0.10939113,0.12726912,-0.143662,-0.108536325,0.27066988,-0.10417443,-0.022828579,0.08459458,0.07587719,0.1373994,0.16563651,-0.21201453,0.014172316,-0.21571943,0.055224463,-0.06567916
0.14759499,0.09031361,-0.061941504,0.17888205,0.09640968,-0.010911047,0.06788537,0.17893733,0.014957398,0.03518206,-0.045505747,0.065357655,-0.14514108,-0.0118941665,-0.04027748,-0.07583362,0.043223247,-0.036862656,-0.084136605
-0.06312871,0.11323297,0.061278686,0.103483826,0.088885725,0.19488585,-0.0026689172,0.029789843,0.110197306,-0.14123431,-0.20008484,-0.13215391,0.124812454,-0.023927882,-0.098219946,-0.059372164,-0.16086206,0.03889656,0.018366575
0.111510634,0.13224581,0.07266897,-0.14125715,0.07888052,-0.017560259,0.08502151,-0.027613789,-0.08319161,-0.14114533,0.02915454,-0.057324477,0.08046068,0.29459044,0.09038839,-0.026977867,0.06416218,-0.08215758,0.12007135
0.0978571,0.0048013926,-0.009900674,0.15998653,0.008127362,-0.00042480975,0.034771055,0.23911798,-0.0017117858,-0.049938463,0.20043719,0.13313076,-0.13597348,-0.0054388717,-0.31131494,0.13504195,0.08305617,0.0686363,0.06409909
0.12147638,0.000112220645,0.078013524,0.050932027,0.09923138,0.17294885,-0.13454428,0.052765213,-0.098753214,-0.07158019,0.14869468,-0.04473807,-0.0037333965,-0.12198753,-0.12890871,0.14970583,-0.12230651,-0.019248322,-0.047908314
0.0055924356,0.10375428,-0.12803036,-0.06490395,-0.14957589,-0.07087208,0.10988277,0.05043965,-0.054922663,-0.14498141,-0.13560048,0.053669885,-0.081321895,0.34242287,-0.18173477,-0.24383318,-0.016173214,0.13891536,0.087531075
0.08432634,-0.10779823,0.09691836,0.29396182,-0.054194443,0.06662513,0.14836606,-0.059713386,-0.12810302,0.040847987,-0.03158751,-0.07858018,-0.06523118,-0.35502303,-0.34400034,0.012527883,0.014256597,0.0715954,-0.039858483
-0.0620234,-0.009945393,0.088942766,-0.44275653,-0.023967505,-0.033889882,0.014604241,0.18677993,-0.0029356182,-0.13207348,-0.10610465,-0.08064765,0.061639994,0.035193153,-0.21041787,-0.07838791,0.21854486,-0.1028251,0.09287386
-0.06700464,0.06819026,0.025955006,0.061180525,-0.11777325,-0.055595726,0.116699606,-0.20226483,0.023114368,-0.10829988,0.162553,-0.024439245,-0.023276985,-0.11359425,-0.03010358,0.11686964,0.09032653,-0.01702866,-0.11214738
-0.1360309,-0.07830098,0.014418647,0.0041466504,0.12900472,-0.03539163,0.13437432,-0.022272624,0.04651466,0.11243987,-0.14173993,0.03801152,0.08029914,-0.30942106,-0.18676157,0.20542465,0.11001916,0.008604974,-0.032178767
-0.08299288,-0.14920096,-0.05026719,-0.32068622,0.07045032,0.17020655,-0.011565119,-0.251856,0.096018344,-0.036799982,-0.15590101,0.12002483,-0.13725361,0.113091916,0.027266249,0.16437867,0.14057983,-0.07067973,-0.05496417
0.14454961,-0.099259436,0.0866669,0.1378403,-0.013358578,0.11960937,-0.076871365,0.05358398,0.0973037,0.023763686,-0.0060334504,0.020309702,0.044934124,0.13043046,0.05384499,0.085837446,0.018908948,0.09006706,0.021229342
0.13142425,0.13516593,-0.045621872,-0.002599448,-0.05783245,0.061549827,0.07821679,0.19204469,0.11141631,0.03931901,-0.034226313,-0.008828491,0.13376242,0.15334913,0.16412856,0.022633359,-0.044791207,0.020755112,0.0063278675
0.12465632,-0.14833398,-0.025058307,0.13180181,0.13408938,0.10811627,0.048236206,0.27454987,0.053057402,-0.1337967,0.1252281,-0.044583946,-0.10100016,-0.12891391,0.1335941,-0.11123495,0.05848077,0.14857665,-0.04087352
0.11707932,0.117239654,-0.013853401,-0.0538605,-0.014330536,-0.013486266,-0.09987007,0.07065036,0.009247616,-0.12712887,-0.030168228,0.052951857,-0.017852932,0.15226981,-0.21009271,0.09597607,0.12427189,-0.061991647,-0.104944095
0.023801118,-0.11150019,0.019735098,0.28541246,0.07403439,0.06412251,-0.12538056,0.09543729,-0.05010549,-0.003577739,-0.050109446,0.034487396,0.04815823,-0.15268955,-0.22029056,0.06008994,-0.0025641322,0.032922506,-0.10201165
-0.09629914,-0.12245737,0.09057529,-0.1460056,0.07393992,-0.074108675,-0.0152383745,0.098028675,-0.015640244,-0.11860868,-0.1794914,0.07777999,-0.10159688,0.27762944,-0.19131568,-0.007225424,0.09295367,-0.07447098,0.08058052
-0.08087436,-0.1301836,0.02150938,0.30551755,0.14561376,0.15422285,-0.10331072,-0.1464352,0.06595066,-0.020409405,0.05470469,-0.09661235,-0.09381926,0.02584739,-0.22199872,-0.051282838,0.114057645,-0.12767956,-0.07999089
-0.14476594,0.017831758,0.061554953,-0.0023812726,0.06824593,-0.108979985,-0.00763765,-0.046870925,0.053345114,0.02783747,-0.11502022,-0.056871705,-0.08233187,0.3485776,0.041570514,0.10180469,-0.00010083616,-0.05442939,0.034279868
0.065097585,-0.13665451,-0.06587218,0.2225915,-0.046733364,-0.11409222,0.06988971,-0.21339601,0.043450356,0.023028016,-0.054585114,0.0800733,0.10594994,-0.052920207,0.034636743,0.13202892,0.059436724,-0.08566025,-0.09767186
-0.099609554,-0.062373452,0.14922568,-0.1272639,0.060327396,0.10098556,0.08252625,0.02336692,-0.12029739,0.08451684,-0.09058698,-0.11842604,-0.03673473,-0.20963952,0.17040685,0.18844198,-0.121258795,0.060892925,-0.054211095
0.09405951,-0.014955312,0.090249285,-0.29481444,0.041684225,-0.18278484,0.016937315,-0.20020723,0.026223794,0.14136317,-0.10709152,-0.038567625,0.03774634,0.25303495,-0.18288782,-0.119617924,0.19671948,0.022519529,0.08980133
0.028700545,0.0968198,0.04741241,0.37863162,-0.052975647,0.10120813,-0.06872367,-0.0035648346,0.017760128,-0.11086357,0.11083804,0.0046738386,0.1341734,-0.0066508353,0.07452051,0.22313318,-0.010428727,0.100872755,0.008072451
-0.0068288445,-0.09443092,0.0063260794,0.13000953,-0.14606741,0.1515708,-0.11361086,0.024337739,0.043923005,0.05097638,-0.056729563,0.039960623,0.06312586,0.09594929,-0.121351324,0.10843587,0.030070946,-0.050140433,0.12639874
0.097648844,0.094790235,-0.09284285,0.17898518,0.100316405,-0.0074904785,0.061200634,0.029315427,-0.08207973,-0.1049218,0.19182467,0.046355426,-0.0050593764,-0.09778121,-0.029272288,-0.0332821,-0.049948364,0.04661812,-0.024642736
-0.1329647,0.012752712,0.108868,-0.081884906,-0.041701555,0.13998593,-0.099104695,0.14842817,-0.10279538,-0.100322574,-0.10963554,-0.12653661,-0.058045685,-0.05544091,-0.30467916,-0.07442057,-0.07046056,-0.118359596,0.1332266
-0.07763749,-0.07254687,-0.14486893,-0.1336597,0.012819454,-0.25281563,0.037081107,-0.07171756,-0.010574728,-0.0655989,0.095086165,0.020252228,0.0010045916,0.21105127,-0.10416208,-0.15191579,0.25684923,0.010931104,-0.010171443
0.099732086,0.055290207,0.025905386,0.23284912,-0.010973066,-0.030280322,-0.12045826,-0.2038343,0.007755935,-0.1396291,0.025837302,-0.12805235,0.029855654,-0.3202188,-0.11751518,0.20908836,-0.027139112,0.024501726,0.1429882
0.14161777,-0.06582919,-0.10789798,-0.41627666,0.11387274,-0.008280605,0.013796955,-0.0260057,-0.085333265,-0.10946478,-0.0034882575,0.0073557794,0.11315259,-0.015941441,-0.087366104,-0.14461224,0.15399419,0.02587448,0.06314966
0.024997756,0.0779001,-0.018652156,0.051711753,-0.025031738,-0.080573134,0.020700872,0.004730895,0.004508674,-0.07280735,0.031008892,-0.072295785,0.034390062,0.19216862,-0.3393252,0.061364025,-0.14827847,0.005284786,-0.04105214
-0.01574181,-0.14779289,-0.14054874,0.15066163,0.030096382,0.00585036,-0.07872788,0.13840206,0.00845331,-0.033064343,-0.04936505,0.07298492,0.06718843,-0.22534704,-0.034631602,-0.28420687,-0.16419718,0.09853166,-0.10855183
0.068672165,0.13672036,-0.108594745,-0.24126643,0.045868605,0.112230614,0.124349564,-0.08820401,-0.0018192828,-0.034985214,-0.044848368,-0.07229158,-0.061206512,0.01951085,-0.10892925,-0.048899353,-0.030126363,0.11490479,0.08379395
0.13912186,0.09510037,-0.034898132,-0.10482676,-0.14977007,0.06021282,-0.14136204,-0.060964853,0.108246684,0.10630283,0.21931805,-0.07023898,-0.124308735,0.20488866,-0.17635101,-0.14078514,-0.23036027,0.048188433,-0.12067554
0.1254406,-0.091688454,-0.031039886,0.1357155,0.11341384,0.027970597,0.1494903,0.07702877,0.06669393,0.008576721,-0.15603434,-0.11927258,0.120220274,-0.14210889,0.35749158,-0.35501444,0.05036953,-0.027897067,0.047823384
-0.025816463,0.01376152,-0.016302943,-0.255592,-0.024674729,-0.11813917,0.09393628,0.098075576,-0.029433295,-0.111268,0.11646035,0.02826181,0.119276255,0.06675269,0.19610414,0.034512118,-0.033554874,0.051529244,0.038439825
0.14432746,0.12627259,0.03719376,0.06043923,0.0651367,-0.115781754,-0.119235925,-0.14018543,-0.1496538,0.11206505,-0.096257344,-0.020035923,-0.008172348,-0.23076321,-0.030129671,-0.06253822,0.06495567,0.014125854,-0.08453372
0.04850404,-0.14787927,0.048438296,-0.09768762,-0.08674264,-0.085091226,0.08088121,0.27221122,0.053304926,-0.0066598356,-0.17186746,0.028591633,-0.021435648,-0.09123705,0.049814746,-0.06062329,0.13656819,-0.062615156,-0.0325683
-0.124452844,0.048239976,-0.11187403,-0.08194883,-0.07907226,0.11906974,0.084312215,0.057557,-0.04359942,-0.11470966,0.0885194,0.06481831,0.13669798,-0.2567666,0.1347346,0.22715567,-0.061917797,0.12329069,0.07305676
-0.026126504,-0.050420344,0.021556973,-0.1662612,0.0075336993,-0.00030438602,0.14727268,-0.19589546,-0.08101507,-0.13712184,0.090473324,-0.0653271,-0.06318863,0.020868413,-0.15242231,0.014662847,-0.20867464,0.055523127,0.14894274
-0.11794771,-0.12451557,-0.100205116,-0.113241054,0.05714567,-0.10407025,0.13686615,-0.11034411,-0.11349684,0.13893968,0.14667682,0.12369028,-0.051436298,-0.02471117,-0.3675217,-0.32061937,-0.104874834,0.11664724,-0.11220923
-0.053780578,-0.015576631,0.032593057,-0.077474535,0.14911601,0.17807151,-0.07864645,-0.1907362,-0.06558849,-0.058588423,-0.18012503,0.12682456,-0.1121511,-0.10635468,0.046362624,-0.011880085,-0.22559077,0.06487231,0.10944295
-0.05668597,0.057185948,-0.052577272,-0.20340182,0.016180709,0.012306996,-0.0466446,0.027935676,0.1451183,0.08695789,0.14463024,0.06776592,-0.06135627,0.3762446,-0.20109093,-0.16214,-0.101735264,0.097225025,0.07088566
0.10165927,0.08209768,0.0143015385,0.24696486,0.051703334,0.10117605,-0.051919326,-0.18225893,-0.084025994,0.054117903,0.082906514,-0.0423519,-0.14085983,0.11058777,0.20616168,-0.044770584,0.025916547,0.120913506,0.14501938
0.07898265,-0.08190236,-0.10574475,0.008354366,-0.033731394,0.049759015,-0.04257696,0.16073574,0.0056696683,0.104322016,0.22271018,-0.1306226,0.060183987,0.16700488,-0.13613585,0.077028915,0.14268574,-0.055174522,-0.113551274
-0.050700046,0.031462938,0.033539876,0.095184855,0.13470006,-0.1892353,0.10421112,0.029561393,-0.13284758,-0.057449237,-0.24837697,-0.08981931,-0.11628999,-0.017843835,0.040431164,0.26057726,-0.19853967,0.14134023,0.039733633
0.07597679,-0.085123695,-0.05025065,0.018628918,-0.013328448,-0.130857,0.1118643,0.01230032,0.059148356,0.087899834,-0.080096975,-0.14684868,-0.05399459,0.04116474,-0.24266288,-0.2774219,-0.047958635,0.05854805,-0.14393769
-0.14103097,-0.008391708,0.09788035,-0.07618849,0.04562919,-0.19394182,0.11833778,0.21617112,0.040800422,0.0426798,-0.017243639,-0.06674203,-0.03703226,-0.0750107,0.16065568,-0.044467114,-0.1996217,-0.08875698,0.033991724
-0.14942905,-0.06888467,-0.03327182,-0.19663356,0.118107885,-0.0016349703,-0.123407386,-0.13876826,0.06602812,-0.003339082,-0.058911413,0.14933491,-0.1327595,-0.015743166,0.0140853375,-0.2476018,0.19690621,-0.1458703,0.018192202
0.1143969,-0.03173107,0.034868896,0.04712832,-0.11858168,0.00981535,0.075412795,-0.06640373,-0.00615412,-0.12047228,-0.04212212,0.064963,-0.040681653,0.22178657,-0.047181956,0.3193063,0.04419616,-0.034145594,-0.05027756
-0.12488312,-0.0049087256,0.01009734,0.30368978,0.035701707,0.21332256,0.10069239,0.18139912,-0.119711444,-0.01446569,-0.14730509,-0.082140654,-0.047415107,-0.23737304,-0.22250694,0.114499,0.049079955,0.090626284,-0.12473596
0.058467314,-0.082415365,-0.13170788,-0.32571897,0.12894598,-0.011008233,-0.075436614,-0.04167392,-0.042632014,-0.1436413,-0.16645873,-0.14365275,-0.07515244,0.1664631,-0.21411186,0.0092921555,-0.06441058,-0.037655532,-0.046121567
0.12614858,-0.0054805577,-0.030436315,0.29479778,0.048464447,-0.029216722,0.075083226,0.16259734,-0.036702655,0.12528509,-0.0877273,0.058751166,0.120017976,0.036532074,-0.2808892,0.08025728,-0.14522699,0.14734992,-0.03384097
0.096744776,-0.036306776,0.0037234426,0.061894134,0.060734153,-0.085212514,0.1415081,0.06923491,0.099521205,-0.006603852,0.03678453,0.00920184,-0.013991624,-0.096733876,-0.034917243,-0.2734998,-0.13324395,0.07680313,-0.12810434
-0.112661004,-0.05041121,-0.10903318,-0.05085049,-0.11921715,0.09328824,0.1162349,0.027578577,0.11186612,0.0052402467,-0.17069979,0.047980398,-0.0158066,-0.025723338,0.08826402,-0.16473913,0.0969895,-0.039763644,-0.08580439
-0.12050222,0.11879209,-0.04599356,-0.090086326,-0.03704322,0.13945228,-0.0708048,-0.034413174,0.004678309,0.02481319,-0.16721216,-0.07588585,-0.042296253,-0.11832971,0.029777996,0.15764058,-0.19449252,-0.05547134,0.035652444
0.14801022,-0.072477795,0.120657325,-0.05150362,-0.09904973,-0.19253382,0.018484429,-0.08755709,-0.0841009,0.10699421,-0.024512067,-0.049844027,0.12470621,0.23967704,0.067561954,-0.08515385,0.10186044,0.062014073,-0.14463067
0.11801177,0.08019541,0.035125658,0.32917982,-0.14823243,-0.042360738,0.07303326,0.028360002,-0.031669326,0.0691722,-0.045311585,0.11984503,-0.060329445,-0.16441971,-0.10854223,0.1169192,0.09795919,0.02286312,0.022116065
-0.11916358,0.06501199,0.106493175,-0.089826,-0.0045877397,0.22113785,0.05546622,0.22792467,-0.015429929,0.064324096,-0.107490316,-0.051085874,-0.0728724,-0.14174835,0.014857672,0.15343872,-0.045097448,0.12672886,0.037920162
0.021796271,-0.021600708,0.04693249,0.0025067776,-0.028014205,-0.15449193,0.0650965,-0.11455888,0.12099615,0.020564288,-0.1019163,-0.14364736,0.05759062,0.30734557,0.10550918,0.039340965,0.12458348,-0.0103607625,-0.048595816
0.048307016,-0.086895436,-0.082233615,0.24573573,-0.13961868,-0.2804093,-0.0718206,0.05958964,-0.063164026,-0.07422942,-0.13916032,-0.031485878,-0.1259995,-0.077070296,0.21098831,0.21857144,-0.0019623563,0.086949244,0.14856455
0.14271662,0.0069393218,-0.077758044,0.023341686,-0.12890458,-0.14254978,-0.022814184,0.1306898,-0.0528066,0.019868612,0.045826554,0.052528843,-0.080933,-0.38830167,-0.20793757,0.12807539,0.057543658,-0.019339144,-0.01819764
-0.13672146,0.14321429,0.12922025,-0.45161414,-0.11239071,0.102451175,0.11754,0.1997788,-0.0053084493,-0.012216181,-0.1569181,-0.05889225,0.011902779,-0.37093824,-0.073150076,0.1774387,-0.07887687,0.087965816,0.021570668
-0.048145853,0.0032482445,-0.111919165,-0.24016264,-0.037548356,0.058659762,-0.07045997,-0.030759454,-0.13487859,0.031071603,0.00025068223,0.054215953,0.07127054,-0.04083866,-0.022080123,-0.026004717,0.24185973,-0.048103794,0.10315323
-0.035728596,-0.031898312,0.04169841,-0.14084855,0.07564585,0.030691803,0.09461333,-0.023214452,0.07986374,0.12575352,-0.03641957,0.024889022,0.062414706,0.110203706,-0.14820954,0.13847455,-0.13873596,0.00437963,0.056116074
-0.11954769,-0.1413803,-0.10085192,0.051833652,-0.11200147,-0.09392435,0.037418485,-0.07655947,0.14301011,0.091914624,0.16877243,-0.10825992,-0.010352001,0.2146122,0.30453175,-0.25581035,0.048252657,-0.101546526,-0.019640595
0.016389668,0.053785577,-0.103831396,0.3517183,-0.001725629,0.0061653554,-0.019699633,0.022346355,0.0049028248,-0.086409815,-0.04857795,0.10879147,-0.040773228,-0.08122739,0.30155122,0.064823985,-0.09322065,-0.14754356,0.14323527
0.07100709,0.06816633,-0.09922922,0.030803978,-0.027649142,0.06125938,-0.009103939,0.0023602098,0.008287415,0.009736389,0.10860173,0.10709578,-0.07674165,0.038496062,-0.066668175,-0.17374185,-0.043673143,-0.13937576,-0.006625131
-0.08028775,-0.08195937,-0.05840423,-0.094193965,0.1040476,0.09023808,0.03871292,0.13516814,0.14506927,-0.020957187,0.13245459,0.04916069,-0.036855005,0.02332136,-0.062291496,-0.055989012,-0.23405059,-0.025341548,0.07099803
0.029642522,-0.09636703,-0.08257027,0.115746155,0.02112782,0.0704021,-0.09531178,-0.17251356,0.12845936,-0.03546179,0.122776374,0.12834817,-0.07961156,0.27311257,0.1755349,-0.38106346,-0.06353197,0.11360076,-0.12874758
-0.012430191,0.05417095,-0.032974526,0.3576451,-0.09848537,0.023019835,-0.11029787,-0.102228075,0.06841196,-0.032411046,-0.13244061,0.078073174,-0.14236867,0.11737512,-0.030570924,-0.17275903,0.037072018,-0.07191301,-0.052843794
0.066023394,-0.011481941,-0.051216945,0.06959858,0.0019923598,-0.016822204,-0.07759804,-0.031438828,-0.05983165,-0.030407779,-0.027196214,0.043512806,0.059189975,0.0046398565,0.061551623,-0.018039532,-0.11691224,-0.06356807,0.1259197
-0.0950544,-0.038575135,-0.11623963,0.15069976,0.046984807,-0.08056526,-0.11432423,0.18722095,-0.1434414,-0.11942479,0.14184763,-0.11984143,0.07714185,0.061377883,-0.046571918,-0.015986793,0.08283834,0.016870022,0.11833951
-0.10557029,0.13879767,0.07907121,-0.020087533,0.13237894,-0.18047199,-0.11073579,-0.006942332,0.06427339,-0.14976887,0.031553432,-0.099571526,-0.061049923,-0.09784765,-0.37428716,0.009878732,-0.05738949,0.07799937,-0.09610225
0.03969349,0.084869,-0.101688236,-0.014925025,0.07354882,-0.0035838485,0.14889112,-0.0113981515,-0.026384674,-0.066504985,0.003598407,-0.05843422,-0.14524537,0.0022426099,-0.17720564,0.047341116,0.0010420084,-0.088525616,-0.08143239
-0.0012661219,-0.043240897,0.08908643,-0.12177904,0.14098334,-0.015196815,-0.04216039,0.13320756,-0.062075526,-0.12398338,0.029425308,0.0021135658,-0.0032149255,0.1713256,0.025131233,0.10524967,-0.17571299,-0.08363366,0.14528754
-0.022392899,-0.08642071,0.08549422,0.03923738,0.106108814,0.11534391,0.12301344,-0.060194314,0.039665565,0.035285547,0.13772033,-0.12741901,0.115168095,0.07232045,-0.31093392,-0.22268763,0.00415878,-0.029445738,-0.036787644
-0.054646112,-0.13225296,-0.080824435,0.17866255,0.13151446,0.009720549,-0.1263119,-0.10237494,-0.06671795,0.09239842,0.10728635,-0.002850175,0.04168956,0.29395393,0.16534771,0.022030324,-0.009804726,-0.1430864,0.008313492
0.028391615,-0.074499756,0.13710079,0.28217524,-0.050476693,0.1018914,0.14934024,0.012143396,0.13795632,0.07775433,0.1566738,0.1204167,-0.00027512014,0.14409614,0.15452056,0.05473809,-0.2158347,-0.11537914,0.00312604
0.056992725,0.09007126,-0.13569382,0.07859244,-0.13669285,0.04491695,0.06837666,0.16429855,0.13729277,-0.06415941,0.03473334,0.053988412,-0.09738073,-0.06140507,0.36060435,-0.32053542,0.01416409,0.043741643,-0.070833206
-0.022857979,0.012116939,-0.06674788,-0.1617895,0.08529726,-0.067679994,0.060074568,0.16651686,-0.09416905,-0.025199339,-0.010798439,-0.13982704,0.14375061,-0.20060098,-0.0533417,-0.031846397,-0.27429783,-0.13179505,-0.14800452
-0.047482558,-0.11361925,0.10037455,-0.09294668,0.052332103,-0.27183747,0.1221163,0.10267283,0.0338002,0.0055493116,-0.086534396,-0.0049546063,0.13321841,0.14937603,-0.11298226,-0.29618588,-0.17663312,0.08012067,0.115079015
0.101920694,0.04569474,0.06886743,0.22579028,0.052266255,-0.10860082,-0.035765722,-0.02846963,-0.024553448,-0.12033068,0.12686333,0.11531249,0.060981378,-0.15913688,0.055931464,-0.26204467,0.07192735,-0.1406214,0.10960403
-0.057517365,0.07730445,0.03523925,-0.0926923,0.07024643,0.2636734,0.059082985,0.10376924,-0.05845689,0.0003863126,0.17463015,0.024627343,-0.01805085,-0.0045525953,-0.02848573,0.010921128,0.20381905,0.09879476,0.07205419
-0.048157744,-0.055212274,-0.14338768,0.08004264,0.0075684637,-0.11789657,-0.11593567,-0.09853158,-0.08670717,0.01605025,0.062286362,0.017958567,-0.12670943,0.29704836,-0.16439602,0.19592519,-0.07954092,0.0044885725,0.12756631
0.116512775,0.016585171,0.077518836,0.25267288,-0.12899357,0.0070492327,-0.06952075,0.07573799,0.07095516,-0.10782851,0.15574688,0.032002985,0.13718662,-0.06327358,0.009342007,0.039745852,-0.07792933,0.03710954,0.016548455
-0.097667605,-0.017082378,0.063518554,-0.10822819,-0.09637669,0.07342838,0.1275923,0.20804451,0.0756703,0.05967681,-0.074874304,0.120616555,-0.09222928,0.016263723,-0.08625663,-0.0015790015,-0.056587666,0.14079052,-0.035433933
-0.021207616,-0.11517753,0.0371408,-0.0323542,-0.13337146,0.090524904,0.03691764,-0.03375332,-0.070433885,-0.020084009,-0.07415976,0.024560988,-0.040373594,-0.06837613,0.28450012,-0.20189138,0.059406355,-0.13155134,0.06928237
-0.09493433,0.12383339,-0.03104487,-0.09823659,-0.14234802,0.11522922,-0.09898889,0.12798305,0.10933986,-0.08635059,-0.0018136799,0.013199478,0.019624114,-0.16811174,0.008719072,0.016820796,0.006524883,0.019266471,0.13876662
0.025453627,0.0822752,0.04713644,-0.20270786,-0.07992879,-0.04031544,0.10664624,-0.18353368,-0.0012339056,-0.10098405,0.025810838,-0.033396617,-0.009362012,0.06824891,0.16464522,-0.03248501,0.08689374,-0.10815549,-0.105717346
0.14879364,-0.11796107,-0.09535332,-0.022122398,-0.14864399,-0.03820093,0.05707608,0.017909616,0.14774504,-0.13349637,0.012268111,0.017281502,0.07619314,-0.254323,-0.19140674,0.097883165,-0.07519293,0.0667202,-0.046546094
-0.024110302,-0.09609792,0.13945884,-0.3929734,0.07785085,0.15735668,0.08013655,0.014969438,0.007120788,0.13616449,-0.07259006,-0.03431724,-0.033803396,-0.31404313,-0.12795453,-0.14881718,-0.15232037,-0.10928534,-0.0759879
-0.011451066,-0.008769497,0.08897625,-0.17566666,-0.041971527,-0.18106258,0.11378458,-0.15247077,0.12559685,0.044684947,-0.21785566,0.12961859,-0.065130204,0.099824324,0.079895355,-0.1458205,0.13472869,0.094151616,0.023595989
-0.1462162,0.03286162,-0.019109696,0.17286757,-0.14097166,-0.0007415861,0.08097392,0.11176333,0.10520339,0.044613972,0.10299109,0.037487596,0.13970989,-0.30778039,0.0910055,0.056438275,0.057711795,0.085097566,-0.07712936
-0.09202139,-0.14917986,-0.047486298,-0.34490407,0.064269885,0.10043296,0.08536282,-0.079425335,-0.03247433,-0.10938256,-0.10713593,0.08568792,0.0013239533,-0.20974982,0.1327403,0.023658954,-0.045408025,-0.0033811182,0.078454316
-0.1219007,-0.11341308,-0.007917523,-0.33192715,-0.13987881,-0.031654775,-0.025991015,-0.07921797,-0.12249515,0.03563708,0.12247516,-0.0013432652,-0.10016068,0.018360093,-0.2519375,0.030470252,-0.035698824,-0.0344209,0.04592076
-0.0063761324,-0.08475223,-0.05145312,0.06394756,0.046367988,0.009019703,-0.08561064,0.014578618,0.035054922,0.13854697,0.14795685,0.13018873,-0.04928366,-0.063002884,0.019027375,-0.17086586,0.09984505,0.09529932,-0.11288199
0.07814473,-0.07955718,-0.01327166,-0.18177395,-0.008846849,0.19205649,0.045320973,-0.06206684,0.055636257,-0.060738392,-0.07223293,-0.0495124,-0.07509411,0.122723356,0.059701353,0.031404123,-0.04964692,-0.033307098,-0.12954046
0.117589384,-0.09805566,-0.04445581,0.032832727,0.062413305,-0.18018158,-0.14344853,-0.014101826,0.07226999,0.120195776,-0.01446797,-0.12802017,-0.009227902,0.1641327,-0.12030139,-0.025241487,-0.14625458,-0.09309399,0.08279936
