A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q
1.3448777,0.5280476,1.2853152,0.26213843,0.99570566,0.13089481,0.09801906,-0.015682414,0.011964813,-0.097838715,0.36774188,0.109562516,0.52288824,0.8702611,-0.14394477,0.18865722,0.07460973
1.2181091,0.69480014,1.0115764,0.19757755,0.49865073,0.05863431,0.036874667,-0.14154917,0.109347016,0.09193705,0.6251073,0.026841968,0.43348214,0.74473536,0.009966716,0.2506832,-0.12019636
1.1287315,0.6041473,1.18329,0.3590343,0.7150823,0.021845505,0.0073316693,0.04998091,0.017257571,-0.11666228,0.6455285,-0.12098995,0.41611087,0.7659065,0.14188516,0.47151968,-0.052847408
1.1440129,0.8218021,1.1511917,0.2291964,0.9051746,-0.07661614,-0.11233623,0.06842233,-0.1226995,0.07245511,0.65003765,0.075200096,0.47843087,0.6917175,0.025278196,0.18133809,-0.046934098
1.1193475,0.38363034,1.1027424,0.18574765,0.7759261,0.09971368,0.030698419,-0.14925471,0.051157787,-0.05045128,0.6881354,0.052333727,0.55051005,0.7038139,0.014223993,0.3686769,-0.0799527
1.2259696,0.5899466,0.99453235,0.35550183,0.70464003,-0.09225333,0.14088741,0.04005052,0.07146533,-0.0013581812,0.85238814,-0.1347112,0.50560313,0.8780983,0.10051599,0.3264575,0.046015173
1.261526,0.33523473,1.0081449,0.08948815,0.8518941,-0.09573108,-0.031469665,-0.059134007,-0.11150926,0.12318495,0.8270398,-0.13050273,0.6839806,0.98980904,0.10366002,0.39727077,-0.044843353
1.2354589,0.6103721,1.2681644,0.25390142,0.9078714,-0.03187283,0.048058614,0.026891053,-0.13063,0.0926401,0.73577714,-0.10791048,0.3875269,0.73480785,-0.13481854,0.2869724,-0.03254845
1.1587521,0.59811026,1.139872,0.19131185,0.83650273,0.11917919,0.07092878,0.014208272,0.054925606,-0.08542741,0.5123689,0.13098302,0.35528317,0.89326084,0.0062146783,0.40092826,-0.117652744
1.3262279,0.6757073,1.2049408,0.15721571,0.7164768,0.04908426,-0.019004792,-0.043792516,-0.052957736,-0.0022457242,0.7292607,0.09205589,0.41309786,0.88687325,0.09703244,0.19356605,0.045146555
1.116303,0.59347564,1.061492,-0.0075546615,0.7292895,-0.14407644,-0.096435,-0.05060576,-0.02010484,-0.08273703,0.7022042,0.12782156,0.45515984,0.8467926,-0.0022044927,0.10392417,0.13844287
1.1215729,0.061872557,1.0467514,0.14044182,0.8271686,0.04405196,-0.009227365,-0.11878221,-0.045123592,-0.07134056,0.77449626,-0.005503148,0.13414776,0.7445106,0.059315413,0.20824465,0.07076274
1.1233459,0.48086447,0.9147455,0.30108184,0.8770428,-0.03624492,-0.118048064,0.029961064,-0.027817458,0.0021639466,0.28782243,-0.0034645796,0.24424511,0.9190826,0.012400478,0.21330328,-0.045374416
1.4178793,0.33505046,1.1957068,0.017263833,0.53784186,0.009533584,0.09302713,0.12961766,-0.02556476,-0.09874003,0.5654427,-0.13980986,0.58918566,0.39252946,0.01623927,0.1327216,-0.04625053
0.8402613,0.26348832,1.0625778,0.45827454,0.6744997,0.10148907,-0.027826272,-0.0127507895,-0.037297547,-0.05515212,0.63576955,-0.091842845,0.16215102,0.61345756,0.04683803,0.11737092,0.047502995
1.1565449,0.56137455,1.0301037,0.35517907,0.6728197,-0.015624762,-0.12544045,0.036828265,-0.1045992,0.13450977,0.48702163,0.13162476,0.6751481,0.923525,-0.019028872,0.09324777,0.11745158
1.2006937,0.31142744,0.9596636,0.28236127,0.64869916,-0.058720693,0.13871834,-0.021989793,0.04333891,-0.055613443,0.74318063,-0.0684192,0.668486,0.48444954,0.081433624,0.29778254,0.09615037
1.0336425,0.40032867,1.0643616,0.3492002,0.9091023,0.12716186,-0.13388303,-0.116670445,-0.029964566,-0.14117661,0.8687251,0.029120848,0.38509056,0.84238994,-0.0058635473,0.3203711,0.012416288
1.3848916,0.7169657,0.99138105,0.23625556,0.9782231,0.030107707,0.11962688,-0.11090334,-0.036918283,0.11431834,0.7174071,-0.10935744,0.6963155,1.0114665,0.05435376,0.3040864,0.03559254
1.5089972,0.5324619,1.3250179,0.38522398,0.8354653,-0.11849013,0.059799194,0.022073656,0.11555788,-0.09278661,0.7449216,-0.09068102,0.41028106,0.94840753,0.047364578,0.14156649,-0.06918453
1.4267485,0.14335842,1.2443533,0.34936595,0.85487854,-0.12905589,-0.14132607,0.14655074,0.09654988,-0.13241984,0.6305651,-0.09968584,0.63080525,1.0653845,0.14414972,0.3025452,-0.09681064
1.2390941,0.5317301,1.2062441,0.22598034,0.8752687,0.13219258,0.025624216,0.072353706,0.015923277,0.014680743,0.8761931,0.1049926,0.54681706,0.78188103,-0.08556986,0.24943048,0.13749045
1.405649,0.7027084,1.1489273,0.10520157,0.95766807,-0.09629862,-0.06232819,-0.047144115,-0.026645944,-0.13200453,0.695638,-0.06755802,0.3941344,0.887518,-0.029165,0.19454008,-0.12698816
1.3583405,0.20507665,1.0736498,0.24692835,0.9255445,-0.04971569,-0.09062645,0.033412546,-0.10350931,0.03517449,0.5752917,-0.013002813,0.2842691,0.8205363,-0.016780809,0.052667648,-0.045344338
1.4501009,0.06050009,1.2565154,0.25873783,0.89900494,-0.13795134,0.023057312,0.12889415,-0.13323505,0.063078195,0.5619538,-0.089823216,0.51259637,0.80313015,0.078219384,0.2170394,-0.12515388
1.4482987,0.2582112,1.1595674,0.24486147,0.81801194,0.07482031,-0.13126478,0.13353291,0.0024017245,0.035750285,0.7591124,-0.10331653,0.5178696,0.7377871,0.05825536,0.4531591,-0.04328417
1.2049524,0.74893516,1.1064733,0.13751511,0.8598584,0.06729329,-0.06217414,-0.12846269,0.0053821504,-0.0750915,0.80780935,-0.09307237,0.54176056,1.0207355,-0.101817034,0.12348621,-0.1430126
1.3747276,0.5170392,1.1908338,0.3853644,0.96037805,0.07330948,0.0907554,-0.033538863,0.124907285,-0.05748924,0.75691015,-0.0047629476,0.22665916,0.8687166,-0.0794164,-0.035109654,-0.14499633
1.2694954,0.22414403,1.0448303,0.2899922,0.885662,-0.11081149,0.012550876,0.07472746,-0.03910003,0.09003277,0.6115798,-0.06416061,0.5365919,0.8126888,-0.08517026,0.3209331,0.052948594
1.2965847,0.37294486,1.0914183,0.37167853,0.69671977,-0.10834496,-0.025261939,0.14938173,-0.021012858,-0.01211381,0.7362227,-0.14169124,0.53193486,0.7989582,-0.13428494,0.10463912,0.0037155747
1.1284348,0.09292014,0.98910105,-0.01377935,0.9229303,0.039024785,-0.10767596,-0.10415599,-0.117804945,0.057476178,0.7743044,0.106633395,0.75839955,0.9686638,-0.097046494,0.23584394,-0.07554454
1.3492447,0.6253624,1.0246223,0.31758586,0.79398835,-0.0009873062,-0.038543075,0.0043329448,-0.03711784,0.07997505,0.74097824,-0.0864321,0.12349641,0.69884807,-0.07104367,0.30640745,-0.031736724
1.0791622,0.6611264,1.0299865,0.43228918,1.0053531,-0.061518848,-0.025459222,-0.04015641,0.12451112,0.12961233,0.30778515,-0.06517795,0.7020727,0.90553224,-0.015519276,0.11747504,-0.0050960183
1.4721786,0.32675534,1.0451003,0.45947397,0.4186106,-0.03490661,-0.10218906,0.097286046,-0.07849717,-0.12851407,0.8678047,-0.045199655,0.7226249,0.53954077,-0.077293545,0.33265084,-0.07206143
0.91329795,0.68030554,1.0775537,0.28520715,1.000933,-0.026194401,0.08508904,0.084107056,0.04553102,0.10937533,0.84299946,0.069056645,0.7371789,0.776499,-0.041886576,0.31751725,-0.105371624
1.1845409,0.66779375,0.87754977,0.24475472,0.8755568,-0.13693123,0.05013129,0.038244903,0.14254248,-0.14565775,0.78208417,-0.007916555,0.5972976,0.8487326,0.10689509,0.10944252,0.09099588
1.3420173,0.045764953,0.95241714,0.33290398,0.79437387,-0.01714477,-0.095029026,-0.08239707,0.01618579,-0.030054495,0.7172279,-0.056670874,0.64232004,0.9779784,-0.1296854,0.35014728,0.045757726
1.4253641,0.61516106,1.2616156,0.104635105,0.76868856,-0.0023410022,-0.117725536,-0.14447665,0.063178346,-0.09875518,0.90947324,-0.054992653,0.70749485,0.86388457,0.0570599,-0.005907014,0.074173585
1.2128572,-0.03747698,1.1863604,0.29204732,0.9832679,-0.020354271,-0.027640238,-0.10530397,-0.10095233,-0.08667078,0.9302032,-0.12855345,0.3223774,1.0745769,-0.06862686,0.15389198,0.14937526
1.3661853,0.39031044,1.0558369,0.14529938,1.0901588,0.049933836,-0.047829673,-0.09546858,-0.012007922,-0.03042768,0.42125434,-0.10647276,0.6222298,0.89509153,0.088564575,0.4225312,-0.14562711
1.4625568,0.7690465,1.1000233,0.23482567,0.54446226,-0.061760135,-0.032288305,-0.01513961,-0.11211489,-0.14135598,0.6813413,-0.13003823,0.2348623,0.7603258,0.13668129,0.13078311,0.038215727
1.2752339,0.22957553,1.0740285,0.43545485,0.910538,-0.061573744,-0.0019654036,0.06986444,0.08557473,0.10807088,0.44955996,-0.016608581,0.5777947,0.69523025,0.0744461,0.35858503,0.051369056
1.3267926,0.45375222,1.0800066,0.42732248,0.73695606,-0.1399707,-0.12644842,0.011313766,0.12429115,-0.028545074,0.6777949,-0.018701881,0.54036474,0.8518789,-0.06760901,0.31391928,0.07130641
1.2799284,0.36984688,1.1301404,0.25434864,0.76358485,0.05670686,-0.04420597,0.047574684,-0.13682461,0.13796651,0.6348355,0.053731337,0.52537256,0.77070105,0.08288588,0.32240456,-0.06528488
1.2532183,0.5861482,1.0179093,0.2546119,0.7537985,0.12910196,0.042443737,-0.08503914,-0.05222878,-0.131185,0.79327476,0.04658936,0.64082605,0.7570579,-0.14636865,0.4619851,-0.052423798
