A,B,C,D
0.2535098,-0.016334943,-0.11812721,0.14404804
-0.041758038,0.7194915,0.010557622,0.07098132
0.30376476,0.08119392,-0.07422492,-0.13258441
0.10253876,0.9599052,0.14868897,-0.0156769
0.38789433,0.06999386,-0.07439461,-0.11570167
0.21197426,0.87227845,0.06880422,-0.12846555
0.28110233,0.02152592,-0.017244428,0.068794206
0.17364594,0.6918886,0.0014705062,-0.08667401
0.4104744,0.015660837,0.14295542,0.12743035
0.22893424,0.650661,-0.14365605,0.050175354
0.4343269,-0.02132877,0.06080112,-0.08139251
0.11091801,0.9168801,0.12943426,-0.078692205
0.4883216,-0.024247527,0.062965184,0.07290709
0.13179266,0.9032935,0.09023228,-0.13095516
0.38693815,-0.046715297,0.1024867,-0.07490563
-0.003105089,0.9034604,-0.119124636,-0.12465948
0.32351422,-0.3104935,-0.028631672,-0.08882901
-0.09774691,0.867608,0.09219654,-0.03433948
0.40976655,-0.5825597,-0.1121562,0.10499856
-0.17894658,0.7975083,-0.11774191,-0.09890648
0.47826934,-0.66602606,-0.14832853,-0.111205034
-0.11814986,0.9130992,-0.05968836,-0.12409219
0.5101702,-0.72411877,-0.057979524,-0.09185758
-0.14103167,0.6857779,0.06657915,0.044577017
0.4104821,-0.7188524,0.09549126,-0.0012858212
-0.21594423,0.5428747,0.08363217,-0.11788942
0.30347297,-0.53487,-0.086592495,0.070048034
-0.210836,0.47562024,-0.062000155,0.088541314
0.22411066,-0.6347804,0.10016742,-0.114455044
-0.30217564,0.44990587,0.118991196,-0.064268306
0.18917248,-0.63157195,-0.06613156,-0.05181522
-0.40018088,0.24979115,0.04688178,0.0012182295
0.29533464,-0.71857965,0.03176281,-0.0021428019
-0.44420964,0.16475438,-0.12151527,-0.11094187
0.35068107,-0.767249,0.017118394,-0.03364057
-0.490325,0.2962917,0.11009309,0.034453124
0.26719952,-0.7841386,0.03829409,-0.1019385
-0.5018474,0.36756423,0.06850815,0.11711913
0.23248263,-0.6050873,0.074576765,0.04638858
-0.50398004,0.413083,0.03035456,-0.038702063
0.37953746,-0.42209783,0.100747645,-0.011115938
-0.41680926,0.60014653,-0.079862565,-0.13651036
0.38592315,-0.49287254,-0.08739374,0.061608434
-0.38374084,0.69034195,-0.040786564,0.04173024
0.5182467,-0.5826751,0.054911137,0.0682586
-0.27373242,0.77410257,0.022266373,-0.05460967
0.48469877,-0.43532974,0.096685275,0.14484698
-0.15566811,0.7885958,-0.030462079,0.13536447
0.42403167,-0.5203095,0.0053795874,-0.06550618
-0.29726785,0.84271866,-0.0010226518,-0.05228897
0.535445,-0.2630165,-0.012818098,-0.047884546
-0.4161824,0.9189272,0.09555939,0.066387236
0.42987263,-0.26136547,-0.13218153,-0.049313523
-0.5114641,0.7788398,-0.124817334,-0.073949166
0.4176209,-0.14925398,-0.07002279,0.14745277
-0.5441276,0.5918647,-0.14890261,0.13336724
0.5538407,-0.32508796,0.103373915,-0.040559076
-0.47915083,0.72249544,-0.1392649,-0.112688065
0.54427946,-0.13753028,-0.1389629,0.02781254
-0.3769133,0.6097563,-0.076302,-0.10708328
0.4393795,-0.31937438,0.10551524,0.12162086
-0.33084714,0.57506955,0.018057093,-0.14142992
0.5095523,-0.5220447,-0.06650666,-0.11596002
-0.41435242,0.55086076,-0.11989529,-0.03944634
0.6146221,-0.5578871,0.060452163,-0.057069868
-0.46759596,0.522764,-0.095665604,-0.087445885
0.7075442,-0.4550815,-0.005163446,-0.053586714
-0.49875087,0.43692234,0.11089465,-0.11470583
0.62157464,-0.5401805,0.12801042,-0.07758126
-0.4805181,0.29377764,-0.03484481,0.056777626
0.6544226,-0.790655,0.10907233,0.09337179
-0.43875796,0.1582149,0.07048789,0.09966938
0.7956407,-0.58903503,0.010060012,-0.057623923
-0.35052007,0.328144,-0.01748015,-0.10091962
0.8465037,-0.55337816,0.07951145,-0.11286794
-0.28693408,0.3266769,-0.1318429,-0.104741536
0.96143967,-0.5404285,-0.13165003,0.085061505
-0.1864242,0.33124095,0.0846964,-0.023546845
0.9090886,-0.52633727,0.07819222,-0.10788755
-0.24911824,0.3865952,0.11435646,0.09571183
1.0242337,-0.67300093,-0.11175144,-0.08548515
-0.3391201,0.31367272,-0.03706879,0.031840324
0.90912616,-0.55658853,-0.024113163,0.05998856
-0.19341457,0.17464921,-0.1367588,0.09305887
0.8131734,-0.6007166,0.022180527,-0.077281564
-0.21060863,0.24515522,-0.07145954,0.028473288
0.68331534,-0.6154693,-0.114949666,-0.094239295
-0.3536635,0.14283802,0.12561253,0.055728704
0.8224337,-0.5507746,0.01203838,0.08013369
-0.35856462,-0.041951247,0.10566521,-0.053376622
0.9166305,-0.34578368,0.034555554,0.13845834
-0.3276236,0.15877834,-0.06758833,-0.01876837
0.9383896,-0.48586085,-0.13788617,-0.07366666
-0.3664928,0.37768292,0.056034103,-0.01022625
1.0063158,-0.50873137,0.10720077,0.14590329
-0.4416693,0.37234092,0.122641,0.11937642
0.9705939,-0.55437756,0.01757659,-0.06482581
-0.39119318,0.6283618,-0.10496604,-0.045773365
1.0500358,-0.48038888,0.011394039,-0.14526024
-0.4262882,0.6798644,0.13395768,-0.144942
0.92014974,-0.5277734,0.06489013,-0.074836224
-0.5518087,0.5327159,0.057946667,-0.12452957
0.7748096,-0.6965736,-0.03076315,0.09641118
-0.6284471,0.5050878,-0.116239324,-0.021847382
0.68968594,-0.95247877,-0.12548327,-0.11799918
-0.7117851,0.70660824,0.09469016,-0.021466628
0.6431875,-1.0998235,-0.03403151,0.077578574
-0.85803986,0.6042235,0.032944113,0.0934037
0.63947564,-1.1679169,0.029896677,0.01721631
-0.95878214,0.5578649,-0.116450384,0.024465784
0.6854507,-0.96766794,-0.048157938,-0.10268344
-0.8770027,0.6816732,0.11657545,-0.09297329
0.77032685,-0.82842994,0.001682654,0.063283294
-0.9339351,0.49535912,0.08026098,0.06402676
0.7339959,-0.9160382,-0.071127735,0.1234175
-0.9762501,0.46185663,-0.13988778,-0.006662965
0.7125535,-0.862647,0.11616945,-0.12144174
-1.0239782,0.6526613,-0.13579558,0.0906921
0.74965596,-0.75669956,0.08371784,0.13226828
-1.0545413,0.4901496,0.13853207,0.029729217
0.6081487,-0.553619,0.02430129,0.05398068
-1.006495,0.7176099,0.02365397,-0.1397295
0.6112497,-0.6483315,0.056048587,0.122440994
-1.0786427,0.8355702,-0.00034026802,0.109027505
0.6123157,-0.72424346,0.03457713,-0.024337575
-0.97709256,1.042183,-0.10264622,0.0947071
0.50639486,-0.6083666,0.14989096,-0.0065499693
-0.85020906,0.9357455,-0.043518484,0.052951768
0.38665026,-0.539544,0.0062813163,0.14589545
-0.806673,0.86450034,0.14565888,0.104810596
0.24543,-0.6271324,-0.0139828175,-0.1345087
-0.7471723,0.97271967,0.14407083,0.11863953
0.34956434,-0.5272038,0.12914878,-0.039621502
-0.7792015,0.70091045,-0.07056148,-0.041864507
0.41847986,-0.31292656,0.044855967,-0.045702033
-0.7492322,0.76202434,-0.023848444,0.07274698
0.36849537,-0.22335625,-0.096736304,-0.013169318
-0.7322987,0.84948266,-0.13463888,-0.084310986
0.26303563,-0.0051678866,0.10149151,-0.14036372
-0.7795562,0.90189123,0.021860361,-0.128476
0.17042324,-0.1671841,-0.03136611,-0.115219295
-0.70753694,0.68865883,-0.0058754683,0.058783725
0.28385976,-0.14596695,-0.025167935,-0.11581289
-0.7395225,0.56970024,0.14579603,0.06130126
0.29317126,-0.20911145,0.05411759,-0.13002136
-0.7872752,0.3588683,-0.1499741,-0.0050135255
0.31606132,-0.23176336,0.024866134,0.0061104
-0.84846836,0.1782765,-0.14692327,0.0032828301
0.38456857,-0.2786977,0.110427886,0.024497718
-0.9478054,0.20297238,-0.11902296,0.029909492
0.28238648,-0.14519116,-0.11706337,0.11308372
-0.85779893,0.26218906,0.10596049,0.1133914
0.22272825,-0.25316113,-0.007310778,-0.0023943335
-0.78725106,0.3807782,0.13672116,0.0077718645
0.106123395,-0.02537337,0.043105796,-0.09241961
-0.93613446,0.38852507,0.05688241,0.07406445
0.09819374,-0.12312952,-0.13991305,-0.017165542
-0.80123955,0.43128917,-0.14853379,0.0009872466
-0.027242772,-0.16620813,-0.09132321,-0.026646212
-0.8403723,0.42280233,-0.041127957,0.14562884
0.09376196,-0.06554721,0.14111471,0.026731089
-0.9616747,0.26711664,0.14065665,0.025723517
0.18001682,0.123983085,-0.07750166,0.12380642
-0.8392973,0.27827716,-0.114229366,-0.110475704
0.14400563,0.15196921,-0.14935063,-0.018543288
-0.9540741,0.40043953,0.0627763,0.057718024
0.21828304,0.12382576,-0.07433589,0.10146424
-1.1039679,0.41974574,0.13637152,0.07368037
0.21988636,0.33031696,-0.10292783,0.020031124
-1.1441798,0.5453816,-0.102483384,-0.14696419
0.3354083,0.4513483,0.10988161,0.12162024
-1.2262107,0.59474534,-0.042867064,-0.031716444
0.43227988,0.4316692,-0.1043161,0.051570937
-1.3204396,0.7041181,-0.14784932,0.12307048
0.38469946,0.48850203,0.13693112,0.08128576
-1.1748319,0.7488773,-0.14589551,0.11726707
0.28974152,0.5437256,0.024686873,-0.03519743
-1.296064,0.84662515,-0.009961426,-0.122717164
0.28844434,0.58194226,-0.09760119,-0.081591904
-1.3794686,0.7714667,0.13884732,-0.05414992
0.41732368,0.37271836,-0.12238102,0.07727371
-1.4879777,0.7305007,-0.055761606,0.13999015
0.41755065,0.2329578,-0.12221477,-0.13350683
-1.4864998,0.7294627,0.08123785,-0.046395853
0.3950012,0.28036636,0.061640248,0.13897842
-1.4232783,0.6579038,-0.14629857,0.14373949
0.44826773,0.30721188,0.025538146,0.07526775
-1.2940776,0.89015526,0.09381236,0.021270007
0.4582113,0.5677731,-0.004591778,-0.06699708
-1.3253933,1.024979,0.095021784,-0.06078367
0.5310494,0.63683105,0.056517154,0.14283615
-1.380656,0.9738574,0.034667805,-0.1409698
0.6322668,0.6270633,-0.104349375,-0.13142516
-1.2923176,1.2031047,-0.12104488,0.008902803
0.6990576,0.36441612,0.13698131,-0.05931046
-1.3208799,1.1570722,-0.01850243,-0.095399335
0.6618623,0.34331062,0.074778736,-0.07890221
-1.2107352,1.2014462,-0.05706402,-0.082169175
0.77170527,0.20242661,0.12522414,-0.08236674
-1.2180289,1.0568591,-0.03524124,-0.040385112
0.83339846,-0.00553599,0.020513684,-0.09668082
-1.1168435,1.0775497,-0.054378502,-0.10476836
0.9676461,-0.00221245,-0.11930339,-0.08185072
-1.0491447,1.07635,0.103286326,-0.114998534
1.0770229,-0.06607885,-0.034803078,-0.006912172
-1.1117678,0.9026874,0.04303989,0.00045624375
1.2101374,-0.058347613,0.14968854,-0.011849761
-1.1501359,0.8930516,-0.07843663,0.010195717
1.124939,-0.13211298,0.09885912,0.08259779
-1.0539117,0.78851414,-0.10656047,-0.12735575
1.1506,-0.13069344,0.0019602776,-0.00020377338
-0.94634855,0.9034908,0.07784057,0.02060005
1.2505757,-0.23540908,-0.0018709004,0.02125527
-0.945048,1.0293087,0.105671674,-0.014223948
1.3875809,-0.29008085,-0.14161365,0.014963925
-0.8956309,1.1072588,-0.027668707,-0.009037197
1.3232224,-0.24119847,0.033980936,0.0591712
-0.93965375,0.99449635,-0.047562324,0.09425047
1.3173436,-0.24828859,0.010712594,0.07805224
-0.92791706,0.91966665,0.0005315095,0.07961002
1.3052989,-0.010659471,-0.106974706,0.008866549
-1.054422,0.85515666,-0.03526157,0.11479622
1.2615553,0.08584635,-0.01379846,-0.094976686
-1.1454563,0.9791143,-0.13011321,0.10307574
1.1302829,0.22546917,0.049031585,-0.028130881
-1.271644,0.8445146,-0.08379874,0.12963945
1.0520474,0.31367382,-0.08266798,-0.096473604
-1.1949942,0.7551149,0.010147452,0.025409102
1.1934016,0.42498738,-0.09306847,-0.03160481
-1.1584966,0.6846751,-0.12627938,0.11769888
1.1251,0.5597189,0.02574712,0.10465446
-1.0638269,0.735828,0.14423963,-0.03867785
1.0358702,0.6217376,0.14047241,-0.03491094
-0.91920567,0.98600304,-0.10205224,0.0051460266
1.0391265,0.6823778,0.113303155,0.014842555
-0.95714307,1.0104039,0.08906758,-0.014885336
0.968573,0.8091723,-0.0052048117,-0.105380744
-0.98933285,0.9509029,0.12492004,-0.058449164
0.8351625,0.86586475,-0.048971005,0.1367338
-1.0198783,0.855916,-0.13481817,-0.07156395
0.7682571,0.7161803,-0.024359673,-0.06856712
-0.8760388,0.9219741,-0.10470083,-0.09345323
0.82645094,0.7477961,-0.12473821,0.10309541
-0.98250073,0.7743865,-0.14920422,-0.1427823
0.9142702,0.52532715,-0.00033032894,0.06488375
-0.9480217,0.924577,0.059821755,-0.086746275
0.9067804,0.48157305,0.024004757,0.05307077
-0.91550636,0.91005445,0.031284317,0.1314137
1.0517464,0.37823817,0.09632979,0.008126348
-0.84011906,0.8512245,0.1484122,-0.087564275
1.1369072,0.38047516,0.10298005,0.027228385
-0.90183103,0.9187572,-0.14921284,0.07227567
1.1375792,0.3832417,-0.0889933,-0.04637032
-0.9442587,0.9433842,0.08470756,-0.01339896
1.0917447,0.3109179,0.07731035,-0.12713552
-0.85928446,1.0168444,0.021651879,-0.01774247
1.0676308,0.2960232,-0.128255,-0.06638434
-0.9172443,0.8858459,-0.03424021,-0.09431188
1.1666896,0.15702821,0.12062657,-0.038227968
-1.0579993,0.8343269,0.0067079067,-0.11705576
1.2851686,-0.08658221,-0.06868349,0.11043212
-1.1434956,0.6913775,-0.010453582,-0.025625788
1.3208333,-0.11335948,-0.0634767,0.0662258
-1.1144888,0.76910096,-0.0089460015,0.077906564
1.3173885,-0.18826263,-0.00876911,-0.13642402
-1.147284,0.7245852,-0.050198294,-0.060247153
1.2778822,0.019854724,0.008802295,-0.00609605
-1.2025324,0.6072931,0.10066751,0.042362943
1.4179866,-0.062788054,-0.1032079,0.10451794
-1.2115452,0.54549813,0.11568096,0.14077479
1.2791358,-0.029782385,0.0075702667,0.024788588
-1.2158511,0.74870634,-0.05423511,0.10009435
1.3114239,0.09816104,0.13342294,-0.04700929
-1.21238,0.8190689,-0.065370016,-0.083209604
1.4051621,0.2607876,-0.026382118,0.025473326
-1.327688,0.68130887,0.061855808,0.04215546
1.2730469,0.06559116,-0.11123675,0.098570615
-1.4694858,0.79345477,0.09878428,0.08866605
1.1790817,0.08497663,-0.03422667,0.032316893
-1.378526,0.8104585,0.033338457,0.11437333
1.2261579,0.25588748,-0.098390624,-0.009128064
-1.3732215,0.7727226,-0.14947546,-0.012257695
1.0831482,0.2806992,0.11831057,-0.039817393
-1.3389598,0.9095149,0.004809454,-0.11162537
1.2244642,0.3791773,0.0061405003,-0.036953114
-1.3321024,0.75336844,0.09967777,0.011378288
1.2323939,0.13369414,0.015269071,0.14589813
-1.2063509,0.72349006,0.082329765,0.134619
1.1709161,0.12318578,0.028179482,0.024274588
-1.0649781,0.76977813,0.12237099,0.015303448
1.081641,0.37361747,-0.021922067,0.0017577708
-0.93283045,0.93392324,0.10476169,-0.080910444
1.2311268,0.29154018,-0.088197455,-0.0051738024
-0.8245967,0.9599974,-0.02349943,-0.10293938
1.2073272,0.060691595,0.062444746,0.10763565
-0.77019656,1.0248423,0.007345319,-0.011608258
1.3018861,0.00045379996,-0.07459077,-0.059084475
-0.7004478,1.0240946,0.034361616,0.066785544
1.1569912,0.02067791,0.011977747,0.014339864
-0.8436222,1.1061101,-0.0020014495,0.116349906
1.2678068,0.06885266,-0.07340609,0.08836831
-0.93717104,1.138991,-0.07674244,-0.024903432
1.1814257,0.26716274,0.06305207,0.031000346
-0.85928166,1.2174722,0.13764739,-0.045639485
1.0533406,0.23800091,0.060460985,-0.10697712
-0.7188616,1.2190552,-0.12638843,0.054034367
0.9808544,0.18468691,0.001447022,0.022811279
-0.8433084,1.1091089,0.03864339,0.1213046
0.9768986,0.17617327,-0.1223761,-0.013280034
-0.9014989,1.1110083,0.09200351,0.102915466
1.0263398,0.4361589,-0.045973204,0.004040107
-0.9918299,0.9752349,-0.13758497,0.060920924
0.94222736,0.5802224,0.115516275,-0.044688806
-1.070071,0.91590744,-0.031212293,-0.13729815
0.7977636,0.72457117,-0.011698738,-0.099022925
-0.94131565,0.8160085,-0.12880683,-0.018159643
0.9286636,0.5707309,-0.099196106,0.040054873
-0.9225266,0.7457205,-0.008850738,0.07008746
0.8212408,0.49335438,0.07937664,0.068179
-0.8875845,0.92985165,0.10247031,0.023146868
0.9647769,0.43149632,0.092850104,0.059856102
-0.9136668,0.92759186,0.023277715,0.03916566
0.9008728,0.56856406,0.027687714,-0.12398941
-0.8463854,0.94949895,-0.055110507,-0.043184586
0.986285,0.47428632,0.022030503,-0.14991783
-0.97512776,0.9461822,0.019981086,-0.14881966
0.992967,0.5691229,-0.08259557,-0.005176872
-1.0392991,0.7448335,0.047887594,0.07321973
1.0305841,0.30718645,0.10911387,0.05498968
-1.151865,0.8448256,-0.11971497,0.030285865
0.9339035,0.52561134,0.12498954,-0.06212365
-1.2607352,0.9258722,-0.08002922,-0.119553715
1.0546955,0.6198683,0.029129416,0.096858144
-1.3226378,0.8374442,0.021413267,0.1354773
1.1351153,0.53248304,0.12701967,-0.05048722
-1.4503945,1.0418673,0.052946538,-0.034296066
1.0649133,0.67432165,0.12350106,-0.11911494
-1.5161588,1.1081078,0.074321866,-0.021231458
1.0674642,0.7187716,-0.07530197,0.13629416
-1.4057797,0.98147535,0.035267532,0.02640158
0.98374164,0.79585665,0.10583493,0.049519345
-1.437916,1.164314,-0.10656866,0.078097835
0.93843645,0.884424,-0.017948478,0.02965039
-1.3056648,1.0928702,0.07001789,-0.13720179
1.0766917,1.0112958,-0.066951394,0.05905053
-1.395683,1.1930894,-0.083702914,0.026396796
0.96163034,0.9541482,0.0076666474,0.014629096
-1.3446594,1.185992,0.14251599,-0.10406019
0.82123035,0.9522197,-0.040204972,0.13279578
-1.403287,1.1187322,0.053948835,0.06812629
0.8411446,0.75328803,0.030242145,-0.1365529
-1.5278465,1.177338,-0.027407795,0.13502073
0.96503896,0.7244127,-0.11540192,0.08940454
-1.6567252,1.0919694,0.09464398,0.09608406
1.0659466,0.85012066,0.06817636,-0.026768535
-1.7938702,1.0340474,-0.019475788,0.08415392
1.0765696,0.8543009,0.027867466,0.016529322
-1.8602108,0.8806766,0.11953062,-0.09275301
1.0161228,1.0302656,-0.14939222,0.036288157
-1.7290668,0.79280055,0.14480615,0.048719063
0.9560851,0.926866,0.07901715,0.08152981
-1.872366,0.7395263,-0.09001081,0.014447033
0.9713737,0.85498524,-0.12930316,-0.018928826
-1.8651001,0.84733725,-0.055113636,0.0900681
0.8383894,1.0091627,-0.066242486,-0.04411771
-1.777409,0.959925,0.017058015,0.06908889
0.7083756,1.1550683,-0.103466645,0.04186593
-1.8878487,0.9951778,-0.07697204,0.058411434
0.5824218,1.3179604,0.10741621,0.08245434
-1.7902076,1.0625877,-0.09517905,-0.14029592
0.6209856,1.3115314,-0.052236132,-0.13111128
-1.9179481,1.2189378,-0.11893968,-0.018826082
0.47259372,1.1503717,-0.09883567,-0.051057354
-1.951891,1.1888043,-0.046316795,0.08276901
0.4211826,1.0079693,0.13095862,0.030595854
-2.0458946,1.2171693,-0.10494831,-0.05053334
0.42742413,0.9611266,-0.04842802,-0.00549075
-2.1673095,1.2453933,0.1250782,-0.05732934
0.3303602,0.87769747,-0.13184533,0.01871574
-2.0515494,1.3886017,-0.044118047,0.10855004
0.20726174,0.7197468,0.01652363,0.09567894
-2.010033,1.493064,0.08072613,0.032950386
0.15169472,0.78078115,0.09510784,0.070491925
-2.021399,1.5440933,0.031590864,0.12345201
0.1489103,0.7693749,0.08287187,0.09944157
-1.9754182,1.504461,-0.14943905,0.009215564
0.26611483,1.0334445,-0.11136593,-0.14996138
-1.991232,1.6706197,0.14844984,0.13391283
0.1796938,1.1675215,0.08878404,-0.04006943
-2.0613775,1.4432805,-0.015718728,0.055311903
0.2684337,1.3988763,-0.027794324,0.0049605668
-2.1412323,1.4132932,-0.018847004,0.14747107
0.40514737,1.3301103,-0.094010875,0.024555355
-2.1747806,1.3477561,0.035285875,-0.13785449
0.4432428,1.336044,0.0002528578,-0.10409661
-2.2645476,1.4994758,0.03288272,-0.057841927
0.3586955,1.1312636,0.01619339,-0.0992924
-2.262436,1.5261481,-0.088758074,0.01854825
0.4876754,1.111144,0.0043795854,-0.08001345
-2.1394672,1.3005766,-0.032365754,0.105270445
0.35868132,1.0846884,-0.12371336,-0.09867039
-2.2860715,1.0914005,0.05490972,-0.136832
0.49167186,1.3389729,-0.07826456,0.09404589
-2.139793,0.89190054,0.001634106,-0.12704246
0.5380453,1.2516483,0.056633905,0.07498026
-2.236274,1.0895414,-0.13992886,-0.05054371
0.6713712,1.2382993,-0.085223526,-0.0035884231
-2.1175523,1.207691,-0.107921764,-0.1251316
0.56308174,1.3176073,-0.1150022,0.12969929
-2.1463306,1.217139,0.10761395,0.10689017
0.5717306,1.3035506,-0.12525573,0.08450191
-2.0463443,1.3048201,-0.063231595,0.1448986
0.4718618,1.3076648,0.04095331,-0.10942662
-2.110993,1.3375137,-0.08616829,0.041702986
0.39875576,1.4118552,0.10493502,0.024775282
-2.0054052,1.3476121,-0.039435856,0.070027664
0.43396556,1.394935,-0.10205358,-0.01602465
-1.9893988,1.244148,0.09862886,-0.016676158
0.43035826,1.3426155,0.10838407,-0.09939282
-1.9218471,1.1102237,0.11411828,0.008670136
0.53628755,1.4361778,0.012752861,0.061454028
-1.872009,0.9568977,-0.026780516,-0.01523523
0.38919115,1.3658652,-0.061037533,-0.1381009
-1.859975,1.0408152,0.018728077,0.012090296
0.5231346,1.2408736,-0.027702644,-0.14819562
