A,B,C,D,E,F,G,H,I,J,K,L,M,N
0.7226006,0.081948385,0.56645775,-0.04847812,0.09320207,0.68758464,0.4923456,0.5908987,0.46880668,-0.13939065,0.0015371442,0.6686889,0.87715936,0.12677345
0.6444899,-0.14624304,0.5585547,0.06562549,-0.12864621,0.6559772,0.35766125,0.5825752,0.55908716,-0.04571455,-0.014160708,0.79635227,0.83266914,-0.022702768
0.5906121,0.03268887,0.588408,-0.03234186,0.010869503,0.58903396,0.56552994,0.41434687,0.39531344,0.011665314,0.13217747,0.8273784,0.65839654,-0.13711458
0.7495088,0.027001858,0.7103987,0.113261014,0.093845025,0.7023759,0.55923986,0.45577252,0.6018781,-0.11705187,-0.045230612,0.85750115,0.7412787,0.0784048
0.6026456,0.06522183,0.6513005,0.10407829,-0.11864446,0.7234798,0.5335728,0.43533295,0.41498178,0.04138246,-0.07158684,0.69906026,0.88928807,0.007619545
0.6948066,-0.070120275,0.7092736,0.12542364,0.0049601346,0.5408876,0.35133198,0.54885226,0.5500468,-0.08728695,-0.006771043,0.82679874,0.85470057,-0.051491708
0.5497812,-0.116562724,0.56480235,0.111581355,-0.1256425,0.74925435,0.4743542,0.4754303,0.4746518,-0.0453934,0.047384605,0.7420265,0.8159717,-0.02488324
0.5622717,-0.12935816,0.7094096,-0.064287275,0.12112594,0.5450885,0.43200433,0.5228111,0.378829,0.06244959,-0.0026307106,0.83129,0.7694682,-0.060718313
0.5616749,-0.010691658,0.62933886,-0.02885814,0.058473498,0.57326746,0.63417304,0.42585677,0.5348351,0.029005215,0.13479936,0.687338,0.9015218,0.01039058
0.7995366,-0.036142305,0.5132356,-0.1113981,-0.10653412,0.7460704,0.4148116,0.56552863,0.47450653,-0.09043692,-0.14464453,0.7063014,0.76951355,0.11517787
0.5858321,-0.12319571,0.7344103,-0.046574436,0.10168591,0.50151306,0.6800594,0.54137385,0.59849036,-0.023926824,-0.13770008,0.7270454,0.6039962,0.08284706
0.6804718,0.10038853,0.7689924,-0.027274206,0.057539,0.50024986,0.3617938,0.5031004,0.49210224,-0.09682189,0.0111142695,0.72347456,0.72896343,0.13865045
0.6055413,-0.14381886,0.6879613,0.106737435,-0.08458636,0.6477685,0.42267805,0.5816028,0.55718005,-0.007971346,-0.0016120672,0.85078585,0.79945517,-0.14424822
0.80942965,-0.13183323,0.78600955,0.065368265,-0.042048045,0.6554803,0.3925541,0.4568118,0.5428181,0.030802116,0.05059652,0.85379404,0.6611421,0.042872593
0.63634443,-0.06101697,0.7568209,-0.0024348795,0.12238547,0.59159094,0.63183254,0.6408136,0.4553369,-0.11020103,0.034249246,0.7813809,0.8659629,0.018576607
0.55853474,-0.08096668,0.6076593,0.037345022,0.08626798,0.7219367,0.63354856,0.42970312,0.5361394,0.08572972,-0.060338654,0.8033698,0.79411995,0.08567344
0.68302757,0.036389157,0.74476016,-0.10677903,-0.14787987,0.4927739,0.40257388,0.43245053,0.38880578,0.070920914,-0.01608698,0.9489551,0.74864954,0.06805898
0.71246755,-0.07549852,0.5564232,-0.047735006,-0.012487471,0.45717221,0.527821,0.4263548,0.4225911,-0.045550667,-0.14262776,0.6511645,0.7991133,0.1023339
0.53259045,-0.13387088,0.58615655,0.0973025,-0.13597448,0.70262194,0.50546527,0.50554574,0.4282837,-0.019212037,-0.11642681,0.72462463,0.73290026,-0.10447325
0.67195904,0.07874049,0.74457777,0.13781637,0.12738523,0.6320157,0.5465877,0.4149483,0.6046183,-0.14100726,-0.10513875,0.9093103,0.71215534,0.025603384
0.7178052,0.10956311,0.77082264,-0.10215651,0.066197634,0.5504171,0.38384238,0.45952064,0.5557542,0.14862055,0.043642238,0.7381924,0.7167609,-0.05226676
0.7483015,0.08206917,0.57643145,-0.1291036,-0.12866779,0.53816915,0.46536484,0.56557345,0.43203515,0.11689809,-0.020983309,0.8048317,0.7149219,-0.13177621
0.5871619,-0.035072334,0.8250855,0.109297335,0.03151995,0.5404339,0.4545415,0.6122807,0.6156087,0.042915657,-0.1354474,0.8329369,0.69570804,-0.092735074
0.67676896,0.14423338,0.5738204,0.10823679,0.042324692,0.79021245,0.36869353,0.5075055,0.4624313,0.078083396,-0.020578787,0.8916723,0.6304283,-0.019314066
0.7455956,-0.11898316,0.6376826,-0.07373999,-0.1464914,0.52003276,0.32098305,0.44222564,0.36515477,-0.010933876,0.039389387,0.7136578,0.85463107,-0.015934378
0.807201,-0.052107863,0.7403136,-0.030439429,-0.11623053,0.61020577,0.48206437,0.5923399,0.3784402,-0.049420938,0.020160839,0.7861939,0.8214142,0.032920524
0.5963918,-0.05011554,0.54206246,0.016836211,0.06077373,0.6825582,0.48111135,0.37310255,0.40357393,-0.009028256,-0.048785947,0.6691681,0.87183946,-0.13639495
0.599403,-0.003888011,0.50519824,-0.08091526,0.1400806,0.49645033,0.5828519,0.5857966,0.64324284,0.12496278,-0.08409171,0.78272843,0.85226446,0.0059750825
0.7250236,-0.083805144,0.5574624,0.13093907,0.003078714,0.49485388,0.62231636,0.41347042,0.55360234,0.026372,0.054315403,0.70993775,0.91325235,0.08982463
0.77888846,0.017979458,0.58765435,0.013547555,-0.057595775,0.78154755,0.60199463,0.53826547,0.4048977,-0.121902294,0.112427324,0.9154535,0.7408635,-0.10247046
0.8473245,-0.087120995,0.7372471,-0.041994505,-0.0028499514,0.6041572,0.45717758,0.64513206,0.42975754,0.10350612,-0.09166072,0.7524187,0.8401787,0.072696045
0.7492824,-0.14705646,0.5766371,0.054021075,-0.108695894,0.46765697,0.6069498,0.45135006,0.4283385,-0.14206211,-0.05737397,0.70151746,0.90555847,0.110146195
0.7354664,-0.092544794,0.7102015,0.10454714,-0.052356005,0.62362367,0.51867807,0.46303648,0.46752185,-0.13862339,-0.08903232,0.7796357,0.90066075,0.05207202
0.78383034,0.13061714,0.6905545,0.13339195,0.13515759,0.5274014,0.5321173,0.546168,0.50990516,-0.14554107,-0.04699055,0.823201,0.85868263,0.09909238
0.77310824,0.14154968,0.5554681,-0.034873262,0.09939703,0.55701137,0.38640848,0.5920319,0.47482616,0.14477429,0.036440134,0.77249837,0.6667177,0.1231595
0.81295896,-0.007755697,0.61214054,0.026839912,-0.024390742,0.5004705,0.38561696,0.45954287,0.43809846,-0.097110026,-0.103074506,0.7097976,0.8932179,0.1252706
0.63311833,-0.03746921,0.59325457,0.11385164,0.05945538,0.68104434,0.5669529,0.4375859,0.5650899,-0.010813221,-0.054969423,0.65359235,0.7014752,0.102822244
0.7300252,0.024650156,0.5932864,0.004731387,0.02802585,0.74538887,0.4243117,0.6650355,0.654425,-0.008559123,-0.034194805,0.97450256,0.6720344,-0.022645533
0.8296552,-0.04073494,0.61496925,-0.110010915,-0.06470987,0.7482777,0.6061296,0.53308547,0.4119846,0.07826693,0.14008561,0.7318947,0.7223415,-0.14264542
0.74409974,-0.07571061,0.76877797,0.06670725,0.05565217,0.57767427,0.3695481,0.5235165,0.34837583,-0.07919553,-0.08948062,0.7899392,0.6454593,0.024978578
0.7573908,0.08743355,0.6626554,-0.109649085,0.028161392,0.6118692,0.46772406,0.45851764,0.62289405,-0.07577354,0.07220282,0.6924018,0.63604015,0.04259701
0.7909094,-0.033281118,0.5916534,-0.057052128,-0.056258082,0.5353529,0.5441596,0.33643472,0.52236766,0.14036363,-0.078499265,0.6854128,0.835291,0.1488055
0.5199195,0.06430471,0.6379211,-0.038041823,-0.018694386,0.507637,0.64840806,0.43221036,0.41981465,0.05334866,-0.14365166,0.9166391,0.83607846,0.0058810115
0.6012202,-0.11579776,0.5949786,-0.035048142,0.12098622,0.47551858,0.5395328,0.3420593,0.41248843,-0.14417954,0.013391137,0.78529584,0.6827237,-0.1105664
0.55235964,0.08120982,0.70725125,0.00040704012,-0.019473702,0.60787416,0.31494695,0.4982812,0.56625015,-0.13112073,0.004319176,0.8894893,0.71916693,-0.14546075
0.6904856,0.104289114,0.61832654,-0.08515102,-0.118988,0.59496033,0.4425045,0.53060853,0.48539624,-0.09873603,0.08189285,0.70072603,0.685694,0.013560891
0.7126116,0.019318193,0.6258414,0.00887084,-0.13231406,0.5893589,0.5522645,0.54832536,0.5291908,0.1302984,0.06792137,0.68444663,0.772368,0.092232406
0.64316,0.118508905,0.6859458,-0.08185621,-0.060337514,0.67749935,0.6667597,0.5260209,0.5838685,-0.07418747,-0.12540585,0.7679524,0.88869095,0.05785364
0.810189,0.045838922,0.7935394,-0.017499596,0.0050349236,0.74827707,0.40752992,0.47556034,0.54508924,-0.072962254,-0.011979252,0.7410044,0.6740785,0.09952083
0.55392003,0.050919876,0.54589903,-0.08627388,0.14976653,0.8080969,0.5338389,0.44988185,0.40473163,-0.09385094,0.073861584,0.93283224,0.86856496,-0.046204254
0.68413055,-0.06739401,0.61934775,-0.007455528,0.033186674,0.55710924,0.43796974,0.3756024,0.5205364,-0.01726155,0.07206595,0.782043,0.7280916,-0.036492437
0.6392551,0.06945908,0.5381605,-0.024377152,0.115543455,0.75405574,0.6192558,0.41269648,0.61072433,0.043961197,-0.049923867,0.7508117,0.7299676,0.14925098
0.7140411,0.05252312,0.5329122,0.07499583,0.1170553,0.48864,0.47866789,0.48510808,0.57987946,0.03840539,0.011520743,0.66018236,0.6988295,0.13128138
0.57556814,0.019196123,0.6245421,0.10176927,-0.124954894,0.59558964,0.5361581,0.3758583,0.62441516,0.06216462,0.0078318715,0.826435,0.6906052,0.13240907
0.59228337,0.120345324,0.6337594,0.045779288,0.018624902,0.60863864,0.63352317,0.5676147,0.42753288,-0.07267016,-0.10900359,0.86812925,0.6693647,0.011896744
0.79713446,-0.12014514,0.5704291,-0.012243092,0.0878257,0.7536068,0.48041078,0.5812353,0.44226265,-0.084278226,-0.022543997,0.72642076,0.67722523,-0.06794352
0.68416536,0.010195419,0.6154146,-0.07057314,-0.14707334,0.7352949,0.5289774,0.50465316,0.44855028,-0.11373027,-0.13509369,0.7101288,0.6446229,0.134235
0.6732421,0.10618639,0.7450825,0.07433349,0.07038565,0.57745767,0.59250045,0.45654005,0.40219316,0.049906343,-0.06301096,0.9107626,0.71501374,-0.14450935
0.5887666,0.13285327,0.79358006,-0.053328842,0.035244256,0.7044995,0.57983243,0.6332669,0.45640025,-0.09616294,0.0065397024,0.8169885,0.6471863,0.11460626
0.55570805,0.14354289,0.7045539,-0.1495638,0.13278872,0.5545032,0.37645036,0.42881826,0.47366655,0.04372394,0.09789865,0.7568799,0.8562999,0.047688216
0.6065102,0.077475965,0.5110776,-0.10101094,0.09762192,0.7805768,0.5360179,0.5924802,0.40999243,0.030591607,0.017807841,0.866698,0.9051672,0.012973025
0.7111131,0.09160541,0.6667472,0.113351285,0.019192457,0.5532438,0.55343723,0.37673518,0.62840056,-0.07215318,-0.08655635,0.7120061,0.9387855,-0.121837005
0.74348253,0.03508161,0.6989819,0.12068978,0.009739578,0.77268004,0.44684315,0.49456412,0.57283735,0.13727641,-0.004657507,0.69616807,0.71130973,-0.059662968
0.5690384,0.09476447,0.7134869,0.1078248,-0.020468637,0.52060866,0.56166106,0.57215196,0.6429428,-0.055523142,0.05169119,0.91660213,0.768538,0.12143418
0.65915084,-0.07406053,0.7199795,0.035426944,-0.03424754,0.525057,0.6126792,0.629023,0.543213,0.13202706,-0.10581064,0.7838401,0.72740954,0.020005912
0.62821114,0.046797484,0.60236025,0.021004722,-0.12629168,0.63397235,0.59708476,0.5807166,0.37886032,-0.10686971,-0.07574868,0.8402121,0.7239333,-0.13274367
0.71453047,0.0362294,0.6979233,-0.01323235,-0.13259003,0.45353845,0.5222578,0.545922,0.34799403,0.12462601,-0.10808435,0.92595243,0.6116638,-0.06652519
0.78069174,-0.04461483,0.5684223,0.08839284,0.11411151,0.5481352,0.37865496,0.5078645,0.59997076,0.102715015,-0.05491122,0.7865168,0.8123745,0.05891703
0.7069979,0.085703805,0.6513063,0.059641942,-0.045884676,0.77990305,0.6122475,0.38043576,0.43336266,0.08692743,-0.1428008,0.7076437,0.82129645,0.010682896
0.5650976,0.0149360895,0.72248054,0.1230562,0.002025798,0.5643971,0.4769407,0.41994047,0.44789198,-0.045423515,-0.055976592,0.88927495,0.6492954,-0.048265047
0.58010185,0.14533755,0.5027931,-0.13836211,0.14580664,0.5651485,0.48808682,0.49702922,0.4333338,0.0012763441,0.056897342,0.70140016,0.8034494,0.05077286
0.7410141,-0.12166265,0.76442385,-0.075229526,0.078984946,0.7142502,0.41370347,0.5970333,0.46143204,0.06332828,-0.054599725,0.8285208,0.6650081,-0.14349268
0.80146426,0.038694665,0.6454405,-0.07710752,-0.04111378,0.5688571,0.58301485,0.34917867,0.53432685,0.0048158765,-0.10816529,0.83204246,0.69555515,0.057195053
0.6217452,-0.08150325,0.68640876,-0.037410222,-0.13799138,0.49132392,0.4434625,0.3626584,0.5323036,-0.06726519,-0.06883398,0.8055442,0.69344383,0.14541903
0.6423425,0.06626378,0.50588554,0.098597646,0.11529657,0.76255566,0.4978917,0.35516444,0.44112885,0.14111087,-0.032091543,0.77103114,0.76334095,-0.1486853
0.56512487,0.13916904,0.68760645,-0.074353516,-0.13906448,0.58979833,0.52872664,0.42057183,0.4609769,0.07958536,0.101958096,0.9210775,0.76283395,-0.012573928
0.7284216,0.14187106,0.54549617,0.14085379,0.037920415,0.67860425,0.34914017,0.43666148,0.35648543,-0.09167435,-0.07261364,0.68953454,0.7450159,-0.039461873
0.67695844,0.06377159,0.5310731,0.031141266,0.00165914,0.5508907,0.56970644,0.43454677,0.47080785,0.08534698,-0.106453374,0.66592526,0.833692,0.039206013
0.5506588,0.088739276,0.6842149,0.017650753,-0.09746792,0.6092167,0.3954183,0.4862426,0.35467246,0.13444725,-0.05354946,0.63795567,0.6610936,-0.103446186
0.66723144,-0.12235047,0.51167715,-0.095377654,0.121092975,0.6646375,0.356849,0.52067673,0.36981583,-0.046726964,-0.10071181,0.6869759,0.5892471,0.14286992
0.6400619,0.08470145,0.77316725,-0.0040511787,0.04777898,0.526537,0.44556218,0.44441682,0.4960419,-0.0419117,-0.10514702,0.8017859,0.74010926,0.09967527
0.79753774,-0.06007687,0.7783804,-0.091872334,0.11848819,0.7132441,0.5073041,0.63214093,0.599279,-0.006759107,0.023637518,0.70279396,0.70165765,-0.08738652
0.6410385,-0.024173021,0.82594085,-0.07572964,0.07720636,0.57404447,0.40334922,0.5429324,0.6313659,-0.082701325,0.051062882,0.82344973,0.9061267,0.08192159
0.72169244,-0.119336545,0.510482,-0.07769428,-0.14776269,0.54259694,0.5738542,0.40886724,0.59973633,0.10441968,0.10128477,0.66472447,0.9357653,0.025090486
0.6927978,0.04241006,0.7622723,-0.043587618,-0.09692931,0.65286404,0.47570777,0.4100998,0.37951702,-0.13144657,0.10562247,0.8060627,0.8380604,-0.05115574
0.69370425,0.03857544,0.7974753,-0.1344586,0.07583514,0.6816715,0.6711137,0.432813,0.37353548,-0.023674488,-0.12935783,0.95546055,0.8766363,-0.054294832
0.6630237,-0.1386276,0.76061666,0.025257945,0.03392157,0.6388826,0.42774892,0.59336436,0.561135,0.044923306,-0.1034241,0.74476224,0.74534273,0.012368083
0.6022096,0.03733048,0.510616,-0.113863796,0.02019848,0.69142556,0.4090248,0.42131457,0.59428984,0.08097777,0.05991204,0.6688856,0.66321087,0.12566367
0.7762698,-0.13500138,0.51060176,0.049129218,0.037751287,0.6344031,0.37953797,0.5115645,0.40288338,0.011342958,-0.042460926,0.842487,0.67898273,0.13101515
0.60550797,0.103847176,0.77929586,-0.09796867,-0.09364797,0.65363073,0.3731854,0.4642934,0.54825824,-0.024777517,-0.06732461,0.88048106,0.6980684,0.0121959895
0.7468691,0.027597278,0.5154212,-0.124631636,-0.04910592,0.6906113,0.598976,0.40347868,0.41707748,0.0052301288,-0.13519196,0.7687911,0.8041559,-0.08279592
0.7313849,0.13140047,0.6391523,0.11521807,0.12144831,0.5117164,0.3966168,0.36048222,0.4975272,-0.13007028,0.14016521,0.65821815,0.8554747,0.050600633
0.56384695,-0.055867426,0.6047162,-0.12938869,-0.14490141,0.63781434,0.54842585,0.67873394,0.60897213,0.031439945,-0.09823425,0.78779143,0.6997143,-0.045186497
0.73994243,-0.044423155,0.77842116,0.08438952,-0.101920746,0.77729344,0.6750363,0.36660516,0.33730716,0.08218838,-0.08824636,0.6994621,0.87091744,-0.1366914
0.81521344,0.14961457,0.71656346,-0.0014639646,0.13140392,0.62017477,0.56684,0.42764574,0.49573296,-0.1220503,0.11633074,0.8256675,0.80685484,0.11617291
0.8005686,0.05703053,0.6001495,0.12281379,-0.11923729,0.5945203,0.41458675,0.3989489,0.66224086,0.04639165,-0.108628914,0.73846817,0.7893212,0.0336646
0.7581092,0.0028345287,0.6504214,-0.0813835,-0.038738325,0.56214404,0.45251533,0.6776923,0.37661153,-0.092730984,0.13994303,0.8975371,0.8998064,0.12304911
0.6467799,0.10989103,0.62715375,0.030309856,-0.012657806,0.46172935,0.5522275,0.43130705,0.49580032,-0.1491849,-0.03119161,0.7723929,0.84973615,0.07222779
0.8319632,0.081215575,0.69568557,0.027194113,0.06424686,0.52328753,0.6452105,0.5974132,0.3725596,0.118168235,0.07983506,0.921777,0.93189615,0.07294609
0.68955475,-0.058816448,0.74658746,0.057660133,0.1229403,0.7494761,0.54178554,0.53956735,0.65574974,-0.12142724,-0.054482535,0.6844167,0.83892643,0.13100946
0.70350224,0.041792348,0.7620399,0.021234125,-0.049110733,0.7717678,0.5079683,0.47442633,0.6464344,0.061679706,-0.045644008,0.90573806,0.664659,0.0731916
0.8268093,0.061721355,0.6794776,0.01246126,-0.1484107,0.6780988,0.36677885,0.4808717,0.5692705,-0.14695752,0.021998912,0.9852991,0.89157736,-0.028267495
0.74839914,0.047393903,0.7981889,0.1377061,-0.09078926,0.6690206,0.4588465,0.5626121,0.5790516,0.012343168,-0.05002754,0.7854543,0.70458484,-0.037005402
0.7747041,-0.08340311,0.67103815,0.004578814,0.02985461,0.5197407,0.356697,0.39722353,0.40774575,-0.020466939,-0.13509396,0.9348024,0.8878682,-0.088985026
0.66964257,-0.01631032,0.77711356,0.10007778,0.026769236,0.7032676,0.48137516,0.5686667,0.58550537,-0.058254078,-0.0093590915,0.7758093,0.7694465,-0.051975004
0.7590163,0.087014705,0.72452277,-0.08080521,0.0018016696,0.7016732,0.35930422,0.4889532,0.41657323,0.041735128,-0.010514051,0.84197307,0.80940235,-0.026892044
0.8302706,0.07274383,0.65915734,-0.010757014,0.09949145,0.61055225,0.5178398,0.33296695,0.6255033,-0.025248207,0.082982674,0.85569483,0.63569784,0.065907836
0.8409035,-0.023342535,0.6213997,0.12581834,-0.072003454,0.56480116,0.39203262,0.5403769,0.5022422,0.042111397,0.08779596,0.6610453,0.915619,0.0817765
0.8038401,-0.08098945,0.82548296,0.13024732,-0.10474717,0.6150906,0.44457975,0.4897635,0.38666523,0.075584635,-0.05715421,0.8256209,0.92141473,0.108117044
0.7142817,-0.07160696,0.78842455,0.09651147,-0.03108146,0.5866882,0.6295097,0.65479517,0.5612149,0.0033620447,-0.09850134,0.9233726,0.88937324,0.035234466
0.6809781,0.10650265,0.5232755,0.095803544,-0.04895466,0.72632784,0.42064515,0.4092756,0.5240325,0.0062180012,-0.060879707,0.8268986,0.73365414,0.07564278
0.74710107,-0.046741426,0.53222275,-0.12006732,0.06726952,0.68450934,0.5665833,0.51365936,0.40956104,0.08830696,-0.10648939,0.7605728,0.7967454,0.10752356
0.6833483,0.14407578,0.7884269,0.083691314,0.09680687,0.5282578,0.61683977,0.5895535,0.5610855,-0.08179647,-0.08749302,0.8275327,0.76960444,0.049214423
0.7740216,-0.09149643,0.5849719,-0.018389389,0.019456834,0.66420454,0.5288012,0.5004176,0.43436265,-0.10551578,0.016894877,0.6950741,0.8690099,-0.13501208
0.6446565,0.010415927,0.68313015,0.03244023,0.09479916,0.75011146,0.3498014,0.52912,0.50806993,0.100325644,0.12054458,0.9238876,0.76625526,0.0999531
0.7840305,-0.07746968,0.7119247,0.10134426,0.03199239,0.74618566,0.5464599,0.5860744,0.43702015,-0.078333914,-0.09733984,0.8899474,0.8498274,-0.14800939
0.638226,-0.030239724,0.8269135,-0.13094425,0.03271535,0.6467066,0.53463495,0.38858518,0.4398782,0.0295161,0.024326086,0.9380157,0.702953,0.07317294
0.62436306,-0.06837073,0.6416918,-0.006240964,-0.1426995,0.5120974,0.589515,0.43829328,0.6321379,-0.05408816,-0.09345006,0.78090006,0.7699682,0.12957984
0.60556215,-0.10528819,0.71003556,0.08894251,-0.0042654127,0.66491824,0.543945,0.40656662,0.51863,-0.14909358,0.061031774,0.73499846,0.8878362,-0.059469603
0.5455377,0.004550785,0.6133014,0.06720942,-0.031961635,0.7074492,0.55677295,0.45333895,0.38942432,0.050728947,0.036361605,0.903781,0.95124197,0.116736084
0.8534349,0.05811344,0.73218477,-0.04020428,-0.116387025,0.60272604,0.52827543,0.6617491,0.5085969,-0.09686145,0.044380635,0.96974194,0.7801628,-0.028593585
0.74384856,0.04631549,0.70089805,-0.009136125,0.13911578,0.5016399,0.5738357,0.55325216,0.33377597,0.065991774,-0.049598783,0.80069023,0.6625762,-0.13288821
0.58781374,0.0074074417,0.7828671,0.08940111,0.14445639,0.639694,0.4579255,0.42616552,0.62931836,-0.007916361,-0.11499417,0.7362425,0.8120243,0.10264224
0.727769,-0.13209216,0.56130236,-0.04196345,-0.08172099,0.7724352,0.6232772,0.49295384,0.57137036,-0.11052932,-0.13162126,0.7973579,0.6931864,-0.094226025
0.58691436,-0.021444008,0.79242617,-0.025035493,-0.0677842,0.50767267,0.4536714,0.35667786,0.36609155,0.022483319,-0.11407216,0.85642415,0.7646062,0.031324252
0.75361747,-0.07561571,0.7009897,-0.07288165,-0.11367678,0.5153725,0.3998706,0.49758542,0.437321,-0.087853186,-0.05623652,0.7346311,0.6962492,-0.08916461
0.7226356,0.12466326,0.81345105,0.008454323,0.07740016,0.66606516,0.351269,0.50796276,0.5104521,0.123137176,0.009802863,0.8004495,0.87040544,0.019327134
0.8014016,0.13326025,0.817901,-0.13525844,-0.100691274,0.59225523,0.5526482,0.51963794,0.6533717,0.07665469,0.05346462,0.752559,0.69652176,0.08323367
0.67806774,0.13819987,0.7465621,-0.086947635,-0.02479051,0.6851748,0.6117693,0.58248675,0.5646181,0.1455954,-0.13258024,0.744876,0.9086511,0.0747952
0.550511,0.07277268,0.6811972,0.0018822551,0.023307323,0.7699616,0.42721725,0.48871326,0.3762685,0.050584108,-0.106471434,0.90786594,0.75635046,-0.11572458
0.59092844,0.026805893,0.7437259,-0.011222988,-0.028926179,0.6425184,0.55798507,0.4701943,0.5770194,0.112755805,0.13537514,0.7490681,0.64316773,0.10862064
0.7309209,-0.042898126,0.5080552,0.0837584,-0.006484002,0.58664525,0.5340941,0.6438229,0.45010966,-0.06629866,0.13946909,0.78291786,0.7608892,0.10197526
