A,B,C
24.54328,1011.6081,41.10367
25.057224,1011.6081,41.410046
25.180965,1011.6671,41.833977
25.462852,1011.69244,41.407364
25.607542,1011.68414,40.000565
25.07243,1011.7493,40.43387
25.268143,1011.7677,41.5222
25.318394,1011.6849,41.99956
25.565233,1011.7664,41.175793
24.773817,1011.72644,40.371056
24.966276,1011.7335,39.69736
24.964655,1011.7677,41.093395
25.281738,1011.69556,40.13921
25.068245,1011.74677,39.83293
25.211517,1011.71625,40.171032
24.818027,1011.6826,40.289513
24.336899,1011.68414,39.12754
24.66277,1011.68414,41.094917
24.848732,1011.64935,39.64307
24.556707,1011.6946,39.944534
24.380215,1011.64923,41.208614
24.493885,1011.61053,40.65749
24.539465,1011.60974,39.67311
24.626846,1011.6122,40.94139
24.691654,1011.48566,39.66883
25.086786,1011.5127,41.381874
25.039513,1011.5863,40.74611
25.370932,1011.6353,39.33706
25.055264,1011.58905,39.324997
24.886488,1011.68536,41.71729
24.79708,1011.7493,39.83719
24.74517,1011.76,39.288067
24.736822,1011.7094,40.870686
24.877962,1011.834,41.313824
25.415188,1011.6355,41.18427
25.22559,1011.6025,39.464645
25.023048,1011.6013,41.403214
24.787497,1011.4891,39.17171
24.665195,1011.454,40.9408
24.4708,1011.4833,41.74587
25.05433,1011.4861,41.198925
25.517189,1011.5102,41.712406
25.259722,1011.4853,41.585922
25.575407,1011.6087,39.955185
25.571556,1011.6544,39.49426
24.868784,1011.6367,40.311035
24.721382,1011.59406,40.930763
24.935505,1011.7,41.345974
24.874348,1011.7718,41.93292
24.85581,1011.8032,40.643116
25.07861,1011.8904,41.023304
24.714415,1011.89355,39.90398
24.768852,1011.89996,40.71901
24.635975,1011.91296,39.791035
24.930323,1011.80566,40.693
24.626707,1011.8807,41.604042
24.275965,1011.8218,40.38916
24.07679,1011.8239,41.60468
24.76201,1011.81274,40.79639
24.6567,1011.81274,40.2413
24.665182,1011.80426,40.959675
24.581999,1011.813,40.25574
24.487951,1011.82294,41.501263
24.279324,1011.904,40.10656
24.356726,1011.7985,40.327316
24.881367,1011.81396,40.632103
25.013369,1011.9145,40.457302
24.645866,1011.89905,40.07677
24.61032,1011.8159,39.761223
24.868704,1011.9052,40.794044
24.656042,1011.7802,41.03282
24.295353,1011.8807,41.285248
24.359688,1011.80273,42.750923
24.347178,1011.8239,41.726456
24.37478,1011.7797,41.856068
24.452545,1011.78033,42.54006
24.542376,1011.813,41.529854
24.413267,1011.82294,41.04313
24.777512,1011.73035,41.386623
25.238445,1011.7863,40.40353
25.418846,1011.6355,41.96911
25.14729,1011.69415,40.94167
24.771038,1011.7676,41.41119
24.539146,1011.75244,40.36093
24.796097,1011.8254,41.218945
25.107027,1011.877,40.263336
25.330275,1011.78033,40.144024
25.48591,1011.72046,40.052166
25.111845,1011.75366,40.68425
24.817005,1011.7183,41.38643
24.567455,1011.8334,40.592937
24.970016,1011.73566,40.49148
25.374763,1011.75366,40.879524
24.99832,1011.7671,40.018913
25.13687,1011.7543,40.322636
25.341486,1011.89954,41.04458
25.454113,1011.8471,39.46032
24.942368,1011.8205,40.08991
25.169752,1011.8981,40.954514
25.095871,1011.9028,40.067028
24.887037,1011.8014,39.51715
24.76599,1011.7682,39.349506
25.058796,1011.8904,40.523357
25.329857,1011.8331,40.360004
25.703274,1011.9224,40.968258
24.857737,1011.8234,40.60964
24.839241,1011.81415,39.53293
24.600847,1011.8116,39.450996
24.59956,1011.8904,40.34104
25.016207,1011.75476,40.687805
24.742792,1011.81256,40.03955
24.990753,1011.8473,40.543377
24.744728,1011.83264,40.260067
25.010912,1011.8145,40.99814
24.592945,1011.91156,41.272488
24.966898,1011.8234,40.68303
25.450027,1011.8958,41.23432
25.642324,1011.80273,39.627384
24.73647,1011.8562,41.153393
24.47712,1011.7802,40.95043
24.458494,1011.89905,40.075813
24.514906,1011.92346,40.066093
24.238798,1011.80365,39.73659
24.300148,1011.8402,41.38761
23.904325,1011.8145,41.232864
23.684687,1011.80426,41.811375
24.010633,1011.7672,42.14179
24.37838,1011.8904,42.099247
24.46151,1011.81366,40.66306
24.189444,1011.72046,41.0831
23.861582,1011.70795,41.976646
24.442533,1011.66003,42.04427
24.607635,1011.69257,42.192005
24.34399,1011.64996,42.101044
24.160934,1011.61053,41.857162
24.238718,1011.6341,41.269497
24.323051,1011.56665,40.829807
24.886454,1011.5984,38.983826
25.401463,1011.5665,38.71171
25.44484,1011.61945,40.41082
25.005161,1011.7,40.806995
25.295021,1011.6825,40.28792
25.059301,1011.70886,38.742054
24.769218,1011.7677,39.620262
24.480118,1011.7724,40.904392
24.2193,1011.7672,40.519615
24.78588,1011.8116,40.26391
24.872995,1011.8552,39.653736
24.92226,1011.8478,39.604748
24.801758,1011.82227,41.07946
24.575174,1011.90424,40.262497
24.380215,1011.8802,40.32245
24.47806,1011.7974,41.04032
24.37954,1011.82227,41.79654
24.39315,1011.80225,41.696148
24.475288,1011.8213,40.393692
24.474804,1011.7986,39.22179
24.45326,1011.79803,39.56339
24.977768,1011.80426,41.22766
24.984701,1011.8305,40.930637
25.393747,1011.77985,40.19922
25.474537,1011.81274,41.007973
24.981459,1011.79803,40.71659
24.788315,1011.8473,39.66665
24.70927,1011.8916,39.585426
25.07919,1011.8218,40.0078
25.464174,1011.7807,41.806824
25.318495,1011.796,39.98355
25.15748,1011.80426,40.382812
25.037498,1011.80225,40.948612
24.546429,1011.8116,39.598
24.555323,1011.7543,42.05512
24.527624,1011.813,42.170406
24.76872,1011.904,41.486977
24.785023,1011.75476,40.602386
24.669453,1011.8682,40.887375
24.55797,1011.7802,41.240353
24.415836,1011.8402,42.389748
24.67423,1011.8116,42.61614
24.869198,1011.86194,42.006927
25.182753,1011.75476,40.5599
25.146004,1011.89954,40.734154
24.98387,1011.7802,41.148926
25.363989,1011.82227,39.21236
25.46715,1011.89856,39.332253
25.03423,1011.8121,38.460083
24.862411,1011.8239,39.575443
24.807833,1011.80225,40.951393
24.419537,1011.877,40.37703
24.293665,1011.9047,42.470493
24.27294,1011.84064,41.388367
24.379446,1011.7807,40.62214
24.550262,1011.73035,40.720303
24.388134,1011.8527,40.714664
24.45097,1011.71857,41.310104
24.446537,1011.9024,40.884617
24.47224,1011.7285,40.732365
24.946898,1011.85315,40.996174
25.108952,1011.7036,40.855774
25.005484,1011.8546,40.45893
24.552408,1011.7078,40.911057
24.815258,1011.8349,40.888027
24.32209,1011.7281,41.154476
24.874874,1011.7766,41.221527
24.939651,1011.7032,41.258884
24.88428,1011.87665,41.183254
24.893713,1011.6728,41.636707
24.87152,1011.7943,40.821297
24.783,1011.8037,40.89223
24.792576,1011.79803,41.516254
24.500078,1011.8803,41.35802
24.445375,1011.78033,39.634327
24.854597,1011.9137,40.720863
24.915031,1011.8121,41.010506
24.662401,1011.8239,39.470005
24.38236,1011.7931,39.46536
24.81885,1011.89996,40.272724
24.673098,1011.8624,40.299934
25.01737,1011.8566,40.831417
25.419153,1011.78125,40.39283
25.441519,1011.8629,39.93487
24.915602,1011.7677,39.59019
24.815683,1011.9142,40.97723
24.672062,1011.7802,40.48129
24.485764,1011.7808,40.06357
24.408495,1011.8132,40.702538
24.261156,1011.89856,41.759678
24.215418,1011.8802,41.980072
24.425192,1011.83405,42.384174
24.49278,1011.81396,41.682343
24.889132,1011.7543,41.88265
24.827932,1011.77985,41.254383
24.780443,1011.82294,41.671715
24.671715,1011.8195,41.023987
24.867119,1011.7213,41.49302
24.929914,1011.86816,42.40558
24.768639,1011.7854,41.54008
24.690382,1011.799,42.06802
24.301626,1011.9327,41.882317
24.583735,1011.8624,42.16167
24.991262,1011.8995,41.486355
25.388023,1011.89996,42.12382
25.224571,1011.7037,41.11173
24.808563,1011.75934,40.53605
24.51545,1011.8167,41.26399
24.467737,1011.8213,41.164677
24.442505,1011.9327,41.72191
24.74728,1011.8234,40.42763
24.943554,1011.81396,40.4125
24.645493,1011.86725,40.026344
24.51386,1011.7802,41.20088
24.245426,1011.89136,40.34395
24.338175,1011.7218,39.888805
24.737823,1011.7856,39.507652
24.71699,1011.8037,40.16994
24.48751,1011.80426,40.429672
24.284487,1011.813,41.49998
24.179193,1011.82294,40.477837
24.747395,1011.82294,39.440453
24.644508,1011.83264,39.897354
24.705723,1011.83264,41.185356
24.983906,1011.83923,40.05411
25.205421,1011.7986,41.402588
25.331865,1011.7986,41.392315
25.288118,1011.813,39.378216
25.37935,1011.81274,39.167896
24.797361,1011.82294,40.16331
24.59999,1011.8145,39.219387
24.795362,1011.8213,41.083855
24.631546,1011.92145,41.7555
24.8584,1011.89355,41.188454
24.771154,1011.7227,40.103176
24.835842,1011.85736,41.188232
25.415466,1011.6269,40.502888
25.084736,1011.7811,40.182144
24.936022,1011.71967,41.26002
24.885536,1011.77496,41.41044
25.439035,1011.78485,40.47599
25.479292,1011.91156,39.239265
24.894741,1011.8802,41.67861
24.765497,1011.83405,39.95466
25.205248,1011.8239,40.062508
25.697012,1011.80426,41.182873
24.965364,1011.7195,40.469986
25.16402,1011.7209,39.7796
25.237175,1011.6495,40.622643
24.816874,1011.62866,40.136803
25.172651,1011.5828,40.413937
25.619764,1011.68536,41.912548
25.222935,1011.64935,40.991062
25.47965,1011.60876,41.212883
25.52211,1011.69104,40.44416
24.876863,1011.6811,40.558304
24.591587,1011.68414,41.240532
24.539091,1011.7677,40.86289
24.373291,1011.7518,40.688206
24.663795,1011.796,41.068718
24.700142,1011.8145,40.8414
24.974396,1011.8473,41.84247
25.07622,1011.8473,40.531944
25.070782,1011.89856,40.81702
24.761536,1011.89954,40.088276
24.364237,1011.82434,38.028687
24.666588,1011.84827,41.143173
24.587261,1011.9473,41.630207
25.055279,1011.80273,42.15423
25.144691,1011.799,42.59055
24.929401,1011.80194,40.762733
25.160885,1011.89856,40.761932
25.432644,1011.7965,41.26031
24.893862,1011.7808,39.271652
24.657757,1011.82294,40.25017
24.943272,1011.91296,39.56263
24.805664,1011.8135,40.057846
24.45585,1011.8336,41.091267
24.576889,1011.7195,41.277836
24.578117,1011.7766,41.45821
24.81647,1011.76587,41.796432
24.714285,1011.80194,39.648304
25.096533,1011.89307,40.617054
24.70567,1011.7985,40.480515
24.179642,1011.7813,40.804565
24.154585,1011.8904,41.047062
24.779099,1011.75476,40.11531
25.061268,1011.81396,40.48824
25.303123,1011.8145,40.73056
25.056858,1011.8473,40.807686
24.571997,1011.9145,41.660976
24.5998,1011.7802,40.781918
25.05507,1011.8336,41.350613
25.068388,1011.89856,41.32188
24.87453,1011.81323,41.653805
24.641167,1011.8958,41.058407
24.876274,1011.70276,41.133583
24.89471,1011.76807,41.3935
24.896734,1011.67236,40.10559
24.729397,1011.8527,41.035385
24.36282,1011.7183,39.89036
24.450481,1011.80237,41.48275
24.44553,1011.71814,41.286137
24.356846,1011.7682,40.76797
24.769405,1011.72644,39.85877
24.988256,1011.7682,40.21145
24.770208,1011.70374,41.10538
25.118626,1011.7209,40.55041
25.095314,1011.66846,40.608925
25.383142,1011.7736,40.09132
25.106474,1011.76587,39.495132
25.211765,1011.81274,39.85734
24.80997,1011.8797,40.24805
25.255308,1011.7991,40.548164
25.056452,1011.8617,39.976295
24.848043,1011.69934,40.977474
25.133652,1011.7877,40.05084
25.379948,1011.7032,40.30644
25.131935,1011.8579,41.278984
24.8103,1011.7201,40.409847
24.241898,1011.76666,40.640198
24.196018,1011.6855,42.042503
24.541264,1011.75366,40.23703
24.931383,1011.80914,39.689926
24.714012,1011.83264,41.072247
24.608356,1011.8305,40.603073
24.758026,1011.83264,41.379246
24.630697,1011.79803,40.923668
24.513048,1011.8145,40.007977
24.942,1011.80426,40.910778
25.185383,1011.8797,39.682247
25.26536,1011.8397,41.33339
25.84464,1011.8032,39.76235
25.135027,1011.8132,38.811134
24.601181,1011.89484,40.37725
24.258488,1011.7802,40.652317
24.68307,1011.75525,41.93345
24.626945,1011.8904,41.427982
24.87884,1011.78033,40.336617
24.877285,1011.80524,41.44275
24.76102,1011.923,39.633217
25.000809,1011.8135,40.023247
24.629814,1011.8137,41.271584
24.516779,1011.79803,41.338993
24.40556,1011.813,42.047855
24.440258,1011.91156,42.229588
24.46125,1011.89905,42.36384
24.457752,1011.73175,42.718636
24.250132,1011.85315,42.52295
24.145897,1011.6859,42.65313
24.091368,1011.76666,42.322704
24.211039,1011.71967,41.853653
24.50619,1011.70795,41.672127
25.07411,1011.76,40.034164
25.015903,1011.78485,41.47872
24.95092,1011.8213,40.03448
24.89897,1011.904,40.7184
24.909962,1011.81323,39.922215
25.210688,1011.89136,41.372784
25.229477,1011.8397,41.396687
25.569756,1011.8964,41.800552
25.27331,1011.7985,39.936695
25.687841,1011.81396,39.88068
24.987549,1011.78033,40.05559
25.312016,1011.8195,40.731846
24.997019,1011.7213,40.44796
25.209938,1011.86664,41.180183
25.20929,1011.7183,40.326424
25.39859,1011.7696,40.837322
25.146614,1011.71814,41.10128
25.024733,1011.7766,39.279823
24.837715,1011.8266,40.575592
24.615805,1011.8981,40.979042
25.068739,1011.80273,41.520256
25.086832,1011.7682,40.801735
24.763182,1011.8981,40.94529
24.904766,1011.75476,39.532146
25.27293,1011.7807,40.959038
24.873041,1011.8145,40.808613
24.974873,1011.8904,40.257107
25.404371,1011.89087,39.340298
25.595118,1011.82434,40.48319
25.006659,1011.80524,38.978603
24.953083,1011.92145,39.803257
25.028748,1011.8803,40.337494
25.03368,1011.9244,39.767212
24.830399,1011.80023,39.718594
25.242468,1011.8807,40.869457
25.43916,1011.8005,40.38636
25.108019,1011.8629,40.60133
25.268143,1011.91205,41.294544
25.755081,1011.8811,40.244274
25.571556,1011.7037,40.171078
25.02163,1011.8591,40.22214
24.735224,1011.75287,39.35178
25.030447,1011.8137,39.42756
25.374716,1011.79803,42.049908
25.246843,1011.8213,41.483974
25.401497,1011.89856,42.339745
25.697086,1011.92346,39.561153
25.289335,1011.80023,39.407314
25.119453,1011.81256,40.66623
25.342285,1011.7797,41.222923
25.737204,1011.89856,39.485138
25.571556,1011.82,39.308086
24.876863,1011.89905,39.13869
24.839241,1011.7218,40.59008
24.588188,1011.7348,40.08575
25.02992,1011.5719,41.214123
25.353043,1011.61896,41.593758
25.677057,1011.6908,40.24597
24.73647,1011.6827,41.13476
24.99078,1011.69257,39.756565
24.884903,1011.76917,39.82662
25.25753,1011.8525,40.006443
24.80695,1011.7802,40.602993
25.105305,1011.89954,40.68455
25.090094,1011.8135,41.40919
25.40966,1011.80096,41.230362
25.287086,1011.82294,40.50229
25.528429,1011.79803,40.656986
24.9532,1011.7797,39.674435
24.805544,1011.82294,39.999905
24.744741,1011.7195,40.717648
25.06196,1011.8335,39.77987
24.856884,1011.7378,40.384083
24.584202,1011.8144,39.853798
24.480299,1011.8042,41.124485
24.979296,1011.8607,40.127167
24.668337,1011.80273,40.947292
24.569132,1011.92224,40.258152
24.988186,1011.7802,41.332314
25.633303,1011.84827,41.082874
24.965328,1011.78033,40.802967
24.694689,1011.8466,40.94041
24.664352,1011.81274,41.09342
24.712276,1011.8466,41.885742
25.130886,1011.7543,42.76649
25.28518,1011.8473,41.727383
25.225945,1011.83923,41.269405
25.690022,1011.877,40.917236
25.589731,1011.8234,40.626034
25.033846,1011.82227,40.670174
25.383558,1011.8213,39.506752
25.121103,1011.8213,40.24362
24.859451,1011.8797,41.420624
25.25563,1011.8471,40.91078
25.041056,1011.8155,40.567616
24.952415,1011.81274,39.88678
25.399204,1011.8132,40.032116
25.445358,1011.80225,39.68126
24.894741,1011.80225,39.45235
25.286945,1011.8904,39.516518
25.055775,1011.8005,39.44473
24.835358,1011.75525,41.070232
24.492275,1011.82294,39.66053
24.27864,1011.9132,39.65256
24.295424,1011.8331,41.311188
24.691677,1011.7813,40.742085
24.402822,1011.89307,40.019688
24.469528,1011.78033,41.438366
24.124866,1011.81396,39.867634
23.967539,1011.86725,41.60668
24.085234,1011.8612,40.809715
24.068066,1011.8811,40.004715
23.990097,1011.7918,40.46962
24.390993,1011.9005,39.37223
24.47533,1011.91205,40.595318
24.378355,1011.893,39.78265
24.260088,1011.7227,41.147984
23.990664,1011.65735,41.587837
24.42802,1011.6824,42.492245
24.862362,1011.6719,41.885014
25.48466,1011.7023,42.15068
25.062725,1011.6495,41.542732
25.370588,1011.6864,42.38362
24.947515,1011.76904,41.085472
24.604557,1011.7444,41.204643
24.495016,1011.65594,41.466137
24.869707,1011.69257,41.812485
25.08277,1011.7909,41.98184
25.126017,1011.685,42.729877
25.528835,1011.74677,41.948475
25.12695,1011.6909,41.440273
24.982487,1011.68915,42.191822
24.83884,1011.68414,40.927246
24.43143,1011.6812,40.027905
24.451805,1011.6826,42.15015
24.555645,1011.6812,41.71091
24.577976,1011.64996,40.344044
24.592543,1011.596,39.572968
24.976654,1011.68536,40.79365
24.771687,1011.68225,40.196293
24.706861,1011.6739,40.484375
24.996532,1011.69257,39.485798
24.980953,1011.76,41.20136
24.94099,1011.7518,39.83814
24.53889,1011.82294,39.783363
24.383812,1011.79803,39.558777
24.375578,1011.7931,41.16189
24.228317,1011.9023,39.920612
24.568281,1011.8803,40.287148
25.018387,1011.83405,40.408974
24.976091,1011.797,41.347725
24.953522,1011.89954,40.795673
24.759708,1011.8135,40.999504
24.796461,1011.6998,41.60268
24.998957,1011.834,41.16318
25.00136,1011.7094,41.589428
25.198088,1011.77496,41.931805
25.626799,1011.7444,42.073193
25.16329,1011.7517,41.45362
24.784142,1011.7179,42.70452
24.858395,1011.77496,41.02514
24.870697,1011.90375,40.575943
24.783924,1011.815,39.952927
25.06515,1011.8155,39.581963
24.971018,1011.89307,40.56269
24.60195,1011.81366,40.81026
24.848856,1011.81396,41.37502
24.68073,1011.7213,40.673943
24.504757,1011.85175,40.766693
24.59363,1011.7854,40.64846
24.537401,1011.878,39.452133
24.48038,1011.7802,41.4294
24.481663,1011.8205,40.35246
24.526846,1011.89484,40.94236
24.794165,1011.7802,40.549896
25.10162,1011.89954,40.65275
25.36272,1011.89087,41.255028
25.2218,1011.89996,40.110245
24.820326,1011.79944,40.530994
24.489952,1011.89954,40.56819
24.337362,1011.8953,41.237247
24.10816,1011.9487,41.81405
24.035381,1011.81415,43.412388
24.079983,1011.91394,41.58197
24.077915,1011.7397,41.808434
24.181694,1011.7354,41.922676
24.313307,1011.6495,41.9877
24.567852,1011.59796,41.727757
24.997276,1011.58484,41.503433
24.878563,1011.60974,42.49017
24.635403,1011.5998,40.801125
24.747328,1011.61945,40.957233
24.680586,1011.61945,41.210377
24.331293,1011.5868,40.719635
24.060148,1011.70807,42.345974
24.555939,1011.70215,42.176357
24.646482,1011.8682,41.51915
24.35559,1011.7201,41.947456
24.859682,1011.7531,42.55643
25.05648,1011.71814,42.848946
25.304836,1011.85223,42.79489
25.39617,1011.6854,40.78173
25.368925,1011.76825,38.47349
25.494974,1011.8281,39.269386
25.07131,1011.8132,41.090992
24.636845,1011.8145,41.36681
24.530056,1011.8254,41.581676
24.589806,1011.7797,40.93255
24.679647,1011.7797,40.63604
24.664242,1011.8145,41.690914
24.630383,1011.8132,41.822384
24.483475,1011.89856,41.377033
24.484701,1011.8218,41.142273
24.404482,1011.8813,40.50524
24.518068,1011.7985,40.712795
24.461359,1011.81415,41.02628
24.552036,1011.80426,39.768925
24.462196,1011.82294,40.45052
24.491072,1011.77985,41.134033
24.86243,1011.8607,40.36661
25.30962,1011.8331,39.68206
24.919088,1011.91254,41.024525
24.57074,1011.8331,39.412663
24.98755,1011.75525,41.04791
25.230114,1011.8981,41.36424
25.522736,1011.7802,41.483162
25.163996,1011.81396,41.253307
25.60803,1011.89545,40.83815
24.992458,1011.8218,40.64776
24.821562,1011.84827,40.62376
24.504139,1011.83264,40.934597
24.29936,1011.83923,40.10922
24.356726,1011.83264,40.141018
24.840872,1011.8981,39.87969
24.557459,1011.8234,41.240715
25.082378,1011.8137,40.62644
25.022467,1011.89856,41.236095
24.723448,1011.7909,41.161648
24.582842,1011.8029,41.715218
24.984535,1011.8,41.0068
24.737894,1011.78033,40.428886
24.49884,1011.79803,41.024776
24.261005,1011.7797,40.850803
24.225058,1011.8116,40.70603
24.544498,1011.8473,40.880898
24.323977,1011.9145,40.675423
24.174639,1011.8121,39.767273
24.19948,1011.82635,41.06665
24.088024,1011.8552,40.429672
24.066843,1011.75476,39.9935
24.497944,1011.89136,40.677193
24.559605,1011.7802,39.602646
24.904495,1011.7682,40.129665
24.720207,1011.83264,40.00679
24.938898,1011.83923,39.917652
25.326153,1011.79803,39.872086
24.893953,1011.904,39.891953
24.81523,1011.8058,40.13726
25.108469,1011.799,39.752625
25.330275,1011.91156,40.049973
25.425108,1011.75476,40.735607
24.859934,1011.8029,38.991077
24.73924,1011.69885,39.216064
24.806568,1011.7335,40.84707
24.742544,1011.6739,40.080437
24.36683,1011.68414,39.820534
24.373058,1011.6739,42.205193
24.187967,1011.7677,42.071766
24.328066,1011.71674,42.290142
24.131388,1011.8335,42.527462
24.110949,1011.8037,43.06114
23.989109,1011.7672,43.27166
24.03392,1011.79803,42.120667
24.332127,1011.8254,41.515068
24.806648,1011.7797,41.48179
24.854261,1011.8145,40.23909
24.842281,1011.8213,41.016487
25.25529,1011.78033,40.895126
24.880007,1011.8981,39.8858
25.169477,1011.89594,39.61976
25.635817,1011.83405,41.21497
25.664938,1011.90094,40.072075
24.771805,1011.7218,41.153393
24.998669,1011.8354,41.64346
25.017157,1011.6855,41.73131
25.35053,1011.901,41.69855
25.769585,1011.7382,40.20416
24.744526,1011.8546,40.849308
24.376251,1011.7972,41.185535
24.835009,1011.878,42.758553
24.756897,1011.8218,41.82393
25.358019,1011.70325,42.2769
25.362965,1011.675,40.928505
25.026129,1011.68414,39.421974
24.862411,1011.6826,41.100906
24.876379,1011.78235,41.112453
24.833273,1011.7444,40.169735
25.066097,1011.6929,41.55863
24.978317,1011.68414,42.21985
24.613846,1011.8002,41.493572
24.506407,1011.6355,42.017426
24.983196,1011.62036,41.386314
25.01034,1011.62604,41.987232
25.72667,1011.554,40.265404
25.244196,1011.6666,40.589096
25.671268,1011.6748,42.0317
25.240072,1011.64935,40.10792
24.788195,1011.61896,41.92549
24.72047,1011.6638,41.5159
24.572409,1011.6367,42.48805
25.077738,1011.5946,41.60684
24.846363,1011.5063,42.156116
24.643173,1011.47943,41.77894
24.76057,1011.5102,41.517044
24.50218,1011.50854,41.579445
24.411724,1011.48584,42.188744
25.053904,1011.50854,40.986137
25.416689,1011.4671,40.13013
25.1694,1011.467,39.966175
24.75286,1011.5339,41.04042
24.305897,1011.4671,40.763226
24.668795,1011.5199,41.184887
24.807552,1011.4915,39.9821
24.566439,1011.48724,40.04269
24.369783,1011.57764,40.97456
24.498285,1011.6212,41.466396
24.552168,1011.56665,40.18513
25.211903,1011.58484,39.78131
25.207373,1011.4891,41.24784
25.637623,1011.5463,40.495026
24.864462,1011.467,39.777637
24.723108,1011.5004,39.826607
25.03722,1011.4915,41.08611
25.216366,1011.5868,40.604065
25.023685,1011.67267,41.344673
24.752811,1011.59985,39.6688
24.542723,1011.61053,40.10764
24.396517,1011.59106,39.829056
24.513351,1011.58875,41.097343
24.505272,1011.58484,40.678024
24.830517,1011.73413,40.693096
24.544561,1011.66754,40.88189
24.53988,1011.6826,41.42639
24.504324,1011.7023,40.73633
24.457756,1011.7682,38.848015
24.391851,1011.8281,41.151478
24.789846,1011.89856,41.20043
24.486637,1011.7677,40.543705
24.138247,1011.90497,39.77541
24.450024,1011.8331,41.78416
25.045153,1011.7808,41.097157
24.881544,1011.83264,41.83633
24.90908,1011.80426,41.760468
24.65225,1011.7213,42.32406
24.431877,1011.7682,42.534557
24.819403,1011.78217,43.80552
25.333551,1011.79803,43.945892
25.711523,1011.8981,42.535305
25.100515,1011.7936,42.47888
25.432913,1011.8205,41.591354
25.15766,1011.89954,39.837307
24.760916,1011.8478,41.34531
24.730846,1011.878,40.778492
24.62031,1011.81323,40.487587
24.47573,1011.89954,39.58291
24.58932,1011.7802,40.918205
24.530504,1011.8155,40.914417
24.211159,1011.83923,41.578606
23.93823,1011.83264,42.16722
24.206507,1011.8145,41.81822
24.073978,1011.8981,42.153248
23.95003,1011.8234,40.947567
24.340189,1011.82227,39.445324
24.339281,1011.83923,40.307373
24.834667,1011.7797,40.470654
25.345787,1011.77985,39.011356
25.270882,1011.7672,40.645065
