A,B,C,D,E,F,G,H,I,J,K,L,M
0.06732773,0.31361344,0.15966386,0.06789916,0.26487395,0.07462185,0.4978151,0.08,0.5357984,0.2652101,0.07347899,0.08494118,0.067603566
0.0,0.3112605,0.15966386,0.06793278,0.26588237,0.07462185,0.49176472,0.07865547,0.53310925,0.26184875,0.0730084,0.08668908,0.06760571
0.06739496,0.3132773,0.15966386,0.06803361,0.2732773,0.08201681,0.49512604,0.080672264,0.5421849,0.27058822,0.073344536,0.085411765,0.067601845
0.06773109,0.38084036,0.15966386,0.07045378,0.39058825,0.12336135,0.35865545,0.09277311,0.64033616,0.39462185,0.07304201,0.08658823,0.06760635
0.06810084,0.42386556,0.15966386,0.07240336,0.4578151,0.14117646,0.32840338,0.09747899,0.7052101,0.44773108,0.073915966,0.083831936,0.067608535
0.06867227,0.47092435,0.15966386,0.075630255,0.5472269,0.16302522,0.29042017,0.10689076,0.8231933,0.5304202,0.074521005,0.08208404,0.06760743
0.06826891,0.4252101,0.15966386,0.07230252,0.45411766,0.15865546,0.33647057,0.10689076,0.7038655,0.45714283,0.07512605,0.080672264,0.067609616
0.06820168,0.42857143,0.15966386,0.07307563,0.4779832,0.14722688,0.32739496,0.10823529,0.72033614,0.47495797,0.07677311,0.07721008,0.06760824
0.06806722,0.40268907,0.15966386,0.07196639,0.44336137,0.13680673,0.34689075,0.107563026,0.6655462,0.422521,0.07784874,0.075327724,0.067596436
0.06786555,0.37714288,0.15966386,0.07119328,0.417479,0.118319325,0.36537817,0.11159664,0.65344536,0.34689075,0.0777479,0.075327724,0.06759045
0.06806722,0.41109243,0.15966386,0.07223529,0.45277312,0.12941176,0.34588236,0.105882354,0.6863866,0.39764705,0.07878991,0.074084036,0.06759183
0.06806722,0.4164706,0.15966386,0.07260504,0.46386555,0.12907563,0.3472269,0.109915964,0.6773109,0.41915965,0.07855462,0.07438655,0.067596234
0.06816807,0.4215126,0.15966386,0.072773114,0.46890754,0.13613445,0.34117648,0.10957983,0.6884033,0.42957985,0.079294115,0.07357983,0.06759661
0.067999996,0.4107563,0.15966386,0.07233614,0.4554622,0.12504202,0.35999998,0.10521008,0.6857143,0.39630252,0.0787563,0.0737479,0.0675724
0.06833614,0.4309244,0.15966386,0.07357983,0.49277312,0.14352942,0.33210084,0.108907565,0.7092437,0.45008403,0.078487396,0.073915966,0.06756679
0.06816807,0.42218485,0.15966386,0.07361344,0.4934454,0.13008404,0.33142856,0.103529416,0.7045378,0.44067228,0.07747899,0.07536134,0.067576
0.06884034,0.485042,0.15966386,0.07694118,0.5794958,0.16470589,0.28470588,0.11495798,0.83394957,0.56134456,0.07741176,0.076033615,0.06760205
0.06806722,0.41310924,0.15966386,0.07173109,0.43596637,0.11932773,0.3445378,0.1092437,0.6813445,0.39663866,0.07630252,0.07956303,0.067660436
0.06789916,0.40470588,0.15966386,0.07089076,0.4070588,0.103529416,0.35865545,0.10621849,0.65680677,0.36739498,0.075495794,0.08131092,0.067655526
0.038953412,0.4507178,0.090410806,0.034011766,0.20946425,-0.039114796,0.763034,0.096233256,0.60549766,0.26339108,0.107215516,0.008900505,0.048198573
0.038953412,0.4507178,0.090410806,0.034011766,0.20946425,-0.039114796,0.763034,0.096233256,0.60549766,0.26339108,0.107215516,0.008900505,0.048198573
0.03863175,0.45082605,0.0901576,0.033981293,0.20305783,-0.04012547,0.7777619,0.096292235,0.604467,0.26372394,0.10722363,0.00792688,0.048172794
0.038628235,0.4508263,0.09015676,0.033981238,0.20285264,-0.040134072,0.77823824,0.09629189,0.6044463,0.26372278,0.10722363,0.007913526,0.04817275
0.03862819,0.4508263,0.09015676,0.033981252,0.20284599,-0.04013416,0.7782535,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.06783193,0.382521,0.15966386,0.070655465,0.39899158,0.11226891,0.35697478,0.104537815,0.6040336,0.34184876,0.07657143,0.07589916,0.06754531
0.06773109,0.35932773,0.15966386,0.069882356,0.3687395,0.10218487,0.39159665,0.10285714,0.56470585,0.28537816,0.077176474,0.074285716,0.06751422
0.06773109,0.35159665,0.15966386,0.07018487,0.37983194,0.09714286,0.3855462,0.10218487,0.5603361,0.2682353,0.07737815,0.07327732,0.067482784
0.067630254,0.34890756,0.15966386,0.06964706,0.3589916,0.089411765,0.40504202,0.09277311,0.5559664,0.24873948,0.07734454,0.07344538,0.06748729
0.06769748,0.36134455,0.15966386,0.0700168,0.3737815,0.09579831,0.39596638,0.09546218,0.5727731,0.2692437,0.07714286,0.0737479,0.067491494
0.06776471,0.37210083,0.15966386,0.07045378,0.3902521,0.10252101,0.3764706,0.10151261,0.59294116,0.2917647,0.07768068,0.073344536,0.06749845
0.06776471,0.36605042,0.15966386,0.070252106,0.38285714,0.100504205,0.3764706,0.10151261,0.5687395,0.28470588,0.07741176,0.07361344,0.067499265
0.06796639,0.39294118,0.15966386,0.07139496,0.42487395,0.11159664,0.34756303,0.108907565,0.6201681,0.34151262,0.07734454,0.073714286,0.067498595
0.06823529,0.42050418,0.15966386,0.07236975,0.45613447,0.1297479,0.32268906,0.11663866,0.6678992,0.39092436,0.07684033,0.07472269,0.06751563
0.06823529,0.41781515,0.15966386,0.07263865,0.4642017,0.12571429,0.31462187,0.11361345,0.6766386,0.40672266,0.076,0.0767395,0.0675431
0.06813445,0.41781515,0.15966386,0.07196639,0.4440336,0.11731092,0.31462187,0.10957983,0.669916,0.39226893,0.075462185,0.07922689,0.067590155
0.06793278,0.4057143,0.15966386,0.071058825,0.41243696,0.10554621,0.33546218,0.10487395,0.6510924,0.37109244,0.0749916,0.08117647,0.0676162
0.06776471,0.3919328,0.15966386,0.07042016,0.38957983,0.09815127,0.34890756,0.099159665,0.6339496,0.35361347,0.07455462,0.08278991,0.067627326
0.06766386,0.3764706,0.15966386,0.069714285,0.36134455,0.09243697,0.37478992,0.09411765,0.6030252,0.31731093,0.074252106,0.083663866,0.067628406
0.06759664,0.36605042,0.15966386,0.06937815,0.3465546,0.092100844,0.38857144,0.093781516,0.59495795,0.32268906,0.074117646,0.08400001,0.06762699
0.06746219,0.3445378,0.15966386,0.06860504,0.307563,0.0789916,0.42420167,0.083697475,0.5586555,0.2732773,0.073949575,0.08433613,0.06762333
0.06736135,0.3220168,0.15966386,0.06786555,0.26218486,0.07462185,0.47563025,0.07932773,0.5290756,0.24571429,0.074655466,0.08211765,0.06761899
0.06729412,0.31428573,0.15966386,0.06769748,0.24638656,0.07462185,0.51697475,0.07932773,0.5210084,0.23294118,0.074285716,0.08319327,0.067619026
0.06729412,0.30890757,0.15966386,0.067630254,0.24268907,0.075294115,0.5327731,0.080672264,0.5186555,0.23831932,0.07388235,0.08413445,0.06761156
0.0389467,0.4504046,0.090410806,0.034009285,0.20413746,-0.039276533,0.7694075,0.096384175,0.6027379,0.26380852,0.1072151,0.008938117,0.048198514
0.0389467,0.4504046,0.090410806,0.034009285,0.20413746,-0.039276533,0.7694075,0.096384175,0.6027379,0.26380852,0.1072151,0.008938117,0.048198514
0.038631674,0.4508253,0.0901576,0.033981293,0.20288722,-0.04012684,0.77796876,0.09629135,0.60441154,0.2637225,0.10722363,0.007927396,0.048172794
0.038628235,0.4508263,0.09015676,0.033981238,0.20284711,-0.040134087,0.77824485,0.09629189,0.6044451,0.2637228,0.10722363,0.007913541,0.04817275
0.03862819,0.4508263,0.09015676,0.033981252,0.20284581,-0.04013416,0.77825373,0.09629189,0.6044458,0.2637228,0.10722363,0.007913364,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.06816807,0.47865546,0.15966386,0.07314286,0.48000002,0.1307563,0.3062185,0.12067226,0.73008406,0.53109246,0.078890756,0.07593277,0.0676998
0.06816807,0.48638654,0.15966386,0.07347899,0.4897479,0.123697475,0.30285716,0.12571429,0.73949575,0.51663864,0.07973109,0.07502521,0.06771355
0.06816807,0.46487397,0.15966386,0.07327732,0.48436975,0.12873949,0.30957982,0.12336135,0.71831936,0.5068908,0.0805042,0.073378146,0.06766108
0.067999996,0.42957985,0.15966386,0.07193277,0.44235295,0.120000005,0.34117648,0.113277316,0.65915966,0.4077311,0.08087395,0.07236975,0.06761294
0.06783193,0.42890757,0.15966386,0.07089076,0.40739495,0.10521008,0.3677311,0.10621849,0.6268907,0.34151262,0.08077311,0.07263865,0.06762675
0.06789916,0.42084032,0.15966386,0.07095798,0.4097479,0.11428571,0.36840338,0.1092437,0.6084034,0.34823528,0.08077311,0.072,0.06757963
0.06840336,0.49983194,0.15966386,0.074487396,0.517647,0.14453782,0.30218488,0.13243698,0.7421849,0.49310926,0.08053782,0.07284034,0.067625776
0.06887395,0.5579832,0.15966386,0.0765042,0.56907564,0.16033612,0.26420167,0.14184873,0.8363025,0.62151265,0.0797647,0.075092435,0.06772007
0.06877311,0.5233614,0.15966386,0.07583193,0.55294114,0.16638654,0.27563027,0.13647059,0.805042,0.612437,0.07855462,0.07653782,0.06770463
0.06836975,0.4820168,0.15966386,0.07347899,0.4897479,0.1384874,0.30084035,0.12168067,0.7458824,0.52067226,0.07754622,0.07805042,0.06769691
0.06813445,0.45411766,0.15966386,0.07233614,0.45512608,0.11798319,0.31831935,0.11159664,0.7038655,0.46588236,0.07677311,0.07922689,0.06768232
0.06786555,0.4252101,0.15966386,0.07115966,0.41613448,0.10420168,0.33781514,0.103193276,0.65983194,0.41210085,0.07613446,0.08020168,0.06766904
0.06773109,0.3979832,0.15966386,0.07015126,0.3794958,0.095126055,0.37546217,0.09546218,0.62319326,0.34184876,0.07576471,0.08070588,0.06765788
0.06756302,0.382521,0.15966386,0.06978151,0.36336136,0.08336134,0.38857144,0.08773109,0.60739493,0.2897479,0.075327724,0.081781514,0.067658454
0.06746219,0.36235294,0.15966386,0.068974786,0.32739496,0.07630252,0.4252101,0.08134454,0.5805042,0.2527731,0.075260505,0.08255462,0.06767489
0.06756302,0.37613446,0.15966386,0.06921008,0.3384874,0.08336134,0.39226893,0.089411765,0.60436976,0.3277311,0.07462185,0.084974796,0.06768914
0.067428574,0.34823528,0.15966386,0.068571426,0.30554622,0.08336134,0.43193275,0.089411765,0.5707563,0.28436974,0.07418487,0.08608403,0.067682855
0.0,0.34084034,0.15966386,0.06833614,0.29344538,0.078319326,0.4497479,0.084033616,0.5673949,0.28470588,0.07398319,0.0864874,0.0676757
0.06752941,0.36033612,0.15966386,0.06904201,0.33008406,0.09243697,0.4036975,0.09277311,0.60739493,0.3610084,0.07378151,0.08719327,0.06767489
0.038949296,0.45059922,0.090410806,0.034010366,0.20696974,-0.039177567,0.76469916,0.09631267,0.60450506,0.26340908,0.10721507,0.008978844,0.048198603
0.038949296,0.45059922,0.090410806,0.034010366,0.20696974,-0.039177567,0.76469916,0.09631267,0.60450506,0.26340908,0.10721507,0.008978844,0.048198603
0.03863172,0.45082575,0.0901576,0.033981282,0.20297791,-0.040126015,0.77781594,0.09629179,0.604447,0.26372388,0.10722363,0.007927943,0.048172794
0.038628235,0.4508263,0.09015676,0.033981238,0.20285003,-0.040134072,0.77823997,0.09629189,0.6044458,0.2637228,0.10722363,0.007913556,0.04817275
0.03862819,0.4508263,0.09015676,0.033981252,0.2028459,-0.04013416,0.77825356,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.038628206,0.4508263,0.09015676,0.033981252,0.20284575,-0.04013416,0.77825403,0.09629189,0.6044458,0.2637228,0.10722363,0.007913349,0.04817275
0.067630254,0.38857144,0.088067226,0.06830252,0.29109246,0.088067226,0.48235294,0.09109244,0.49815124,0.24134453,0.070521004,0.09136135,0.0675194
0.06766386,0.41008404,0.090756305,0.06867227,0.31159663,0.09445378,0.45478994,0.09579831,0.5347899,0.27932775,0.07035294,0.0925042,0.067522556
0.06786555,0.43932775,0.10554621,0.06961344,0.35663864,0.10689076,0.38890755,0.10117647,0.57478994,0.36268908,0.07045378,0.09277311,0.06753237
0.06769748,0.41008404,0.09680672,0.06884034,0.32,0.099159665,0.4282353,0.09983193,0.5371429,0.3492437,0.07035294,0.09243697,0.06752266
0.06773109,0.42050418,0.099159665,0.069142856,0.33546218,0.09546218,0.40873948,0.09714286,0.5563025,0.36168066,0.070252106,0.0930084,0.06752353
0.06759664,0.39159665,0.095126055,0.06860504,0.30789915,0.08605041,0.43260503,0.09142857,0.53210086,0.34521008,0.06998319,0.093983196,0.06751838
0.06749579,0.36638656,0.08840337,0.06833614,0.29310927,0.08605041,0.46487397,0.09142857,0.51697475,0.32974792,0.06978151,0.09431932,0.067510486
0.0,0.34386554,0.08,0.06783193,0.25815126,0.08168067,0.52638656,0.086386554,0.49176472,0.30218488,0.0700168,0.09263866,0.06750595
0.06749579,0.35932773,0.09008403,0.06816807,0.2830252,0.090420164,0.5011764,0.088067226,0.5001681,0.3102521,0.069949575,0.09146218,0.067489006
0.06759664,0.38285714,0.08705882,0.06884034,0.32067224,0.092100844,0.46016806,0.0887395,0.53243697,0.33512604,0.069949575,0.09089075,0.06748266
0.06810084,0.49546218,0.14319327,0.07186555,0.44,0.12134454,0.34285715,0.09411765,0.64638656,0.4497479,0.069949575,0.09092437,0.06748326
0.06894118,0.57546216,0.3368067,0.07633613,0.5653781,0.17075631,0.26756305,0.10689076,0.8030252,0.60672265,0.07055462,0.088840336,0.067491055
0.06863865,0.54957986,0.26386556,0.07364706,0.49445376,0.16806723,0.29445377,0.11092437,0.7008403,0.59462184,0.07159664,0.08544538,0.067498825
0.06810084,0.47294116,0.17613445,0.07115966,0.41714287,0.1307563,0.3405042,0.10521008,0.6117647,0.5105882,0.072773114,0.081546225,0.06749284
0.06803361,0.47831935,0.17075631,0.071495794,0.42857143,0.12235294,0.34218487,0.10487395,0.6312605,0.46991596,0.073714286,0.078722686,0.067481205
0.06793278,0.4440336,0.14722688,0.07102521,0.41210085,0.10823529,0.35798317,0.0994958,0.5852101,0.3892437,0.07445378,0.076436974,0.0674602
0.06810084,0.46252102,0.16840336,0.072,0.44470587,0.123025216,0.34151262,0.1092437,0.6080672,0.42621848,0.074084036,0.076201685,0.06743943
0.06816807,0.4517647,0.16605042,0.07189915,0.44168067,0.12806724,0.3512605,0.110252105,0.5885714,0.40672266,0.07415126,0.07482353,0.06740948
