A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
0.42043948,-0.027181312,0.116059095,-0.02180925,0.20942359,0.015195429,-0.11153749,0.44545838,0.33781573,-0.13293642,0.6147087,0.14408255,-0.040937483,0.05999668,-0.009533092
0.3609497,-0.119461484,-0.050664194,0.09967908,0.31855404,-0.0708451,-0.08305714,0.18592808,0.2972191,-0.103821896,0.6906309,-0.006819427,0.041571245,-0.1267575,0.07847616
0.13608469,0.056782782,-0.08733228,-0.019409776,0.2036511,0.120414555,0.07529181,0.3943841,-0.043529302,-0.05793824,0.5366807,0.068848476,-0.048172973,-0.0763795,-0.03011819
0.4078801,0.12953886,0.015187621,-0.02669885,0.36087048,-0.07731679,-0.034755938,0.15474622,0.24252743,-0.04533361,0.09814255,0.049670354,-0.0758994,-0.14352523,-0.099611185
0.078184046,0.078838214,0.0018900335,0.11440453,0.09139468,0.13685223,0.14741495,0.13986163,0.34342095,-9.685755e-06,0.4930563,0.08775766,-0.04084477,0.03105715,0.1365222
0.16773444,-0.049478196,0.07044463,-0.004162237,0.35726088,-0.14995004,-0.11260676,0.20814806,0.40036488,0.084917635,0.673926,0.0016119778,0.13506353,0.020838767,0.11466771
0.46817875,0.04081233,-0.06461186,-0.047302417,-0.012850434,-0.027569018,0.09272678,0.0340925,-0.10818524,-0.13559273,0.47140446,-0.07627248,0.14269918,0.11241269,0.14661285
-0.03442472,-0.009365708,-0.035521768,-0.06121041,0.2597524,-0.087975875,0.102265656,0.16634104,0.1627404,0.04987085,0.17134903,-0.015135616,0.14882708,-0.0016921908,0.1193575
0.23441388,-0.070281625,0.13620949,-0.14661485,0.060756706,0.13221815,-0.09984863,0.28011465,0.2160262,-0.14841984,0.38681078,0.058306918,-0.11657864,-0.06011392,0.052623853
0.15287785,-0.08223637,0.033798084,-0.06791768,0.26124316,-0.07328128,0.077633545,0.38523915,0.23585172,0.008485362,0.35446727,0.05715297,0.07657085,-0.14956583,0.01321727
0.34698525,0.120465726,-0.014441609,-0.0327053,0.38383502,0.121267766,-0.0627427,0.22700143,0.10491496,-0.08344126,0.36467078,-0.021555856,-0.09851314,-0.075740434,-0.058261395
0.33604074,-0.10505122,-0.053188406,-0.14392908,0.13862135,-0.06455888,-0.13198145,0.07938768,0.023576483,-0.058764197,0.4708574,-0.14854573,0.018200591,0.029217198,-0.08585379
0.5529984,-0.12241812,0.07987012,0.03292261,0.30907813,-0.14987753,-0.11207979,0.31559297,0.27731627,0.06840232,0.33155358,0.027753979,0.096027106,0.002668336,0.00867863
0.45315212,0.053603485,-0.02934482,0.01036413,0.14418636,-0.14970535,-0.020780921,0.036128223,0.30335146,0.13342068,0.4637831,-0.02971296,0.00010494888,0.14325443,0.10698208
0.14853704,0.12633392,0.060015306,-0.011633545,0.023846015,0.12379834,0.03654757,0.20128316,0.19640534,0.07422398,0.6875349,0.0004695058,0.07778451,-0.03851956,0.040339276
0.2793897,-0.00853838,0.02618049,-0.022215217,0.12518805,-0.048989996,0.06852746,0.20147017,0.02426014,0.038475364,0.43786734,-0.14517953,0.018021569,0.09892379,0.11711395
0.26333362,0.031003982,-0.048745625,-0.06028142,0.51047224,-0.02388981,0.07361314,0.20564263,0.39952472,-0.058423936,-0.016996399,-0.07855591,0.0013699085,0.1459958,-0.09280785
0.21577938,-0.007812187,-0.14884284,0.050164104,0.21985003,-0.07037982,0.13462222,0.1802811,0.3055567,-0.039997585,0.5827958,-0.12944438,0.12691408,-0.0076141655,-0.03022825
0.45846248,0.028903201,-0.048541225,0.12465182,0.32320228,-0.07930341,0.010419324,0.27149203,0.22976838,0.1098305,0.43337047,0.12523368,-0.009813696,0.071710825,0.0397951
0.18562949,0.029837593,-0.065359265,0.08035125,0.29402664,-0.13372177,0.0023810714,0.27154192,0.49114263,0.09306592,0.6091571,-0.006412357,-0.0009512305,0.018450439,0.054937348
0.25907463,0.10624394,0.030894145,0.0817558,0.046755858,-0.009270981,0.03703639,0.38251758,0.12782443,0.13914293,0.5818028,-0.0886861,0.045632973,0.067840144,-0.09633502
-0.0030651689,-0.08158526,0.06256233,-0.023042083,0.23185024,0.053186208,-0.021809116,0.16940814,0.35643983,0.05720344,0.43603334,0.12140527,-0.10734312,-0.076624475,-0.10233116
0.33427864,-0.056688458,-0.050840452,0.104017854,0.3376915,-0.09584431,0.017354637,0.24236998,0.36521947,0.122526735,0.64757025,-0.051697575,0.067019925,-0.11810006,0.14098766
0.07492657,0.066939905,-0.070046805,0.037203595,0.19315407,-0.07938114,0.1358344,0.32506168,0.2561566,0.1052703,0.5199832,-0.12020479,0.11504844,0.08724797,-0.08470865
0.14877105,0.09346996,0.1005429,-0.07831046,0.2766937,0.060329154,0.015887246,0.24652652,0.20774657,0.102760345,0.5005213,-0.0043210685,0.011033699,0.027599216,0.12544054
0.39146644,0.10331693,-0.10694173,-0.049028583,-0.08193421,-0.029580817,0.0902195,0.3121693,0.01039625,-0.13940357,0.6680312,0.10110515,-0.14220516,0.10626337,0.06560366
0.25081876,-0.0014911592,0.057240903,0.037310615,0.24863398,-0.10446559,0.0069615245,0.24438728,0.18470097,0.015943676,0.27454907,0.10361108,-0.11422534,0.011624068,-0.14645761
0.18275373,-0.008593559,0.12096086,-0.03091845,0.20654729,0.024912506,-0.072073445,0.24129972,0.338812,0.13634941,0.36228448,0.0135085285,0.07011747,0.1414817,0.036105826
0.30401528,0.1293312,0.10329941,-0.007899165,0.255191,-0.07902444,-0.05149196,0.13694346,0.060975768,0.0017147064,0.7123159,0.11229524,-0.02790483,-0.12484348,0.11455768
0.44222516,0.009493396,0.019850597,-0.11134672,0.28274742,-0.12029799,0.07583812,0.06616609,0.43270165,-0.08170628,0.30089134,0.14456376,-0.13717316,-0.06690032,0.14809787
0.1423151,-0.1089488,-0.026634693,-0.020489752,0.33287156,-0.029061735,-0.06926465,0.24709365,0.5257136,0.02373901,0.7039694,-0.007347569,0.062481657,0.031134516,0.08304401
0.20401062,0.012601823,0.13226843,-0.042889558,0.16355619,-0.047826953,0.088324115,0.2803825,0.19524358,-0.1456398,0.60030067,-0.12473918,0.10819188,0.05830641,0.054213002
0.27941456,-0.048480876,-0.03305742,-0.13288243,0.38308698,0.09318285,0.09748766,0.23486562,0.45259804,0.09931952,0.36571872,-0.11538823,0.057234555,0.08660026,0.045537025
0.39311904,-0.13686478,-0.006043792,0.07202375,0.30853325,-0.11292133,0.10930216,0.47610062,0.24275915,-0.12728475,0.6171426,0.12770543,-0.14610715,-0.06528291,-0.011547297
0.008476391,0.112564296,-0.014537573,-0.05766458,0.365812,0.12100536,-0.039416693,0.2492477,0.24793026,-0.019845188,0.25367114,-0.008504093,0.037678525,0.024881452,-0.012641221
0.010264441,0.11947268,-0.043776356,0.0117382705,0.012241706,0.008216679,-0.012092888,0.33255357,0.03554932,-0.049638376,0.4831215,-0.060044527,0.067230195,-0.04421266,-0.06959778
0.26331526,0.09224069,0.083492026,0.052725703,0.26093754,-0.14632997,-0.025980502,0.11278457,0.21809599,0.13272884,0.53435934,0.040336207,0.0044462383,0.13485631,-0.011452511
0.27848244,-0.13168985,0.018603906,0.0790277,0.13412179,-0.14071858,0.003159523,0.19900942,0.10566272,0.058541223,0.4290809,0.018203765,0.11929017,0.059562653,0.07974222
0.34903103,0.13810009,-0.001792863,0.057289526,0.12229134,-0.07763111,-0.10278815,0.26594454,0.26147276,-0.10842043,0.29514843,0.058004186,-0.14349547,0.011439696,0.12739244
0.32586247,-0.05220437,0.02686061,-0.09977859,0.29486582,0.0624934,-0.067381956,0.20560575,0.12606962,-0.12913574,0.634391,0.11288884,-0.03395199,0.08489357,-0.0681366
0.31255567,-0.046893544,0.08076942,0.04374689,0.19119488,-0.044133298,0.12164521,0.1868565,0.4418536,-0.07810935,0.14599985,0.12129629,0.041367874,0.0065815747,0.14067623
0.62546825,0.12354237,-0.028940178,-0.08345236,0.24838248,0.06737165,-0.10500927,0.16284621,0.30087298,-0.08762665,0.6197547,0.09446399,-0.12520602,0.12974319,-0.11436033
0.26239333,-0.05326184,0.11094412,-0.09207713,0.4492756,0.05797994,0.09365755,0.25095296,0.27781254,-0.1493663,0.8006321,-0.054355577,0.14040771,0.052919194,-0.13541184
0.31211957,0.061025575,0.025470868,0.050539613,0.08778454,-0.14046906,0.00045517087,0.32653558,0.22110285,0.14424038,0.5980582,0.11872369,-0.058329523,-0.024120599,-0.049395345
0.32184714,0.089085385,0.07698852,-0.102729276,0.23303285,0.09807868,-0.0016030669,0.1082423,0.3609175,0.13147596,0.53279126,0.095369145,-0.08138803,-0.1010847,-0.101917565
0.27605513,-0.13898224,-0.1256918,0.019155726,0.39928564,0.08123106,0.009537131,0.20394512,0.32299235,-0.09035866,0.7234649,-0.11224115,0.044423297,0.044007614,-0.11488624
0.31949872,-0.076549284,0.055208012,-0.098777935,0.21963273,-0.096136495,-0.12586378,0.25795442,0.45649153,-0.07186289,0.32681948,-0.09679502,-0.07658912,-0.011241913,-0.042659268
0.46757165,0.0343609,0.135133,-0.021362424,0.2559895,-0.031119063,-0.048311397,0.45960435,0.18455638,-0.13020925,0.58131343,-0.08961193,0.106191516,-0.108321786,0.039041966
0.33356732,0.030788109,-0.065086454,0.041039005,0.24745995,0.088241816,-0.0790337,0.1402682,0.30567947,-0.08889724,0.45220095,0.016994834,0.14380473,-0.11285257,-0.04279504
0.22947901,-0.02268824,-0.047624104,-0.038841873,0.023058064,-0.031728104,0.14227009,0.13351491,0.12426148,-0.11861902,0.67760056,-0.13730164,-0.14483982,-0.10814667,0.021732584
0.6949319,0.081461385,0.0072691143,0.07253657,0.33210915,-0.0076936185,0.074665695,0.2470295,0.22107917,0.08806093,0.34618652,-0.060583256,0.14603728,-0.13474452,-0.040644765
0.33179653,0.08759968,-0.09381354,0.0060723573,0.30842558,-0.1226708,-0.053117268,0.30671006,0.2529167,-0.06881258,0.4668326,0.05238302,0.014313042,0.059634373,-0.051569223
0.07140973,-0.011313051,-0.0581742,-0.1040981,0.16231996,0.14227289,0.10300803,0.18936461,0.22238415,-0.01787363,0.49433368,-0.11998421,-0.040121377,0.107551694,-0.011900365
0.46640012,0.13297176,-0.08520041,-0.046246827,0.4896281,-0.021616638,0.11804992,0.27715796,0.28797376,-0.0849773,0.34725922,-0.11142571,-0.10899346,-0.07244999,-0.057156928
0.5090481,0.045011356,-0.08957255,0.031184465,0.31144977,0.13854122,0.046526805,0.27967465,0.2373441,-0.13764456,0.7203187,0.10107684,-0.14919457,-0.041947477,-0.12514628
0.43149716,0.14699152,0.020600095,-0.14043239,0.20007819,-0.101291284,-0.11642774,0.12871648,0.34225664,0.10471165,0.4808942,0.0028444976,-0.13293526,0.13117242,-0.11777204
0.26699546,0.14247683,0.10714257,-0.119232744,0.013714757,0.03837329,0.1075387,0.29789382,-0.049745474,0.003421396,0.79784805,-0.045954183,0.030584678,-0.03326635,-0.14765525
0.42722124,-0.100660734,0.11995867,0.1451348,0.13527194,-0.009580255,-0.14611377,0.4807475,0.3018225,0.047935456,0.20040044,-0.009519413,-0.009108856,-0.045208924,0.018433303
0.39319652,0.10273996,-0.13057482,0.035878092,0.23524544,0.03520456,0.09171265,0.43019006,0.18777543,-0.035428494,0.40027764,-0.07068771,-0.0024769604,0.14321494,0.13345748
0.59909606,0.017697215,0.09159222,0.020035133,0.24575445,-0.09854585,-0.053758554,0.14666921,0.3798875,-0.1218801,0.47610593,-0.09981593,-0.114234895,0.13647851,-0.061812513
0.35977387,0.09348349,0.0295998,0.050558925,0.21820506,0.09825201,0.04703273,0.28096455,0.25360385,0.04764037,0.5691335,-0.068191625,-0.10228923,0.09063324,-0.07336429
0.28066698,0.04977183,-0.12953416,-0.06435557,0.27964962,0.04254642,0.036657035,0.09503406,0.28100628,0.074709535,0.64655036,0.11396441,-0.14093384,-0.047079116,-0.03285926
0.25674316,0.07830089,0.04815562,-0.09552835,0.3143053,0.14655036,-0.058153957,0.1071555,0.41435522,-0.08264482,0.48442367,0.097075686,0.09615125,0.050918296,0.13053018
0.6189815,-0.14021203,-0.14714159,-0.11756693,0.37710166,0.09792259,-0.08690284,0.41629204,0.21092328,-0.024670571,0.60167825,-0.10574159,-0.12087724,-0.0015308559,0.092776954
0.48945946,0.029544622,-0.028390095,0.035180733,0.39167285,0.019691914,0.08532362,0.4286698,0.37035084,0.045903385,0.20723675,0.0062431693,0.122843504,-0.040064834,-0.066105835
0.26803386,-0.04140476,0.065507516,0.13124442,-0.020359583,0.09080574,0.031000257,0.27610928,0.12730691,-0.111802965,0.535015,-0.043043092,-0.11559132,0.0051202327,-0.06619665
0.36892146,0.009796679,0.012516141,0.07455617,0.19041662,0.13641581,-0.14525709,0.4851409,0.13183777,-0.07573248,0.2765527,-0.0135495365,0.015819907,-0.094946735,-0.14032456
0.043858312,-0.066482395,0.0909826,0.13304666,0.20403118,-0.04258132,0.09459551,0.23508254,0.15533838,-0.07548863,0.29853728,0.13556194,-0.034125336,-0.04265982,0.11689097
0.5591526,0.1175302,0.022034809,0.08570844,0.2708827,-0.12708196,0.06557833,0.41762555,0.33193672,-0.011004418,0.16323155,0.09640269,0.07318644,-0.02276957,-0.04888224
0.33671743,0.06563522,-0.010227174,-0.14250581,0.27870926,-0.0923868,-0.14280067,0.3790723,0.41848874,-0.015064821,0.6523642,0.060347274,0.11230567,0.10962266,-0.08688854
0.3717919,0.11656198,-0.124405205,0.0769334,0.356333,0.060750782,0.06976552,0.5132401,0.14925402,0.0113547,0.838217,0.033160537,0.0700742,0.050548866,-0.099572204
0.15587954,0.01930067,-0.06552142,0.13375342,0.28353167,-0.11732283,0.11609894,0.2106989,0.12317251,-0.11520555,0.4340845,-0.039785318,0.13509217,-0.09430227,0.09747586
0.103841566,0.14525205,-0.03607308,-0.028170638,0.33820355,-0.006676197,0.11090812,0.50500476,0.32664847,-0.13454348,0.46158618,-0.08660454,0.013971999,0.09047395,-0.013078645
0.4446164,-0.13548544,0.08494796,-0.07568827,0.17681125,-0.0522744,-0.05593767,0.050926328,0.34842366,-0.07609216,0.72960544,-0.10464721,0.04820159,0.101088375,0.05705136
0.11905389,0.024948046,0.03476891,0.07143085,0.25253522,0.120511204,-0.035094433,0.35088864,0.42864105,-0.059826463,0.41134316,-0.11196249,0.040282324,0.016470298,-0.11477339
0.25030145,0.13625813,0.112752646,0.13257626,0.27594608,-0.12767123,0.09556532,0.4169045,0.368091,0.10470888,0.5415083,-0.14053808,0.042175338,-0.0259277,0.009902254
0.19320321,-0.117690526,0.07535647,0.034228235,0.37070745,-0.059968226,0.042221203,0.454624,0.40657932,-0.07644834,0.72426575,0.025613472,0.12255138,-0.07837088,0.13162139
0.3512302,-0.11582251,0.14227599,-0.09516984,0.25916016,0.024855405,0.10034904,0.23784278,0.19651091,-0.054144166,0.45124355,0.059408262,0.04936649,-0.042263657,-0.08774513
0.41794947,0.08716734,0.09943628,-0.1426309,0.16164608,0.077477455,-0.090815365,0.3555964,0.34252906,0.10559136,0.42923707,0.11156294,-0.05362671,-0.13102,-0.037719928
0.33398283,-0.07008643,0.052674174,0.12438756,0.31744337,0.14680144,0.02977097,0.33310524,0.24206941,0.03974791,0.5788512,-0.044303246,-0.039005026,-0.030006163,-0.14591384
0.21805693,0.08823229,0.09005873,0.14047194,0.354863,-0.11686975,-0.04833947,0.20589632,0.1143875,0.0675887,0.29352182,-0.10480566,-0.14491978,0.08696471,-0.14164296
0.30986315,-0.034080416,-0.04977125,0.030369043,0.17712088,-0.047806464,-0.13450783,0.2867809,0.20451781,-0.06399933,0.34595698,0.08108136,0.056942314,-0.08310518,-0.06489192
0.38432318,0.13540933,-0.06565106,0.09413196,0.38790944,-0.14344963,0.032028913,0.32379812,0.25863284,0.017735124,0.33602625,0.047893226,0.0040833354,0.0114990175,0.07691485
0.24174286,0.017209426,0.07066102,0.09592591,0.24123573,0.0902313,-0.1190265,0.3720554,0.1982205,0.14331654,0.6204017,0.04901406,0.020249605,-0.11559036,0.061823487
0.4115973,0.09620462,-0.068512976,-0.045493558,0.216117,-0.08555129,-0.14409441,0.38520697,0.30603784,0.063929886,0.49593586,-0.12122477,-0.0348896,0.11172414,-0.046423994
0.55512804,-0.12438284,-0.14648373,-0.008942246,0.40574375,0.04231526,0.003466338,0.34757257,0.29812783,0.042829484,0.69497055,-0.0088112205,-0.14798173,0.032997057,-0.12690137
0.67095804,0.015230224,0.120324016,-0.021330863,-0.04095561,-0.04782007,0.016099438,0.22123486,-0.010156073,0.017125309,0.44670036,-0.14767666,0.14269006,0.10579038,0.0997743
0.30766502,0.005968064,0.12774718,0.047224045,0.36666754,-0.08592961,-0.056102946,0.2768938,0.3801707,0.11244273,0.16753125,0.07930125,0.120174915,-0.12755653,-0.10116407
0.6852782,0.10994896,0.062108576,0.14933467,0.3591205,-0.11949628,-0.033478044,0.22949985,0.4137328,-0.08545168,0.69808143,0.109482944,0.004664123,0.036302596,-0.027641289
0.41535127,-0.035369076,-0.1300668,-0.016811997,0.38504076,0.04362908,0.1438671,0.42589402,0.40873665,0.06304753,0.7890643,-0.042044096,-0.08237153,0.018003672,-0.12055044
0.4366569,0.06521644,-0.059373915,0.008114308,0.077355385,0.083914384,-0.12590474,0.15691446,0.08198853,0.096801534,0.52861863,-0.080725305,0.060557216,-0.08276405,-0.026736602
0.35583013,0.09715007,0.009954914,-0.10393271,0.41692093,-0.07418525,0.0628895,0.18706474,0.41411927,-0.11994814,0.5220723,0.060289517,0.04743591,-0.14472118,0.14635763
0.47006097,-0.100478366,0.13017407,0.115024835,0.32711214,-0.13735402,0.11961669,0.36040244,0.29605508,-0.07001481,0.70772994,-0.11051351,-0.05080013,-0.12147766,-0.12498304
0.032818094,-0.035522573,-0.057236537,-0.014685243,0.23543122,-0.12012905,-0.017871365,0.46504658,0.35696435,0.13788599,0.4221869,-0.10568866,-0.0240812,0.09743588,0.103643
0.3702757,-0.025880747,0.08121157,-0.13375358,0.28193006,0.13113499,-0.02495502,0.18069085,0.20163599,-0.08515874,0.7140559,-0.05555474,-0.08000904,-0.07755275,-0.0474201
0.10880228,0.03623797,-0.12933612,0.040783882,0.31058067,0.01333271,0.0075850785,0.37390164,0.364954,0.114970535,0.3266531,0.12108186,0.14672086,-0.06285358,-0.13621151
0.33415353,0.09903374,0.041488647,-0.04332631,0.30107087,-0.07015416,0.04426144,0.057643905,0.43974614,-0.13824195,0.6610629,-0.11703049,0.09806372,-0.008165881,0.14196011
0.15106773,0.05173838,-0.10509662,0.10103223,0.21166311,-0.04328245,-0.1091799,0.34019148,0.29927656,-0.068159245,0.69794047,0.052731857,0.078587264,-0.101491004,-0.000670135
0.25840396,0.110229045,0.025910243,0.013893276,0.308185,0.08072528,0.057920873,0.21230727,0.3231737,-0.11497088,0.64695317,-0.11770955,-9.88096e-05,0.14294848,0.06398469
0.37840277,-0.124105565,0.119654745,0.13316876,0.41872805,0.0018973798,0.10415685,0.041929804,0.20605338,-0.09715396,0.5549886,0.01498802,-0.08453266,-0.100929424,-0.13850531
0.24290086,0.045090303,0.07660583,0.07277815,0.14217977,0.06758851,0.009033203,0.45730096,0.007994518,-0.037969887,0.35435182,-0.08736137,-0.11563088,0.12739277,0.010337681
0.2713127,-0.1317389,-0.026791103,0.06930916,0.3931899,-0.034499787,-0.05715827,0.25393048,0.3044238,0.0064315647,0.10435434,0.14383653,0.11814597,0.056409538,-0.010476634
0.43995965,0.13778177,0.06371069,0.063967034,0.34228224,-0.14680195,-0.100124076,0.3641679,0.2736383,0.122653216,0.37829807,0.07349275,0.052820742,-0.106588215,0.09357418
0.41574377,-0.0325497,0.11895129,-0.04014548,0.25346613,-0.030971788,0.08346087,0.116757974,0.37536883,-0.07214782,0.55600363,0.016752094,-0.06944059,0.100067616,-0.08496271
0.14073768,-0.06757708,0.1050421,0.07557033,0.116019785,-0.02504947,-0.14298221,0.31168666,0.1458043,0.0827079,0.6355654,-0.081867695,-0.029162265,0.078231245,0.098424464
0.08802964,-0.14026438,0.010874122,-0.008289903,0.18176824,-0.07908243,-0.021670103,0.14521217,0.42613083,0.044414073,0.30340156,-0.10659253,-0.118405655,0.09153618,0.12999895
0.3411141,-0.0089544505,-0.115842625,0.046721175,0.379422,0.012280196,0.016403332,0.22177395,0.2697854,0.09527454,0.6448751,0.033560574,0.12731892,-0.122515604,-0.14984569
