A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
0.23543297,3.2682889,-0.097493224,-0.6492525,0.55530006,-0.124530286,-0.0050361007,0.7002667,1.6921121,-0.16182835,-0.06726618,-2.5561187,-0.1234915,0.36608446,0.25471622
0.47504508,-0.3785486,0.0857081,-0.2673633,-0.032715105,0.05924444,-0.14630304,-0.09270093,0.2534092,-0.079650655,0.26795852,-2.2019877,-0.06991341,0.97093105,-2.9236743
0.13911694,0.14139773,0.056940973,-1.1549249,-1.1520073,0.075089574,-0.083016016,-0.17829043,0.27816045,-0.20709652,0.7997484,-0.9873465,-0.05405858,0.9103777,0.91216755
-0.92767656,1.5301807,0.12319985,0.23204914,0.8529614,-0.09592222,-0.12974438,0.63400984,-0.8909635,0.974687,0.69758034,-0.6585014,0.06168285,0.75522816,-0.98974586
0.726942,1.166489,0.14391875,0.34517425,1.6326004,-0.13989253,0.06043975,-0.68884444,-0.075278066,-0.11639336,-0.58285105,-0.04984379,0.036536515,-0.97857535,-0.64294565
-0.75063276,-1.7089695,0.08619444,-1.2345287,-0.44108224,-0.09693168,0.028555185,-0.7436751,0.07885333,-0.33334574,0.38102922,-0.5682751,-0.13578963,-0.31532905,-0.86860067
-0.620754,-3.0554981,0.050661758,0.027244188,0.5220392,-0.10032483,-0.011101648,0.8203253,-0.7643677,-0.16255972,0.94574255,0.7253375,0.0076891184,0.22114031,-0.3316951
-0.3041737,-4.313038,-0.11105989,-0.49016553,0.43670103,0.0018615127,-0.038418338,1.1228247,-0.8883388,-0.46820337,-0.17150763,-1.9308583,0.07805751,0.8732664,0.7893865
0.38026777,-6.4225507,-0.13833658,0.17745534,0.8807844,-0.024193883,-0.011163011,-0.08092031,0.4491518,-0.3231445,-0.93450695,4.249695,0.03128633,0.27120155,-1.6563077
-1.0087607,1.8071357,0.065386266,0.02790723,0.8481853,-0.04463078,0.072893724,-0.52367795,-0.13900785,-0.4165338,0.8464953,-2.0434642,0.13473576,-0.8681471,-1.8990785
0.37865525,-2.6124241,0.025353074,0.2587237,-0.585319,-0.002685532,-0.12088643,-0.75603616,0.7410241,-0.9531982,0.5148669,1.2629359,0.057411045,1.0135044,-0.58509684
0.7253251,1.0763165,-0.12923995,-1.1062847,-1.4942443,0.07734996,0.09906182,0.39040563,0.07563925,0.554921,-0.7910497,0.33877507,0.125916,-0.95348334,-0.14080846
-0.07641364,-1.3748872,-0.11116641,0.0152767375,-0.29808027,-0.10617303,0.063038215,-0.04827535,-0.7837146,-0.17879704,-0.3714316,1.8523525,-0.1300517,-0.26147085,-0.7210811
0.8834417,-1.2955917,-0.10425772,-0.20831294,-0.5890151,-0.018515095,-0.09881394,-0.87586087,1.0516582,-0.38599387,0.25589085,1.0219034,0.027384877,0.48214576,-2.3199046
-0.9052497,-0.9789486,-0.07624451,-0.6673477,-0.5008923,-0.008881077,0.05945073,0.7039232,-0.10417865,0.5127448,-0.41381165,-0.32990086,0.079304755,0.6079733,0.25567675
-0.8796086,-3.7842584,0.034534752,0.61509395,-0.38364094,-0.010710627,0.04320705,0.72509456,-0.8577986,-0.5062971,-0.944057,1.1455563,0.023533896,0.56322575,0.77110386
0.5066304,-5.0255547,0.055922702,0.08026814,0.123605564,0.12296057,-0.044333145,-0.6953162,-0.48408294,-0.54511666,0.33911014,3.6813452,-0.11637968,0.38316008,-1.0499296
-0.6895282,2.1303346,-0.09488131,-1.0104523,-0.30890077,0.13508257,0.088964924,0.7305749,0.19914693,-0.54235613,-0.10125601,-2.0032642,-0.07445809,0.43756723,2.0237684
-0.12697688,2.547476,0.030257255,0.1313945,0.65249,0.02779147,0.13739887,0.21528886,-0.3808201,1.0134486,-0.6585683,-1.5815735,-0.061327927,-0.13991909,-1.9458897
0.041823827,-8.634532,-0.07002429,-0.37303334,0.16280907,0.122605115,0.104742855,-0.60754097,-1.0123063,0.71940804,-0.3715136,-2.7568676,-0.012640029,0.70458543,0.79580796
-0.5681535,3.7515147,-0.13277268,-0.015664682,-0.6190011,0.14815703,-0.063979864,-0.58004355,0.98989064,-0.17979248,0.5070998,7.1116886,0.09212084,0.5038644,-3.2017229
-0.84210837,-4.9647083,-0.12191769,1.3179475,0.37594777,-0.06277639,-0.11806546,0.60135365,1.0073944,-0.24438663,0.62294894,-0.88962513,-0.08545262,0.2097756,-4.2497373
-0.24640271,7.884966,0.019760028,-0.38791203,-0.12370524,0.0613427,0.007829815,-0.92602795,-1.0495809,0.31501865,0.44050294,1.2309273,0.05761473,0.06516665,-0.8591137
0.8794439,6.0205317,0.046387717,-0.38999897,0.10596734,0.1236265,0.08018239,0.12301026,0.14001754,-0.7911655,-0.43551618,2.8315644,-0.022954524,0.08258657,1.402829
0.15240538,8.5845785,0.03535919,-1.0823294,0.5866097,-0.13983409,0.01144205,0.31490552,0.65642947,0.45941913,-0.21059805,-1.2876554,-0.106110446,-0.2775619,-1.9754462
0.21950725,11.031699,0.052170753,-1.0932641,0.3418175,0.13204351,0.0647234,0.6437725,-0.24588677,0.92842275,-0.5479891,-4.4188137,-0.0029014945,-0.74696344,0.14482594
-0.19968408,-22.308235,-0.07252638,-0.98815745,-0.70604175,-0.057425544,0.080979615,0.16185188,-1.0800569,0.15790977,0.4345475,3.0149777,-0.026543163,0.27926284,-0.9914556
0.8511137,-8.964311,0.07598324,-0.9983868,0.08826845,0.13819173,0.007913649,-0.7715031,-0.07226767,0.22235312,0.51467323,5.3934836,0.025211886,-0.19558656,0.86277366
-0.4710819,6.5806193,-0.05077461,-0.1288255,-0.3610286,0.07459895,0.0137811005,-0.11994533,-0.15394732,0.13099031,-0.29289794,-4.1283503,-0.0616725,-0.9224482,2.346465
-0.5590131,6.812915,-0.054989703,-0.884549,0.15001468,0.12003082,-0.10013728,0.43503314,0.64982736,-0.7120825,0.13238353,0.05223824,0.032804057,0.4601096,1.7856249
-0.48053294,19.556044,-0.064370215,0.35550094,0.31449214,-0.09766482,-0.08420926,0.3000191,1.2182772,-0.42174953,0.81320095,-2.9144654,0.08631365,0.51641715,-0.79801846
0.055060767,29.455732,0.14899099,-0.54525805,-0.40234753,0.08078192,-0.1397416,-0.76934576,0.21295086,-0.30249673,0.38968158,6.251526,-0.06468333,-0.07627933,-0.53097427
0.4109757,-32.617676,0.06485939,0.42835733,0.31941223,0.10775885,0.13991517,0.53865224,-1.3242903,0.46957415,0.60487545,21.218067,0.08906022,0.6765724,0.90758395
0.13322142,12.284724,-0.026082985,0.6942011,0.12946215,-0.00061942637,0.035972625,1.0064282,0.4633733,0.19902687,0.04405853,14.462832,0.020391315,1.0748744,-5.395608
0.27824116,2.8774438,-0.047443002,0.3648467,-0.2047839,0.035459414,-0.02521602,-0.5046546,0.56458294,-0.7218642,0.11538425,7.2439895,0.09479408,-1.0059507,9.738224
-0.25211036,4.326811,0.040719464,0.53927743,-0.97628963,0.06346451,-0.0749938,-0.82047594,1.5877875,-0.8421843,0.6165045,-0.2789449,0.14484534,-0.5104188,-3.1839
0.9611733,2.956326,0.09618828,-1.1838517,1.3029832,-0.13632967,-0.10242684,0.29753768,1.4107586,0.42881477,-0.70289963,0.41867027,-0.063054144,0.6940712,0.03127502
-1.0278302,10.228104,0.03272617,0.24385634,-0.07617383,-0.044793785,0.057212055,-0.91120225,0.865848,0.70547765,0.9724149,1.3787735,-0.14555442,0.46897438,0.094764665
0.8229352,-3.8795078,0.1451152,-0.49586806,-1.3950181,-0.015189797,0.024120659,-0.12461236,-0.17137943,0.0491886,-0.8975996,9.572611,0.14672276,-0.8549868,0.48086676
0.33285487,-6.1702657,-0.14615688,-1.1485881,-0.33642462,-0.076377995,0.0018770099,0.7887862,-0.47952563,-0.55593264,0.55924,0.7136691,0.023525417,0.8270815,-1.0849909
-0.24383366,6.228655,0.0011340976,0.46190113,-0.90386355,-0.036407232,0.07469487,-0.5868714,-0.86611474,-0.045131594,0.18794924,-6.56352,-0.11527589,0.9382641,0.6568265
-0.63732266,-6.9353724,0.13463795,-0.56499195,-0.20975931,-0.09547606,-0.11502092,0.12577632,-0.22325324,-0.36137155,0.22820769,0.47673607,0.07929312,0.5158726,-4.7111998
-0.56151927,6.871389,-0.14633816,0.45218974,-0.12863782,0.14087075,0.030276448,-0.7512181,-0.78796107,0.015173651,-0.39988738,6.8789186,0.1352697,-0.6594375,-0.40698758
0.69421464,-3.5745392,-0.08153408,0.71337545,0.14244404,0.13383213,-0.0017160028,0.7639807,-0.9950703,-0.06997373,-0.8198485,6.26348,0.14786044,0.98489714,2.0744658
0.28649434,-4.836325,0.125678,0.36433423,0.8454573,0.12212172,0.10567936,0.6072788,-0.24579185,0.60978436,0.97121423,-0.7323314,-0.009755522,0.4732262,-1.5162673
0.16426696,-5.792524,-0.13034238,0.73322624,1.1831216,-0.12743904,-0.0079726875,-0.002371475,0.87875086,-0.0050637275,0.6996486,-0.66012317,-0.12395011,0.10331707,1.1467649
0.64190435,-12.70446,-0.036315486,0.43625906,-0.8973501,-0.117028415,-0.05695936,0.56714815,0.24425092,0.49744338,0.19805789,-3.3872423,-0.11969398,-0.5492743,-0.61316603
0.12562357,-9.617868,-0.012513936,-0.36910808,-0.23787111,-0.08613601,-0.14968944,-0.02830391,0.4370735,0.841754,0.1083809,9.561292,-0.06313321,0.12999173,2.848676
-0.56810695,-9.056013,-0.14669707,-0.24387273,0.29333496,0.06766386,0.028977215,-0.12564898,0.006790489,-0.5644475,0.4639127,-9.390218,-0.07267966,-0.18746778,-4.613827
0.486342,2.6944911,0.024142623,0.6803473,-0.27928823,-0.025162823,0.048232645,0.1599848,-0.3780139,-0.8323099,0.71669877,8.676808,-0.066709295,0.5872896,-2.5556169
-0.16454339,10.796646,0.107896864,0.5323099,-0.2025289,-0.077225775,0.13710347,0.7861577,0.32155514,0.021067277,0.06722695,0.8304836,0.10062653,0.54966646,2.1675358
0.41016653,34.61564,0.07519071,-0.47789958,0.056050017,-0.06364832,0.021899804,-0.9038304,-0.33498216,0.4263357,-0.052860036,9.652436,-0.115058206,1.0060214,-0.15565675
-0.37614083,-54.8486,-0.030229874,-0.31522584,0.43237817,-0.07246137,-0.01591283,0.39041358,0.8630771,-0.11361798,-0.837157,0.63737273,0.09803054,0.99292517,9.2859955
-0.86564,58.106724,0.10759571,0.19336358,1.1235096,0.07731418,-0.09464568,-0.25402313,0.6218052,0.7891307,0.1244251,5.617435,0.13595542,-0.7089639,1.3399563
0.38014108,-86.80839,0.06826611,0.06493205,0.043276325,-0.05892247,-0.025589868,-0.5988747,-0.17305511,0.052583367,-1.1199479,-44.389782,0.12686592,0.29175568,4.356399
-0.5287981,63.235336,0.06708607,-0.13185325,0.8520226,-0.057025254,0.049430355,0.8756098,-0.087760836,0.06731538,-0.7823409,1.5807152,-0.09078066,-0.3064656,20.006508
-0.36263877,103.2727,-0.0014745295,-0.7886023,0.62349117,0.08037858,0.14764848,-0.82238954,0.87606806,-0.37506628,0.021251995,56.5574,-0.104656264,-0.11453727,-2.1737144
-0.6247532,58.487625,-0.073424295,-0.76032645,0.5494389,-0.018673375,0.047802433,0.26281446,0.43167067,-0.8117422,0.8583495,-40.83955,-0.12358223,0.2233353,-47.74255
-0.56189597,66.656105,-0.12633306,-0.35918316,0.34158963,0.12360793,0.07190713,-0.5389928,-0.8311929,0.2350835,0.52974516,3.5599027,0.0087649375,0.7747287,-29.716948
-0.40858686,41.46308,0.1003665,0.6737951,-0.634757,0.050482303,0.09815174,0.7306721,0.7602517,-0.4437241,0.2783657,-11.545653,-0.08457565,0.6223538,-3.5186317
-0.05432391,-68.89634,-0.041701518,0.34778175,-0.39272428,-0.10955417,0.123910934,-0.65527487,-0.3061723,-0.77395266,0.91431093,25.026924,0.014478177,-0.673959,7.44115
0.27626985,104.01732,0.14922461,0.32628638,0.14344306,-0.056322098,-0.14159137,0.34537438,-0.057687357,0.12589332,0.018891374,-21.75802,-0.11168336,-0.03967987,-5.1349163
0.86027485,2.3209517,-0.010992527,0.8845321,-0.25933856,-0.13954969,-0.06242577,0.42806548,-0.87812424,-0.5867526,-0.048590362,14.028237,0.014592007,-0.8337202,12.872368
-0.051944047,-23.374748,-0.087897174,-0.7615535,-0.03226258,0.092776254,0.035140947,-0.6867701,-0.07468074,-0.7206955,-0.045043644,-0.6826571,-0.036565624,-0.11182006,-9.261689
-0.7841549,-36.82131,0.052324876,1.4765763,-0.4656379,-0.08748399,-0.07308208,0.94743043,0.30615547,-0.55953926,0.6636172,11.929852,-0.049285717,-1.1630751,0.97640276
-0.46965152,46.433033,0.09265025,0.49550787,-0.9387157,-0.0008531213,-0.097774714,-0.8491274,0.28932947,-0.26571888,0.4442976,29.463509,0.12852886,-0.50455064,-11.547249
-0.65048456,49.783905,0.0297492,-0.47514033,0.5230113,0.027109712,-0.14198,0.656273,0.19334072,-0.54951465,0.34518236,44.84827,0.12751514,0.61791855,-11.526855
-0.6745025,61.829395,-0.14927302,-0.87318134,0.32444617,-0.10857307,0.04098609,0.034366682,0.75259316,-0.19933952,-0.831554,-27.395102,-0.12016408,0.9669795,40.54936
0.7311413,103.10234,0.023571715,-0.31547645,0.73793834,0.07114807,-0.13561809,0.4839494,-0.47343433,0.56965935,0.6328869,-42.164326,0.096845224,-0.052303262,-8.87932
-0.84893954,-67.58219,-0.0188265,0.59737927,0.22340551,-0.011760324,0.056650236,0.9135472,0.990556,0.012843877,-0.9370217,22.096548,-0.1273605,0.13223189,38.18193
0.11824103,-98.10033,0.013708085,0.2925774,0.71313787,0.015814632,-0.0034873486,-0.4119714,0.517317,-0.66056,-0.6516487,-0.21049789,-0.11738455,-0.43736476,-18.820038
-1.0056349,-14.507911,0.007971257,1.0708504,0.08465803,0.10245615,-0.06316379,0.8745395,1.1136361,0.4765579,0.7960399,47.93916,0.1088129,0.40134916,1.2647169
-0.96255076,-37.538136,0.078046516,-0.8676932,0.6977087,-0.07144073,-0.04654547,0.43083787,0.94491726,-0.30143434,0.5075548,1.6686419,0.045867845,0.5130662,-40.681
-0.347669,-64.06377,0.102111876,-0.72878975,0.49474084,-0.045978732,0.07093844,-0.8634746,-0.066149406,0.61861813,-0.18371588,-34.860764,0.04301691,-0.9780595,0.50125676
0.4842737,-78.40456,0.014612302,0.88840735,-0.15550737,0.12870967,0.020249337,0.5760558,1.0593405,-0.63497543,0.88964844,42.917355,0.046769455,-0.16027044,31.030787
-0.44098985,-75.51437,-0.12990542,1.182674,-0.88610554,-0.032817185,0.050341904,-0.44486052,0.2800977,-0.54948545,-0.31750524,74.69094,-0.13997552,0.625779,-41.86598
0.54341173,-74.43765,-0.014035732,0.15667722,-0.13153082,0.090178356,0.07065074,0.5352471,-1.2133055,-0.15080042,0.07981934,-71.84146,-0.0041576326,-0.3749863,69.67104
-0.98331964,172.56972,-0.092917934,0.29200798,-1.9077857,0.1352933,0.072554424,0.979996,-0.406407,0.45392638,-0.47783685,-48.317215,0.033113718,0.8198416,16.74187
-0.30911833,82.186295,-0.009986401,0.38018912,-0.6915945,0.14543903,0.005794555,-0.6241703,-0.11686252,0.59774953,-0.026506335,-112.346596,0.019532025,-0.84334797,36.997406
-0.51394254,206.83844,-0.10188261,-0.3265966,-0.744051,-0.12414276,-0.015298799,0.7199606,-0.5046559,0.3955075,-0.40908736,-13.676997,-0.031893164,0.43328208,-3.3084917
0.30417627,-23.578691,0.104388535,0.78513294,0.9619278,0.016314283,-0.10555242,-0.32170865,1.0090821,-0.95451915,0.22631425,80.89054,-0.1289603,-0.8827096,12.32521
0.83174103,-101.21464,0.030320585,-0.3118794,0.241161,0.06037809,0.07340641,0.6422483,0.46111858,0.84390736,-0.28511524,14.247371,0.09960005,0.52391994,-37.412144
0.22086635,-81.5269,-0.04561034,0.4090153,-0.09373228,-0.006931886,0.015023798,0.86586845,-1.6123332,-0.7305795,-0.54140204,-70.107506,-0.13914764,-0.08192819,0.23968667
0.45365548,-73.437035,-0.0721316,1.0508661,0.19823247,-0.035635278,0.104418755,-0.7685051,0.4082749,-0.97645086,-0.45171714,40.8339,-0.085862845,-0.91133213,-17.811277
-0.29995084,133.22328,0.060099974,-0.5922633,0.9232097,-0.07633798,0.1334194,-1.0570918,0.41523033,0.15201414,0.61171585,-38.459644,-0.041974284,-0.17779139,-40.72364
-0.32984838,-157.72215,-0.04519204,0.6665883,0.30056217,0.06867693,0.14023358,0.49407995,-0.5923008,0.26450735,0.41907257,-51.445686,0.034309044,0.20109335,19.966974
-0.59142274,-64.68782,0.00073851645,-0.072603,0.69391656,0.03385602,0.012621656,-0.74790347,-0.48797622,-0.5575559,0.17951523,-83.7739,0.061470225,0.54198354,39.10116
0.35941857,133.4701,-0.04012587,-0.4514352,0.4013998,0.13823128,0.022876918,0.7035331,0.41443408,-0.8758884,0.023836493,40.789986,-0.025182724,0.7055094,-56.249878
-0.00906226,-120.58417,0.1283012,0.72941,-0.208436,-0.0054597408,0.027606264,0.25522548,0.1988835,-0.20692573,0.52769387,88.16057,0.05169578,-1.0367343,-0.57240164
-0.7418513,-24.397425,-0.06846312,-0.62815416,0.3768916,-0.14154181,-0.11082774,-0.056113586,0.93694776,-0.50485694,-0.29907855,38.103874,0.057017684,0.094322115,59.15928
-0.42959198,30.668743,-0.01248458,0.2060494,0.84371537,0.04864709,-0.052029386,0.66193026,-0.3657802,0.4896702,-0.82419807,6.7062626,-0.07205135,0.92010826,16.273611
-0.5851687,-7.0279894,0.07556774,-0.8727258,-0.3804467,0.016167894,-0.04482136,-0.9015221,0.2351136,0.11337028,0.086475946,1.2469786,0.032276183,0.23631711,2.6343174
0.064509064,-54.449615,0.05105281,1.13836,0.57467526,-0.04190378,-0.08359389,-0.49444792,-0.19315735,-0.79166377,-0.8705735,-6.993327,-0.0043748915,0.6954849,-0.28880155
1.0312779,15.512955,0.093534544,-0.3874873,-0.0547736,0.051630884,-0.12350046,0.81798667,-0.2975544,-0.12664436,0.12966678,-22.114967,-0.07561684,0.88241374,3.7301831
0.68794113,3.749589,0.13338959,-0.1551039,0.6655428,0.13011065,0.030609518,-0.79168075,-0.4835664,0.44627166,0.068417154,-4.992596,0.121531695,-0.68078923,18.673994
0.41338432,-2.7995548,0.04582241,-0.22133967,-0.67363256,-0.023895085,0.13180414,0.26547962,-1.0673664,0.39444745,0.50141394,-2.3077543,-0.117932394,0.76116806,-0.6184975
0.7086009,4.7501073,0.051115185,-0.8294391,-0.63301694,0.082295,-0.01121296,-0.7077532,0.3364935,0.6699083,0.3378811,-0.5224433,-0.14799446,0.3870531,-0.73194003
0.48868057,9.882828,-0.1093684,-0.30710015,0.42164898,0.12208834,-0.13374147,0.2600178,-1.4638139,1.0427482,-0.83063257,-3.4930274,0.13588655,-0.37243345,1.156621
0.70443696,11.253052,0.015836418,0.5419401,-0.15779832,0.097923785,-0.106515974,0.89910513,0.79342896,-0.17625162,-0.115724504,-6.871976,-0.049669527,0.7498128,-3.535787
-0.13044018,-6.8475857,-0.13023117,-0.8100438,1.318299,-0.025990032,0.024867088,0.25188303,0.5779216,0.86507577,0.36489147,6.763389,-0.09215765,0.9438444,-1.1101141
-0.63868076,-11.59653,-0.019433647,0.6912664,0.83189285,0.079174235,-0.049496986,-0.29930508,-0.46327454,-0.68386674,0.73707044,0.1991866,-0.06980721,-0.2970733,-0.48358405
-0.8771854,-11.922295,0.0096437335,0.92991793,0.55097795,0.04073946,-0.0357019,0.44855553,0.09895438,0.6682718,0.8443469,4.598647,0.080552116,0.9486182,0.34589934
-0.77674776,4.7735524,-0.08114382,-0.9098184,0.045745693,0.075693145,-0.027290814,0.49886382,0.7968752,-0.10398434,0.7655663,1.3251903,0.086661875,0.84777206,4.0848923
-0.3306925,-0.31880355,-0.11085963,-0.7859182,0.052043885,-0.11139524,0.13798681,-0.32460123,0.889009,-0.0699195,0.084141165,-2.1331718,0.14507401,0.26106107,0.8256533
-0.33991843,-6.6970143,0.03815438,0.36521932,0.6418201,-0.13071983,-0.05991222,0.11639593,-0.845084,-0.89376044,-0.32781637,0.09074096,-0.049440198,0.7542819,0.36073482
0.075159214,-9.728375,0.11946154,-0.3497389,0.73493814,0.06082025,-0.056789756,-0.30805093,0.98468494,-0.03124012,0.03747155,4.4330616,-0.038156196,0.72204196,-0.678531
-0.9136829,17.789366,-0.14716512,-0.27947295,0.18271446,0.071110904,0.13689655,0.8126874,-1.0101631,-0.27423254,-0.7765876,-2.9380794,-0.023300633,0.5031338,-3.8452833
0.5950726,-8.890603,0.04070404,0.2855245,-0.44274685,0.09603673,0.06767787,-0.51126176,0.27528334,-0.08654994,-0.17455739,-15.461507,0.12768921,0.609159,0.21270482
0.3491663,-13.535912,-0.10444154,0.40928,0.49977916,0.103087366,-0.0071050227,0.8448473,-0.05479434,-0.6340346,0.71447915,-7.1742697,0.13757911,0.61056125,4.4319663
-0.039539658,-18.105982,0.0010598153,1.0464513,0.0060815345,0.04913333,0.08196823,0.62882817,-1.3047279,0.27136272,0.82456714,11.796488,0.058572307,-0.0544193,0.18354431
-0.83209777,42.647087,-0.078675434,-0.21474673,0.86558825,0.10380006,0.07558505,0.3572764,0.9590234,0.8809467,-0.4633531,14.016037,-0.14296298,0.66905594,-2.5231953
-0.520027,-54.386524,-0.10757257,0.17387956,-0.026771441,0.063206255,-0.031687014,-0.39196798,-0.61553425,-0.5778849,0.282162,-37.761677,-0.054212704,-0.23427108,10.71463
0.5415883,-4.681466,0.14624006,0.5644275,0.46358252,0.10004991,-0.0035331994,-0.18350568,0.8510738,-0.024314314,0.26361126,17.575747,0.14775923,1.0349966,-7.3580627
-0.32043397,22.934357,-0.044881545,-0.7466203,-0.14129765,0.07490057,0.038872138,-0.61426127,-0.84296215,0.40273005,0.17484728,-1.2270085,0.1325306,0.36146137,5.523246
0.16528584,69.214905,-0.14928421,0.6200484,0.31651562,-0.09269531,-0.13231881,-1.095413,1.2107328,0.8200577,-0.65989584,0.62743783,-0.068823285,-0.06842928,-0.37253523
-0.42577577,-140.76274,-0.10140082,0.18577808,0.19021662,0.09020989,-0.13075365,0.40534925,0.7287465,0.8017828,-0.67725176,-0.7719963,0.08651315,-0.44293654,-0.66174865
-0.3679283,159.83698,0.12180108,-0.39525163,0.11723077,0.06843455,0.1092166,0.025975466,0.11252423,0.16102633,-0.16797245,-117.64923,0.05048129,-0.58361065,0.0653933
-0.055087257,79.68802,0.042093083,-1.1661507,-0.9104037,0.13383138,0.07902394,0.3515314,-0.87231684,0.60206497,-0.1225234,152.53258,0.0250656,0.46876195,52.666134
0.2712056,102.39999,-0.04305344,0.5751723,-0.64937764,-0.08601789,0.036735684,1.0016311,-1.0429126,-0.419681,0.89097935,36.17879,0.036889613,-0.6822913,-90.29945
0.2917416,156.20837,0.10359293,-0.5044224,-0.25850323,-0.09774198,0.097859636,0.06678834,0.8896536,0.609379,0.098079994,70.910385,-0.010629207,-0.671005,-15.022707
0.64576584,-273.89996,0.12218779,0.42492715,0.08137354,0.0936479,0.07553521,0.7572961,1.2313639,0.19210373,-0.6995656,134.38075,0.13846189,-0.20841399,-12.279147
-0.15514827,-77.35751,-0.14575502,0.33743346,1.2648513,-0.006942004,-0.14452443,-0.2272914,0.50431556,0.8315269,0.4569848,-137.94067,0.1483494,-0.47507718,-134.19092
0.18561909,39.967964,-0.0007582903,0.1942575,0.67554516,-0.07094145,0.039174244,0.9913967,0.3152269,0.9172239,0.6436415,-45.699436,-0.10408032,-0.52771336,45.01406
-0.7091074,-96.68931,0.059014335,0.080243774,-0.08586401,0.14096045,0.11358389,0.69876987,-0.9375355,0.32395464,0.16611116,-22.424839,0.10818815,0.47819698,-18.98984
-0.50928324,-78.852135,0.0235136,0.074988455,-0.7792659,0.059457213,0.048603788,-0.11329879,-0.528013,-0.67247814,-0.42283705,47.56443,0.13987589,0.43474972,18.014717
-0.9511803,0.7415798,-0.05018755,-0.44342926,1.0397705,0.03376223,0.0808382,0.004572645,0.71474695,-0.64004624,0.98325527,-69.68032,-0.13716263,-0.66024745,18.726341
-0.03994471,28.821978,-0.09395537,0.12688296,-0.69766665,-0.12001783,-0.023282126,1.0088192,-0.35392895,1.0021768,-0.8851421,-0.08876382,0.04317932,-0.68877643,41.079502
0.40451723,-43.944958,-0.116821796,-1.0420457,0.15494213,-0.10669617,0.020683572,0.14942822,1.4096084,0.17348832,-0.29958177,-28.020597,0.12465903,-0.84797263,1.139768
-0.8826472,20.210346,0.06444241,-1.2846236,-0.16888079,-0.09647667,0.10477567,0.14478542,-0.029267445,-0.32256544,0.2874307,28.508404,0.053981572,-0.7875456,18.750488
-0.15005341,30.744785,0.101941764,-0.2310139,-0.53865194,0.018592417,-0.12565747,-0.88519526,0.5344725,0.727786,-0.26651898,-2.793035,0.13692108,-0.012582801,13.411056
