A,B,C,D
-0.06397946,-0.1482397,-0.3400067,-0.8656991
-0.1118207,0.14469841,0.8846356,0.6744228
-0.7283757,-0.03399176,-0.057419837,1.5413991
-0.9373435,-0.019628882,1.6740443,-0.7132395
-0.673993,-0.018819869,1.0231354,0.6286678
1.0025287,0.1465897,-0.5335014,0.24817671
0.99464095,-0.13978854,-0.17194608,-0.68847996
-0.20484157,0.102330476,-0.57957673,1.2631408
0.4085983,0.12847951,0.823341,-0.71582556
-0.17554986,-0.09271902,1.2531952,-0.74712795
-0.36210433,0.014648944,1.1143628,-1.3131328
-0.79319614,-0.03545957,-1.010982,-1.2591338
0.23683964,-0.015932053,0.8057929,1.345154
0.559962,-0.12673159,-0.45005545,1.8856167
0.19334294,0.10694069,1.1539776,0.7031827
-0.5169502,0.0612576,-1.2025996,-0.60289085
-0.9867531,-0.00036095083,-0.31351626,0.2749542
-0.40831745,-0.12424302,-0.5092144,-0.92820525
0.2160943,-0.049870618,0.51936084,0.34815678
-0.30072188,0.0122784525,-0.45883137,0.11400741
-0.8802135,0.10227308,0.101906575,-0.20296876
0.3812108,-0.041553125,-0.30291456,0.7757475
-0.44973496,0.0047242343,-0.16711026,1.1669657
1.0293944,0.084704295,-0.43625417,-0.182589
-0.7017079,-0.08112299,1.0461621,-0.87698394
0.72521627,-0.10105759,0.08195265,-0.16504738
0.3222112,0.0056469142,-0.35389346,-0.56454074
-0.08332053,-0.11915782,0.4560503,-0.668779
0.57265544,0.11895999,-0.643085,1.0133072
1.0212123,0.07597171,-0.07960126,-0.7964149
-0.8751941,0.055169538,1.7534189,0.30578908
-0.8266895,0.014567688,0.45260897,0.66086996
-0.86431414,-5.6177378e-05,0.5116944,-0.7026947
-0.45000368,-0.021058753,0.10725984,1.0954092
0.751219,0.02558504,0.34655944,-0.9373505
-0.64036155,-0.036927097,-2.4096982,0.82390684
0.35199505,-0.07603882,0.5540463,-0.25046745
0.6637416,-0.0832262,-1.2121719,0.6267868
-0.3832717,0.09537314,0.6140115,-0.8386222
0.17405228,-0.09617796,-1.2054533,0.23745167
-1.0266523,-0.09229505,0.71651363,0.6219446
-0.5503946,0.017767161,2.1059813,-0.33936986
-0.7886344,0.08241218,-1.6038725,-0.6878663
0.36611408,-0.010506213,-0.2280373,-1.0747237
-0.819081,0.06883004,-0.4220818,-1.7135252
-0.51568234,0.06027873,1.3765334,2.1399825
0.3360737,-0.11430093,1.7793283,0.2518154
0.3514331,0.08036578,-0.19554701,0.5349452
0.037718214,0.047209263,0.62415814,0.19663596
0.12264837,-0.040805005,-0.8542259,0.12852919
-0.4210511,-0.09298223,0.20725912,0.57369745
1.1520507,-0.13876809,0.55725396,0.45181733
-0.66614217,0.033803895,0.82256055,0.0658176
0.041827813,-0.14338389,-1.9355727,-0.28045064
0.05772748,-0.1353228,-0.6644465,-0.57029784
0.8798067,0.05655068,0.8762629,0.06297682
0.51012504,-0.06422178,1.1071776,-0.4675652
-0.7046627,0.0692793,0.700283,-1.3138475
-0.85350955,0.02613473,0.39897987,0.008657739
-0.86101645,-0.025687002,-1.6888261,-0.15756458
0.06193857,-0.14619045,1.113524,0.89574647
-0.5283038,-0.119104,-1.3180962,1.3375328
-0.8931415,0.094686404,-0.8763198,0.9981266
0.64601874,0.14402586,2.1666477,0.40420943
0.8778688,-0.116492316,1.6945515,0.39794314
-0.5084616,-0.0961155,1.8310748,0.79591334
-0.64626765,-0.09233484,-1.2120233,-0.48427743
-0.56508535,-0.057144165,-1.120015,1.0543677
0.4031065,-0.038743258,-0.2756237,1.215279
-0.94856596,-0.1236424,0.5818689,-1.2231361
0.4953908,0.017202765,0.27588773,0.9886178
-0.3767296,-0.10122344,0.5197844,-0.88001585
-0.1031688,0.14342898,0.1855721,-0.029269189
-0.11137371,-0.01871273,0.68602,0.7583617
0.8249509,-0.03491389,-0.88262486,0.38130164
-0.08731721,-0.140295,0.36978042,0.93908095
-0.4994495,0.1302045,-0.25285685,-1.1638954
0.4018763,0.12065187,1.2871618,-1.1153055
-0.24520466,0.018684238,-0.6621306,-1.4670162
0.45248914,0.093565986,0.024375126,-0.71665514
-0.7400247,0.019321665,-0.4401602,-0.22371921
-0.42600837,0.10271421,-1.0631057,-0.72253996
-0.11805001,0.07235514,1.2688317,-0.07437456
0.67223376,-0.10513353,-1.0908955,0.52415764
0.26132643,0.054901227,0.2352434,-0.4513482
0.6790217,0.08117971,0.8026963,-0.28508306
0.51047754,-0.033514597,0.3435037,-0.19039448
-0.6201409,0.11875686,-0.28499788,-0.20319518
0.58089876,-0.10318087,1.0521638,0.98809373
0.8027424,-0.14385456,-0.51056004,0.4848679
-0.26947874,-0.14932314,-1.7341678,1.0275905
-0.7216584,-0.040931426,0.059170865,1.1261477
0.89759004,0.1457524,-0.84532905,-0.8397904
0.23718983,-0.028114878,-2.2484574,0.78509676
-0.3905858,-0.032617092,-1.2427692,0.958933
-0.24039012,0.06349009,1.6083417,0.34774387
0.6882663,0.13912645,-0.3445922,0.20393625
-0.58715016,-0.06892342,-0.47748864,-0.14667979
0.33638912,-0.074882165,-1.3120397,-0.3869748
0.257671,0.12618622,0.53259045,1.2801957
0.72393715,0.054333135,-0.75040054,-0.20249155
-0.705065,-0.122432604,-0.49275538,0.4622565
0.29501313,-0.120952144,1.040913,-1.1905258
0.29955542,-0.031021357,-0.24598014,-0.69526637
-0.73961616,-0.14273405,0.61869776,-0.2939022
-0.3664661,0.1380383,0.56128716,-0.23800999
-0.92560124,0.10610595,-0.94328374,0.09041878
0.30255517,0.039167643,1.1974828,0.9475241
-0.9509877,-0.07008893,-0.053311586,0.7559044
0.28560415,-0.14874096,1.4277189,-0.6009821
-0.8333012,0.10359779,-0.27409422,-0.6600481
0.19663544,-0.055597387,0.2564346,-1.1343623
-0.07512513,-0.11306055,0.34198397,1.0635521
-0.93883324,0.02627857,1.2802963,1.0840977
-0.1903969,-0.039614297,-0.06346996,-1.8685327
0.82508075,-0.09909123,0.03206715,-1.5430664
0.7287118,0.04449193,0.12133998,-0.30708808
0.16648404,0.072208926,0.43615723,1.0608737
0.3477436,0.11475548,-1.569616,0.61395246
0.49625176,0.116880596,0.027532287,0.034486026
0.94501764,-0.11455527,-1.9692119,-0.8525239
-0.5590773,-0.13689606,-1.9361253,0.5263618
0.7605982,0.05619532,-0.66716105,-0.27542824
0.13114074,-0.11489969,0.2238766,-0.86997044
-0.31896487,0.026755333,0.30190665,0.2955065
-0.8521287,-0.08950235,-0.43720198,0.9462785
-0.24457887,0.017146707,-2.6463015,0.7454232
0.50080025,0.026604936,0.63754666,1.2996433
-0.38587198,0.09391968,-0.47122115,0.642187
-0.26556492,-0.024102792,1.2972711,0.19801185
0.17336033,-0.078732565,1.1116694,-0.1402385
0.91783875,0.028589815,0.02647242,-0.5566709
-0.4973153,-0.12629445,1.4771912,0.9440987
-0.3987337,0.122739255,1.0198593,-1.4674705
0.4297933,-0.076658376,-1.7460074,1.3504093
-0.10000843,-0.07338594,-0.9811554,1.3671154
-0.4510339,-0.027853332,1.1234107,-1.1145062
-1.0273553,-0.052595332,-1.7833763,0.9059396
-0.8629859,-0.061451897,0.9090168,0.15284398
-0.40149885,0.022393435,0.98426324,-0.3770364
-0.10640663,-0.046670385,0.6376437,0.24638626
-1.021342,-0.091992885,0.30799523,-0.6927456
-0.12761624,-0.09437328,-1.7081617,0.20607129
-0.26338995,0.1277265,-1.3053536,-0.05811557
-0.7474848,-0.12551972,-0.08320673,0.4478383
0.35027593,-0.022743434,1.8391688,1.2856871
-0.5991263,-0.049681306,0.7896482,-0.4914475
-0.505075,-0.13371578,-0.08459044,0.44442275
0.27141154,-0.010613307,-0.035825163,0.2892025
0.25593966,-0.14690892,-0.13596344,-0.19938293
-0.69808316,0.033767655,-1.1758752,-0.6729977
-0.7093309,0.006521851,-1.17351,-0.20799966
0.14900604,-0.085929684,-1.019949,0.49259233
0.8556058,-0.1379098,-1.1623664,-0.5701734
0.70549715,-0.10520445,-0.6814641,1.3338107
-0.5177633,-0.04451003,0.19570893,-1.4138064
0.40958464,0.120922655,0.5026721,1.6200485
-0.43951285,0.054001495,1.1476067,0.24285817
-0.6556488,0.035427257,0.7338563,-0.06228292
-0.5462147,0.00984861,-0.18866612,0.8298359
-0.21741034,0.104932636,0.9362896,1.4447395
0.3971926,0.02885066,-0.77147603,-1.9408492
0.24103671,0.05497715,0.63533473,-0.06932862
0.9681941,0.08333291,0.3804379,1.0295246
0.8756277,0.052532762,0.46272224,-0.029027715
-0.16954407,-0.1360828,1.8883913,0.67406034
-0.15339759,-0.07389846,-0.03404981,-0.17405465
0.8641187,0.139195,-0.75020313,-0.15554139
0.2622882,0.08975662,0.5756061,0.71050364
-0.3421077,-0.10347764,-0.24753255,0.2028943
-0.59190786,-0.0250896,0.30157182,0.2865078
-0.76389396,0.082217276,-0.5395497,0.9726321
0.5354993,-0.0404377,0.084925756,0.5923416
0.8598753,0.011965871,-1.9597661,1.2412765
-0.47692475,0.095915124,0.33795494,-0.21834764
-0.45080757,0.05413419,-0.2853449,0.5522811
0.8406576,-0.03637124,1.1792569,-0.43618363
-0.5525551,0.055744156,2.3669605,0.8219887
0.5550101,0.0028579086,0.5865898,-0.061014667
-0.31330156,0.1174089,-1.6780629,-0.8051312
0.9963658,0.074530825,-0.06622824,0.18901159
-0.20932043,0.061047614,1.8718516,0.25694713
0.59671617,0.06452511,1.1176013,-1.0014343
0.6363679,-0.040999465,-0.6202155,1.6952239
0.13703175,0.14942119,0.2632617,1.0326977
1.0437071,0.005680591,0.16292654,-0.014623299
0.8541466,0.05754295,-0.8342544,-0.5883692
0.73236734,0.09195942,-1.4091343,-0.14761095
0.29837802,-0.062911004,0.5214175,-0.49905992
0.9296007,-0.059186876,0.49222487,1.1436989
0.2886614,0.11946142,-2.3381386,0.77018976
0.77178645,-0.07762083,0.38197064,-1.275835
0.6169778,0.08453716,1.0812653,-1.734118
0.9566597,0.13404018,-0.51575047,2.2574384
0.012052074,-0.041370235,-2.033,1.9685011
-0.27924332,0.097047195,-0.22914007,1.4241605
-0.1467251,-0.022835538,-0.73830336,1.0421658
0.91340846,0.052910328,0.15737975,-0.80675185
0.03229247,0.1256462,-0.43393245,-0.5745225
0.40217113,-0.04006777,-0.46400964,0.94460374
0.21099223,0.038453624,0.97352344,-0.7008257
0.33378702,-0.021642134,1.4835043,0.5705791
-0.96364415,0.14756191,-0.15841241,0.66567034
0.5542624,0.013356313,1.2645195,-1.1024408
0.2847491,-0.07341507,0.28310362,-0.5518301
0.43328324,-0.0912454,0.21940744,0.7027894
0.83738565,0.10952756,0.24320288,-0.046962872
0.6095674,-0.0028893054,1.5489231,-0.55456454
-0.62683994,-0.10983051,-0.6139255,-0.7452785
0.3948756,-0.081254035,-1.5157297,0.5724242
0.23587424,-0.027210526,-0.68766505,-0.20008826
0.8005567,-0.07827788,-1.0143603,0.4523626
-0.58239436,-0.10622412,0.28216505,0.68607974
-0.7468763,0.013054639,0.8411898,1.1870087
-0.3268128,0.046815544,-0.88815856,-0.8413189
-0.7476254,0.04943393,1.5599567,0.1434778
-0.79847765,-0.025482915,-1.0566102,-0.2995728
0.1393301,-0.1017312,-0.6661825,-0.60811013
-0.6096727,0.11830118,-0.36613375,0.4235471
0.705856,0.09683578,-1.4716985,-0.1728538
-0.11621238,-0.06827605,-0.35808134,0.9021189
-1.0415009,0.13489759,1.0170434,0.3798912
-0.808329,-0.10517423,1.5963527,-0.06265911
0.5270917,-0.018435538,-0.5101466,-0.20911053
-0.33843738,-0.13104784,1.3546644,0.067702666
-0.70763147,-0.025327407,0.044946343,-0.2594509
-0.6990546,0.1465345,1.8392804,0.885895
0.67838097,0.08842425,0.9025418,-0.3366722
-0.31266174,0.13303465,1.1913148,-0.45294505
0.20844203,0.08899629,-0.9983706,-0.3583488
0.4469342,-0.13161571,0.9187335,-0.2711662
-0.68517196,-0.1161844,-0.115361854,-0.21595243
-0.5084436,0.06894557,0.31214604,-0.12594756
-0.61511207,-0.08403511,-0.6880081,-0.0718566
-0.39145982,0.100981236,-0.5428346,0.645033
-0.67292297,0.00313434,0.32180792,1.2962791
0.76562357,-0.05329319,0.70684934,-1.6567441
0.35557282,-0.0929437,1.8769028,0.34225
0.26048812,-0.14167395,-0.6276314,0.13049085
-0.5414535,0.0664476,1.0779755,0.7789257
-0.6483494,0.043631956,0.53657186,0.9666363
0.8011111,-0.11841574,-1.1999824,1.1537014
-0.07954921,-0.035713382,1.0178303,-0.20939314
0.78815687,0.04915656,-1.0784148,-0.13880531
0.9594877,0.067500204,-0.9083029,-0.66187096
-0.6914258,-0.025016733,2.1281216,-0.018571258
-0.33466473,-0.039291218,0.32097226,-0.732545
-0.83960986,-0.12864748,-0.63278323,0.8260542
-0.896328,0.0412461,0.32983106,-0.20595425
0.38146996,-0.08071513,1.2575161,0.8047202
0.5198387,0.13746104,0.5410449,0.15345398
-0.3443312,-0.029003799,0.8029773,0.11451681
-0.33572447,0.077621475,-0.02840729,-0.6293848
0.515966,0.01862526,0.5942856,1.1533343
0.9509994,0.12851918,-0.7237214,0.5953287
0.20995927,0.041664198,0.32316276,0.13991159
-0.57079285,0.0039503872,-0.7128481,0.3286825
0.767854,-0.07706303,-0.15775135,-0.344622
0.6614457,0.12958455,0.14122757,0.13900787
-0.37230456,-0.070163876,0.14800191,0.4513775
0.61758804,-0.12772748,1.2678071,-0.26159066
-0.0017114356,-0.09059027,0.13166401,0.42740417
-0.838127,0.049043357,0.95219123,0.7468626
-0.6922072,-0.04361009,1.0083939,0.11926167
-0.23886043,0.14711413,-0.22993523,-0.8302748
0.2463507,-0.13006267,1.1932266,-1.2338727
0.31724256,-0.052519694,1.0397367,1.2070742
0.4269048,0.12554768,1.4670911,-1.6596057
0.026058763,0.012486517,-0.5312985,2.2841337
-0.41144657,0.14358622,0.11967911,-0.15800181
1.142967,0.13574985,0.25081694,0.3039906
0.025227979,-0.12037658,-0.41250837,0.8797053
0.5694276,0.069640875,0.9787075,-0.7655946
0.19734935,-0.08951081,1.0846683,-0.3288098
0.8958065,0.11115003,0.94114536,-0.9275595
-0.6318529,0.09668121,2.016102,0.099126086
0.6504903,-0.06914796,-0.4001156,-0.6312414
0.3034609,0.108151376,-0.59637207,0.6417036
0.15622394,0.0757471,0.6531617,0.39443782
0.9887197,0.06709398,-1.1755219,-0.41951406
-0.44149977,0.0685008,-0.7889577,-0.5257708
0.086717755,-0.02979616,1.4756157,1.0766819
-0.39069936,0.027558252,-0.4676076,-0.925419
-0.11182605,-0.10514183,-1.326879,-0.1201314
0.28159747,-0.05126252,0.44848886,-0.71197367
-0.3915754,-0.039797097,-0.32073087,-0.11520727
0.15430073,0.08457984,-0.07987304,0.0051353127
-0.41581246,0.042756483,1.026107,0.73349434
-0.9530436,0.027831137,-1.8080041,0.8046124
1.0091802,-0.042175107,-0.9424012,-0.069613524
0.29595107,-0.067471616,-0.1450048,-0.14405009
-0.9567207,0.1323883,0.38728765,-0.5796377
0.5705068,0.10483381,1.037966,-0.14569424
-0.18769526,0.08906214,0.8996319,0.30672207
-0.2948649,-0.067569554,0.9098451,0.7767566
-0.8433641,0.14548963,0.5068668,-0.9181315
-0.96422863,-0.12764888,0.1405709,-0.4612018
-0.32819504,-0.10574688,-0.12700935,0.15660398
-0.041908823,0.09176004,-0.58420664,0.7464466
0.5439161,-0.14900945,0.2906844,0.3500603
0.27516204,-0.055796385,-0.060858972,-0.55025727
-0.17198321,0.06622836,1.6775541,-0.5764917
-0.47266236,-0.09879771,0.20512404,0.31451222
-0.22308937,-0.11123391,-1.9575896,-0.9228917
-0.6410677,-0.07212686,0.8847891,0.9366228
0.06740844,-0.006720796,0.34374723,-0.973409
-0.5507734,0.1190435,-1.2918553,0.47194386
0.51561767,0.033661738,-1.1162562,0.16476204
0.61197954,-0.05195128,-1.6431674,-0.66294426
0.24062276,-0.11641686,-1.3625627,0.38670236
-0.07791428,0.09056592,0.30171424,1.1231004
0.88677627,0.0609145,0.59746516,-1.2517328
-0.74784845,-0.016393244,0.17717318,0.71430606
0.76680607,0.07090372,-0.3005705,-1.008335
0.4633062,-0.14623399,-2.0058804,-1.1616923
-0.8607725,0.001109451,0.3258252,0.9567703
-0.3153413,0.03999479,-0.29608202,0.40216345
-0.06446387,-0.05811818,-0.697652,0.53293943
0.78143483,-0.032094277,-0.801288,1.1251395
0.35960224,-0.00929983,-0.85599357,0.14170405
0.6834655,0.1153343,0.06992907,0.80905294
-0.49358904,-0.004443094,-0.1525803,-0.15297717
0.4271874,-0.06739363,-0.2723091,1.0308118
-0.98571897,0.13645497,-0.7956696,0.73397255
-0.9469246,0.05583699,-1.5981416,-1.269463
-0.9487805,0.018408,-1.2251097,0.53167677
-0.8616552,-0.05052477,-0.26617593,0.51982313
0.6211434,-0.053554326,0.45616308,0.55213565
0.39741018,0.0940472,1.7598381,-0.11413278
0.2409012,0.11666486,-1.1536286,-0.15640827
0.7626288,-0.049397692,0.87549126,0.8040221
-0.85892034,-0.0034953952,0.8021215,0.5023192
-0.90911305,0.09088242,-0.6354148,0.397713
-0.7833658,-0.05443477,1.284391,-0.5997674
0.20978975,0.08099197,1.2046256,-0.24845037
0.8318991,0.020591587,0.16755134,1.1123399
0.73412514,-0.018051684,-1.2223332,-1.9252166
0.8030705,-0.062428974,-1.7838984,-0.9677918
0.0382953,-0.077151924,-1.3829802,1.4188707
0.21330063,-0.036510907,-0.5754187,0.790176
-0.6070518,-0.0066069365,0.4436268,-0.35058305
-0.7900263,-0.030683778,0.36653078,-0.6415603
0.03948082,0.027996108,2.0649452,-0.34545973
-0.44516334,-0.06202539,-0.018132411,0.8006438
-0.63906944,-0.10359198,0.44293982,-0.05347865
-0.95465386,0.09598921,-1.1065371,0.03800481
-0.6277713,-0.05843872,0.92356724,0.15869617
0.12792976,-0.11183506,-0.33958417,0.7355079
0.2427231,-0.09824907,0.2535233,-0.61283195
-0.44375193,0.097937524,-1.4481916,0.5289843
0.26407677,0.10771531,0.41580397,0.30217454
0.12900537,-0.060935073,1.0782931,-0.50833607
0.2671624,0.10226935,-1.3552966,0.2420137
0.7415231,-0.14081538,-0.38092393,0.4810866
0.34833428,0.07711975,-0.075639255,-0.9796484
-0.67651093,-0.050210133,-1.9745584,-0.3407265
0.2444511,0.031276643,-1.1440595,-0.4871143
-0.6905166,0.14537162,-0.11162128,0.5193703
0.6065838,0.03157705,-1.4299164,0.65717137
0.08430242,-0.06414094,0.3041024,0.97486645
0.16605037,-0.1058114,-1.2238573,0.60186315
-0.5188309,0.14468539,1.107847,-0.451785
0.6297028,-0.014352113,-1.2122599,-0.3855214
0.25020647,0.03299144,1.3073164,0.80190635
0.28507933,0.13694412,0.23892337,-0.46718505
-0.9854884,-0.082368195,-0.73616534,-0.61334604
0.24745288,0.030875176,0.50020593,0.52694553
-0.6510318,0.05821027,-0.17169294,-0.0059916973
0.9095712,-0.017410964,-0.064720385,-0.04761457
-0.19360368,-0.09988837,-0.4386615,0.6109285
0.2088096,-0.013256565,-1.3813156,-0.65758646
-0.23185898,0.0532555,-0.49475464,0.18898544
0.025104739,-0.068992086,0.08876921,-0.27724934
-0.25958574,-0.12254599,1.2004511,0.39544472
-0.8988991,-0.13951069,0.45722967,-0.068553865
0.6343083,-0.07804091,0.8113467,0.9140378
0.3977496,0.11502573,-0.13012306,-0.57654583
0.08526771,-0.01753296,-1.3268162,-0.45037562
0.70043635,0.011885509,0.06451418,-1.1026673
-0.24992105,0.11452916,-1.5161865,0.52714145
0.03788492,-0.14599767,0.053197026,-0.33272865
0.8391429,0.112051725,-1.3522784,-0.1460484
0.64640445,-0.13758901,0.8662973,0.48155463
0.76071924,0.023510575,0.7556938,1.2333722
-0.44064972,-0.11006138,-2.2137249,-0.85280156
-0.8298409,-0.052409224,-1.2374462,0.5532046
0.45370537,0.03315273,0.29313287,0.63581705
0.8956579,0.08287871,-0.18103284,-0.3540252
0.8058508,-0.0710299,-1.23946,-0.9838211
0.90736353,0.051941082,0.38454884,-0.20812777
0.7524893,0.14109737,1.0763203,0.36210746
-1.0542679,-0.05258619,1.5620338,0.8843448
0.33816096,-0.026534326,-1.6976808,0.9154577
-0.7882661,-0.10211002,0.5753322,-0.93023294
-0.36700812,0.07861282,0.6457903,0.14561513
-0.28622186,-0.11595115,-0.32576007,0.6399961
0.9656613,0.1217252,-1.2949141,-0.3707609
-0.69219565,0.0027003437,1.8065226,0.6351477
-0.57297283,-0.11501236,0.7782526,-0.9129458
0.5657935,-0.054994047,-0.60016054,-0.17980555
0.8088473,-0.07991013,0.66508925,0.15849034
-0.37837732,-0.08284807,1.034889,-0.05249831
1.020036,0.12688717,0.27346355,0.17939724
0.23981121,-0.007874951,1.0480825,0.37823987
-0.9453164,-0.096434176,1.2775989,-0.29000103
-0.5576661,0.14131418,1.1037202,-0.09080611
-0.59161556,-0.07099143,0.53136903,0.38737857
0.44497016,-0.009749502,0.5714314,-1.0552648
0.39031845,-0.12170944,0.07232389,0.09932701
0.63234484,-0.14313781,-0.95892227,0.26324794
0.86539286,0.08135891,-1.1520008,0.6943878
0.3551423,0.118068784,-1.1890795,0.60296416
-0.497039,0.14706653,1.4829555,-0.22926463
-0.92840743,0.13064688,0.8186218,-0.91955125
0.23812419,-0.04116138,-0.37530193,0.6655141
0.9524423,-0.01880759,0.071777984,-0.5907014
-0.4914831,-0.12019871,-0.66623783,1.0453833
0.19182429,-0.07834169,1.004301,0.16403958
-0.2737687,-0.024899215,-0.35862246,-0.65900004
0.041826144,-0.042489894,-0.16521515,-0.29921275
0.6644344,0.066995725,0.42581892,0.35412294
-0.55279976,0.079240456,0.57632744,-0.6054704
0.34807202,-0.08840749,-0.0065605193,0.92282057
0.9432041,-0.019541472,-1.4123806,0.11349426
-0.12548414,-0.107640736,1.0410928,-0.16325516
-0.7349572,0.056367606,-1.3520083,-0.087942384
-0.41221142,0.110076725,-2.4799874,-0.503242
-0.6996106,0.1077016,0.8591101,0.29924995
0.5319941,-0.07587757,-0.20575604,0.61715823
-0.8438098,-0.070012294,-0.6527953,-0.64007294
0.47350293,0.016811669,0.04089135,0.527993
-0.5357549,0.11599392,-1.0903279,0.9497356
0.42876813,-0.14743875,-1.8093413,1.211347
1.1531553,-0.14378873,-0.9091141,-0.44911125
0.8578361,-0.08098369,0.94171953,1.1178986
