A,B,C
-0.083681256,-0.02494359,1.1126912
0.09779082,0.09302689,1.0706185
0.03983918,-0.12303272,1.1079769
0.03649582,-0.013223141,1.0316533
0.052925363,-0.14168294,1.1723319
-0.116653904,0.09210293,1.0537975
-0.115024194,-0.1158514,1.040139
0.08046208,-0.08377097,0.97456765
-0.12313919,-0.09384562,0.98496974
-0.14294212,-0.091114715,0.963768
0.026288182,0.067991555,0.9937114
-0.030998275,-0.1265704,1.0488019
0.03159657,0.12747708,0.8778378
0.116995096,0.062317476,0.9391509
0.0002732128,-0.033428766,1.0432512
0.06373243,0.10653925,1.1411762
0.004082203,0.09037392,0.9960979
-0.06761061,-0.07319677,0.9361175
-0.08990597,-0.053398438,0.97217214
-0.013135865,-0.0038675368,0.99967885
0.05980751,0.054862514,0.8959891
0.0849611,-0.06526845,0.885257
0.079485014,-0.11437161,1.0384669
-0.05181683,-0.049274594,1.0048935
0.0720133,-0.017089799,1.0346143
0.0127801895,-0.1484356,1.1113911
-0.1337497,-0.08666448,0.92673415
0.10869619,-0.13230935,0.78994924
0.024356246,0.09981346,0.94022626
0.036075443,0.016492158,1.0418551
0.039664686,0.055236742,0.9009683
-0.10988923,-0.121810295,1.0883588
0.12564698,0.07348873,1.0465343
0.041080326,-0.09053615,1.1835189
0.020120561,-0.112750575,0.9557393
0.121973634,-0.07561968,1.0566771
-0.14280738,-0.113725394,1.1591288
-0.10607377,0.12292415,1.0159545
-0.11869381,0.009608224,0.91361177
-0.04452353,0.07839334,0.9261552
-0.12797655,-0.01168862,0.9385618
0.11799556,0.13066643,1.0213938
0.00064621866,0.124138206,1.2362504
-0.1241478,0.108905315,1.0447863
-0.12878919,0.12597436,1.0784047
-0.12204166,-0.022209167,1.0692339
0.09978542,-0.10344064,0.9708507
-0.09096585,0.028341755,0.96089256
0.08621189,-0.09789734,0.9286091
0.13685226,0.062694356,0.96429336
-0.09230152,-0.0088356435,1.1597177
-0.12053742,0.0061815977,0.97319317
-0.08471228,-0.148956,1.010097
-0.06991579,-0.1134865,0.7520772
-0.118601315,0.120904684,0.82837814
-0.06879918,-0.07264152,0.94345033
-0.10338375,-0.02193351,0.8100936
0.10536802,-0.1006733,0.7408715
0.110465705,-0.049023703,0.75470835
0.12508857,-0.14343086,0.7701488
0.0024594665,0.060329765,0.83027774
-0.057028167,-0.12722749,1.0580983
0.10590765,0.10971108,0.79478204
0.099921554,-0.13063367,1.0869851
-0.12366182,0.03752947,0.93443215
-0.0021640658,-0.07125407,0.92596686
0.080668464,0.067334324,0.93135357
0.0182544,0.117706,0.99273324
0.049491495,-0.12552652,1.0945045
-0.02123037,0.14921317,1.0268073
0.107205,-0.03117054,1.172836
-0.023682505,-0.07064272,1.1837784
0.0045836866,-0.11870174,0.9466219
-0.016117722,0.13371459,0.9139135
-0.024667576,-0.093584135,0.87697405
-0.12684888,-0.10817562,0.9948707
0.059486374,-0.07009888,0.78822833
0.022417247,-0.02402614,0.9016162
0.11217019,0.038792163,0.9858356
0.1329034,-0.11841807,1.0510587
0.11442098,-0.1184594,1.0707405
-0.11566186,0.10506186,1.1480477
0.095519945,-0.1136783,1.0964565
-0.0369239,-0.13028869,0.9728731
0.048919633,-0.1444964,1.0218345
0.059150353,-0.027439803,0.8350334
-0.13422681,-0.14364763,1.0807867
-0.08802122,0.11482367,0.8313715
0.12826398,0.0968916,0.9840579
0.13574469,0.0468013,1.1693735
-0.023761347,-0.09623425,1.2258613
-0.10329774,-0.11321746,1.0127466
-0.11810352,0.1114558,0.9295368
-0.07731918,-0.08341837,1.0438783
-0.07033181,0.035210416,0.9698968
0.12439594,-0.023987055,0.93556947
-0.025022134,0.04286425,1.0519724
0.12463182,0.05080548,0.9304515
-0.11806153,-0.13806336,1.1459645
-0.0068035424,-0.14356264,1.070839
0.10815582,-0.046473563,1.077864
0.06431991,-0.048703894,1.024555
0.12795147,-0.09567794,0.8873539
0.08253521,-0.07374898,0.8762766
-0.0019233525,0.07702191,0.8508843
0.07870172,0.1349479,1.0300728
0.11276224,0.1456621,1.1533974
0.025508583,-0.14738055,1.2524631
-0.0073715895,-0.029590487,1.1768328
-0.14809108,0.14514065,1.1590823
0.0013448447,0.035503775,1.1437051
0.13169241,-0.09166151,0.9706694
-0.12906522,0.087852195,0.9392354
0.063075826,-0.050266027,0.9486356
-0.09774618,-0.059409358,1.0073223
0.06179118,-0.14020689,0.8007099
0.018738285,-0.045303978,0.72748154
0.054993644,0.09926243,0.76263785
0.10314736,-0.04170891,1.0971354
-0.00011923909,0.091766745,1.0555104
0.051319957,0.07940833,1.0323734
-0.07276687,-0.030041263,1.2092959
0.08827397,0.121828884,1.078487
-0.052111425,0.022970721,1.0016888
0.13225475,-0.122703955,0.8945746
-0.003068477,0.09802376,1.0270048
-0.07934237,-0.021865934,1.0919448
-0.14299822,-0.14889735,0.8501432
-0.09074849,-0.034507744,0.7103888
0.03379315,-0.09271666,0.71558684
-0.12721221,0.02718784,0.73543537
-0.13224483,-0.06505403,0.72475326
0.094313964,-0.06524334,0.710531
-0.068627216,0.09799676,0.8781692
0.12592673,-0.0075952113,0.8729381
0.0033801943,-0.0036038756,0.86569387
-0.10639006,0.124947846,0.927375
-0.087432526,0.044972435,1.0706829
-0.017342865,0.09509066,0.91672975
0.011934757,-0.013957307,0.90311027
0.061392605,0.08785814,0.9792387
-0.097426504,-0.045827277,1.1923077
-0.07940778,-0.12060745,0.9867196
0.019920751,0.13428822,0.8145891
-0.07546437,-0.06321675,0.9415747
-0.07768593,-0.0974026,0.8053598
-0.110706285,-0.006350741,0.86789376
0.01572223,-0.10933694,0.8170469
-0.035572655,-0.10427694,0.72792286
0.088622525,-0.002795428,0.7757348
-0.09063609,0.08549796,1.0539211
0.08255266,-0.07602881,1.1109066
0.11445147,0.14607027,1.022336
-0.032369956,0.11705908,1.2324271
-0.04466763,-0.076815285,1.0223137
0.011702195,-0.12315844,0.9547324
0.06551695,0.14906877,1.0350909
0.13452327,-0.09269819,1.2654772
0.07891218,0.02609305,1.1063116
0.093945995,0.047191486,1.2207663
0.04497604,0.019605994,1.0613185
-0.011482835,-0.1478571,1.194082
-0.13855697,-0.012249038,0.99259365
0.141485,0.14344347,0.9070628
0.09514776,-0.084455274,1.0392594
0.014365345,-0.05254446,1.1408525
-0.005728215,-0.012974381,1.185372
-0.001694724,0.03761038,1.2008705
0.0749691,0.090973616,1.2306645
-0.08655353,0.13269052,1.1879512
-0.07114397,0.06857978,1.0364786
0.03618659,-0.035576962,1.0672177
0.040985867,-0.082773745,0.9226245
-0.07773063,-0.072024554,0.85590655
-0.09263492,-0.07560815,0.8922345
-0.014043748,0.10143247,0.8376922
-0.09484692,-0.039747477,1.0303583
-0.07873167,-0.11582258,0.9847685
-0.10485129,0.10007319,0.99661064
-0.023550749,-0.021565393,0.90857303
-0.0579696,-0.041608877,0.89835477
0.078331545,0.111577064,0.8111543
0.10916081,-0.14681357,1.0301517
0.10392958,0.08789478,1.0220277
-0.07911649,-0.01017569,1.1189889
0.05763246,-0.13632639,0.99673676
-0.099888705,0.09289569,1.0851083
-0.0072634816,-0.010262519,1.1397843
0.106306344,-0.053445928,0.99946153
-0.07992965,-0.12541346,1.0830182
0.068029836,0.14702302,0.9023305
0.124637336,0.14628035,1.1371018
-0.11756316,0.11888629,1.2184556
0.09617512,-0.050408453,0.985841
