A,B,C,D,E,F,G,H,I,J,K,L,M,N
0.5802251,0.79542315,0.13561869,0.031912,0.6900122,0.71705604,0.0032211393,0.7194641,0.75428396,0.5324331,0.4149881,0.72812486,0.10173404,0.61601645
0.6508362,0.73774374,0.01644066,0.012669414,0.67326516,0.79029727,0.14381492,0.70561284,0.5917006,0.6831326,0.4174182,0.54824966,0.10872969,0.5369384
0.67542166,0.7368801,-0.111766756,-0.061437592,0.74892026,0.8268624,0.020985663,0.74315083,0.77696764,0.69918686,0.48621327,0.55596614,0.039141715,0.5715602
0.6549697,0.93837464,-0.112148166,0.08219595,0.7435141,0.70301735,-0.010319352,0.6167216,0.53783643,0.5598834,0.4899944,0.5692305,0.12581044,0.56211054
0.59751856,0.7277379,-0.12549677,0.04584782,0.75102115,0.54334605,-0.02043721,0.65368164,0.7052394,0.66246355,0.6008249,0.626003,0.0059862435,0.51473486
0.7612153,0.7187452,0.035066023,0.010120869,0.7133515,0.61103463,0.14900294,0.666004,0.69592273,0.7128537,0.40312284,0.77180374,-0.06163025,0.55270934
0.8100675,0.7297498,-0.013006821,0.132325,0.680984,0.5333337,-0.05241652,0.7532231,0.80350924,0.71697485,0.5293366,0.57224786,-0.094335586,0.5324143
0.57902277,0.7646004,0.08765994,-0.05353421,0.8299426,0.6789701,0.14904574,0.5749121,0.7340919,0.66086316,0.52661335,0.78254426,0.098075435,0.5097726
0.589735,0.9278489,-0.07770474,-0.060040466,0.7225291,0.55669117,-0.057103604,0.72626585,0.6037732,0.7469758,0.60422635,0.58918476,0.051214114,0.4784351
0.5354984,0.7286499,-0.08975749,0.05834499,0.76064944,0.57388675,-0.04694406,0.5684997,0.7832856,0.67632234,0.52237326,0.725497,0.109196484,0.5588789
0.72871375,0.92218566,0.11455968,0.08536585,0.5889617,0.6093372,0.04607898,0.7351161,0.64624196,0.6294209,0.619416,0.51717526,-0.09818517,0.6612555
0.72336096,0.7069037,-0.010435194,0.09169908,0.5793082,0.6835094,0.08401303,0.630281,0.658464,0.52085847,0.63372475,0.60533893,0.039006785,0.59816563
0.75665367,0.8705436,0.045947775,0.11745554,0.7782827,0.7896278,0.12852243,0.7743603,0.7158298,0.78690946,0.55074894,0.74370646,0.06531435,0.5147213
0.55153966,0.69638366,-0.14789635,-0.1049613,0.7444345,0.7326604,0.026085705,0.6708412,0.7381553,0.8255898,0.6574912,0.63929254,-0.14857668,0.5035675
0.73378587,0.72531104,-0.08365148,-0.03638152,0.53904563,0.7132729,0.049383298,0.66427696,0.5514511,0.5614406,0.45113838,0.6932787,0.09697752,0.746299
0.5476322,0.82719326,0.0036350787,0.093328,0.8193491,0.5710019,0.040847003,0.55375475,0.4980302,0.70522153,0.44884664,0.56389475,-0.1381026,0.5725023
0.60671026,0.76300025,-0.090946436,0.10276112,0.70886636,0.7692503,-0.1459074,0.7520258,0.48740184,0.7476637,0.36754096,0.62239736,0.06879169,0.78830445
0.6791202,0.6221782,0.10266864,-0.12671272,0.4986787,0.6851599,0.048365936,0.75687826,0.6944668,0.8037319,0.49805993,0.6015729,-0.11749905,0.67677903
0.7357142,0.86418843,0.11527431,-0.12481607,0.7476548,0.7099075,0.060788512,0.73994124,0.76439744,0.7135429,0.41372052,0.6124064,0.107519805,0.68815815
0.77573913,0.85474116,0.0060958415,0.010978371,0.7758726,0.7829957,-0.0006503463,0.7344289,0.76396316,0.60120654,0.53702533,0.5991168,-0.033806957,0.60557216
0.8066236,0.85886616,0.03614436,-0.005699426,0.6561653,0.6006441,-0.07617375,0.58231765,0.6494113,0.64999115,0.4079848,0.6553886,0.08653416,0.7413637
0.51635206,0.6856419,0.12450397,-0.10318689,0.7129316,0.6489599,-0.057919443,0.7719744,0.6999483,0.632983,0.36564726,0.6892255,-0.14615686,0.59553623
0.5921906,0.8209684,0.13828525,-0.009796783,0.68331134,0.52900875,0.03103134,0.5256863,0.60479265,0.5695906,0.53565323,0.5705455,-0.10928318,0.5414082
0.6028228,0.84452176,-0.13512167,-0.0085424185,0.7650243,0.49501467,-0.11974517,0.5710475,0.65351737,0.576794,0.51753056,0.54645306,0.08230534,0.7731737
0.7844205,0.7664623,0.11949369,-0.03674575,0.7809907,0.7467202,-0.14228931,0.56747884,0.58917356,0.63142264,0.32788372,0.577878,-0.105887465,0.53918505
0.58073413,0.7834438,-0.10693263,-0.044681028,0.5428487,0.5933938,0.043009043,0.58330846,0.74928445,0.6731572,0.5844928,0.7589196,0.12661779,0.5517703
0.7113212,0.70428795,-0.05954685,0.08405292,0.6012001,0.5599415,-0.13700888,0.8127574,0.5772095,0.55722296,0.5191388,0.80577874,-0.051805474,0.78086317
0.7210479,0.6691048,0.10851684,-0.07079503,0.5713306,0.48850816,0.09604731,0.5972815,0.71950096,0.7856122,0.42434862,0.7332035,0.038769677,0.69428444
0.52471095,0.8688002,-0.005925253,0.09990649,0.80938053,0.65874004,0.07375717,0.51389194,0.7719594,0.51218605,0.5792777,0.8109286,-0.10557443,0.5955368
0.70534647,0.85168225,-0.13168202,-0.044112273,0.62106717,0.6072486,0.0044350326,0.81248343,0.76989985,0.7237563,0.54359156,0.48108813,-0.04997673,0.50507337
0.55732095,0.663945,0.07142772,-0.0075571835,0.7581911,0.7763234,-0.030150622,0.84776455,0.61241907,0.5818022,0.39357615,0.7382414,0.013583422,0.47484985
0.788401,0.7965256,0.08409281,0.11704254,0.7367711,0.6000407,0.06921083,0.7242109,0.5767315,0.6299209,0.43357557,0.78224987,-0.13634016,0.6524694
0.81634843,0.80837727,-0.011751637,-0.012771279,0.5475637,0.6799452,0.121104,0.59527296,0.5179155,0.60516,0.38523167,0.580441,0.119784474,0.5814631
0.59290063,0.84320474,0.13036218,0.07398847,0.8044546,0.80011714,0.038949832,0.8131288,0.7077743,0.5951559,0.4770496,0.6375642,-0.12761658,0.7887318
0.622146,0.90467155,-0.1257782,-0.038367055,0.54949856,0.8198252,-0.016167924,0.6478646,0.74029094,0.76868296,0.5417529,0.719068,0.08582373,0.59924924
0.7835357,0.8435788,-0.0833318,-0.071251795,0.50118035,0.7780732,-0.02301246,0.8129002,0.7261578,0.7204034,0.40069655,0.5961937,-0.027582638,0.6591837
0.7232146,0.9531786,-0.031068407,-0.094597444,0.5928927,0.65557545,0.061327174,0.5934341,0.7355616,0.67945796,0.43494198,0.7087198,-0.018100947,0.6734638
0.7050156,0.9397085,-0.03641378,-0.067847446,0.6526002,0.6797759,0.08463122,0.8617804,0.5265902,0.6112661,0.5300694,0.7217952,-0.046757646,0.7309096
0.56232274,0.78767884,-0.13638924,0.01641646,0.74496263,0.72973555,-0.0533387,0.76381516,0.59203607,0.58676493,0.55144906,0.6463291,-0.12712193,0.7469563
0.5874608,0.85602635,0.09194127,-0.075260855,0.50674665,0.57793045,-0.053533725,0.71528876,0.71194303,0.555349,0.34419447,0.69708663,-0.04592312,0.54623723
0.6129617,0.91521287,0.004856527,0.1380094,0.5486386,0.63020414,-0.08217652,0.64785933,0.67606807,0.5258545,0.47316888,0.57089406,0.0070041567,0.7042897
0.7590971,0.81074363,0.092150375,0.08628824,0.5941316,0.53825843,0.01817511,0.8106531,0.7060224,0.7115653,0.4024283,0.7568947,0.09869774,0.7019453
0.80244386,0.9483669,0.12728542,0.05154705,0.83102405,0.75504845,0.062082335,0.7059398,0.7505103,0.7897471,0.6656734,0.7920877,-0.084052265,0.75843453
0.6491002,0.9422707,-0.12022588,-0.11190017,0.65848625,0.5891559,0.12746447,0.80558115,0.7338105,0.8334053,0.555766,0.83485913,0.036565557,0.5509378
0.75412655,0.80616754,0.14768425,0.0055434704,0.6121835,0.6807268,0.09819707,0.6279179,0.61272424,0.6771228,0.61938614,0.59981334,-0.099510714,0.72223246
0.7391346,0.88406837,0.10094142,0.09372114,0.65969676,0.80339813,0.08836733,0.8322667,0.617813,0.7262244,0.4831092,0.69858307,0.10781479,0.7952791
0.75602293,0.8967879,-0.083507344,0.13260832,0.7625114,0.71554065,0.044653192,0.70482874,0.53739953,0.7997538,0.5092202,0.6918825,0.08710821,0.56763554
0.5639497,0.8921042,0.1490443,-0.14343387,0.77164954,0.7425552,-0.1423803,0.6521255,0.78039664,0.5649939,0.47862804,0.8337073,0.07978961,0.51433337
0.69446295,0.7656082,0.12811807,0.02145937,0.60291433,0.58119243,0.10268402,0.67976964,0.8338178,0.79549843,0.60927737,0.6705501,0.060805693,0.4783198
0.520117,0.800055,-0.028076276,-0.01823029,0.8039142,0.59883106,0.024496824,0.54714596,0.8135581,0.5797399,0.63966084,0.8097371,-0.0656448,0.7304168
0.7140486,0.77602917,-0.006971061,0.05077015,0.5027511,0.62700975,0.023945883,0.69516057,0.7365298,0.82630193,0.51548773,0.5679186,-0.1206442,0.534401
0.60437256,0.83669317,0.1271387,-0.11684057,0.7247131,0.603406,0.107269675,0.74648356,0.60752195,0.76287913,0.42235222,0.67742634,0.09136227,0.5584332
0.6157901,0.6909046,-0.14224537,0.13542524,0.79158974,0.6145671,0.09799531,0.6523672,0.53818816,0.64121544,0.44867986,0.68951154,0.06838709,0.6499671
0.5820519,0.84254456,-0.030951887,0.015022531,0.6011814,0.7077961,0.017185926,0.5912956,0.6787779,0.6241925,0.49770576,0.6580671,0.13365439,0.73757803
0.62479067,0.75451446,0.12422687,-0.024793684,0.6091908,0.6762997,0.027960092,0.81065416,0.5910628,0.6862097,0.44539142,0.5853487,-0.14702788,0.537768
0.6444088,0.8108331,-0.039404713,0.06741364,0.78427243,0.6530378,-0.038232744,0.63016057,0.5285762,0.6123851,0.6559972,0.5606901,-0.097976536,0.6370733
0.5478779,0.8279974,0.0055493265,0.10150406,0.60351944,0.5512997,-0.03413236,0.81370866,0.5761499,0.73471117,0.5706945,0.7487229,0.08086832,0.5793717
0.72693956,0.80353767,0.13001797,0.0024081916,0.67242503,0.76415294,-0.10147473,0.6532745,0.5035825,0.5317549,0.4128197,0.58086413,-0.03367185,0.5723624
0.73531306,0.8259739,0.04678318,0.042334482,0.7585257,0.75039583,-0.124825165,0.63166285,0.5122304,0.67484295,0.462338,0.7737607,0.03918256,0.74278855
0.77525043,0.7651643,0.034351394,0.012907386,0.61809415,0.71458066,-0.0024181008,0.5867644,0.7606164,0.7519752,0.44080976,0.7823656,0.019506276,0.53278387
0.7299881,0.8743779,-0.10428639,-0.13250104,0.7629489,0.7256691,-0.013753504,0.77822536,0.77458656,0.745449,0.58940715,0.6271616,-0.05292301,0.51721174
