A,B,C,D,E,F,G,H,I,J,K
0.07971163,-0.021393135,0.83177054,0.061762467,-0.102584235,0.9723194,0.7346275,-0.069589466,0.569715,-0.01747273,0.98850095
0.054745927,0.10733682,0.61950713,0.009251058,-0.04981801,0.93194646,0.95455766,-0.14517963,0.6921906,-0.01109235,0.79291654
0.14562076,-0.14489305,0.584666,0.025280967,0.062074676,1.0432659,0.9023487,0.1350294,0.70741004,0.11947283,0.8242731
-0.14914249,-0.12646969,0.7285415,-0.01128757,0.10027179,1.0352099,0.7585246,0.076377794,0.73447335,0.030265719,0.97741914
-0.14678805,-0.1412191,0.61774594,-0.13826783,-0.044087186,0.99682164,0.8827777,0.052262098,0.4686311,-0.011919379,0.71632403
-0.09563789,0.090128675,0.4557004,0.052079573,0.037926137,0.9902028,0.8449433,0.013678804,0.45020148,0.08605224,0.86175483
-0.034027703,-0.07215375,0.7001106,0.14439973,0.053945377,0.86544234,0.9957876,-0.079514645,0.5329344,0.12734753,0.77867824
0.008624315,0.05397652,0.5971365,0.12877098,-0.040610842,1.0974538,0.85690904,-0.07568601,0.42445743,0.105810046,0.9583687
-0.114640996,0.004804909,0.83318216,-0.12885192,0.07796332,1.1143355,0.9168367,-0.05477237,0.50982165,-0.017482445,0.828774
0.10239223,-0.13284986,0.45733404,-0.033893093,0.1321885,0.8819135,0.8772521,-0.053277038,0.37725604,-0.020717546,0.905564
-0.08184112,0.025320351,0.53964365,0.12772924,-0.028193347,1.0356528,0.94640595,0.013467625,0.33934212,-0.0577968,1.0134016
0.05845648,0.018330231,0.628387,-0.11243665,-0.06914694,0.88197315,0.83903164,0.039175555,0.6979835,0.05426365,0.9758357
-0.10179316,0.047657013,0.54086477,-0.054367535,-0.051013045,1.0918925,0.901505,-0.113133565,0.5196874,-0.085594244,1.0701433
0.0779379,-0.08617541,0.43084317,0.089669004,-0.124069445,0.914274,0.92937803,0.07879324,0.58330745,-0.12475947,1.0683932
0.053841203,-0.116613865,0.42321,0.07043624,-0.051804863,0.9579943,0.8211893,-0.059259586,0.5212455,-0.14866796,0.7698651
0.069566205,-0.10944082,0.40384012,0.03959842,-0.03330987,0.95733297,0.7965788,-0.007774994,0.6237421,0.105590284,1.0545211
-0.14907452,0.027383119,0.82992613,-0.019326031,-0.08298346,1.0643961,0.7488125,-0.059844077,0.6408841,-0.094641015,0.82624286
-0.09225299,-0.010653272,0.5260358,-0.08498492,-0.0315504,1.1278375,0.90864956,-0.035663687,0.6674104,0.07165198,0.81364423
0.07591988,-0.009211957,0.78543425,0.02953723,-0.13285372,0.9597426,0.8720515,0.13396242,0.43138516,0.062319264,0.9411222
0.0009873956,-0.0524901,0.81359875,0.016056702,0.07212083,0.85954845,1.0183437,0.098134026,0.33491427,0.10913247,0.78961045
-0.12215671,-0.015718177,0.51114696,0.0752109,-0.0032480657,0.85263234,1.0463188,0.12377182,0.7151762,-0.029995821,0.6426921
0.148687,0.12293401,0.83005583,0.08113724,-0.11855075,1.0102024,0.72006625,0.0357171,0.7142849,-0.09554304,0.91387016
0.0069125146,-0.05523123,0.7082531,0.11998531,0.14532095,0.9628934,0.74382865,0.069657415,0.6475502,0.047852054,1.0300037
0.024268359,-0.09608652,0.7435179,-0.05038648,0.032549202,1.0936129,0.7571018,0.14308351,0.535467,-0.08486288,0.83694065
-0.14220616,-0.06452909,0.5583961,0.031002313,-0.095348135,0.9729525,0.82180846,-0.11483862,0.5436091,0.05505632,0.80299425
-0.11081466,-0.033871457,0.58410776,-0.017868951,0.0042521954,0.85394835,0.8385973,0.07554476,0.3233791,0.103901535,0.79580206
0.072422236,0.04541464,0.6129839,-0.13945061,-0.14031842,1.1364889,1.0899293,-0.04963126,0.45345145,0.12874389,0.942327
0.07955293,-0.13558173,0.76419437,-0.088322036,-0.05966091,1.0932002,0.93847793,-0.12080856,0.5176741,0.07141274,0.93884087
-0.10206775,-0.009563863,0.45335647,-0.12828048,0.07199961,1.0590987,0.73663783,-0.055567525,0.44967452,-0.061774388,0.8785751
4.1112304e-05,-0.047800414,0.59528136,-0.116707206,-0.010633588,1.0152402,0.81071997,0.14956754,0.4255515,0.11421782,0.87460864
0.06275803,0.09859751,0.6872668,-0.020394862,0.021052822,1.0417125,0.9721373,-0.06950632,0.5416216,0.030415252,0.99662864
0.09008323,0.004076302,0.7882148,-0.014980763,-0.037481174,1.010177,0.90511405,-0.02145508,0.5255304,0.06361438,0.93784815
-0.12214339,-0.10765661,0.39343274,0.046333373,-0.06707007,0.9064629,1.0098519,-0.13050114,0.40871224,0.10419658,0.9520363
-4.146993e-05,-0.033116482,0.63256013,0.10563362,0.094947964,0.9504747,0.93922853,-0.14632806,0.44985896,-0.049909547,1.0313586
-0.046548,0.13204822,0.51554275,0.14086753,0.100780904,0.99941397,1.0174145,-0.11009301,0.5604655,0.13370332,0.95970863
-0.015293971,-0.13480926,0.4277946,0.023743391,-0.09500268,1.1320363,0.86631155,-0.123465665,0.56709456,-0.11699429,0.8227908
0.14796567,0.12277675,0.62915313,-0.11272867,-0.060106017,1.1045666,0.99078196,0.1399819,0.43008184,0.042799726,0.96666145
-0.08387878,0.01342991,0.7616693,-0.1390275,0.11546171,0.9642108,1.0474145,0.120918036,0.44458345,0.1390765,0.85626626
-0.08946135,0.13881114,0.6108529,-0.12324838,-0.024283096,0.9503792,0.88130426,-0.11622222,0.34647226,0.10238725,0.7348138
0.021953508,0.13115916,0.6306783,0.075760856,0.04088746,0.92902875,0.8205744,0.017940953,0.4432596,-0.074536875,0.7238976
-0.13643448,-0.040750764,0.7482339,-0.11321522,0.13976419,1.1083287,0.95613396,-0.12366116,0.66047406,-0.11942626,0.8112169
-0.01639606,-0.051078506,0.75412923,0.03287621,0.0373905,1.0274715,0.68551487,0.047425494,0.59643054,0.009737492,0.9453208
0.0919065,0.03721088,0.5484371,-0.13502038,0.059535533,1.0462043,0.7762774,0.0046397895,0.45031923,-0.024486259,0.94456065
0.017529815,-0.07973469,0.48167467,0.10008001,0.14633909,1.0955775,0.9738728,0.022952348,0.6289987,0.10530937,0.81662107
0.11256915,-0.14625339,0.5817262,-0.0013445616,-0.06995523,1.106169,0.9385967,0.12626141,0.5756419,-0.13957936,0.93648887
0.05840592,-0.123535976,0.5638856,-0.03300049,0.06636731,1.0412157,0.79505414,0.13977474,0.5751475,-0.058914423,1.0318463
-0.096037254,0.045250937,0.5063954,-0.113576576,-0.11543822,0.90468967,0.90716314,-0.05469253,0.3758406,-0.09113149,0.9048251
-0.028214782,0.06032248,0.636559,-0.13823971,-0.07650753,0.98960555,0.9914032,0.14704582,0.4859965,-0.037083685,0.86147994
0.022976816,-0.010063142,0.5206054,-0.035923652,-0.12303226,0.95911473,0.79221404,-0.12471049,0.5582876,0.00022442639,0.76918566
0.103405625,-0.045256607,0.5796139,0.004494682,0.036334723,1.0486546,0.97421,-0.017187655,0.50278044,-0.12288171,1.0777127
-0.08400225,0.12652877,0.7044529,-0.12085037,0.117656976,1.0209128,0.78988343,0.14649522,0.52898514,0.012740418,0.9127575
-0.053810976,0.053616613,0.55311775,-0.039695404,-0.021203205,0.9261215,0.9348782,0.11570057,0.5210414,0.060930774,0.69385344
0.048559263,0.10031593,0.6842817,-0.08196504,-0.061635576,1.1375393,0.9908004,0.08737856,0.5992516,0.013034016,0.859342
-0.011649102,-0.054754116,0.7518454,0.019961745,-0.057556868,1.0451055,0.92875075,0.014559582,0.47510993,-0.14598311,0.91156435
-0.0661517,-0.10474368,0.5150258,0.06505516,-0.01707986,1.1192064,1.0313295,0.10313305,0.31893513,-0.12775534,1.0375841
-0.06578052,0.079251364,0.60365736,-0.013439685,0.029301092,0.9109808,1.0335193,0.08505027,0.5382588,0.03364615,1.0199721
-0.084351294,-0.12683897,0.49383652,0.1394473,0.076873675,1.0156542,0.89818096,-0.046569265,0.32600027,0.07925746,0.9436626
-0.120712265,0.12240085,0.58606446,-0.09217936,-0.14152126,0.9433059,0.9457327,-0.090264425,0.5615448,-0.013276577,1.0016856
0.058566496,0.034576714,0.4581117,0.056647852,0.026092738,0.93366057,0.8881606,-0.0401372,0.4421733,0.11932033,0.9781079
0.008750871,0.0134601295,0.60828006,0.107352495,0.048136666,1.0666918,0.79086417,-0.09689826,0.6705639,0.050494164,0.9008412
-0.017554894,-0.13245967,0.6314739,-0.14822455,-0.0541744,0.92375827,0.87794876,-0.07410633,0.5960781,-0.031243853,0.8109269
0.029110804,0.050779954,0.5298769,0.07511142,-0.10442546,0.9737049,0.7826153,0.044220507,0.5195967,-0.13726532,1.0137072
0.11645678,0.10821602,0.805876,-0.0685053,0.1400756,0.9958354,0.8253081,0.097284675,0.58365166,0.059106737,0.835914
-0.12542741,0.025960207,0.4008795,0.09091562,-0.09962046,1.0016023,0.80559313,0.025710076,0.63004327,-0.072980136,0.5287784
0.12383321,0.04376173,0.6596786,0.025857553,-0.13741446,0.9349055,0.8386147,-0.003776461,0.4549612,-0.0037645102,0.77736837
0.023368299,-0.032748215,0.90207237,0.09311877,-0.058032274,0.933063,0.9401681,0.04192254,0.5296515,0.03949891,0.9614269
-0.013934001,0.12886623,0.8032435,-0.06739229,-0.10394819,1.1125369,0.78918415,-0.13386868,0.6344069,0.0981596,0.8219113
-0.0586313,-0.0009890497,0.6811528,-0.012285143,0.11347321,1.1186057,0.8520647,-0.081658065,0.6857277,-0.135486,0.99672604
0.062810406,0.020377666,0.7798977,-0.10604404,-0.14213547,1.0355712,0.9093305,0.12388858,0.5089094,0.095170364,0.6786853
-0.0031442493,0.09536888,0.44367427,0.07532574,0.05859372,0.99065465,0.7881286,0.034727186,0.55740607,0.06106089,0.8244915
-0.14331906,0.022289932,0.8345021,-0.14574751,-0.091806546,0.99832207,0.92293185,0.052650332,0.53546584,0.107360184,0.72828627
-0.12328817,0.010476619,0.7710701,0.012656167,-0.14624766,0.972383,0.9593458,0.02497086,0.47183925,0.019239008,0.85580784
0.096095696,-0.130259,0.83552134,-0.13816512,-0.07342921,1.0072739,1.0050167,-0.13307449,0.59366685,0.01958166,0.82310516
0.037459105,-0.10955742,0.7666153,-0.0921471,-0.097620204,0.8762568,0.72670007,0.0030142963,0.559217,-0.09949842,1.0027729
-0.0041634142,0.014116034,0.6215642,-0.06451884,0.06978953,1.1219171,0.91243535,-0.088177554,0.4689636,-0.015437618,1.0701694
0.067736596,-0.13765655,0.39878768,0.03655228,0.019175291,0.9559636,1.0351396,0.14262316,0.784707,0.081112504,0.80361
-0.123403475,0.14869013,0.3561623,0.036535367,0.07849689,0.98697364,0.55948406,-0.04597628,0.5331117,0.057559624,1.0283322
-0.13150325,-0.00822708,0.6666528,-0.07151142,0.12368703,1.067832,0.7881224,0.115938514,0.6067314,0.14087772,0.79637235
-0.1381135,0.14671257,0.4350024,0.0639088,-0.045236528,1.1252289,0.7604767,-0.072488815,0.66750014,0.07820542,0.5073888
0.12888804,-0.030595765,0.83921885,-0.056120984,-0.010493696,0.9563967,0.8806348,-0.12065725,0.60867524,0.0066117197,0.92304456
-0.12567529,-0.106198244,0.7855746,-0.065743215,0.13557455,0.86232376,0.7699702,0.031588078,0.3637542,0.037748516,0.831165
-0.023389652,0.13062295,0.54550034,0.12737706,-0.1130649,0.94206583,0.93086845,0.037697703,0.54452425,-0.14985336,0.90421057
0.10799992,0.114577085,0.59042454,-0.077997945,-0.14059362,0.9298864,0.95493406,-0.039621107,0.65976787,-0.09462404,0.8289341
0.026725441,0.1452901,0.66713977,0.046795115,-0.10975133,1.0163603,0.9168303,0.046430796,0.46485823,-0.042603813,1.0349123
-0.061815463,-0.092674956,0.66539943,-0.041448534,-0.08646253,0.92673683,0.9838669,0.03420292,0.64327097,-0.07502931,0.9372591
-0.13682014,-0.013999045,0.41272527,-0.022760987,-0.08293671,0.8834296,0.66604674,-0.07347374,0.44326627,-0.03572815,0.92962337
0.11009595,0.024685383,0.50989723,0.11923951,0.0021133274,1.1070689,0.8099277,-0.046800368,0.62642014,0.06773721,0.7898307
0.0058099627,-0.025625631,0.7130873,-0.02581074,-0.11284556,1.0100818,0.92193264,-0.055951454,0.50057584,-0.028883867,0.9286405
0.13482958,-0.08101925,0.80302316,-0.05127658,-0.07927934,1.1119058,0.87692475,-0.061360665,0.4534213,0.0005441457,1.0942512
0.08046064,-0.1020427,0.46448958,0.11489436,0.01772827,1.035029,1.0405505,-0.12286378,0.46214372,-0.04908532,0.7779747
0.07611595,-0.13814814,0.35320023,-0.0675308,-0.021175772,0.89400977,0.9909034,0.033990413,0.52875745,0.06709956,0.8551617
0.021063551,0.02287051,0.8230522,0.09357114,-0.14133412,1.079526,0.8603271,0.10425255,0.38608974,-0.014081627,0.95467365
-0.114463344,-0.027835108,0.6462675,0.04744515,0.101477355,0.9782626,0.7954429,0.1458225,0.7016482,0.0314513,0.9507348
0.03670229,-0.119323865,0.56792545,-0.12866172,-0.11409436,0.86409014,0.84311074,0.023492768,0.33331114,-0.12833342,0.6887537
0.010655507,-0.050547823,0.58968836,0.0002885759,-0.10327764,0.8572527,1.0505588,0.024419472,0.4819352,-0.02788505,0.8516309
-0.07863014,0.013278931,0.839025,0.073433235,0.061795592,1.0834569,0.9272233,-0.0056611598,0.559983,0.09289195,0.8455422
0.002124697,-0.04029356,0.54882824,0.13052237,0.018242985,1.0235621,0.89380497,-0.076515436,0.66181797,-0.03692238,0.8619487
-0.10781066,0.07897596,0.7763605,-0.01850298,-0.011186957,1.1045583,0.8496811,0.12357065,0.3931812,0.14226419,0.88945657
0.001248017,-0.037167087,0.7355479,-0.07442227,0.012521952,0.88886726,0.79110533,0.13877034,0.41344184,0.055406258,0.6826222
0.05070357,-0.075284585,0.57184976,0.12484297,0.10719961,0.9134657,0.8188975,0.038302645,0.48283428,0.105341166,0.83923113
0.07802296,-0.0457768,0.72058934,0.05463676,-0.001969114,0.86918485,1.0216911,0.11757597,0.7134555,0.13144916,1.0197451
-0.04588916,0.10662022,0.66363204,-0.019995779,0.14317176,1.0231138,0.8585535,0.056121647,0.62298644,-0.13757466,0.9870684
-0.1368654,0.019964576,0.64178085,-0.011037484,0.04361199,0.8477993,0.73550314,-0.032080777,0.70195216,-0.0043037534,0.780836
-0.031662494,-0.023454428,0.6745131,-0.10562958,-0.09519144,0.93200743,0.67654854,0.13161358,0.5594005,0.08584955,0.6388489
-0.07423422,0.035405785,0.56184083,0.13488156,0.027789757,0.90600723,0.86944306,0.08883236,0.75239927,0.010255992,0.97967505
0.02313289,-0.11422917,0.70947474,0.10470784,0.11595547,0.90986854,0.8398167,-0.042848594,0.6347968,0.09974615,0.57316244
-0.011848956,-0.030217126,0.583381,-0.11467433,-0.10054001,0.9664395,0.8837184,0.116686136,0.7266747,0.022678778,0.89730674
-0.08280117,-0.12491284,0.86825436,0.022132427,0.120589375,1.0449814,0.7560362,-0.06726183,0.621322,0.02221927,0.8853077
0.011409417,0.021132648,0.6969638,-0.06946501,0.013792962,1.0459223,0.7929902,-0.03917622,0.49618793,-0.1180827,0.75804734
-0.07801175,0.13613755,0.5935469,-0.0007389337,0.07098867,1.0083566,0.9367452,-0.015564248,0.6368023,0.018018633,0.5779626
0.14806938,-0.06529813,0.85619175,0.07466462,0.03654039,0.9720302,0.84795177,0.025878474,0.41924638,-0.060414635,0.62453413
0.13839546,0.03498879,0.69170034,0.07299191,-0.022308618,1.090015,0.86620957,0.09415947,0.41613674,0.120788544,0.92828166
0.098358706,-0.0112785995,0.8198193,-0.0754587,-0.08682958,1.0564058,0.80373895,0.08891301,0.48161033,0.021087825,0.75723755
-0.043720312,0.05428545,0.46388233,-0.064343154,-0.13312249,1.1169997,0.7389436,-0.14526537,0.35401648,0.016606376,0.93015003
-0.14756456,-0.13492994,0.5979385,0.14844453,0.104950935,0.96385956,0.9562743,0.12010476,0.44880515,-0.031916805,1.0879875
0.09891781,0.07442129,0.61337924,0.018891498,-0.0567095,0.9872039,0.7803557,0.040644363,0.42442417,-0.07481477,0.9289751
-0.11919435,0.027650684,0.6071536,-0.066573255,0.14892334,1.1044395,0.8921955,0.1439021,0.5848449,-0.054339908,0.9612429
-0.017400235,0.08179085,0.5669294,-0.054744765,-0.14192134,0.9166096,0.75891465,0.00083717704,0.5451718,-0.09970506,0.94545794
0.14859217,-0.038648807,0.44190285,-0.07076859,0.10236007,0.88266575,0.9117478,-0.043739766,0.3665782,0.065056145,0.85702646
-0.122555785,-0.069613785,0.6377696,-0.011989057,0.08796798,0.92570424,1.0387726,-0.07178175,0.62508035,0.08794165,0.8424288
0.07997887,-0.14037947,0.6548182,-0.0059939027,0.1492419,0.9105536,0.8591018,-0.055789433,0.52131367,0.115994304,0.97025
-0.1143388,-0.13678546,0.6451055,-0.021798387,0.011132538,0.9429641,0.927438,0.011622578,0.48308063,0.11673242,0.9809253
-0.123257846,-0.08685274,0.6273287,0.090139404,-0.10357739,0.969911,0.8084523,-0.14106621,0.49260473,-0.029992215,0.7907644
-0.09812991,0.09485094,0.6095013,0.050366864,-0.014876261,0.8409727,0.7468614,0.08216277,0.62317896,-0.01794681,0.83869416
0.097154185,0.124964595,0.58063984,0.11463061,0.012915209,0.8713094,0.8702185,-0.118108645,0.5266116,-0.081054986,0.75773257
-0.054822616,0.10926187,0.7682669,0.08741154,-0.04803513,1.0964847,0.90243286,0.021113262,0.5792083,-0.05518858,0.7492133
-0.0439817,0.0058442056,0.66256887,-0.004444763,-0.053819545,0.9002206,0.799687,0.051822066,0.5334976,0.069054335,0.738266
0.10174343,-0.14040047,0.63995147,0.025565743,0.085347906,1.096592,0.94597155,0.07566044,0.3319911,0.118534416,0.9154749
0.013165623,0.06814484,0.7986946,0.033309028,0.09594163,1.1404731,0.81824875,-0.031956553,0.6134036,0.13843662,0.7176428
-0.0061086416,0.0016259551,0.641791,0.056546614,-0.084945455,1.018206,0.81392986,0.07086949,0.53514814,-0.085734576,0.8192308
-0.1461523,0.081752345,0.80332404,-0.0072505325,-0.02540923,0.84943557,0.9000859,-0.068907045,0.51261896,-0.036994748,1.0213265
0.13926837,-0.1332205,0.7350645,0.13326237,-0.13468182,0.9556833,0.81382084,0.12278554,0.5944291,-0.0025629997,0.64292985
0.12619346,0.07418592,0.4568604,0.0026564002,-0.09034462,0.91798043,0.8594735,-0.10537758,0.60145587,0.103194684,0.8958142
-0.10333382,0.026977897,0.8562018,-0.09373963,0.035994157,0.8821643,0.95804477,0.06579156,0.52061564,0.07407074,0.8719263
-0.14307043,-0.10028594,0.6541368,0.14405659,-0.040365443,1.0237519,0.89412075,0.120817065,0.5564018,-0.007568404,0.87244207
-0.04509981,-0.08067307,0.69682425,-0.040918157,0.06176512,0.981156,0.7688347,-0.13506359,0.7621627,0.010546774,0.75034374
0.011421308,0.083072856,0.77998674,0.02467236,-0.14189813,1.0361059,0.7938125,0.081151485,0.47741076,0.08463761,0.80564123
-0.01896143,-0.020985842,0.64654595,-0.04578343,0.12706313,0.88059044,1.0278859,-0.018507943,0.45901918,-0.03983309,0.98009956
0.07666896,-0.09678747,0.6095454,-0.08900228,-0.015910879,1.0883311,0.86060077,0.045120716,0.46822715,0.086540446,0.77104956
0.08515708,0.086628914,0.601766,-0.009472638,-0.11476223,0.8497305,0.9942405,0.14766678,0.65642077,0.0848033,0.92786056
0.107931554,0.08544405,0.6364471,0.01699017,0.087628305,1.0313976,0.8665397,-0.093603216,0.60158783,-0.013770804,1.015787
-0.103998676,0.058599025,0.5010859,0.087708026,-0.043394856,1.114497,0.8936459,0.081487045,0.6823851,-0.11585956,0.8048286
