A,B,C,D,E,F,G,H,I,J,K,L,M,N
0.043653503,-0.0737269,0.032590255,-0.11248696,-0.0815116,-0.19844033,-0.0067410916,0.107455194,0.096288905,-0.06302583,-0.08818492,0.028774709,-0.0782601,-0.111385524
-0.027855672,-0.090520516,-0.087407455,0.13001268,0.08272828,0.016796201,0.01652807,0.113129884,0.110381246,-0.021383822,0.089666486,-0.15662622,0.13510716,-0.088635996
-0.0016065687,-0.049822517,0.13360831,-0.09417007,-0.06841877,-0.047476076,-0.073244,-0.069508374,-0.045113936,0.03928408,0.10116714,0.1686009,0.04362823,-0.13009198
-0.103540175,-0.009662673,-0.14166892,-0.10514261,-0.048489943,-0.08848321,-0.020358756,-0.051265493,0.08030115,-0.011784211,0.000934124,-0.10813499,-0.04765354,0.06049905
-0.062351435,-0.09862563,-0.1457558,-0.014885046,-0.012666628,-0.08285121,-0.05911476,-0.14429234,-0.10724091,0.14510483,0.04680626,-0.13868548,-0.06523716,-0.14366737
0.086354345,0.14793631,0.09403074,-0.20345508,0.019864455,-0.20644769,-0.025817856,-0.06533232,0.030461043,-0.13495249,-0.126199,-0.013171777,-0.039361954,-0.057159103
0.05477126,-0.06772991,0.14935732,0.16825785,0.081756055,-0.058956586,-0.047394812,-0.0816733,0.12885791,0.02743736,-0.086263224,0.00081025064,0.11518058,-0.12488742
-0.12745976,0.068572536,-0.09935251,0.09253998,0.06877941,0.01212512,-0.08707692,-0.10130325,-0.13700268,-0.08774471,-0.10900989,-0.015801184,0.0050189197,0.007426165
0.1389789,0.08340812,0.016435564,-0.19782147,0.10124436,-0.20506011,0.018795699,-0.0417319,0.13782954,0.1397534,-0.10732397,0.2168583,-0.08470445,-0.12819257
0.0074433684,-0.08282056,0.053401515,0.22873686,0.13268551,0.0531065,0.0062069,0.12354192,0.074647054,-0.013797581,-0.07050167,0.18496974,-0.14732514,-0.2404333
0.11318955,0.0038733184,-0.08714796,0.09309547,0.020275608,-0.065751515,0.1463458,-0.023390457,-0.0332129,0.07689497,0.09626959,0.15517217,0.07727574,0.09645212
0.14388916,-0.03789992,-0.039748155,0.10444681,0.035089836,0.0018643141,0.051709145,-0.02950339,-0.12764342,0.113028705,-0.06252492,-0.07956296,0.009360522,0.08375243
-0.107007325,-0.13149221,-0.13972536,0.23943792,-0.14162697,0.020971693,0.014953136,0.014730707,-0.055070095,0.1452198,0.048491493,0.10445237,0.0896966,-0.034924082
0.04111685,-0.011844426,-0.04389192,-0.20618749,-0.115708016,0.094666734,0.006265372,-0.016231269,-0.1328968,-0.07976881,-0.07405031,-0.110440955,0.06605475,-0.061505057
-0.13219604,-0.14150137,-0.11015025,0.16113855,0.033002973,0.0740909,0.021493822,-0.13602734,0.08517109,0.008988768,0.042235807,-0.13203138,0.1146563,0.24056457
0.14289892,0.10592377,0.1392521,-0.25986588,0.019961521,0.02898784,-0.022254527,-0.0655221,-0.11135642,-0.14245132,0.14267796,0.092818156,0.1287919,0.13780324
-0.10108429,-0.12696208,-0.09368869,0.27556786,0.039908126,0.052334815,0.04419574,-0.06478808,0.0831344,-0.07482303,-0.041696034,-0.028131023,-0.01526615,0.1355388
0.032184258,-0.05339747,0.02349551,-0.066916466,0.048473015,0.10682103,-0.073934466,-0.085268736,-0.059850186,-0.0125103,0.0011177063,-0.043876074,-0.10596897,-0.067906655
-0.1017867,0.07799962,0.1022186,-0.076372325,-0.086217076,0.04728338,-0.11361575,0.14392304,0.0830605,-0.12845437,-0.11154403,0.010091856,0.01065743,0.08833143
-0.0019262582,0.021277085,-0.065188,-0.2112861,0.12820327,0.02100122,0.13701528,0.09372793,-0.07243479,0.077517554,0.020959407,-0.008977726,0.12042737,0.16276473
-0.10056405,0.10363507,0.119119614,0.06547801,0.015982509,0.09331436,-0.12475674,0.03513187,0.020982891,0.13741317,-0.076754026,0.25981483,0.1058349,-0.07535495
0.05291231,0.10697001,-0.07074888,-0.05747524,0.14333192,-0.23746836,0.092586994,-0.01822044,-0.022644103,-0.14835629,0.010189742,-0.09586246,-0.12587391,-0.04073026
0.13386011,0.07692483,-0.022041157,-0.08718684,-0.07451114,0.029325068,0.1302267,0.02507615,0.055090338,0.030934036,0.060016036,0.26396242,-0.103462815,-0.342254
0.12247574,0.06704718,0.026308596,0.09906247,0.07529901,0.1010823,-0.059334844,-0.06425709,-0.06184888,0.0804026,-0.009504646,-0.07611835,0.11551651,-0.09209511
-0.055707872,-0.1040487,-0.109680645,0.26310086,0.12375295,0.04138571,-0.044935532,0.11436793,0.033828527,0.10880533,0.13777977,0.18490268,-0.096966594,0.13957828
0.1383591,-0.023988098,-0.13273863,0.062233567,-0.00985074,-0.054527618,-0.041592374,-0.1440975,-0.040420927,-0.01265493,-0.11187693,0.24832693,-0.14993587,-0.08383334
-0.07325059,-0.11259721,0.036471233,0.043222375,0.0521255,-0.01217185,-0.01626116,0.12276134,0.11018106,0.060964793,-0.042711444,-0.14809898,-0.13338438,0.0025994703
-0.07837605,-0.068781964,-0.12534174,-0.0056359917,-0.06539764,-0.1370399,-0.07461932,0.077916086,-0.12042634,0.084728375,0.080180004,-0.03856854,0.09587893,-0.05582217
-0.13715318,0.14922097,0.00822632,-0.08185201,0.125384,-0.059199393,0.02548705,-0.013027415,0.121768564,-0.12695958,-0.051991798,-0.19751826,0.11885828,-0.28321737
-0.031511664,0.04689133,-0.080277644,-0.06584479,0.0008665323,-0.035592236,0.14459547,-0.12588912,-0.039823793,0.05710022,0.092504516,0.24400088,-0.041375183,-0.03258376
0.06273317,0.12702236,-0.051300913,-0.07971995,0.088703915,0.1490452,0.038394943,0.04276386,0.08934356,0.08431722,-0.0988356,-0.13796517,-0.07794476,0.005258806
-0.08558428,-0.07620305,0.11697328,0.04559055,-0.1114092,0.06665069,0.046404988,0.1286251,-0.047076903,0.026510209,-0.09330737,0.032085218,0.038152784,0.15480821
-0.07142371,0.12251392,0.02914533,-0.19024828,-0.03389422,0.06900635,0.03703943,-0.094454125,-0.007285267,0.03610505,-0.12806249,-0.06441024,-0.070580095,0.059522286
0.0158436,-0.047627807,-0.12727462,0.03962657,-0.05466675,-0.0298431,0.021722913,-0.003555894,0.04574409,-0.11953655,0.021353528,0.0926544,-0.06854841,0.105620325
0.12896344,0.037748054,-0.11952074,-0.08612402,-0.07518352,-0.034698933,-0.043474548,0.0040788054,0.0038487762,-0.13293922,0.00054973364,0.06809432,-0.11269357,0.010636054
0.100755215,-0.1300642,0.026074275,0.14332697,0.035834208,-0.09016405,-0.09888479,0.04207456,0.14182127,0.08046982,-0.14652361,-0.05557341,0.11540717,-0.0014975816
0.027491093,-0.0027318,-0.055924542,0.17797902,0.041872203,-0.24002591,-0.045808397,0.0004994422,0.05488132,-0.13275108,-0.03238394,0.16179843,0.07085869,-0.06281985
0.0065918565,0.058003917,-0.06745854,-0.0967143,-0.09894517,-0.1015712,-0.14099085,-0.05755973,-0.11064693,-0.016634867,-0.10949795,-0.0031490177,-0.0022072643,-0.105217755
-0.09086171,-0.12863298,-0.12451219,-0.009263322,-0.13920355,-0.009169996,-0.08763069,-0.13836028,-0.053875588,0.021321759,0.122903764,-0.22294673,-0.13339111,-0.13478506
0.059329078,-0.013530999,0.026871413,0.046260536,-0.035517223,-0.18216917,0.098443314,0.025582343,-0.118710786,-0.019749343,-0.030319832,-0.094339505,0.094821274,0.061515763
0.043092743,-0.107710674,-0.07946538,0.028938286,-0.13023418,0.11816177,-0.10615571,0.10361686,-0.09660357,-0.110039905,0.040830776,-0.15744832,0.0003645122,-0.21733162
-0.029635496,-0.11253303,-0.03817565,0.02148503,-0.059403084,-0.047255024,0.10410416,0.00435932,0.0064104944,0.030377477,0.10713342,-0.20401816,-0.048319712,-0.016250387
0.05904551,-0.037374973,-0.12599075,0.035533167,-0.13855763,0.11158474,-0.09964022,0.10724491,0.08836132,-0.11240557,-0.104962885,-0.18021175,0.14663488,-0.09770809
-0.105130404,-0.003110811,-0.09185645,0.07956296,-0.023434892,-0.03470044,-0.107158095,-0.029535793,0.029925376,-0.10543075,0.041653335,-0.22269097,0.09186424,0.1524617
-0.0074407905,-0.044843122,-0.075740755,-0.0008021295,-0.10668372,-0.020677954,0.08996673,-0.007526636,0.09472455,-0.047632046,0.14001319,-0.046378776,0.019736439,-0.092396334
0.085467875,0.09517297,0.0031122565,0.13889347,-0.08152321,0.020494618,-0.019470975,0.051127866,-0.13790718,-0.0020874888,0.088839695,0.00018716604,0.10876173,0.07594259
0.12558436,0.11385101,0.14679301,0.18263789,0.11395654,0.068601966,0.045071736,-0.009190261,-0.08777788,-0.13466361,-0.028644584,-0.10557073,0.09954929,-0.038529396
-0.016692638,0.120197415,-0.100830786,0.07921614,-0.06838772,0.010747075,0.114176095,-0.07100972,0.11971533,-0.0269581,0.07661542,0.04789652,0.14218691,0.048087195
0.1262025,0.011676341,-0.08269101,0.1328178,0.10554001,-0.013100296,0.019496635,-0.040389903,-0.10866062,-0.14293939,0.051328897,0.06115222,0.11238253,0.11872926
-0.13609685,-0.041148327,0.10580152,0.20781101,0.10758737,-0.05237983,-0.14746471,0.061755195,0.06706075,-0.12310321,0.05390525,-0.0143221095,0.14903563,0.12451255
-0.06064584,0.08112551,-0.052947186,-0.07999584,0.14483133,-0.15993218,-0.09930378,-0.12904613,0.015547723,-0.14133957,-0.10380965,0.11048685,0.1129075,-0.1385987
-0.14142519,0.02897492,0.1440396,-0.0511112,-0.09273872,-0.00946331,0.013523459,-0.07360919,0.0876935,0.14527091,0.14188242,0.04286787,-0.080054015,-0.12134588
0.09556478,-0.09963697,-0.080919154,-0.22877169,0.07736717,0.076326594,-0.09967257,-0.09301396,-0.1069059,-0.05861076,0.11521551,-0.21255048,-0.043425232,0.11893642
0.09669255,0.10235414,-0.13118643,0.13999477,-0.081800014,-0.18372864,0.05790244,-0.061929077,-0.08488974,0.068222836,0.08496675,0.049183093,0.037520677,0.2211365
-0.07781645,0.08541477,-0.057224773,0.0133713335,0.0013691038,0.17685686,0.13936096,-0.1211735,-0.113234,-0.099419355,-0.010654867,-0.031885266,-0.017173976,-0.042969137
0.11970854,-0.10598445,0.03241621,-0.21899295,-0.12484682,0.2514089,0.015243873,0.11660394,-0.07339241,-0.002444148,-0.09075813,-0.11384988,0.01774767,0.0676014
-0.09840828,-0.07333662,-0.08506862,0.095380664,0.0715058,-0.06816409,0.1358392,-0.10561647,0.10596925,0.004681647,-0.059564427,-0.075407095,-0.03301637,0.21570282
0.14923516,0.0599588,-0.057320617,-0.08641347,-0.03150952,0.15172921,0.037768587,0.03781405,0.07942742,-0.10768428,-0.115448,0.13879319,0.017942488,-0.055669986
0.12916392,0.046411052,-0.1119858,0.011403471,0.080305085,-0.047469176,-0.049414642,0.016812697,-0.0875313,0.009639382,0.04840955,0.0030413568,0.11757353,0.22413939
0.10369018,0.1174534,-0.13934526,0.072449595,-0.009780243,0.03492724,0.046349525,0.09551175,0.018749192,0.14075723,0.01859945,0.064268306,-0.0009165257,-0.11352271
0.025892183,-0.1377626,-0.11380899,0.0070817918,0.100102276,-0.069631115,-0.09020205,-0.082149416,-0.06620325,-0.14417925,-0.13871378,-0.040372588,-0.0034059882,-0.07640082
0.1471124,-0.13382491,0.007234782,0.06315638,0.06918183,-0.13334708,0.03751941,0.14984474,-0.10324007,0.011508375,0.0077338815,0.16118285,-0.037375726,-0.11683247
-0.061332464,-0.017326325,0.041366816,0.017528147,0.008635625,0.18371116,0.072457016,0.07288033,0.14152265,0.0036568493,0.0795566,0.13937873,0.008107707,-0.21949375
-0.12005282,0.07074864,-0.13150991,-0.18891868,0.113475084,0.0062742904,0.07194479,-0.088448346,-0.13191609,0.026190042,-0.1337746,-0.11787352,-0.0079353005,0.3249486
-0.12648766,0.13190055,-0.05482333,-0.021752201,0.053565517,0.21481617,0.04534167,-0.049009003,0.036453307,-0.11061382,0.14737281,0.077433564,-0.06626079,-0.08235375
-0.08864086,-0.11928823,0.095350295,-0.14311709,0.05877772,-0.04185591,-0.0015171766,0.14874202,-0.11066227,-0.02401328,-0.12362822,-0.06038794,-0.121478006,0.19158295
-0.10819186,-0.1230172,-0.017785832,-0.099404044,-0.14904937,0.05939032,0.046104014,-0.0056229085,-0.053156666,0.007526204,-0.056476988,-0.03495471,-0.06572029,-0.07952698
-0.06518616,-0.030525647,0.06264903,-0.12282956,0.10693282,0.19604298,-0.062865205,0.14073333,0.10024586,0.06947982,0.034739733,-0.26058522,-0.07324362,0.035610154
0.11537507,0.104059726,0.13544244,-0.18974045,-0.07949397,-0.13673392,0.14273787,0.05193217,-0.11216049,0.09922515,0.13560471,0.24672723,-0.0077836215,0.20630063
-0.06019947,-0.09395954,-0.074308366,0.26423007,-0.09461795,0.23441833,-0.12836541,0.117644936,-0.09889777,-0.055328965,-0.13903236,-0.16198891,-0.13640544,-0.08535014
0.010217577,-0.050236292,0.04872954,-0.17932382,-0.096246034,-0.108438134,-0.0038205385,0.13369533,0.0683043,0.056088567,0.09725313,-0.100008026,0.13871402,0.13642982
-0.026128814,0.058696225,0.02560237,0.009885937,-0.08498492,-0.1404004,0.100658774,0.06043221,-0.07789901,-0.08492595,-0.08084695,-0.20487347,-0.08643469,-0.049101174
0.049087778,0.003878206,0.0576742,-0.1052881,0.09585792,0.06660888,-0.12307724,0.07749385,0.13299376,0.10032967,-0.067128256,-0.19947162,-0.09126037,-0.1177682
0.14051613,0.031616524,-0.094239905,0.038964927,0.1299429,-0.21351144,-0.1027758,0.061602548,0.105863065,0.038030416,-0.08455278,0.079934776,0.016161203,0.02987893
-0.070632346,0.09655811,0.09953053,0.2737343,0.04737188,-0.13886367,-0.11560589,0.08567554,-0.056719333,0.06881195,-0.09729975,0.012732536,0.0297108,-0.24523136
0.11590165,0.14362094,-0.034145236,-0.20145503,0.1088604,-0.04943821,0.106754065,0.12449458,-0.13814399,0.03845544,-0.09596406,0.14044085,0.08095963,-0.042589992
-0.0058918893,0.06494622,-0.063688785,0.19683065,0.12610123,0.056919925,0.003889054,0.0839819,-0.033446364,0.022613406,-0.06525391,0.23822063,0.09841937,-0.19734295
-0.1434741,-0.13326775,-0.07110172,0.1383492,0.10590625,0.11525172,0.10467127,0.02726978,-0.14472868,-0.0021716356,0.14048687,0.018182471,0.06931572,-0.036929272
-0.10937859,0.09154953,0.042192325,-0.014738053,-0.0032569766,0.2282126,0.029929668,-0.05607357,-0.0723677,-0.026322894,-0.025640883,-0.0022428036,-0.08717512,0.035881594
0.029605806,0.0076763183,-0.10051949,-0.13025296,0.066582695,-0.054095395,0.06859739,0.07009566,0.13991198,-0.1270746,-0.07434037,-0.09753096,-0.11575225,0.1315942
-0.06895337,0.13358143,-0.13969164,0.03816472,-0.04725804,-0.019468099,-0.036370166,0.020016164,-0.03201297,0.13727957,0.07923098,0.06107147,0.042047754,-0.17021635
0.07723786,-0.0938386,0.06447527,-0.034359507,0.095753774,-0.017067812,0.02606158,-0.06781712,0.023928821,0.098615065,-0.05438193,-0.036443837,0.021054417,0.0020640343
-0.052610956,0.082708314,0.065267235,-0.06820105,-0.013813987,0.13414325,-0.003772229,-0.016487628,-0.09849324,0.065833434,0.027129501,0.14748183,-0.1433622,-0.12824517
-0.11877056,0.012845755,-0.12892026,-0.18757439,0.04510735,-0.027003482,-0.090915695,-0.042808287,0.07197477,0.121819615,-0.021561712,0.009180337,0.10688782,0.15225728
-0.09627053,-0.1315372,-0.03740003,-0.025010012,0.0019831955,-0.22882101,0.01242274,0.13688147,-0.003701374,0.061363235,-0.041551515,0.084528685,0.05820355,-0.081568055
-0.10760531,0.11381471,-0.01769115,0.04640308,0.14803031,0.0085487515,-0.053169273,0.019855917,0.137597,0.11444199,-0.12794173,-0.090026766,-0.11224741,-0.36554915
-0.05872772,-0.025505304,-0.048620455,-0.11135411,0.120065,0.07810647,-0.08876097,-0.1480495,0.087763906,-0.113146685,0.13370973,0.24714406,0.10604617,0.123766795
0.03909971,-0.14311028,-0.09411632,-0.016877167,-0.1211576,-0.058535263,0.0993792,-0.12315063,-0.13198742,-0.09927821,-0.11834486,0.09170869,0.13229534,0.010958813
-0.108784586,-0.0800277,0.06632492,0.04761374,-0.10770037,0.06565061,-0.008913308,0.030185476,-0.08148469,-0.047777854,0.11114806,-0.17970553,-0.022825941,0.028639272
0.0387578,-0.07097204,-0.11581318,-0.17600965,0.14827949,-0.053606115,-0.11537596,0.07841161,-0.09250975,-0.059482567,0.03682345,-0.033904605,0.14416546,0.11035825
-0.11086398,-0.048147246,-0.07337645,0.010483041,-0.027673982,-0.06373521,0.06920886,0.10211611,-0.052480802,-0.07168234,0.05679302,0.21893772,-0.0032965392,0.061679967
-0.09108632,0.12732649,-0.14520857,0.020273715,0.073180676,0.1932241,0.11963734,-0.11435652,-0.0041351467,-0.055552147,0.1331878,0.060512997,0.056006923,-0.016834177
-0.09431718,-0.099762574,0.123444766,-0.043435745,0.003976822,0.22364187,0.11301765,-0.05661498,0.09773733,-0.052301913,-0.0018144399,-0.018261485,0.045150056,0.21841685
-0.07679962,-0.0023637563,-0.026111506,-0.17281818,0.032932162,0.09745765,0.028326124,-0.10473229,0.1394991,-0.08127174,-0.1335062,-0.014796168,-0.01893033,0.31712055
0.0012103319,-0.12267856,0.046935678,-0.18761075,-0.08137196,-0.011827134,-0.021936014,0.0774748,0.07252438,0.038796782,-0.04281734,-0.016582921,0.048767015,0.23047733
-0.1385545,0.014344811,0.10691905,-0.04244654,0.039733812,-0.11282079,0.062485054,-0.086746186,-0.08419356,0.1488727,0.1389837,-0.040058553,0.07048027,0.076336525
-0.05014783,0.106149495,0.04448946,-0.01991193,0.10891181,0.037320405,0.062897846,-0.07955432,0.1391483,0.104853004,-0.04681517,0.11540677,0.03584361,-0.10844423
0.13324171,-0.06966221,0.14775887,0.010074243,0.055213958,0.0045076907,-0.07846327,0.1443727,0.13958707,0.03613721,0.07876967,0.17177679,0.011599928,0.18274784
0.058250353,0.02832228,0.10168722,0.15482499,0.067726284,-0.2140672,0.04380928,0.025956064,-0.060841233,-0.10089071,-0.04588981,0.06209445,-0.136788,-0.032024622
0.091792,0.008879811,-0.06707837,0.17939068,-0.06495831,-0.037610248,-0.04334212,0.09512888,-0.07797456,0.05062203,-0.046555102,-0.04241608,-0.034269586,-0.2716943
-0.07953894,-0.005501494,-0.027456686,0.06995778,0.083728895,-0.079451144,-0.046494164,0.056131035,-0.08782726,-0.12724999,0.024772048,-0.09611346,-0.11895709,0.07600774
0.086910814,0.10089266,0.011689872,-0.08385384,0.059442118,-0.10799529,-0.08241272,-0.08274018,0.06892711,-0.1498701,0.05203727,0.12547176,-0.044572882,0.057812363
0.06960772,-0.036003686,-0.12094029,-0.0028160736,0.011526406,0.0331074,0.03141561,0.046543166,-0.010556206,0.14126468,-0.12727785,0.10321662,-0.05666317,-0.049289495
0.098870516,0.06051296,0.020224735,-0.047020495,-0.14617532,0.16304415,-0.04244934,0.011771396,-0.04930097,-0.14408037,-0.14077255,-0.091742456,-0.028640091,0.18291748
-0.046088398,0.09972745,0.058527946,-0.037583724,0.0993077,0.07697491,-0.027002193,-0.026088975,0.08231777,0.057002082,0.14084545,-0.08171962,0.11860922,0.102223076
0.106550485,0.051060557,-0.04642278,0.0588111,0.13445833,0.06422099,0.02845119,0.06762427,0.12097731,-0.08160691,0.048824877,0.050877787,0.052870497,0.039513625
0.073947,0.036480337,-0.010881439,0.2413077,-0.13233358,0.023695454,0.14005595,-0.11212346,-0.0673916,-0.0039571524,-0.11847028,0.009570241,0.042800054,0.036924988
0.03966762,0.05715321,0.012895763,0.049747482,0.015719354,0.23208666,-0.1386387,0.14057353,0.044406027,-0.112237394,-0.06806726,-0.17546634,-0.077690385,-0.026602924
0.06899433,-0.018136367,-0.13329452,0.035250306,-0.056155965,-0.16087192,0.1376124,-0.03791946,-0.12953803,-0.13207684,-0.112145685,0.15049672,-0.064152256,0.10130693
0.0004415214,-0.14938617,-0.10039128,-0.0046784133,0.104816884,0.0838827,0.0561956,0.105525196,-0.14695488,0.02075763,0.03804879,0.070108935,0.07756001,-0.07537855
0.043415353,-0.00012652576,0.10142273,0.1279912,-0.023639277,0.05045505,0.081551015,-0.042893603,0.08124471,-0.03590872,-0.02165927,0.052302018,0.00092068315,-0.020004593
0.010685325,0.10099682,0.036690667,0.124581605,-0.006219253,0.16871284,-0.111610085,0.034027547,-0.061622486,0.0660425,-0.028804444,-0.076574534,-0.105201356,0.1287553
-0.10236358,-0.06015809,0.08900051,0.13330758,0.13380048,-0.21545385,-0.09408798,-0.07507988,0.053925797,-0.14601204,-0.045279644,0.013267145,0.11734772,0.18409409
-0.0916433,-0.12123462,0.09745377,-0.020577751,0.115704,-0.02184958,0.06254031,-0.11036559,0.0064080954,0.06440991,-0.038148113,0.14890727,-0.1052029,-0.13634104
0.13566649,0.04536912,0.13195777,0.0025785118,0.08900577,0.080461636,0.11904782,0.05448492,-0.123128615,-0.14412989,0.12568745,0.05551914,-0.001149416,-0.12197841
-0.078927755,0.14407006,-0.12043463,0.27186927,0.017194405,0.2626045,0.008208096,-0.08508019,-0.09786138,0.12832281,-0.06712956,0.057601072,0.10032946,0.098777995
-0.1394332,0.07062656,-0.11894788,-0.07066581,-0.047031663,0.1113033,0.037834853,-0.14695665,-0.043098323,-0.12582542,0.11404142,0.064790785,-0.13866553,0.24605778
0.03128566,0.103790164,0.04704337,-0.09734285,0.013867825,0.021556795,-0.0062793493,-0.00022631884,0.13469392,-0.024450928,0.009638265,-0.16047749,-0.08982696,0.098633796
0.07642679,0.08264518,0.1100283,-0.10759483,0.028080344,-0.09874833,0.07408784,-0.08302585,-0.1174865,-0.07819103,-0.065859176,0.07398917,-0.034476295,-0.032992743
0.06864841,-0.00023655593,-0.10479309,0.2219835,0.07553707,0.07222824,-0.09433426,0.012180597,-0.042069487,0.12533313,0.023082376,0.12539294,0.1312862,0.02524048
-0.116812676,0.10572243,-0.011755332,0.07041904,-0.072552845,-0.17697014,-0.03886097,-0.060985804,0.14516401,0.14782435,-0.1117958,-0.040081248,-0.07822915,-0.063723594
0.029790998,0.14643934,-0.027520306,-0.027781293,-0.08083728,0.06667227,-0.13137484,-0.06829121,-0.051693484,0.09019707,-0.031106256,-0.09664209,0.09909922,-0.28504243
-0.09197163,0.101329505,0.1071454,-0.04620087,0.10832319,-0.21298489,0.12459317,0.057290614,0.1194185,0.017233565,0.04658641,-0.0009063333,0.14685532,0.064203896
-0.09134873,0.023603156,0.0004915595,0.029786266,-0.06895103,0.27089974,0.017353639,0.11105266,-0.0031608045,-0.14640418,-0.064443365,0.0016050041,0.03017278,-0.334051
-0.095756136,-0.038680226,-0.08757904,-0.0073630884,-0.062121734,-0.088679686,0.079240024,0.10118866,-0.11202377,0.1266183,-0.017200828,-0.19252571,0.0044123083,0.23368973
0.14246678,0.06836443,-0.065463446,-0.2110348,0.11230573,0.20037058,0.019557878,-0.08945334,0.13270766,0.016795933,-0.1273643,-0.12890819,0.017943874,-0.08561863
-0.03157591,0.022313148,-0.14641622,0.053941593,-0.09827471,0.16353951,0.09951584,-0.11802258,-0.1399091,-0.13852394,0.063467056,0.15388544,0.039489806,0.18239999
-0.0049206913,0.067800954,0.06439462,0.03499674,-0.034194015,0.10968652,0.110476255,0.09729938,0.12912533,0.077864096,-0.011447027,-0.1866073,-0.0080611855,0.116005905
