A,B,C
0.21569887,0.0714834,0.13680291
0.2504629,0.18502505,0.07170813
0.1649907,0.08068751,-0.12867942
0.26361805,0.15609428,0.024280429
0.25420946,0.05366625,0.021141171
0.29999867,0.38940984,-0.10029021
0.26890767,0.38722467,0.038043573
0.44207698,0.18861511,-0.0018774569
0.29705048,0.3380118,-0.091349036
0.4206971,0.56192935,-0.14203829
0.38846886,0.2996188,-0.030965462
0.45098102,0.45733118,-0.11690073
0.31430537,0.3241124,0.06553447
0.53914267,0.5530095,0.079992816
0.24917671,0.3671831,-0.10630287
0.48533177,0.5600698,0.009260654
0.22610235,0.3034663,0.14127627
0.6081835,0.55373156,0.05978681
0.2763043,0.36331782,0.1359779
0.61738396,0.59708977,-0.013253525
0.14789619,0.41403088,0.062878445
0.5187671,0.6959824,0.100050986
0.10200881,0.029503152,-0.13302521
0.48324072,0.42045587,0.1194579
0.21568444,0.103300475,-0.014492631
0.53023595,0.5823789,-0.020521909
0.19942194,0.108015366,-0.118951164
0.4871426,0.52380496,0.069309816
0.2715543,0.15027243,-0.062223285
0.49169707,0.39771318,-0.022401974
0.17810528,0.23403718,0.105146736
0.58747876,0.59234846,-0.075001
0.16444717,0.08172889,0.11166707
0.5029431,0.7186748,0.08566247
0.09064889,0.12939855,0.012223735
0.60015523,0.38887653,0.07271297
0.19454691,0.16060244,0.03798361
0.54114914,0.59990793,-0.14522915
0.31210122,0.18020213,-0.07687589
0.64502823,0.43532404,0.06619792
0.45742393,0.24712941,0.045225367
0.61240816,0.7365791,0.03903812
0.5628399,0.44735384,-0.0024791062
0.51656115,0.54734695,0.11166069
0.5054832,0.44211876,0.02493766
0.48614553,0.60506046,0.121768
0.43180764,0.4463443,-0.024290502
0.40633735,0.41585508,0.100804836
0.3183245,0.31375402,0.08635606
0.25895745,0.5335822,0.07945235
0.31749487,0.22947729,0.123366535
0.19502638,0.39523897,-0.01643768
0.45207798,0.21515886,0.08175038
0.31926435,0.15739092,-0.016915247
0.37759352,0.39743483,-0.10559714
0.28683308,0.28787667,0.0050786585
0.481681,0.5140511,0.07327156
0.36487308,0.43163848,0.055553183
0.5715725,0.47126523,-0.14159554
0.39290243,0.3645388,-0.09587599
0.70127624,0.6435962,0.021927878
0.3390783,0.45441416,0.14096424
0.64372766,0.57210267,0.105609655
0.22429866,0.30271643,0.09442431
0.7454465,0.76849145,-0.06597108
0.19850382,0.23557727,0.07371192
0.722241,0.8571793,-0.11733415
0.2120628,0.28139544,0.10957745
0.7428198,0.57522595,-0.0082998425
0.07498443,0.13228074,0.059818074
0.6205088,0.72503984,-0.019365206
0.16953592,-0.055401742,0.0058849603
0.48010388,0.72189736,-0.119645126
0.20301281,0.05427988,-0.020493045
0.47843915,0.5095056,-0.10667445
0.09672015,0.31173408,0.124183774
0.46045414,0.42915037,-0.11834216
0.07710955,0.043776847,0.009224385
0.31986752,0.52174777,0.07982318
0.13987967,0.018490441,0.14908513
0.3396421,0.20297019,-0.12754011
0.13253933,0.26224253,-0.08208175
0.27341664,0.19236858,0.07561183
0.05781147,0.23548442,-0.09686001
0.3635344,0.23149467,-0.042394355
0.023472182,0.121119395,0.052564368
0.43358362,0.21600449,-0.0672287
-0.0069728047,-0.068096064,0.12835139
0.35657835,0.5333725,0.060955703
-0.115308255,-0.038647033,-0.056700327
0.4689432,0.28324756,-0.053764775
-0.08471593,-0.04550621,-0.06787082
0.3924826,0.416322,0.032643557
-0.11629709,-0.0017490536,0.13741115
0.3498527,0.44819003,-0.027968697
-0.009469859,-0.13770208,-0.045282483
0.45107555,0.3052261,0.1407499
-0.13680732,0.10700292,-0.025447302
0.34203905,0.54854995,-0.008840263
-0.049017474,-0.12259473,-0.013621837
0.47923416,0.37048537,0.12630612
-0.051849082,0.059990987,-0.13661975
0.59767175,0.60286057,0.0004941374
-0.05405347,-0.15610705,0.0012134612
0.7226161,0.733843,0.04163143
0.0637639,0.05146821,0.016220376
0.7164831,0.86641145,0.113738805
0.14732048,0.011726901,0.0043864697
0.62419903,0.6472281,-0.0995425
0.12017722,0.08196473,-0.13188908
0.47550735,0.6080382,0.11461213
-0.021408,0.09849588,0.06497499
0.43622944,0.36037648,0.10065967
0.05183748,0.07046308,-0.0062000006
0.33845767,0.5807809,-0.12671746
-0.075335465,0.11917608,-0.0948427
0.26440215,0.3365212,0.10263294
0.008369632,-0.014917739,0.03031525
0.3513288,0.22800756,0.00076185167
0.08751614,-0.12037832,-0.12608135
0.46177742,0.43086407,-0.024306595
0.079145215,-0.040915795,-0.0021462142
0.4636815,0.56166404,-0.017645538
0.0018044114,0.042036995,-0.0985422
0.47586963,0.32695222,-0.11696853
0.06601986,0.10640001,0.02962868
0.5925681,0.3616389,-0.14897011
-0.02757445,0.089223474,-0.05662129
0.62937,0.73156846,0.08239582
-0.08577791,0.11387107,-0.064440936
0.7115649,0.51173145,0.14366987
0.03832349,-0.028959736,-0.045892812
0.7189591,0.75413835,-0.058753185
0.018210754,0.17473221,-0.11765367
0.6559653,0.59085,0.13654867
0.08947116,-0.023382135,-0.011504427
0.78286946,0.6936048,-0.14111072
0.019097075,0.1060027,-0.06056457
0.6688128,0.64169073,-0.14903398
0.1380739,0.05791767,0.09263748
0.5251584,0.5975378,-0.076009266
0.09940675,0.27272773,-0.0063197315
0.66876787,0.613738,-0.14145645
-0.0045083463,-0.042135954,-0.085856944
0.53892565,0.56576,-0.06767705
-0.0581332,0.12394115,0.014207423
0.60732245,0.65908927,-0.050482646
-0.035462156,-0.045868546,-0.10478865
0.52809316,0.62274134,-0.0833956
-0.058393165,0.063414395,-0.12691264
0.47451094,0.61788535,-0.09527552
-0.13878033,-0.1407492,0.14895114
0.4144209,0.5313031,-0.00976342
-0.090796754,-0.20444566,0.12744969
0.51771116,0.39892578,0.055748865
-0.06780478,0.03197317,-0.14803573
0.57100815,0.39555186,-0.01829265
-0.15017325,-0.19391079,0.06353025
0.46070322,0.46101147,0.016849205
-0.28056335,-0.15368284,0.09124954
0.3500008,0.43867296,0.12580878
-0.32751215,-0.35365826,0.11769065
0.41368812,0.4481538,0.076154724
-0.3423741,-0.18561536,-0.039937735
0.48054194,0.43127358,0.105524
-0.25589198,-0.46673006,0.1068559
0.3780716,0.4064938,0.055471733
-0.23382783,-0.17729111,-0.04814657
0.5181638,0.27810434,-0.0006271899
-0.3513965,-0.27751893,0.136983
0.46360838,0.5659956,-0.11074884
-0.3100742,-0.2956698,0.05993496
0.43785298,0.45398867,0.025136396
-0.22066209,-0.34985805,-0.1429539
0.51854736,0.43356413,-0.04604879
-0.16078973,-0.348243,0.0974011
0.55373526,0.47711027,0.081016004
-0.25424322,-0.21263355,-0.020947486
0.4744187,0.54550815,-0.024802893
-0.2485227,-0.14876983,0.0930222
0.4261736,0.55418956,0.013817683
-0.35738963,-0.15422083,-0.050661422
0.4225037,0.31344408,-0.14215991
-0.34958804,-0.45355242,-0.11161257
0.48968604,0.37275088,0.0525198
-0.44410092,-0.24143174,0.066330045
0.5821179,0.353969,0.013288289
-0.31319398,-0.558828,-0.12542978
0.46232933,0.7267877,-0.13183603
-0.36903796,-0.378894,0.11717063
0.3731698,0.5310661,0.096683994
-0.413706,-0.479711,-0.017940298
0.46366566,0.51712966,-0.070698276
-0.4012473,-0.5349841,-0.019323915
0.47483498,0.60952044,-0.11940097
-0.29795858,-0.5120462,-0.019404113
0.59222716,0.35854357,0.043426767
-0.38487494,-0.31668115,0.12275946
0.57384384,0.4996829,0.10167709
-0.40284687,-0.40332872,0.10275209
0.6286584,0.5294887,-0.06454774
-0.48686746,-0.5111203,0.0753756
0.7740444,0.7213166,0.11138889
-0.35866624,-0.63668525,-0.038789697
0.8054071,0.85218894,-0.13966267
-0.3486095,-0.2971041,-0.03819587
0.7107747,0.8055104,0.10189161
-0.48852462,-0.45693958,0.034542054
0.6412015,0.5906616,0.03057748
-0.39749736,-0.5286869,0.1412065
0.5012702,0.52373075,-0.027184457
-0.49556774,-0.31910002,-0.07105708
0.6021747,0.5317786,0.11166522
-0.5211704,-0.42958274,0.14595518
0.4529835,0.6209722,0.11279631
-0.6152356,-0.51112354,-0.077806115
0.46024638,0.5497531,0.10547471
-0.60054195,-0.64902496,0.08362007
0.3273881,0.4664225,0.0381445
-0.4709318,-0.67856824,0.008338258
0.47057834,0.23142654,0.046927974
-0.3438613,-0.54174364,-0.01993294
0.5688258,0.56923777,-0.0899324
-0.38932353,-0.45720744,-0.10591413
0.4364057,0.50881344,-0.07103405
-0.4450389,-0.49004358,0.104480475
0.29308254,0.37309885,-0.031074911
-0.5289159,-0.44020644,-0.003218934
0.36887228,0.20526513,0.01544866
-0.42506224,-0.661362,0.008088723
0.50697374,0.25756338,0.043124795
-0.35427344,-0.33250105,-0.14518563
0.5227192,0.6123626,-0.09355782
-0.30798483,-0.37784576,-0.0920149
0.5406897,0.4332435,-0.055075012
-0.17340106,-0.32056433,-0.031151354
0.6546205,0.52745837,0.06658313
-0.31488338,-0.18158473,-0.13808216
0.73333454,0.7032231,0.06672008
-0.43512002,-0.46172377,-0.082138866
0.8036021,0.68442744,-0.010952294
-0.32384977,-0.4089077,0.01886122
0.8410416,0.9273194,0.0007995516
-0.22288379,-0.2653693,-0.040596396
0.9479635,0.91161287,-0.098392546
-0.18732336,-0.22314674,0.061900616
0.8876345,0.9992162,0.022009373
-0.17875654,-0.2976816,0.095525235
1.0208007,0.79949963,-0.09299083
-0.048719496,-0.19725907,-0.14762776
1.1489506,0.90750664,-0.050486796
-0.02610436,0.08764306,0.08786976
1.0106744,1.0573214,0.07000844
0.055955723,-0.1369275,0.13508362
0.90061384,1.1510158,-0.045630597
0.08657877,0.06526928,-0.04305824
0.7927071,0.9742589,0.08623871
0.16615623,-0.0032858253,0.09268221
0.70986557,0.92744756,0.038501307
0.048566684,0.14204344,-0.052834027
0.7677077,0.84606284,0.14174944
-0.074483216,-0.08113697,0.05095023
0.77630466,0.7711392,0.0632461
0.0037017912,-0.08515115,-0.05411382
0.8889354,0.82017946,0.06462398
0.15197419,0.14908476,-0.09543942
0.94813854,1.0314741,0.01600951
0.02708944,0.20803563,0.12285012
1.0499297,0.8066701,0.11224446
0.0058610216,0.08338127,0.0312192
0.932584,1.0365266,0.07630348
-0.10589326,-0.057990275,0.067608565
0.8274188,1.0427936,-0.07915675
-0.03154,0.016818546,-0.010262847
0.6938871,0.7347692,0.097537056
-0.079778776,-0.0955978,-0.066230305
0.70004416,0.6162441,0.09686755
-0.22290945,-0.09921537,0.07147835
0.7093779,0.79002887,0.050463617
-0.19264911,-0.2353299,0.13465124
0.6682837,0.8127034,0.07679136
-0.3239717,-0.24148828,0.0847954
0.8180773,0.74524385,0.12181893
-0.36568654,-0.27316952,0.041074425
0.6904606,0.8809141,0.14837009
-0.43262565,-0.4714257,0.051356077
0.63653153,0.78734374,0.004044682
-0.32858187,-0.47513932,0.07157311
0.76046276,0.63755536,-0.08471305
-0.18587616,-0.46694544,0.08423871
0.7745357,0.75319713,-0.039204903
-0.16994801,-0.27177057,-0.07235924
0.73919463,0.7505834,0.11182636
-0.317624,-0.18855706,0.02790165
0.83996505,0.8793533,-0.09447708
-0.40946773,-0.46458057,0.07744251
0.89491785,0.8878738,0.09406111
-0.42155498,-0.34080178,-0.086843885
1.0283785,0.7684974,0.06911218
-0.39922625,-0.44229516,-0.11276057
1.1362994,0.9345847,-0.09431382
-0.4698885,-0.51881593,0.05441691
1.0049342,1.1671427,-0.018398434
-0.43093053,-0.5896886,-0.1106778
0.9035226,0.9520442,-0.03274087
-0.51309454,-0.5009222,-0.0082731545
1.0356221,0.7788448,0.13311109
-0.6544908,-0.51484585,0.07455544
1.03266,0.93458146,-0.11095378
-0.6423639,-0.6648749,0.09427948
0.8837222,1.0052468,-0.0076750815
-0.65551955,-0.60735023,0.12069094
0.96128744,0.9049301,0.0255391
-0.5995751,-0.6048317,-0.07153303
1.076782,1.0985765,0.07973854
-0.55279,-0.54531837,0.044791833
0.9709077,1.1834942,-0.0459579
-0.6905503,-0.4975571,-0.016895384
0.8388789,0.99895346,0.09567873
-0.5784283,-0.73458254,0.10427582
0.98687553,0.8744878,0.039818063
-0.5608745,-0.61215335,-0.1356439
1.0467523,0.8468785,-0.07272606
-0.48424366,-0.5068371,-0.03915219
1.0245647,0.9665606,-0.04609818
-0.61802804,-0.37856686,-0.13913178
1.1378226,1.122182,0.0076049566
-0.537174,-0.51609737,0.10197806
1.1419169,1.278799,0.13745075
-0.3912828,-0.6505488,-0.08965098
1.0342327,1.0589039,-0.11623972
-0.3994063,-0.24355134,0.09471351
1.107545,1.1536866,0.14852047
-0.27821884,-0.34024066,-0.07638779
1.2427444,1.1079087,0.07542063
-0.24560602,-0.22053972,0.104093075
1.1050686,1.2448131,0.08739905
-0.111167714,-0.12373938,-0.09114077
1.2334619,1.1370093,0.06506862
-0.1310451,0.01219593,-0.031624675
1.0950502,1.0955242,-0.015053019
-0.083534986,-0.09419787,-0.039011285
1.0095916,1.0115557,0.08091152
0.0012235045,5.710125e-05,0.0955348
0.989233,0.99620485,-0.1297329
0.12278268,0.11225599,0.0858476
1.1175095,0.9246112,0.051157236
0.13936634,-0.0012188405,-0.09590482
1.0061992,1.2440512,-0.07599158
0.10496869,0.1834975,-0.068441235
1.120431,0.9645726,0.14221615
0.10924844,0.06291773,-0.09576937
1.2397344,1.016252,-0.045688286
0.10464875,0.1874412,0.031033397
1.139918,1.2931222,-0.14660886
0.085832514,-0.038054205,-0.008750409
1.1426841,1.1501324,-0.13114856
0.00010687858,0.07903508,0.13499936
1.1605673,1.0945987,0.08243184
-0.009704433,-0.1459961,0.05016488
1.0691627,1.3004836,0.06937587
-0.0073870346,0.100299366,0.11680934
1.1147847,1.0670379,0.14987692
-0.10890915,-0.10451787,0.05777684
1.0247779,1.1484082,0.054251164
-0.105075665,-0.12156863,0.1350776
1.1064626,0.98267376,0.12879795
-0.14392948,-0.10616673,0.13735926
1.2038643,1.1556004,-0.06489662
-0.024657726,-0.19890669,0.068582386
1.0735941,1.2198402,0.07201649
0.1098108,-0.16002154,-0.11900188
1.0792007,1.0339851,-0.07610418
