A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y
-0.6368253,-0.5235238,-0.3054368,-0.014673346,-0.8861431,-0.6838383,-0.3774261,-0.40189025,0.31588376,-1.439743,-1.1876444,-0.41128454,-0.265378,-0.8444684,0.9683378,-0.9863044,-0.62578446,-0.3700102,-0.49817777,-1.4272324,-0.58708906,-0.45770058,0.5908433,-1.0427351,-2.072256
-1.7906127,-1.052638,-1.0739424,-1.0349964,-1.0912269,-1.3660928,-1.5295597,-1.184766,-0.5626664,-0.5284689,-1.5999331,-0.9809319,-1.071286,-0.4786245,-1.6239374,-1.1872891,-0.71787345,-0.78389686,-0.73210466,-1.059383,-1.5220664,-0.6446722,-2.7017608,-1.5718819,-1.4915588
-0.031642243,0.10636327,-0.27968857,-1.1233793,0.0027788812,0.41644192,0.20710358,-0.22063738,-0.29326153,0.10159127,-0.27639723,-0.3673591,-0.78849936,-0.3372086,-0.71469396,0.17461398,0.19789323,-1.0903379,-0.84296787,0.0259878,-0.46435538,-0.019750128,-0.16137159,0.08392984,-0.24806465
0.12629347,-0.26004514,0.007282158,0.6013071,-0.16207856,-0.31825048,-0.021100929,0.671951,-1.285252,0.39045924,0.64368874,0.21482606,-0.35180053,-0.25381413,1.3944267,0.30518916,0.41895416,0.60698265,0.44450578,0.87070477,0.87831366,1.5939542,1.1367102,0.19541346,0.53189135
0.23804398,-0.10472265,0.27960685,-0.10357203,0.22566134,0.6990807,0.34697026,-0.07331153,0.14924811,-0.25251383,0.31142378,0.46561727,0.5176078,-0.33181983,-1.0051309,0.49063146,0.016111972,0.5116167,0.92778474,0.9672773,0.7173409,0.79506165,0.1224665,0.028236734,0.015731439
-1.6094068,-0.260074,-0.44684365,0.0023694923,-0.29384947,-0.8044186,0.061797597,-0.9174911,-0.8298693,-0.14882483,-0.16149062,0.114767455,-0.53606695,-0.027680006,0.6884835,-0.79265094,-1.4850843,-0.7371977,-0.6079372,-0.0898494,-1.2391083,-0.94182175,0.010120828,-0.76291525,-0.658054
-0.093376994,0.14927335,-0.3298937,-1.2820706,-0.53113985,0.3825402,0.118655756,-0.582593,-0.4279775,-0.5253814,0.86508155,0.14703164,0.1635226,-0.2037262,-0.3997477,0.30600613,0.67215484,0.44094932,-0.29778105,0.6790549,0.48988843,0.14487287,0.4575846,0.45364398,-0.6625735
0.36774448,0.46518984,0.8212499,-0.1832225,0.34555092,-0.36680365,-0.3008848,-0.25540298,0.37270224,-0.029337399,0.07214774,-0.18023053,-0.20983097,0.2811218,1.096994,-0.3023817,-0.47393003,-0.34024385,0.95804715,0.40811527,0.54631555,0.9294007,1.4908153,0.33776712,0.16871841
0.31355727,0.08963423,0.33440185,0.39273524,-0.066698186,-0.38506022,0.9945711,0.30732986,0.038794275,0.04875667,-0.5863478,1.0119909,0.25601742,0.16038637,1.1624547,0.98555374,0.20340465,0.784661,-0.25501525,-0.069435865,0.60004646,0.36628187,0.6904024,0.20910543,0.36083716
0.70802414,0.035659835,0.5917108,0.40383562,0.2679456,0.5632015,-0.08882683,0.054484505,1.0407941,-0.28422794,1.1821902,-0.26587936,0.4842219,0.22787961,1.4335711,0.33239096,0.78416145,0.53719896,0.44891888,1.7647865,0.4872265,0.16033046,0.6754209,0.7778276,0.5244069
0.23342168,0.8512128,-0.034415986,0.54669064,0.43793392,0.03492943,0.0020286357,0.8587802,0.35316157,0.05692641,0.91086096,0.3869118,1.0427798,0.7331682,1.5979092,0.96419334,1.3735029,0.61289626,0.8854518,0.48233005,1.2955205,1.291562,1.7146734,0.9858585,0.5446726
-0.5096118,0.30509537,0.240338,-0.14095084,0.69227797,0.06733246,1.4949687,0.44832554,0.016148042,-0.21775904,0.86582094,1.2391782,-0.12964667,0.18299833,0.8315441,0.44677275,0.002979067,0.072741084,0.048922587,0.57980967,0.71365815,0.5310131,1.0891544,0.557544,0.6987092
-1.910717,-1.1467686,-0.4531035,-1.6536353,-0.93100274,-1.70322,-0.54220057,-0.65035856,-1.2224785,-0.95867336,-1.429218,-0.4090789,-1.2683896,-1.3546534,-1.3116134,-1.8734066,-0.17979228,-1.033193,-0.6460429,-1.3684535,-1.6871114,-1.2278167,-1.6815115,-1.435577,-1.281241
-1.910717,-1.1467686,-0.4531035,-1.6536353,-0.93100274,-1.70322,-0.54220057,-0.65035856,-1.2224785,-0.95867336,-1.429218,-0.4090789,-1.2683896,-1.3546534,-1.3116134,-1.8734066,-0.17979228,-1.033193,-0.6460429,-1.3684535,-1.6871114,-1.2278167,-1.6815115,-1.435577,-1.281241
-2.102311,-1.3287374,-0.56653666,-1.916948,-1.1143241,-1.8920834,-0.8047198,-0.8380787,-1.4026961,-1.0755891,-1.680406,-0.72260576,-1.4203936,-1.5647635,-1.7110686,-2.1331108,-0.20677587,-1.200321,-0.74525565,-1.6023155,-1.9898607,-1.4665554,-1.9686464,-1.7209842,-1.5195127
-2.1284397,-1.3513494,-0.585089,-1.9627255,-1.1349324,-1.9121976,-0.83855116,-0.8701553,-1.4289223,-1.0940404,-1.707707,-0.78222686,-1.4406863,-1.5933415,-1.7852961,-2.1621034,-0.21075796,-1.2255696,-0.75927585,-1.6303884,-2.0280437,-1.4989368,-1.9983821,-1.7618527,-1.5481879
-2.1320016,-1.354161,-0.58812606,-1.9706843,-1.1372498,-1.9143384,-0.8429084,-0.87563604,-1.4327348,-1.0969548,-1.7106719,-0.79354185,-1.4433933,-1.5972333,-1.7990891,-2.1653407,-0.21134588,-1.2293786,-0.76125425,-1.6337591,-2.032859,-1.5033318,-2.0014606,-1.7677068,-1.5516361
-2.1324866,-1.3545091,-0.58862025,-1.9720694,-1.1375132,-1.9145674,-0.8434675,-0.8765721,-1.4332902,-1.0974112,-1.7109965,-0.7956916,-1.4437577,-1.5977582,-1.80165,-2.1657012,-0.21143065,-1.2299557,-0.7615338,-1.6341631,-2.0334687,-1.5039252,-2.0017834,-1.7685436,-1.5520545
-2.1325517,-1.3545524,-0.58870137,-1.9723092,-1.137542,-1.9145908,-0.8435414,-0.87673074,-1.4333732,-1.0974851,-1.7110326,-0.7960992,-1.4438063,-1.5978303,-1.802128,-2.1657426,-0.21144328,-1.2300459,-0.76157165,-1.6342118,-2.033548,-1.5040082,-2.0018141,-1.7686627,-1.5521014
-2.1325643,-1.3545578,-0.588714,-1.9723489,-1.1375456,-1.9145962,-0.84355223,-0.8767596,-1.4333841,-1.097494,-1.7110398,-0.79617494,-1.4438118,-1.5978394,-1.8022163,-2.1657481,-0.21144688,-1.2300566,-0.76157886,-1.6342173,-2.033557,-1.5040171,-2.0018196,-1.7686789,-1.5521086
-2.1325643,-1.3545578,-0.5887158,-1.972358,-1.1375456,-1.914598,-0.84355223,-0.876765,-1.4333876,-1.097494,-1.7110398,-0.79619116,-1.4438118,-1.5978411,-1.8022325,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040207,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.9145962,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961948,-1.4438118,-1.5978411,-1.8022343,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.914598,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.9145962,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.914598,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.9145962,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.914598,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.9145962,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.914598,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.9145962,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.914598,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.9145962,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.1325643,-1.3545578,-0.5887158,-1.9723598,-1.1375456,-1.914598,-0.84355223,-0.8767668,-1.4333876,-1.097494,-1.7110398,-0.7961966,-1.4438118,-1.5978411,-1.802238,-2.1657481,-0.21144688,-1.2300566,-0.7615807,-1.6342208,-2.033557,-1.5040226,-2.0018213,-1.7686807,-1.5521104
-2.051765,-1.2752049,-1.0408847,-0.91288865,-0.8141303,-2.0079243,-1.5161563,-1.053758,-1.018785,-1.4645481,-1.549068,-1.6639583,-1.5820138,-1.3283353,-1.9922557,-1.526492,-2.2674227,-0.8777894,-0.58173996,-1.6137947,-1.4410921,-1.4884441,-1.6796665,-1.7462581,-1.8356906
-1.2457324,-0.7100139,0.26019424,-0.34117445,-0.10534666,-1.0003517,-0.18749313,-0.19314882,0.070888914,-0.62953746,0.14093408,0.24832919,0.4123426,-0.25570777,0.13198163,0.0888894,-0.2939126,-0.38313952,-0.7025259,0.23237927,-0.51992947,-0.6892992,-0.8444233,0.33212405,-0.012072735
0.4899299,0.38604975,0.65974873,-0.88410515,0.49992839,0.29313654,-0.57519877,0.6460802,0.38109562,0.18852778,1.0258812,-0.42975572,0.48948625,-0.30603915,1.2632077,1.0475608,1.2655774,-0.10426457,-0.7128941,-0.09430578,0.19588776,0.007006226,0.7478034,-0.06710397,-0.9978214
