A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK
42.559494,39.675385,23.856262,31.968863,25.590012,50.41557,47.003204,19.447952,36.68444,46.909996,36.10606,56.884544,46.778778,74.85894,34.341286,29.218296,42.43904,65.61132,71.696556,34.50655,38.639854,57.89509,38.301796,44.36949,20.207895,58.097588,40.58736,45.5146,60.23261,35.68907,41.77612,10.949429,31.146822,45.25789,66.98805,41.807487
43.134155,57.87278,50.285915,45.747597,33.572838,53.68114,36.219734,20.579018,41.776894,46.572086,36.982983,39.536484,43.692986,80.475845,31.007029,40.75797,45.571487,70.67719,63.292866,57.68986,47.754192,61.24488,47.679073,41.6222,21.690298,55.215878,39.531464,43.75248,51.022926,27.316847,25.15185,15.818043,24.463818,43.36618,71.20548,44.271305
54.775238,44.016907,43.31055,45.526485,44.998585,41.2994,68.76134,33.26663,59.586098,38.81254,60.60543,39.25466,35.940426,68.186455,11.27429,40.029015,45.72041,91.26201,19.62072,97.6974,14.252007,63.496346,70.010956,40.393307,0.94646835,50.770782,37.371666,27.640026,34.256355,19.234005,30.06004,28.683132,32.86412,34.534637,58.944435,43.012985
28.690386,42.574547,53.675606,48.84184,37.976265,25.957058,74.63122,22.330437,55.511528,73.730156,82.64296,12.299218,72.224174,80.04167,20.584356,49.42345,51.572155,94.5947,25.81387,71.37512,78.31358,87.880455,79.75699,46.077328,5.0878744,46.877724,30.461504,22.138563,34.565975,25.937033,26.806767,10.218687,29.118883,39.719822,65.436356,21.719852
25.778873,35.435062,45.90081,36.892555,50.264347,35.258934,69.22505,-29.597809,56.229057,69.027695,60.176903,50.05872,59.00817,79.20499,24.968376,39.18192,82.819046,97.54941,57.381634,49.786163,70.73049,74.286835,71.58156,45.54455,25.861774,41.051624,5.4285545,22.653345,33.220436,25.71907,20.238632,17.20691,29.350893,51.538734,61.83199,22.348705
36.820354,31.838596,55.67282,47.370163,67.34759,45.89313,45.933907,21.90858,92.7703,61.354965,72.60847,78.809975,125.67656,80.97808,37.301743,45.69513,84.57612,86.5948,52.665726,45.502777,69.68917,68.3986,88.25796,22.203342,23.02974,37.916283,40.983704,24.177149,1.6618919,29.83213,17.335102,6.044718,-1.296608,44.1452,64.76519,30.294672
42.29136,42.49783,62.799873,53.86845,60.52701,44.227047,57.854843,-2.873277,68.938484,101.226616,84.90234,99.270966,85.832726,97.66778,-9.265881,59.06936,88.344894,129.24304,59.060146,41.182808,99.76656,64.11716,71.25104,19.708015,32.93372,2.7344885,28.53793,23.492744,-127.181526,14.368644,30.435356,14.301817,24.785202,36.03421,73.718155,18.022087
46.354362,31.07244,64.87898,52.16996,74.565315,57.16143,50.82053,-4.973835,28.911089,90.82907,77.686066,73.64512,70.45353,82.433,48.704147,32.227654,94.947205,111.348465,59.048813,30.727657,72.68724,60.95373,78.02589,17.41609,26.920647,15.692171,11.460558,14.685589,10.893446,14.423187,28.19068,-1.9011059,16.923763,42.899235,82.4495,34.43561
47.22514,55.059082,24.131908,25.558159,72.44405,27.151947,29.363888,-8.631101,45.76517,54.54424,49.14874,47.250576,100.71672,81.265274,18.700903,31.059555,84.565445,89.17548,67.594475,47.418106,41.04528,61.09179,67.91562,4.546837,9.564831,23.928528,12.773249,22.024559,29.712868,10.833672,27.533297,21.793194,18.565323,29.050161,87.60029,31.434223
29.508858,10.558693,22.16784,20.068804,63.19986,8.141744,45.73126,30.13478,80.20898,70.18968,38.936134,52.605145,88.05166,62.76037,13.583776,17.405464,72.267815,117.00416,28.598585,82.6173,35.248173,37.5435,97.99036,16.255074,10.771752,25.426334,24.366516,22.153233,31.07392,11.439106,20.944464,35.329765,18.442589,40.726295,109.890526,22.50512
7.8226748,2.4320836,36.418755,17.71387,45.828403,4.745167,62.783936,26.468052,89.03552,80.93314,71.96693,41.54815,41.838932,53.238464,28.389008,38.069195,61.208904,139.83311,11.603176,82.4755,36.67448,23.44748,70.02183,-9.506617,14.647728,7.8332615,33.890488,25.032959,24.952513,19.800522,55.106365,17.925102,27.438686,8.65303,129.9714,34.44748
12.754278,14.032194,26.29157,21.5895,19.034643,35.73578,47.112717,14.799588,79.05376,84.360756,94.04758,17.396837,53.903755,48.65088,36.74755,49.881092,83.718506,99.19417,17.101566,84.553894,85.65671,47.542973,74.53835,13.133252,14.322847,10.964767,9.419823,22.22947,34.115635,21.775759,29.250706,20.272087,28.907291,-8.2874565,145.80426,69.877716
-0.40416622,25.35617,32.28289,7.832013,45.773067,46.63038,71.5047,75.250275,52.415173,81.12154,84.23161,22.941425,26.852865,64.848976,26.2166,56.31972,66.2859,113.27146,43.350845,63.965496,74.44628,86.51294,70.63777,20.635057,16.345928,23.352106,-6.5926485,29.973387,34.92421,22.604906,39.66257,8.034896,15.844711,10.363367,97.06218,56.450424
-24.439465,54.813538,41.606445,11.682204,47.54561,52.032974,78.96647,78.52641,40.947628,64.92359,67.781975,35.72937,58.048035,66.17388,50.926945,40.74745,64.06667,84.89199,51.570595,41.23303,65.67548,68.19036,83.989365,29.626997,8.643041,33.000153,26.145473,38.165974,40.835613,24.986029,35.162918,14.547825,36.59063,32.660774,71.429596,63.422737
16.610188,58.299488,32.43019,34.573578,64.69218,55.374504,103.26375,74.97001,34.154408,30.276873,65.65885,22.034851,58.88267,67.42681,47.14406,24.936113,94.77241,92.897415,62.282837,25.565277,50.911705,63.884857,95.00103,41.36455,2.462225,34.284058,24.055748,31.250187,42.492188,31.603151,49.00633,-1.767971,-22.482338,37.41014,68.32561,21.321457
35.45928,36.85475,23.911995,42.994785,63.79013,52.781925,82.85458,88.80553,18.19191,45.025948,36.6557,44.648655,51.93627,73.24966,7.803673,33.165146,76.98405,78.688255,26.33995,30.56876,41.305363,67.300995,104.52644,43.307697,5.565503,-0.8093586,24.020449,31.553503,6.98748,34.633884,50.305195,13.785227,42.393703,36.423355,51.31504,34.95636
31.44051,17.527794,47.32475,23.26868,58.400948,45.927,37.492836,78.97528,35.951252,44.22379,43.33574,21.620867,45.828484,91.60841,46.60854,19.910702,26.247978,62.08252,26.952602,17.670057,19.119102,94.34935,79.69531,58.964314,26.290287,32.924202,13.360798,14.783983,23.509766,28.68966,83.674446,23.861256,23.602283,19.658588,52.880554,20.19951
48.585587,50.979156,31.064724,30.323488,63.86796,34.31196,57.705444,62.61324,56.182167,47.73771,38.4774,64.02198,68.60428,73.39984,44.768772,42.455734,18.890562,68.33391,55.647167,3.3074074,41.448112,86.42976,62.2386,62.966408,32.55141,59.097824,26.357265,17.668022,53.17584,36.596333,81.5718,15.176306,12.554302,30.969189,25.53742,29.628212
47.89066,38.64099,47.113903,48.592808,47.02945,46.36327,71.941185,39.843517,52.497543,67.76591,64.025024,58.539207,74.47521,82.74979,60.84748,35.619827,1.703907,68.457115,49.90737,41.63037,60.511414,90.67652,46.989185,67.833336,27.909073,33.469902,42.08053,19.332237,62.59786,41.386986,75.16097,9.396713,13.058193,31.732918,30.805841,27.795496
53.041565,61.00575,74.30234,39.92987,34.779903,59.599937,62.301754,57.333694,58.608006,61.768993,51.59406,70.40355,56.74813,56.291145,53.04647,31.75721,24.935183,63.512386,7.6825523,48.630642,46.127663,90.49881,61.089092,58.575134,33.236942,31.858738,43.003372,26.11664,52.676266,58.039177,49.099422,11.907797,8.86631,39.526604,36.894794,19.688314
55.23132,62.25036,80.24103,28.97781,35.54075,62.745472,55.37512,121.1152,63.55838,69.50266,68.23484,64.26693,88.45,58.91633,70.39598,39.387383,20.121738,68.64244,52.85261,42.6297,58.58159,73.83016,66.06506,66.593796,45.132057,30.289362,37.820206,20.931192,84.872536,50.093216,80.84117,16.68158,27.860418,21.511974,47.439396,16.895401
46.170235,75.05241,79.07707,45.02552,34.399315,45.984497,77.88181,85.990395,54.24888,84.690056,62.447,79.983215,80.09422,57.482075,87.03134,47.207325,20.391005,77.825226,61.30831,38.34711,72.172485,52.41051,71.27725,63.935062,58.049934,43.395588,18.285315,10.865647,124.61371,43.44164,66.39419,8.2971115,36.57375,36.83694,36.34668,26.834034
47.357246,61.43929,58.23135,74.42378,31.729744,45.952415,68.62968,92.98213,48.64567,72.05184,52.175465,63.467888,57.011616,69.89281,87.99688,59.627834,-2.1675968,55.22227,60.782963,46.70896,55.090363,92.382965,64.00774,77.13344,56.690807,27.938059,25.629505,17.687428,121.67739,56.180187,67.891655,5.8237953,20.415794,45.268253,38.9714,21.870193
57.764652,58.438156,55.56005,10.958023,25.899206,51.54178,71.59352,104.374466,66.92674,46.70239,48.893726,59.181423,78.42672,98.832695,87.648346,48.815968,26.145355,24.157543,12.599167,74.64475,61.14337,67.159454,67.85704,85.09114,68.12579,26.273628,37.390312,7.9021153,82.07229,55.55991,61.197433,17.223005,31.591993,44.319607,55.51875,24.223095
67.90554,52.055073,56.15532,21.77739,43.747147,48.03485,60.331894,94.7632,62.74563,65.96798,63.38778,56.175922,80.14716,86.52411,71.695885,44.86786,16.566301,28.618023,36.849884,95.964554,84.9902,43.19032,83.00636,77.5742,65.89491,-34.60015,37.099457,37.560547,68.98907,65.40538,110.79167,7.647323,40.95855,49.505688,37.735806,36.294292
59.788708,50.38108,56.947697,-2.4056244,52.662537,41.48339,58.5229,74.525764,72.87187,80.919075,63.45024,58.43097,53.759464,48.55286,92.21911,40.237305,17.963186,40.40433,22.890156,84.06428,79.31701,30.651627,106.820076,72.52976,47.739143,16.102268,34.801804,27.28203,83.645226,66.55773,98.89623,35.83325,31.831947,40.268074,41.548843,64.97638
61.63913,43.565907,56.676727,21.073315,41.54554,54.789467,44.349735,62.68625,67.784615,82.64109,68.78307,48.029217,55.80418,62.980835,104.0296,17.785337,-10.073231,23.000393,59.693363,73.75479,74.6453,7.774578,76.61046,96.65899,61.623646,17.955162,24.775217,32.07675,89.85005,77.63509,141.09164,28.210354,30.122316,31.184021,44.456387,59.3985
57.923897,55.48669,44.616913,34.136833,40.951355,40.8298,46.630936,63.350124,66.16641,72.616875,72.70473,71.588486,50.9942,53.457844,74.97114,20.407951,4.9783993,36.459206,12.934063,69.33792,34.778446,54.429436,77.81367,66.611534,66.52007,46.57981,39.07765,23.89204,101.888954,84.16763,99.7568,37.53765,19.651264,37.643326,32.191395,81.28461
54.698975,54.173286,49.582096,43.22698,23.645918,44.657608,50.836273,33.658287,71.190445,71.148,69.86431,51.856102,74.15094,76.69053,88.1467,47.33731,27.147524,41.065804,38.054226,83.2351,66.68439,70.91158,54.712395,72.06827,46.355316,47.52659,53.25776,19.626495,81.7814,52.50434,141.28592,38.900173,14.53914,40.72847,30.156525,83.25477
62.117924,33.5904,54.32281,42.927944,43.2946,50.290833,43.524155,36.353355,83.90678,78.3032,62.459557,68.8583,76.21288,64.08397,88.3647,44.18234,66.450676,54.580578,47.769176,74.05536,86.09861,54.16664,79.70206,61.145386,45.121243,29.750778,54.306767,37.931126,88.0482,44.892166,106.884796,34.819817,14.097824,41.896297,28.999664,56.351654
60.714046,38.06897,52.053257,72.61312,57.235634,58.420753,74.47081,35.599625,70.231285,87.30492,97.00033,63.33884,34.946304,71.96741,66.66048,63.411907,45.686466,89.39285,51.09002,68.35036,92.85497,70.982445,108.139336,73.68114,64.512726,38.79524,49.70974,53.02566,-47.99138,43.567776,87.017654,45.1357,16.499685,38.826668,35.29903,50.510746
60.476578,57.928097,61.999256,69.19363,52.081783,49.24164,72.38718,34.51762,49.86264,89.04688,83.11167,48.301662,65.546234,55.113247,70.178085,61.25674,52.705803,60.32438,61.080704,35.411053,69.18724,81.90718,85.04901,74.59295,54.60537,45.595734,70.31615,66.170166,22.251162,51.47324,89.960266,64.923386,35.39433,44.396935,60.62461,86.517525
56.932434,49.42377,71.06296,78.41232,49.19932,59.759743,41.027527,17.602318,49.98458,74.69264,50.92751,62.697735,55.585655,68.49122,75.90058,69.64796,56.542645,64.34085,41.9179,46.93465,58.77406,69.98042,68.82439,79.54056,50.512737,40.34785,71.88904,54.36421,50.588066,57.375587,64.70707,58.954372,5.219803,57.81975,60.931423,73.569786
51.859844,56.676414,74.395134,56.086792,44.932358,59.60855,73.07534,36.596275,35.730843,59.15702,56.956844,74.30523,77.36588,76.29467,71.539444,61.69354,49.906105,72.18195,25.237461,81.124,58.33808,55.870586,79.102554,54.718628,48.731426,30.28709,45.198936,55.540775,72.92074,56.411156,113.78223,62.664043,9.10022,50.779953,67.035385,80.85559
54.797104,55.768757,61.222717,76.68527,41.354576,58.816753,54.999626,40.73669,55.821827,63.342594,44.52391,60.540447,51.2432,74.51106,85.54792,45.72583,39.695198,67.86396,82.955795,64.36312,64.52042,44.114536,42.60264,57.516823,46.52922,56.49095,45.255817,52.88709,46.93442,58.249817,104.64262,60.52362,24.55376,41.854656,75.307434,92.92575
63.196808,56.029167,104.137024,60.42982,41.49516,59.70922,35.99875,51.516773,60.75902,64.57833,67.90919,44.551624,54.268272,58.893993,96.459175,28.38543,47.43007,70.30141,35.119213,54.986073,68.2526,40.784832,79.367836,69.80041,38.56725,31.029394,49.772533,61.529335,61.77369,65.55554,73.68026,49.24936,18.26441,44.53273,79.83322,84.54944
49.82764,91.42895,90.6855,112.51721,62.680355,56.632687,60.306355,39.568283,65.9219,65.73361,62.653904,61.100716,52.441353,61.40284,77.26576,53.729126,38.89281,68.785385,51.915894,72.89868,77.52996,35.707165,69.154854,63.559105,60.104725,35.582985,61.97226,56.415104,71.821205,64.41209,32.98139,58.861248,26.70017,61.941597,78.72054,77.66508
65.26595,57.17868,68.20631,73.33429,63.72491,52.640064,59.39081,48.914043,74.32444,68.84304,66.21563,50.886547,49.611187,53.70011,83.33136,54.44403,55.52181,64.93845,42.455933,64.92939,75.39298,39.871872,83.45708,72.824005,62.41319,61.659428,75.38226,62.867386,72.21482,71.17209,26.70921,58.193245,35.35035,72.23782,74.73264,64.26638
42.073853,55.870014,67.01646,57.458763,57.217564,65.00021,55.43846,63.148037,73.03905,69.30332,71.0376,65.506805,36.416718,50.908016,77.82277,47.920593,63.140118,59.32138,23.174358,62.0141,72.47257,48.645863,79.48419,71.839745,56.591965,77.84421,78.45409,50.827812,74.65436,67.44423,43.645123,107.79456,28.988573,74.9529,46.618317,65.43128
35.758698,50.461143,63.738243,57.876957,65.68265,90.03732,60.271828,51.196514,67.79877,63.63054,74.06718,51.48645,61.226387,62.754765,69.934265,60.919834,44.57071,55.526,26.070406,63.282566,58.10827,73.292206,100.70548,74.23809,52.944416,81.71139,77.21778,64.870926,70.84729,65.1844,62.43493,89.36511,20.095568,47.198215,46.966568,68.68066
51.99001,56.04238,72.24085,59.25196,69.50709,76.24101,65.038704,51.205944,70.9487,73.627075,30.023098,61.687958,66.35449,73.541695,67.76396,58.80337,32.195904,49.01587,9.746433,-33.747124,68.62897,92.29659,64.35542,79.95711,46.365505,61.36105,74.83485,81.25306,65.67923,68.805115,95.38543,78.2085,21.55934,66.12057,55.329056,67.85886
59.365055,61.13323,88.97583,59.96955,63.681942,88.428474,55.47612,59.379868,59.458836,77.48987,70.24099,55.27807,63.356655,86.080444,88.446045,44.83458,16.81908,46.829956,32.3684,64.44649,50.025574,67.31951,66.96377,80.79504,51.228855,40.963852,65.83802,87.45862,109.9712,74.29386,130.32889,85.931625,5.898548,42.712524,52.352146,64.91478
72.76487,53.2477,100.92642,69.42663,55.914055,53.037437,61.606636,64.9619,79.41643,63.891018,69.08389,48.359386,64.73206,90.53482,90.78006,49.179554,29.906609,65.84946,4.9861526,66.051414,82.97513,64.10682,92.55705,78.64062,62.596233,29.447495,61.603695,78.96772,114.90174,83.86408,106.39219,78.82125,33.84053,44.08865,44.056396,95.674835
83.70969,64.48685,81.86884,78.36101,79.43964,47.92952,77.60563,3.216362,85.55475,62.47473,87.52364,46.003586,70.59858,86.12988,84.93179,50.867626,18.89468,66.00293,46.75695,59.3892,74.13362,80.40523,70.77755,85.83829,76.88218,66.04198,71.58493,84.67452,145.04362,94.28598,158.94904,69.10553,37.708736,40.941776,62.785946,85.61956
82.36267,63.684044,72.04521,62.057365,62.62654,75.617294,91.49121,49.691277,72.31258,83.46375,75.43298,69.39324,72.18102,76.032005,92.80481,47.37953,47.228443,54.975555,54.241707,83.52593,85.381996,82.827354,47.637264,90.047585,83.2167,56.65451,68.89404,86.51205,169.8573,63.856495,129.61331,53.453262,33.408485,43.84902,54.23156,75.07494
78.16784,36.321213,81.22535,56.665127,71.93471,66.87134,85.65942,51.379208,85.24904,82.38512,87.108,62.23008,89.33604,82.17928,99.114456,47.767174,23.5019,61.37296,19.74482,81.85148,85.24764,87.99844,49.01445,75.529465,79.42378,57.644836,56.508907,84.007385,142.3957,93.171616,110.00591,55.70377,37.73842,57.671867,71.500404,68.40917
89.46146,53.177643,85.341034,56.122562,61.660736,74.67551,47.50318,42.91182,70.734314,83.308556,59.72631,76.73513,72.453125,74.81688,114.54956,51.80789,38.240074,53.911507,15.941818,99.0666,93.63171,73.57486,48.393417,74.74381,75.722084,61.5831,63.72721,89.29742,176.51437,109.422745,148.1836,58.738075,23.116817,44.090343,64.960396,64.12728
88.60743,72.06088,72.19388,90.545494,61.858482,73.7835,43.443462,35.127342,81.62373,77.11045,77.917694,70.26963,84.52591,83.7521,93.02442,29.490278,42.37877,91.64733,9.694675,77.74454,84.04688,60.346226,51.598633,60.11029,73.65937,28.74797,68.292015,87.25175,180.52924,98.605354,166.09865,74.51447,15.032168,55.68638,70.02369,71.77583
85.44933,49.44125,84.85513,114.65068,88.4549,69.784485,40.983696,93.01716,83.334785,83.96822,74.87216,61.403152,85.18593,76.84196,74.86989,45.43222,72.4907,86.450645,58.394024,195.0357,84.56601,70.4363,64.27806,37.174652,83.00598,-28.402946,52.787266,74.93845,168.27411,60.94135,171.31567,75.21952,25.03634,21.5562,62.261433,60.79779
72.20566,50.718773,72.14582,102.43091,95.38401,70.18441,42.25831,101.38542,113.06633,124.65724,104.58925,54.104683,66.41817,82.12007,70.58182,69.883575,71.50344,119.09538,23.134506,118.989296,107.051865,65.46159,76.58996,22.868193,64.55043,29.546211,62.183,58.473553,133.84254,21.537231,118.82597,77.47923,16.835737,41.41269,49.28042,75.848854
49.389584,55.636692,75.42262,86.57785,68.491714,42.00933,59.849743,81.169106,69.13499,112.0246,101.968834,42.48029,58.89464,72.57633,62.32282,70.151535,66.767365,111.25185,44.754158,57.66044,91.117096,56.143257,82.73199,10.877241,49.475624,58.855,58.80474,48.486893,99.89216,44.05491,88.65379,69.43018,19.856121,35.69134,50.148224,64.553894
42.283558,40.060684,73.218895,73.03412,70.821335,59.949223,54.80817,84.292854,55.043457,72.02067,85.80686,51.904083,73.262276,73.28261,61.60557,79.413414,47.83299,82.466545,26.779196,59.624817,76.2847,68.81004,100.372505,35.44182,51.278206,22.930836,41.187748,74.116,92.84067,40.978573,72.58647,65.109764,32.27975,27.82541,51.00629,77.28464
48.322987,54.413937,99.498505,70.964485,72.48688,60.41714,65.9815,85.05329,57.098495,69.509026,59.946373,47.121925,78.42498,83.37772,51.664833,55.860657,56.764946,91.15769,53.81552,32.77446,66.44674,46.584164,83.13988,37.16505,-6.5241165,40.446526,47.334904,58.06647,88.76746,61.47821,79.2388,71.26231,55.49335,32.18771,69.33842,78.30955
57.06549,49.88442,80.73533,92.52588,81.21014,64.018745,42.894985,54.488033,56.72865,74.34796,63.89262,45.494507,57.6623,75.429985,66.005035,91.44855,67.09843,86.60476,17.83862,52.628048,65.26913,28.058792,58.357025,83.98352,42.605694,42.13128,59.55231,60.91616,72.337074,55.154217,73.35319,67.12247,41.694305,44.46325,67.38139,71.696465
55.79455,58.14467,75.59261,76.655334,65.61575,49.57916,4.926956,67.40219,54.05053,67.269905,68.521614,57.86172,55.089245,71.37009,70.397446,66.334,90.92831,101.53967,42.623184,57.42238,61.746014,70.17526,55.28107,86.33578,45.696968,46.38732,51.14814,51.09292,71.033295,71.56796,112.05058,48.810486,36.353,33.202003,65.94785,45.875076
61.68093,68.43562,57.68623,80.617905,55.863132,18.300724,19.416908,49.15471,46.167164,65.39287,57.98637,43.277752,63.04087,61.934395,71.66174,98.25663,87.61677,91.934105,66.02334,40.82639,65.028275,55.029415,61.766212,94.189095,37.49965,59.760506,50.607056,65.75778,83.55826,67.438965,95.788536,53.062386,35.101517,54.293804,75.91065,70.950714
60.751976,76.31355,49.24479,68.06447,68.25923,28.674255,46.199097,52.264233,29.6375,53.66898,63.9222,44.55892,58.881115,69.72328,57.323666,60.3061,69.43785,84.21513,83.097046,53.049313,55.92304,51.52093,76.19824,71.289925,14.027418,38.29351,47.71599,58.574574,75.53441,70.80701,93.05206,63.504326,46.577118,59.308754,75.086845,75.0998
47.642395,55.63512,52.83509,59.665115,46.39716,17.633595,57.050713,45.619316,54.314144,55.421986,50.586792,50.140915,57.637768,72.25408,70.495895,49.28815,54.681087,97.06127,86.49918,48.632126,60.347244,63.42686,78.537415,80.66821,26.012936,25.721584,39.96945,58.278137,93.180626,60.10833,97.275345,52.75148,43.502834,60.687393,67.34491,64.016014
61.610676,43.472317,29.778215,49.541294,34.872925,36.874798,47.78646,32.63212,80.448654,51.157066,63.437386,50.465343,46.059017,71.022865,56.672775,51.28567,58.946644,112.592834,62.36154,20.790386,60.673794,68.763,84.0199,77.21558,18.328262,51.08918,42.26576,27.399202,93.21303,82.30231,92.30051,57.694134,44.625076,85.719055,60.26224,71.05266
71.57927,36.91172,37.400322,44.441254,25.847185,43.051945,47.742126,7.6647625,47.13604,70.66275,76.889984,26.293533,24.537374,76.76984,65.17182,57.29127,86.7099,80.979126,62.972878,43.539017,56.234535,39.930893,77.547714,74.70025,40.09735,39.132,39.59017,26.026966,95.9922,62.52249,86.55393,41.749607,22.050692,75.999985,63.308235,57.018463
63.325268,25.052725,42.181976,31.169292,12.267008,41.11039,38.114796,22.765953,35.289894,58.81057,63.004597,39.101658,17.645134,49.854702,59.316845,40.05518,70.709496,77.3119,53.66067,34.346054,67.756775,35.065502,60.621864,68.38583,40.563995,48.5913,46.124435,34.143383,79.7762,65.221466,32.749622,47.91264,23.202215,64.760704,67.741165,43.14297
47.107197,34.127014,51.327606,12.776266,19.585842,16.020977,64.15481,32.94223,35.249634,49.215607,38.867477,27.140148,24.733114,48.27962,29.61405,43.175053,56.77625,66.41351,46.940018,38.881203,24.522812,57.918434,78.43801,51.968414,56.937553,46.11909,43.878212,35.550503,59.351913,63.613235,50.159798,34.783936,22.237085,65.487785,72.384735,38.82307
50.485035,34.362164,50.455982,21.018208,23.775555,37.71074,21.719818,34.124535,37.64661,42.902275,40.002895,52.620655,46.251556,51.832333,25.689117,27.608139,51.29188,64.45606,62.058014,50.642925,29.462572,68.6515,93.73399,48.56827,42.840584,52.83905,47.592392,49.42901,54.68896,64.07526,40.37561,44.738754,10.923704,71.44996,62.982483,20.463587
40.73286,37.4476,12.10524,64.40677,37.49027,15.827295,47.19904,37.16192,61.808968,48.967243,55.232468,56.93792,48.22422,62.32748,20.257965,37.354336,59.660637,58.97204,46.271133,56.433983,38.831974,68.52622,85.866554,45.75229,34.852276,59.627113,45.730385,49.678696,49.1358,57.60729,65.08211,32.721565,19.224741,87.56123,69.33771,21.158447
39.651505,36.411495,36.350246,49.710407,53.93565,18.350813,35.04257,2.5413818,55.10272,52.81833,76.836075,49.88704,60.905468,70.18934,40.363,42.561966,76.42235,64.18742,29.503475,50.553036,60.46927,57.769157,47.41617,25.975466,28.29336,38.34412,42.09177,44.202885,50.567345,28.31255,68.08731,26.526525,17.617195,78.03618,53.991734,25.354256
41.055122,19.361038,49.785313,38.759148,59.995827,22.217312,-13.094986,24.223024,53.97592,66.61092,70.87224,66.75261,49.00406,59.062675,42.70342,42.032738,26.702452,52.597755,65.45794,49.641644,55.24573,59.348267,42.14874,7.3577423,39.014053,32.363655,54.634014,24.645405,42.035088,31.347685,65.14723,25.533257,25.556318,55.96705,56.647446,18.815659
