A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK
51.305405,40.713406,34.413147,14.59235,29.261778,31.662579,28.274572,66.86465,27.794691,58.044434,41.548,26.772528,13.615844,30.018541,41.55967,32.711178,22.781948,34.592457,108.79792,21.47631,-0.07273674,31.57684,12.749487,26.174952,48.262707,-12.557009,22.33124,-0.56813765,10.729164,22.790844,12.325192,-16.347153,45.523994,55.75428,-11.6290655,63.155567
55.43167,48.31213,15.515602,9.493411,25.560617,34.174316,44.47467,127.96676,27.822523,67.895485,44.803856,17.838144,31.800411,32.987106,30.680029,37.002167,28.440775,39.807514,110.176544,-43.187218,10.927576,32.815334,5.183544,29.27983,34.12614,21.290596,18.183077,28.278976,13.598214,14.662785,14.065933,8.623643,44.790524,42.806927,18.616467,48.108864
-26.135773,42.82015,26.067663,16.487322,43.436577,31.257637,31.242823,117.18079,58.314213,61.62176,49.18442,26.645615,21.20423,72.21753,45.12162,68.58151,40.20437,75.17201,106.09632,34.893066,27.35408,44.043636,13.128099,40.456932,32.159702,67.05693,30.706043,41.739113,16.05177,-3.9265976,23.194893,10.976599,42.007347,8.711496,41.908154,72.58267
64.72241,31.012043,34.546913,24.986338,21.965189,40.725296,48.219025,104.9484,39.63904,66.28552,55.322544,39.257164,24.383026,65.25746,50.725792,63.564697,35.205135,64.14315,88.21737,33.992115,16.228748,56.396885,25.857159,31.294151,37.583054,62.700916,20.302181,20.235073,63.62695,9.510627,21.249846,-1.2315636,39.4324,19.999584,15.026603,157.18027
56.055832,44.49404,26.317152,26.287682,50.542183,39.816376,44.76612,92.0956,40.318928,37.62307,66.4515,48.38878,24.207363,58.92619,81.80919,60.67119,42.57681,49.410152,76.222374,26.807775,27.765257,56.51685,76.11354,18.46708,36.361588,43.22129,24.131554,43.28224,52.094288,-0.6850147,13.182324,8.047569,36.88253,20.782455,34.68663,135.84894
75.55834,42.593906,46.36841,44.033764,53.913006,43.252026,27.260046,82.28849,64.47119,21.302248,67.105385,44.573704,30.802511,52.43372,68.36618,60.587875,58.69926,50.629955,30.569878,32.369972,43.086006,49.246223,92.658775,14.276038,40.72348,46.791885,35.462875,21.793064,39.43123,0.94493294,10.580546,18.89347,12.533545,28.946863,42.366356,118.64626
91.531845,48.216187,47.316578,47.996914,54.000538,50.255775,35.186672,70.60375,59.660454,61.29402,76.934135,32.973953,43.373543,67.84315,63.541054,65.69866,43.64987,55.467106,50.27839,49.47776,44.654106,49.816208,56.874527,21.523787,31.49977,23.695644,34.085217,16.50473,34.99975,-10.999301,13.432843,8.850992,13.302547,70.368546,45.961266,147.69336
70.3268,33.240974,45.960598,46.841076,49.395615,44.671703,59.417767,83.68727,62.61527,71.894005,85.751816,44.875736,45.37986,66.92247,54.130127,57.82633,48.36307,56.86283,105.10414,24.242783,62.320774,30.93192,48.113453,29.977684,35.729454,51.566315,19.362968,23.421412,43.7212,7.1152873,18.918674,-13.7095995,13.446908,113.75615,31.244947,120.108215
59.94697,21.799635,46.152695,41.204285,113.18765,32.17885,59.50866,78.71277,54.832977,66.354965,69.85963,52.791336,36.117348,80.38084,64.09065,46.924446,53.596592,55.521587,74.86665,47.68078,58.542915,53.662357,38.268074,21.126493,33.166946,55.439297,41.93483,16.389349,64.66488,7.6890345,23.52606,16.513906,23.122469,123.59111,45.4351,99.14878
54.305283,29.520094,34.527554,21.355717,96.60804,35.16758,54.01567,62.85141,47.47137,64.1067,64.11115,57.79685,43.966476,82.472664,67.286995,36.269558,58.127254,37.945522,71.45502,37.26164,40.07198,48.606537,20.242815,17.46443,34.637302,43.7301,28.178284,-12.715107,60.568798,9.7953,13.283367,17.322773,33.92715,102.32816,53.88322,100.9461
41.036747,25.204594,22.794348,14.148249,84.49759,22.998531,34.060738,76.21512,37.55395,64.041046,51.070217,79.168335,49.558426,61.99452,52.013287,36.408,57.595303,29.53122,25.036045,38.410213,22.114773,43.714645,37.766037,27.494038,16.8051,38.531372,9.584759,16.761585,28.496475,24.800919,11.6962805,20.922314,47.669926,87.2446,64.44075,92.44147
22.806538,15.511392,24.585545,4.3832273,62.635895,28.699965,24.03025,61.91336,40.531826,64.40202,60.094894,59.079502,26.64614,60.39618,41.032227,18.133804,60.357666,16.62761,26.461788,37.761784,20.445286,51.152023,56.673145,19.023481,1.0498962,43.716923,4.9302635,23.705338,17.5262,43.483227,19.7352,6.6123695,46.35356,94.35721,60.77164,98.11512
24.70306,8.355526,21.070478,-3.0278797,33.68403,26.092632,29.08685,43.70819,38.54649,43.698143,96.198006,58.31675,14.93638,45.02396,32.36705,-25.57367,80.76681,30.729126,19.487165,24.307764,37.392952,47.338703,10.175282,54.342453,7.0868134,43.766518,18.131056,15.271651,16.74545,67.07628,11.923324,4.868625,35.852318,98.938934,37.713276,84.59776
18.640318,2.9511433,26.087803,-18.858162,32.567654,16.582668,33.88752,10.26959,21.955896,24.110266,102.521164,38.971752,7.989128,35.780968,12.370351,-2.0925512,52.791035,13.023846,49.98766,39.97326,3.680069,39.535553,20.06435,47.369293,-16.968105,45.01576,13.61071,24.602566,14.714085,43.42353,9.413582,27.489193,18.327362,79.111496,46.44384,60.613205
59.18367,1.4162779,35.744225,5.62889,57.12923,10.969471,29.651108,5.6536107,24.523434,26.423462,61.945755,21.730991,6.254189,38.41572,10.460109,-22.746782,53.80091,-9.862138,35.9164,-5.351465,12.135141,25.368214,29.310217,39.84483,16.168125,32.30608,8.872411,25.001274,25.109907,21.286018,8.030879,14.171333,-10.091793,57.04729,43.34013,35.20791
-40.5434,28.248344,25.16473,10.890081,28.785143,14.783548,31.761707,-3.8187666,39.15701,26.225637,55.496693,30.743816,12.368745,37.068867,14.483453,40.90845,50.422153,3.2608957,83.8922,20.53167,34.92828,33.930557,29.761229,46.567886,17.573833,23.97422,23.980314,4.844269,21.43301,12.989125,10.383048,11.831283,17.442211,64.392914,23.76844,33.24646
4.3397737,15.54973,-13.513794,30.739136,33.729023,18.821552,23.273241,3.2716856,44.058643,34.77954,43.97886,12.849366,15.108284,13.400344,14.791885,-2.4401245,48.51574,39.34166,85.52812,35.455074,39.17097,33.214684,21.212196,22.247768,19.96154,-6.3231144,8.622644,17.544483,18.005096,3.61487,10.049932,6.0648384,40.728485,77.72452,0.76274645,27.061577
30.605316,12.122242,46.9328,14.75124,16.012903,14.483559,24.778017,22.983335,39.562073,43.166466,52.23427,32.475063,4.618881,26.384388,18.847315,9.551829,90.89498,43.40793,134.13809,20.949707,54.366154,28.700987,-4.4783745,21.836748,20.156597,17.82682,3.1168008,29.725061,29.994509,-1.7091846,13.006958,-1.7946997,46.020226,66.87725,-3.6990232,63.46553
35.47481,-12.82265,33.601353,25.263206,55.477936,11.543322,30.343056,19.627693,48.170746,46.239193,68.08179,-18.041653,10.821597,10.366537,16.380615,25.155218,32.098213,42.95778,87.59377,35.02349,57.882233,92.55289,-9.754019,51.859695,19.221952,24.745651,-1.9666824,29.696243,25.501104,0.69631433,4.124467,11.6133375,29.088552,78.88756,16.490772,58.31938
48.12863,9.578439,36.272617,22.393005,69.463066,9.4964075,39.026722,33.009922,57.53285,34.676506,71.87822,31.089346,11.713329,-0.58666945,25.695477,48.304646,38.230312,21.396694,134.12067,39.319115,52.999424,68.12804,30.149595,25.635288,37.2992,22.569698,10.420361,30.920837,23.70995,12.182486,23.155037,6.0892215,11.25214,78.628975,31.168644,73.363686
43.107475,4.3574047,70.44592,53.376717,70.65604,21.380634,36.478363,12.399286,46.94946,19.462263,69.97668,28.516438,11.757633,20.162369,39.981384,-20.714993,68.401276,21.135584,122.80857,38.334503,46.55867,62.106342,19.71001,8.482323,17.918701,25.827698,20.04746,25.236998,70.05008,-11.818077,17.938068,25.41233,32.485863,83.645546,37.153374,66.44924
55.098064,2.8426776,43.091072,46.582478,116.085175,46.14794,46.13159,21.286598,45.278297,28.202497,67.011406,28.601597,9.9740305,36.3919,34.68918,30.504425,91.98752,40.485176,137.61702,40.891716,57.37075,49.270603,21.512346,4.8503532,25.077951,16.173035,22.619427,54.388935,77.90245,1.939414,2.3351326,16.976442,36.83834,69.357285,50.429993,76.290924
46.29779,17.132263,14.334585,50.05275,96.55149,21.81448,40.80075,31.232365,30.153687,38.934456,80.21286,31.016567,20.818035,42.157352,29.95993,101.099754,64.37251,25.079472,149.14798,39.146923,34.666862,48.31391,32.550217,10.848389,49.82592,25.341766,23.434856,78.86816,109.14491,-2.0635128,0.7688813,9.235537,42.861973,66.63199,46.622055,114.6505
29.383083,7.61786,26.209366,41.43901,68.54193,15.092967,26.812721,23.7715,53.78281,28.126362,81.273674,35.41033,14.023379,34.670635,33.502327,71.88162,50.142662,43.810787,96.76765,11.780918,54.416862,15.522225,20.44751,29.041128,31.586489,23.249855,20.15833,45.82674,34.04344,-0.33839035,5.8036466,10.210003,38.41191,123.95066,37.6639,118.63906
69.208145,17.7468,44.649994,42.514565,75.05092,10.407693,27.367071,24.019257,45.579506,25.163425,69.89849,21.72445,13.062369,38.480244,33.9248,50.9571,62.94643,51.667522,78.73982,24.037645,80.46884,-33.18467,41.870354,30.163906,33.297707,85.23776,22.760376,37.102352,35.57628,1.8753042,12.873528,10.415865,21.940786,117.432655,46.9869,95.64839
69.34096,12.4012165,43.53095,45.7972,86.42352,1.0294056,27.137531,39.37653,20.803982,28.375406,64.20346,17.859453,14.200205,23.316841,30.99068,63.167934,39.233234,42.163784,66.55376,13.525103,79.79451,17.665384,31.63826,19.807291,36.062943,63.74882,8.232849,26.731377,16.87702,13.168085,15.086004,18.834179,17.776447,117.750626,45.83998,89.04295
45.277424,-9.8668785,37.61152,45.45502,80.12283,17.600414,26.563904,-10.375973,14.062261,29.337355,57.32928,10.030043,16.149126,41.6452,40.642532,68.90438,29.903856,56.62182,45.09671,18.18753,61.08818,24.209553,41.48597,-3.4385023,28.260645,60.99781,9.157232,31.242683,23.014648,9.842721,17.477308,21.108105,23.068338,96.18284,38.834248,59.512077
48.67859,12.973506,21.311148,30.828606,60.493073,23.389484,38.826313,15.293052,29.887632,23.763079,88.937836,22.687702,-32.16501,30.475975,34.851448,72.81384,25.960758,52.51616,53.38582,28.064972,53.932625,33.876736,18.154896,20.796852,29.434832,94.65268,-1.3989305,29.928143,22.426727,17.950983,21.942455,18.112568,23.809078,75.22032,63.98239,54.468452
25.87365,17.298328,22.189177,27.817665,65.86612,25.428482,33.9541,-33.31537,58.407608,15.259668,95.484184,21.337688,8.742967,38.318974,25.953999,69.48436,21.350634,57.14237,70.52634,8.356861,-18.729305,34.124096,34.789257,25.583628,34.33749,110.32142,23.96925,17.049908,27.543001,49.47823,21.460518,18.69513,28.24943,68.93019,49.82544,54.16201
36.431477,16.745033,40.287884,43.516518,73.32871,26.537855,27.418333,-5.4286737,42.390625,11.981426,32.77614,47.888588,18.719578,39.306465,25.86529,66.3663,30.345362,43.953487,76.51346,21.64993,16.673477,34.86,-9.178474,25.066643,24.900768,77.45612,27.02299,6.779148,43.74286,18.01803,16.85896,23.733757,22.522102,64.79146,7.5519333,54.75642
35.22772,7.660846,7.1380444,39.41868,91.17014,5.9435644,35.38196,14.356202,42.93271,6.194416,59.12691,44.596344,-15.759096,36.960526,25.566694,59.32121,79.09631,73.39986,117.00888,30.471045,39.59073,24.008635,25.822704,22.195133,31.389034,51.968987,23.18557,16.220936,30.451485,6.236224,11.585673,12.529451,28.458565,65.7348,28.777355,45.52884
33.548054,0.777668,11.603666,31.828321,80.329285,16.643435,27.733662,7.495328,37.068886,13.711361,32.110077,42.14587,8.492751,31.087687,30.53823,31.811497,67.84508,101.91218,81.093124,15.014885,40.855827,24.54515,51.343323,33.239483,24.745266,65.253265,16.900896,4.889613,40.3414,8.674517,23.621794,6.514813,20.105478,76.856346,17.961283,59.40946
84.6106,-3.644309,11.878181,73.80913,76.605705,8.248826,0.64224243,20.149809,30.862226,10.755437,43.80229,42.959797,8.886726,45.149933,30.912403,19.106438,95.19071,118.15689,86.260796,36.287178,42.60823,29.757994,51.5742,27.15357,22.26714,58.653557,13.539543,28.2066,10.930363,11.685926,9.934788,17.334328,21.690258,77.36814,19.833698,59.01474
59.487583,21.417671,27.786943,92.66517,85.369446,9.981095,-9.657866,21.318886,-7.121868,24.598225,47.884903,28.086319,14.414294,51.014877,24.686926,32.548798,98.37236,95.12761,100.87694,22.527006,71.56035,40.379868,71.12243,20.919561,27.994183,51.027588,19.582151,-8.513845,15.495474,10.121469,4.3338704,42.092182,22.692465,71.79045,77.63791,60.718967
56.5458,13.816671,29.782068,79.272064,33.00313,46.252007,20.14541,17.908861,2.7717462,25.346764,23.461666,0.86349297,22.113228,46.410286,22.499084,68.98664,75.78166,78.741356,104.37481,22.893005,59.517273,34.47953,57.917675,19.127777,25.876867,92.52681,9.811317,6.203343,18.355295,9.436733,9.498688,32.46158,39.486526,81.699814,50.574173,53.141716
45.271847,13.5482025,28.058735,73.92103,26.999,39.35174,31.364447,32.323364,27.112774,40.874775,29.73708,31.222813,25.491047,44.552258,19.445461,52.77796,70.06741,79.41865,109.32386,30.661238,59.47412,28.909037,71.66169,19.978895,70.432434,66.866394,-8.071887,12.117484,11.3579035,19.004671,10.378364,11.801733,29.208332,141.21277,58.51077,71.624054
31.211876,3.8454132,31.004864,68.18455,11.235992,37.145836,27.951496,36.814976,16.384686,51.673912,33.79373,37.254116,22.134924,52.040035,21.178633,71.31406,46.94921,73.40198,105.4254,37.587326,49.48773,38.177048,30.966118,27.308182,67.04496,-4.340328,-0.22822523,2.8935344,16.8153,5.7501297,10.794879,14.456787,23.62833,129.78984,20.453232,50.806465
66.54219,20.780552,55.626305,50.82962,2.6108894,24.199303,26.879599,39.06131,13.013834,57.820576,45.031387,40.542213,27.717928,77.24843,-1.8447323,75.399185,31.518288,45.685806,43.542534,32.365135,55.74346,-15.716171,-6.5886297,24.615644,46.105232,13.529906,22.471437,6.6836715,40.761883,13.832012,2.058156,-12.648822,24.219936,111.0671,28.086582,44.539547
54.73293,17.082745,40.8435,21.97998,15.467664,27.135393,17.037365,39.03577,15.514975,52.662666,-1.6840477,10.409024,37.832928,30.653263,11.14897,66.90421,20.634487,35.918976,43.691147,26.378622,56.44718,-1.5739224,6.7215805,10.615313,36.06849,19.786022,12.817953,6.0387754,66.945885,-5.6489697,7.688779,-0.7521839,31.569183,90.56903,30.168179,85.77384
43.997135,14.508168,42.528896,26.032701,28.00306,18.683142,12.230903,33.558605,23.960674,77.6123,22.734123,23.823727,24.272247,-18.956137,20.15761,36.782547,27.930107,31.440704,36.371307,16.515858,39.192833,9.385685,26.931095,28.534966,21.587551,-32.732864,14.835021,14.536634,32.38403,10.839456,1.1745329,1.4678154,15.8513,48.40044,32.183872,80.18738
23.10162,13.614503,11.34528,16.28367,82.54886,40.26337,10.113084,18.370358,12.7647915,74.54299,55.422573,21.708164,21.540258,18.365673,16.013086,42.461903,30.446312,47.81387,58.85221,21.311459,36.529404,26.648138,20.233608,4.6815796,31.29134,14.877265,26.798111,12.60871,57.27574,9.150437,19.290298,16.851093,16.28757,79.57439,42.791092,60.47747
18.043941,17.056995,6.727768,17.847189,43.527473,29.788658,21.826075,21.159315,-3.9192905,59.118584,38.0153,24.873966,22.085918,29.132315,2.2338,37.471222,27.942982,62.779938,62.294643,18.78294,36.406494,17.803461,30.92176,18.762505,29.802406,22.728266,-5.8757114,20.616491,47.985165,16.659275,15.904055,26.282959,0.93264484,129.6858,41.209553,42.054096
20.837698,2.330511,6.916012,43.912235,35.802525,28.075771,23.240038,36.969296,1.6078787,57.450848,29.73693,26.665003,19.659628,1.4579773,20.28841,24.322668,24.907207,56.950974,116.25638,17.560442,41.16024,6.918025,9.634989,34.375813,64.89679,9.287025,-10.754171,4.351021,55.42354,30.913944,15.04594,15.783556,-1.2247839,141.48257,40.575836,40.873558
30.635578,7.9114313,12.042361,35.72657,23.799335,39.309525,13.234843,23.98334,10.314039,64.7269,43.873066,4.777773,33.187218,13.79601,-1.757698,21.156221,4.7488403,63.42334,110.75144,16.150127,38.65986,32.373978,-5.4839673,38.294983,46.017612,5.314678,3.3932872,15.76778,42.909298,16.274681,23.385868,23.585382,10.371934,107.7641,34.533337,35.95304
40.713406,11.12076,24.369953,42.507286,23.089025,40.87283,36.780693,11.806677,18.003254,52.131092,58.45904,36.153286,54.08911,11.863205,10.771428,14.615683,-1.8130941,61.436638,130.23242,21.87614,43.005608,40.583935,-8.880608,27.293102,69.31984,31.118828,-2.2450657,26.782118,54.13875,16.334599,11.311568,16.52115,11.920796,89.196175,49.89112,38.2187
36.22217,-4.6301384,32.292633,36.35586,21.730879,41.11562,29.87897,19.097006,39.196247,57.94042,8.126392,31.146389,67.03122,26.717186,32.165863,18.06582,-9.252121,46.84338,124.13976,31.972471,43.808304,46.068237,19.450659,33.727882,55.34219,90.97095,7.7753344,41.375328,32.7157,21.002512,15.214794,11.651045,20.16664,64.26445,65.799545,67.3635
48.821854,10.766659,32.117935,34.76921,47.087784,13.387997,43.009853,43.97626,46.0535,56.659,40.083443,37.109814,53.00068,26.431774,26.27851,-8.312899,34.28968,54.46543,125.01127,42.95095,57.311028,44.181087,26.450226,28.752117,52.476505,80.31154,20.389597,47.860703,36.141632,34.701157,28.44328,-5.1653347,21.461412,63.58264,66.668655,100.66667
60.47774,3.4967375,36.234493,42.77876,31.68872,31.805185,17.504368,46.234085,67.955605,84.781425,27.348763,43.104855,42.68936,36.75857,32.63177,42.996014,33.48486,71.06373,93.149506,43.415813,75.37685,19.00748,8.640238,24.930977,44.4905,75.980354,21.515324,69.545456,57.61698,30.69241,20.242374,27.67184,27.719475,51.869984,53.285954,99.77326
56.648888,29.079704,31.426094,58.954937,54.05003,44.101654,37.871353,27.81652,49.449207,89.3776,18.265049,50.05577,37.36392,45.217777,49.01838,52.82944,38.184525,72.01614,63.126823,51.385807,69.12929,34.820705,16.027086,44.71122,30.940008,82.147705,27.549276,63.123486,47.838463,13.9183235,22.975069,10.559837,26.762888,94.04411,82.38878,95.29632
48.236244,28.20574,39.591743,50.160645,73.270035,53.892628,38.608856,42.845142,52.38761,78.220695,35.463627,49.87209,38.166122,73.705635,55.3827,60.374416,48.445087,64.48599,62.505047,50.431644,79.80466,40.48624,42.835564,37.510525,41.451027,88.143,27.537767,40.967686,45.125954,-3.273466,17.355825,8.867111,28.375109,86.74571,90.339424,62.6459
84.529366,10.219566,64.15689,38.497353,58.649223,52.432175,64.14908,44.440636,50.40058,77.31473,45.788635,53.706104,39.25747,73.26188,58.16404,58.34905,57.496124,58.316982,80.132385,41.497147,51.742607,41.84544,31.351837,20.70242,41.035503,75.77816,31.459782,35.474903,37.478954,17.193474,11.917056,-1.6416636,30.663849,79.985085,87.61634,92.77671
21.788433,12.389993,51.14052,34.941696,61.012596,29.881504,72.23828,72.12136,50.820465,61.812645,80.83519,52.94492,46.782116,81.13176,53.364944,67.950096,51.545036,72.884674,61.26199,11.992952,63.73573,55.389008,63.38735,32.010544,45.181778,58.933804,31.555784,22.151695,38.911274,21.891073,11.102508,15.688553,33.07637,52.360004,79.706505,133.61592
21.377474,8.915767,34.166794,27.585926,53.49294,25.675282,70.225266,47.717255,36.96353,66.66774,65.03515,40.444527,29.262312,82.72413,50.814472,61.912556,94.72358,84.623116,58.54501,48.874386,42.096416,52.564976,54.517235,27.847286,24.042988,46.499706,34.209576,40.542934,2.7119522,9.791773,5.6215763,13.903748,21.66061,104.999245,97.23133,145.63573
2.5111694,1.3606586,31.96261,14.074981,49.855713,41.01114,68.48459,46.43044,35.60257,69.48144,85.36292,30.65826,37.377453,77.6582,42.270695,32.65506,146.78897,73.197784,32.718998,38.43122,34.36901,53.02372,43.24873,26.787273,28.90989,-31.840958,19.66776,25.644484,12.77874,1.813684,13.182326,12.867007,29.791786,80.68565,102.20743,115.87049
23.686897,14.578916,15.727958,23.176315,64.89221,38.42157,64.57939,43.22057,51.66199,72.4769,80.76283,34.74643,36.974133,89.87369,37.021683,24.345875,103.67021,46.28475,49.219067,42.513172,53.2567,19.146736,45.79626,7.6513596,23.230389,24.460306,7.6975956,2.5048904,14.19807,8.720978,16.153793,21.699556,38.590904,57.70776,62.183804,92.61779
26.109482,15.959688,24.360466,26.925415,61.285378,32.948956,59.158737,39.243877,42.75834,59.30293,38.078144,23.955301,28.177053,73.49991,56.502274,6.364955,50.03653,42.110737,52.311203,39.26463,38.590027,20.744276,17.62519,13.914512,29.878292,23.364702,-15.246354,11.407729,8.942758,0.5632801,18.094276,15.482497,25.941202,75.10065,69.99791,71.55498
13.112366,7.9768558,12.822857,22.34159,40.96645,29.228558,51.10232,53.98684,44.743275,74.08079,40.87647,32.705883,24.630047,74.77695,42.248066,3.5362377,43.438377,57.327564,51.27574,37.354916,45.692856,31.638645,2.437663,13.022354,26.038698,7.3601074,4.610146,18.952082,10.586468,11.432235,31.1814,5.6979165,23.953363,87.2884,50.124992,83.99586
65.451256,29.473866,16.025696,32.945557,34.772736,19.449945,41.76926,37.64109,44.76481,54.204025,50.516277,39.206593,13.064252,103.12254,41.5125,17.951931,-5.5307083,29.525286,48.260857,13.43878,51.57494,33.617184,48.098892,53.806854,33.13613,57.886818,17.470236,25.683004,11.268597,12.192246,28.870708,8.573335,9.746598,65.09601,75.23783,105.12683
23.296246,27.280182,8.155155,34.32587,33.76361,26.30992,32.55585,36.698166,28.513546,48.220737,39.45344,38.238678,12.1247635,85.04257,27.15581,18.630665,18.937626,21.417797,28.759186,16.22801,42.297462,46.458652,53.316536,56.727737,36.714596,52.648342,15.742364,10.0964575,17.972765,3.3539696,31.548779,2.82557,10.5249195,65.12613,73.106415,96.627655
56.132652,10.420172,3.5293717,20.64943,27.181677,19.725016,21.288282,25.559324,16.865894,47.52952,25.98196,41.113956,-12.482304,79.96655,23.776154,-53.21918,36.993973,22.491842,55.263214,26.427437,46.182224,20.890274,-0.8276253,36.626423,43.90422,46.22184,11.823511,-2.0874634,25.250084,12.365002,25.04579,-10.680818,8.461505,54.470024,75.108925,97.85069
48.817043,8.362614,22.199251,4.3708124,15.609105,11.119943,22.054512,19.812698,-0.9177313,39.63794,10.333649,12.427467,4.1555057,60.674927,16.641022,10.157869,-38.49727,31.372326,99.27467,23.8099,50.13281,12.689355,47.0868,21.930798,24.970394,32.22118,8.996846,35.81135,46.223534,-2.95931,21.908781,1.9082603,5.8520246,36.433376,56.351055,93.841934
55.019623,-3.9401836,14.451376,18.780989,45.006935,13.753439,23.546759,12.89877,23.337204,37.678207,11.25498,21.177622,20.355291,43.445587,15.229378,16.092108,9.4636345,16.866627,102.073654,-13.664061,42.554955,19.147661,30.639942,3.1782703,32.367104,10.780054,4.9863176,29.887112,10.3716545,-8.750494,16.75813,-11.709303,16.576351,56.15596,41.060375,92.9378
50.02605,11.904323,-1.3866577,20.229311,45.306877,17.983294,19.74378,13.361004,15.191611,26.696356,7.3917656,-3.851183,37.368866,36.7806,21.11177,17.358822,4.6819553,19.959854,82.3648,15.312252,24.740574,33.83255,28.18523,23.640856,32.205837,11.603025,-16.762985,19.702969,27.953758,-7.4416733,12.080896,-1.2286873,14.805786,36.166126,50.13921,90.369995
55.817673,9.047224,25.038877,22.268654,27.906933,19.722025,20.825638,39.366333,23.953304,39.878296,22.474005,16.432842,36.970547,44.573177,21.135939,3.0477648,9.098449,18.347837,104.94503,35.378204,-14.874878,39.621304,10.748514,15.78474,24.633057,5.364358,12.854337,24.921608,5.1845684,17.406876,11.895474,-3.9307137,11.631876,15.278039,50.263615,110.5622
62.97263,4.8058634,38.902702,-6.8801975,23.743893,30.646095,28.679619,23.42451,22.539104,58.761868,57.920628,25.074596,50.907608,61.44552,10.5591135,18.195198,27.813389,23.51342,98.84614,23.454103,33.930065,45.483692,26.593672,25.04285,35.064304,15.348064,9.643851,36.248077,-7.380171,5.1610684,13.819614,11.912526,17.581799,1.9855313,70.41402,105.62946
