A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK
4.939064,8.976452,37.763058,42.212494,-7.01239,4.1166077,17.627766,12.048744,27.157413,26.28693,28.952885,17.110344,17.178474,12.690895,1.3681679,14.239269,36.95999,40.304073,17.86699,10.795513,33.901527,14.333214,-50.0,-50.0,-7.56308,3.3527145,-21.14944,-12.476654,-7.632557,-21.661167,-1.2775764,-13.831387,35.386185,5.969116,-50.0,23.951508
-1.4490585,-14.109947,47.39517,28.586521,1.4294815,0.41881943,35.065903,10.007938,9.439671,17.89272,23.426426,9.033249,3.890442,8.780556,-1.2770729,26.985168,25.401001,14.669426,0.94368744,10.087612,38.770355,-1.4009933,-36.249336,-33.84828,2.784111,5.858864,-13.166332,-13.960026,-6.3176117,-25.130913,-4.4673653,-17.031445,16.137611,8.989212,24.65915,7.464855
12.114048,18.31776,50.0,34.44312,-8.849987,12.001385,3.4547195,3.0201492,14.410866,26.892605,47.25209,-5.9265137,34.989807,22.941475,4.470516,22.971893,28.61819,-23.33847,5.46653,12.133507,33.30045,21.960499,-15.29483,-42.754395,9.179295,17.761765,-20.159073,-22.981152,-5.828377,-26.44173,-5.4452705,-10.448265,28.398071,3.5528069,-50.0,1.222908
16.221947,-9.098251,2.9400024,46.01747,-6.401745,5.7612343,30.883308,50.0,3.6078796,15.507648,10.976944,24.06654,3.54525,1.5432358,28.103237,18.043201,-0.38241196,8.002731,35.54677,-13.942936,32.544113,10.575184,-2.1565857,-50.0,-4.027294,9.678162,-21.41993,-38.81441,-8.134453,-27.271267,2.6900291,-22.567162,14.644215,31.689919,40.133232,1.5036545
33.9026,38.156403,0.42930222,34.699993,14.302597,5.426483,13.264954,7.0981216,12.493561,2.8144226,20.655392,28.286266,-20.64941,28.39571,-21.095863,9.916458,16.049381,-13.178093,45.411324,-28.852798,31.519844,5.951706,3.0259705,-50.0,-5.5992966,5.6555557,-21.154907,-34.104614,-2.0164871,-29.498943,4.655842,-26.358849,15.496334,22.77,-44.0939,10.478676
18.741776,3.2864876,-0.7369995,29.737347,29.887085,18.043999,1.839447,-2.5453415,-2.6874313,13.036255,5.0264816,4.0531387,-27.62825,25.892582,-30.763977,18.16935,0.32493496,-11.127647,20.9959,-18.12838,28.643322,2.6288185,11.181843,-25.186378,-5.895485,-1.3208046,-23.895294,-24.113327,0.3368225,-16.858585,13.904373,-25.772327,34.67276,-2.255745,36.71027,7.2444077
17.795918,13.681583,7.581711,19.298668,37.662235,37.36485,25.063019,-17.34385,-15.429813,3.995514,34.23552,-4.2980194,-13.151825,14.594292,-12.9288025,14.464836,6.7552795,22.774258,29.508907,-26.836357,7.3617783,-1.208374,20.58921,-27.394295,8.682186,-0.16107559,-23.93634,-27.960606,18.948341,-8.652111,6.9026985,-11.375366,50.0,-3.4741135,-47.522224,1.3241882
36.11468,-15.025635,9.020897,26.269783,43.997074,26.237183,-18.881378,-9.820297,-7.8706512,-23.898697,6.0067215,12.62508,-15.60527,2.6074154,8.051071,12.226746,13.028076,-23.418686,27.13684,-3.0896988,-2.4516525,16.103493,11.198044,19.321392,10.939671,7.3686867,-21.75861,-25.10204,2.384449,-8.2296715,12.759296,-19.402313,16.196629,38.00026,29.632061,4.433314
7.4097633,15.6733055,11.770645,3.8781395,36.679543,26.819233,25.815968,10.381134,-6.9942474,0.34067154,34.586452,-10.8937,-16.78685,20.834671,18.132797,-26.942207,-2.252098,14.685631,32.248383,5.459854,3.4917755,-9.95306,21.79005,-8.566643,8.46867,16.149128,-10.919319,-25.327892,-2.4961624,-6.4388504,20.335854,-18.149647,35.867374,38.592094,-40.5074,9.538912
14.307117,-9.429295,28.438992,5.2158775,35.34157,36.53224,3.6825714,12.251305,7.6257973,1.6885986,35.079193,11.955887,9.214684,45.751896,10.4214325,-15.459915,-14.48642,37.732285,38.12183,1.3884659,23.060196,-3.74403,19.853642,-2.2670631,12.035576,20.714756,-11.597939,-16.616829,9.312866,0.35388947,22.671013,-15.892815,39.058857,50.0,20.93813,8.742524
5.792328,33.290516,27.531189,2.308281,44.293324,38.64694,4.1310997,19.757698,32.068848,14.092346,26.220535,0.5969353,10.370987,12.883537,-2.7262268,-19.22757,26.139526,12.440842,40.04873,12.042465,12.002998,4.669697,19.625076,5.494377,10.60696,19.646633,-6.190674,-15.042892,16.547226,8.079639,24.91882,-20.278465,39.716824,50.0,-43.5701,-6.8883667
3.728569,-8.977695,46.089035,11.057758,38.180893,41.552525,28.388721,3.1659088,5.573429,29.409988,22.701157,11.018311,24.528599,5.7247963,12.574406,6.6408463,13.760422,7.3252144,17.067501,-13.846935,9.538567,-0.45949173,-26.062912,-0.5746994,12.266544,27.797752,-1.6217232,-17.674458,26.672867,9.474159,26.412403,-13.410316,20.155102,50.0,16.850502,-2.7449903
0.5957718,15.6560135,31.20589,15.573231,7.2532787,25.634201,-5.1422043,17.168674,-1.8983688,10.306053,49.554993,2.4446907,-3.1260452,45.57482,-12.261856,0.21447754,-13.001488,15.098328,22.65876,-8.635586,-4.1570435,37.623463,-14.520554,2.274788,24.559265,31.695137,0.034423828,-16.83646,20.949827,12.755146,46.924194,-17.1614,19.224575,50.0,-50.0,9.460594
10.432419,32.56805,36.382004,10.563034,21.00074,37.05538,-1.3103943,6.8150787,-1.3205719,14.187096,3.7039375,-0.87729263,1.039093,0.16474152,9.648491,-3.8927956,29.477102,38.67707,21.900972,-0.85037994,10.710541,-17.525986,-29.077618,-50.0,23.909641,28.91085,-0.40494156,2.5182838,33.688896,14.107586,43.822777,-6.5989456,-19.888298,50.0,22.174217,-8.500816
8.840729,-1.552887,42.780937,13.272545,15.001755,34.457047,-28.761398,9.476967,9.421555,6.3524704,13.239508,-20.221642,9.129169,5.190342,-9.140636,12.123817,0.8642006,11.231041,27.622562,-4.0742226,4.255615,13.715656,-24.757603,1.7801819,18.933292,22.440784,-8.851624,-0.030721664,31.593555,14.413231,50.0,0.37719727,14.785301,50.0,-30.831802,-3.2179794
23.62896,13.115574,42.708035,13.908268,16.349514,26.934528,-49.99713,-2.3775406,17.080185,8.57341,22.078938,8.803383,5.6364594,-7.0812683,-1.0954819,16.779652,-18.302608,44.463524,33.468235,3.8893356,16.36782,-7.8334007,2.3389359,-9.680008,22.013287,24.758442,-2.2212143,-1.5465927,35.747017,8.677845,35.255974,-1.0798321,13.256752,41.713097,24.55999,3.0666223
27.971111,24.769547,42.588303,13.369839,14.276741,11.903774,-42.68952,10.208557,12.539528,11.6408615,0.78762054,-21.997856,-11.276199,0.19485474,9.678818,-6.051483,11.76136,25.4525,48.702797,26.467995,-18.043835,10.990334,13.109024,8.007477,22.647938,22.60963,-13.231636,3.720646,29.269642,10.835369,44.365963,-1.8097999,29.530563,50.0,-40.172394,5.7300234
5.241272,17.668056,33.144424,11.558026,21.53402,22.482407,35.625134,31.894371,17.079613,10.401741,16.76241,-25.367134,25.202312,-11.634613,16.475151,18.064297,-7.4174843,50.0,50.0,38.233112,-15.642235,-16.92554,-5.2793236,8.79631,13.409859,-6.50296,13.298569,0.4952011,37.56865,-24.47773,40.724888,-9.706703,44.14721,50.0,34.931557,50.0
20.728733,7.48666,16.849895,13.252571,23.92482,26.196602,-7.7185326,14.381149,11.256168,25.089542,28.54078,31.556023,37.060493,-3.8129807,33.091812,14.739117,35.712914,50.0,50.0,40.08423,11.848152,1.3297577,-2.1826744,-4.2812157,10.207687,-3.6991615,15.789452,-6.887512,39.781574,-18.616985,36.05793,-12.4018,38.116898,39.452736,-23.462418,40.62774
35.42622,3.6835976,16.329594,14.79277,39.59158,23.038597,22.410027,27.04242,44.026978,42.631214,42.302208,0.71600723,37.27393,15.835447,6.6985207,9.383881,34.893864,45.32946,28.60419,18.18481,28.89024,5.1842537,1.3433533,-9.690968,15.575977,-2.5045204,5.6212807,-3.50914,36.39535,-17.0452,29.874916,-0.9611969,43.028202,50.0,50.0,38.828236
29.108456,-2.8055,-13.484352,17.858414,50.0,25.395683,16.717697,13.539795,11.869568,24.952332,31.850124,25.835148,19.109428,7.7013397,-31.494236,34.14548,37.016304,10.94083,32.909184,19.603683,46.59127,21.753021,-0.8619385,-50.0,27.789654,17.572876,16.551453,-9.330555,24.971195,-8.63689,23.801853,0.63721085,40.487873,50.0,31.565163,39.695072
19.596088,0.084447265,1.3264236,19.163815,49.976776,27.196526,8.989162,-9.625542,8.110146,13.624889,36.38212,14.887226,19.52398,27.49461,-0.00037002563,23.986904,23.074436,50.0,35.109257,32.573986,37.44978,20.333893,13.176781,4.9582214,3.408001,20.45206,15.326752,3.8463097,28.520033,-7.7984695,30.530731,-7.0619507,46.757355,50.0,50.0,30.930153
11.941978,12.626114,0.90374756,21.172485,50.0,36.131664,27.171165,8.72953,27.32795,18.159348,50.0,9.227013,40.32532,17.91708,10.6966095,22.98407,50.0,3.001484,28.588146,37.238678,47.115288,-1.5637856,11.5923,-50.0,1.2457275,50.0,17.095833,8.437275,37.494728,-12.907658,23.957714,-17.372818,31.434307,50.0,30.774208,40.42427
22.678406,14.367718,21.388908,19.6082,40.24704,26.311523,50.0,15.42244,40.563873,28.197681,40.284115,21.68396,32.649197,50.0,4.9246674,22.785263,7.1299076,31.675316,24.055496,50.0,50.0,21.716713,24.1946,-8.24168,8.166336,47.511047,26.07056,14.907921,30.864317,-1.8735924,0.16306305,-20.886574,50.0,50.0,45.33005,50.0
-27.667648,38.306442,17.392233,20.287498,38.050858,33.299316,10.243202,12.303089,50.0,39.41445,50.0,40.51066,33.498528,19.697771,36.55741,35.292873,27.374128,44.691757,32.909374,42.832985,46.489647,-20.81511,26.580196,-31.81752,-20.139145,44.98511,22.31731,11.34911,-40.55962,-22.70789,5.1194344,-21.052929,30.503605,49.91552,21.835781,50.0
-9.647694,21.663872,10.943695,-11.5429,41.44018,14.532124,25.570263,6.9992905,2.0981789,40.87241,50.0,21.438599,1.1669922,32.883286,33.19077,49.975983,34.264233,44.27351,32.656883,9.123249,30.226036,16.059753,22.662678,-43.988235,-11.585346,50.0,31.3625,11.566956,29.085041,-26.574055,-16.625137,-18.224686,47.12933,50.0,31.552261,50.0
-7.1651344,34.17178,31.994846,-19.505241,37.92984,22.9315,28.398026,31.38295,43.73955,9.720924,36.82707,50.0,26.779675,23.946072,7.7739143,35.838825,32.095905,25.682972,50.0,20.213703,21.210941,-26.856606,20.97887,-27.052475,-6.185543,50.0,27.45198,20.331703,-41.318844,-14.932896,-27.982616,-15.540657,50.0,50.0,13.91391,44.00553
9.835674,-4.322857,20.575504,-29.370636,45.432335,12.222179,-14.257515,7.2879486,9.375511,27.914421,50.0,23.732948,40.838593,45.96103,11.164547,34.70008,26.177124,29.604183,46.014538,17.480942,18.853577,35.007446,20.063053,-50.0,-6.6352043,50.0,35.999947,20.1352,-1.9166832,-13.724552,-24.625202,-12.051281,15.580067,50.0,25.543327,24.152386
18.346523,12.153538,18.759739,-8.388878,46.581913,12.657837,19.113556,3.221096,27.89217,30.696777,31.49149,-33.44538,22.73154,24.51152,2.045536,30.15715,-5.686329,22.372807,48.680225,16.789898,16.953606,12.771183,19.255703,-50.0,-6.9387245,36.05851,41.41397,21.141506,-30.83537,-21.331297,-32.86204,6.378216,41.20686,49.233685,44.708557,20.258492
-1.6300507,16.167156,24.62576,9.422241,41.907425,16.192589,-3.8803558,12.582283,19.467213,25.872658,14.183685,19.362297,30.733074,6.9643936,31.531647,35.065666,31.029987,26.662628,50.0,16.185524,16.281128,-0.27923203,18.249443,-23.794022,-11.5391655,50.0,48.356354,27.800817,-19.20781,-16.869865,-21.226437,4.4188576,23.48608,44.923317,23.870712,21.104675
21.98553,33.07078,17.510292,23.739304,35.18531,2.9194221,6.442398,27.900177,11.245323,26.748337,31.237099,0.2576828,5.8334618,24.73161,12.415058,41.507187,14.066809,20.276474,40.43444,12.91164,14.905296,-18.030575,19.820648,-50.0,-11.84877,41.693798,50.0,30.05058,-29.753803,-16.452972,-15.92902,4.2090645,31.574974,42.566307,50.0,18.67455
13.187008,7.6748962,31.48159,15.6152,32.590904,6.4362183,7.4796677,12.86018,15.419514,12.370445,34.746605,21.328098,29.55017,21.531532,2.3446007,24.945995,20.510962,19.181793,50.0,7.8760986,14.718964,5.0153847,13.092556,-10.294525,1.7880363,34.64612,50.0,27.067745,-16.758158,-14.998009,-13.836002,-1.0270424,-6.5984,50.0,26.399101,21.26186
12.697491,41.23803,45.986687,18.812218,39.363,24.473034,25.568016,10.003998,11.618931,22.427387,30.064518,7.609291,23.201057,36.023037,-11.131081,26.693413,10.684273,22.444271,23.031685,20.401237,14.682262,13.244015,13.287407,-36.768627,0.59197617,31.64314,49.524464,22.026522,-20.18357,-17.579002,-19.929535,1.1801376,27.354492,50.0,49.94087,14.331238
21.177765,2.1089058,32.963074,20.07587,43.537125,19.710468,40.17856,8.333229,18.17559,15.915493,23.114494,28.352085,20.474674,21.485153,7.9265633,27.303955,17.883202,40.239708,29.717339,17.096779,5.995388,20.011913,17.988281,3.334076,13.219185,27.18615,46.442383,31.14825,-15.292381,-14.772549,-10.445217,-1.3244247,15.418999,38.084976,31.60167,18.206163
23.325726,43.850334,37.796146,15.935162,36.757965,22.103195,22.378773,19.621181,24.375069,8.442871,50.0,32.74665,9.218239,18.857513,26.030388,26.697323,30.74754,25.559734,33.22446,-1.7182693,-2.8504028,16.837418,26.619068,-19.455254,11.635506,40.707996,46.313393,29.503368,-21.261074,2.6233501,-13.484081,11.302185,50.0,50.0,46.406967,13.448326
36.340355,13.298019,38.702126,9.992413,26.723103,43.989326,24.116135,10.93343,-1.809269,20.105625,35.755283,-7.6105614,13.492004,35.51249,-0.6620598,41.884346,20.753445,20.069523,34.129646,20.062347,8.884338,14.097702,18.574837,5.9993515,9.516357,37.322266,43.051388,14.840336,1.8800125,9.5938835,-3.5247765,23.165482,38.227634,45.592766,16.84187,17.53577
39.679127,46.180153,47.649273,9.91132,30.95457,44.7542,21.06075,5.4094048,25.145031,5.209011,50.0,26.80793,13.620178,13.433754,8.258755,40.420776,37.086254,13.205624,30.36515,21.880459,24.073692,2.4335022,39.84887,-50.0,15.734961,26.83625,6.528225,20.353325,-12.821674,6.2811623,5.7367783,31.673164,26.619724,50.0,37.339714,16.388271
31.599451,4.547291,50.0,22.39669,21.293427,48.15074,5.657089,26.527744,17.640774,34.402065,35.37122,21.341694,-4.634987,41.42896,31.820427,29.060806,15.759972,34.69404,26.105667,18.471107,22.239937,22.770737,38.627098,3.6325111,16.649231,22.892471,6.8030167,13.265003,-21.43536,3.5185394,10.463638,20.459894,50.0,47.023567,12.221756,13.418758
34.77127,-23.296768,32.053116,0.6150131,27.589325,50.0,30.774456,28.723713,26.308445,20.565926,46.200638,32.676273,20.431229,27.339325,42.266033,22.039993,22.965836,23.733875,24.273186,31.353497,20.57764,6.044216,31.742496,-3.3577805,12.596439,27.248795,20.3148,12.039715,-1.323143,7.398926,32.190533,11.19496,24.350292,50.0,34.327114,17.441298
27.841255,1.8210373,33.468582,3.6616745,35.700943,40.698402,26.524754,28.959175,32.390427,32.344044,35.640232,28.444,35.94328,43.29081,6.28463,27.104294,32.740124,50.0,17.021053,16.853992,17.48563,4.3627167,33.54659,9.61768,20.521214,28.782764,13.300262,22.707947,17.02213,15.86134,38.206535,-4.7306557,50.0,50.0,16.431307,2.0872765
14.858719,2.2451808,43.013065,17.22297,36.614845,48.602425,23.59615,18.806698,28.352242,26.897202,26.66,27.70617,39.870438,26.026154,-8.480919,36.996822,46.96345,-8.729996,29.820835,27.80606,30.574371,37.30678,32.354828,-50.0,23.326159,29.707342,14.200516,47.790035,34.099323,22.014385,48.722137,7.6143646,26.285572,38.239,41.165993,-9.572121
2.105732,2.4341087,27.628723,-4.10495,50.0,22.650146,7.760414,-3.9462929,26.613007,28.350536,33.86392,19.659092,28.10289,50.0,13.953636,32.212227,-12.590622,47.14938,10.0162735,32.863724,33.111042,30.172577,33.45049,-31.224892,27.36277,31.625492,21.53954,40.589622,43.653267,20.791191,46.49811,19.005245,31.770172,36.75772,11.879299,0.26517105
6.3172073,14.148041,25.550343,-14.910759,50.0,28.053833,33.464355,41.096737,33.680485,28.799274,34.652092,13.179642,45.650196,11.404564,13.840649,24.38826,9.874615,23.511196,13.769032,32.02506,37.855785,48.73411,27.525707,-31.693382,29.471462,46.736217,22.869701,48.352974,17.566788,12.123436,40.54222,47.594757,46.819412,34.306923,27.73278,-0.5702667
10.036404,-12.9927635,33.864574,-3.5378914,31.968243,26.992641,49.145493,24.699116,15.036594,44.614437,38.581043,35.227924,40.77838,14.3525505,8.19236,33.680565,41.451088,34.739857,17.44593,20.804161,44.239357,-6.03817,3.189827,7.1759644,26.678991,44.361073,-32.698597,43.435616,40.71459,8.656445,29.62558,50.0,27.852291,30.947086,36.850334,4.576725
7.6867485,12.5772705,47.255695,1.7482262,38.24175,22.183372,14.506798,28.676998,23.52391,19.279812,35.19108,46.320633,17.815228,29.374702,21.78141,27.359009,50.0,24.05687,0.34410095,17.36364,42.528446,45.58781,-0.8463745,-7.930607,37.48156,30.020824,-20.994202,43.87708,27.126682,6.2786674,23.30764,42.273914,44.621998,33.45382,27.944294,15.872948
37.31798,33.423866,47.169807,6.278511,26.010098,6.0031586,19.875767,24.098248,30.106033,27.248661,44.59669,9.14122,19.204853,45.21294,16.910576,34.263905,32.773445,7.000839,-25.203987,17.563168,28.4482,15.921143,-3.379387,4.696846,36.89985,34.291035,-8.681999,34.61419,35.168716,9.205429,26.910458,49.533623,24.88739,46.485947,40.483433,18.940165
39.02179,3.5113068,32.47128,32.82435,24.330715,5.115284,19.495506,18.347164,-12.950928,28.128193,50.0,14.343418,18.476952,35.181858,28.061031,33.351215,25.562805,20.748817,3.090126,16.268867,14.877125,14.149994,3.4131126,1.405983,26.761982,19.360888,-12.209335,12.824507,33.426464,9.059097,22.792046,42.45365,50.0,50.0,50.0,-0.83247757
30.604347,27.981926,27.7751,27.236076,19.55371,11.153236,41.756466,30.75518,24.104553,8.118607,24.31208,26.220787,6.095093,28.228699,44.66258,9.268394,39.000683,5.0139923,5.0295715,15.274017,11.764488,18.083874,2.2794113,9.844429,43.153614,18.95251,-1.7387161,12.008232,24.891907,7.5694275,23.82801,30.489212,16.887253,50.0,50.0,2.758489
44.3097,31.049648,48.526394,7.5562477,21.193829,23.892899,20.585888,34.633133,9.7108,18.30759,23.833435,34.81351,50.0,50.0,28.23193,16.826187,22.941923,0.7592468,7.360962,14.50248,-1.4560013,-3.834961,50.0,8.619629,47.417866,17.749172,1.9983292,9.287907,16.582165,16.398937,22.565845,36.73248,38.666206,50.0,50.0,-7.8469086
45.726498,27.9076,35.505226,13.3088,19.21354,34.575233,15.058453,29.529305,13.91135,35.221455,19.594189,16.67657,24.220512,24.726116,11.571529,7.066387,17.426065,43.711967,6.6378326,19.287674,17.406677,34.637623,46.08068,-50.0,44.39833,20.853092,-2.8870811,-2.6402473,34.23516,18.396915,33.115814,27.631449,-17.221607,50.0,24.516266,-2.331749
40.5281,18.127953,35.754345,10.899197,20.009644,34.2525,14.682053,20.12656,32.442986,14.000755,42.325733,24.034561,33.265785,26.760345,15.595772,16.39656,42.579166,37.719162,16.8014,21.80233,24.03564,14.667973,40.380573,-47.904194,20.599014,26.912632,17.694809,9.635784,4.823326,22.974045,27.41678,20.55952,41.298283,50.0,36.734505,16.483505
43.412453,20.863737,26.293598,21.353813,17.074512,34.056507,29.997322,24.46717,43.64817,27.8539,34.750305,10.660976,24.17606,34.50482,25.576515,21.913967,1.7874527,12.647236,17.109207,27.95266,14.96101,48.037334,48.81108,-50.0,15.314312,32.877945,42.393204,9.448288,14.916502,33.84871,14.619896,19.71709,-31.56353,48.333004,3.5052338,19.527874
43.69966,32.738052,24.387066,22.860844,-10.094807,12.959225,43.01304,27.153145,34.270172,29.825066,48.602425,26.126831,33.324814,27.118053,27.13948,28.376911,18.234314,26.85822,48.82886,30.014313,33.810013,21.812492,50.0,0.8595505,18.688766,35.235577,34.420433,12.828808,15.591492,31.327934,25.707687,23.962967,39.96107,50.0,45.999676,16.497044
37.487434,38.760082,20.325462,24.060074,-37.272995,20.222275,27.192284,34.313965,27.696854,28.619293,50.0,38.842403,28.05297,39.43611,2.3733826,31.285015,15.373726,50.0,50.0,46.592545,33.759903,30.003292,47.886528,-50.0,20.240807,16.356316,42.12159,12.937733,31.577915,20.26515,24.295391,-0.67588043,-19.744625,47.730354,15.808365,20.262281
38.466476,13.826253,31.129639,33.890823,-14.148777,23.388596,50.0,17.349876,34.57938,34.72546,50.0,29.73405,50.0,34.732624,35.518375,34.855434,40.819977,47.34105,50.0,50.0,33.02261,39.86695,50.0,19.534107,32.019012,16.873955,40.19232,10.687565,13.244308,31.753288,22.648903,7.207016,50.0,39.767174,43.016663,17.296848
39.75743,10.148537,22.150005,31.933216,1.762619,50.0,50.0,33.232006,50.0,50.0,50.0,50.0,43.217285,50.0,50.0,50.0,50.0,50.0,47.514362,40.198402,32.383163,20.516212,48.507614,-5.666836,31.169779,13.722076,34.879185,18.364244,20.15228,-6.2762375,29.293015,15.104713,-3.9515,47.468876,18.480865,19.527376
50.0,26.769745,21.068607,12.158451,-7.95562,49.647934,50.0,41.712708,33.979115,49.108833,50.0,41.187817,50.0,42.268158,5.7740974,43.777416,45.614796,40.358498,50.0,33.620716,36.967194,50.0,50.0,-19.45114,28.267765,18.309948,38.73358,12.529194,15.451805,0.07884598,22.33981,13.8653965,50.0,50.0,50.0,19.651924
50.0,32.405457,41.283512,12.330845,7.1727486,50.0,46.763573,11.813614,34.543743,48.79066,50.0,49.513695,48.05212,41.584454,32.459427,49.58115,50.0,22.334137,30.420666,33.766937,46.393467,34.754616,39.355408,-50.0,39.61167,22.455242,38.9965,12.208889,21.492794,3.6451035,25.635761,16.642357,16.964527,43.19524,21.954617,27.201107
38.27693,40.185863,34.36342,22.883266,17.342285,36.613018,47.917015,33.17494,47.89679,36.706177,42.8786,50.0,30.50417,46.186813,44.589157,47.56052,22.036457,44.7095,-5.6598244,43.24083,50.0,7.7255096,36.76231,-3.4178276,40.989956,50.0,37.456615,12.098526,18.741608,5.1595936,29.736858,-3.2558136,50.0,50.0,50.0,47.0376
27.648617,29.08622,32.735565,30.71951,37.967575,25.10453,32.887745,32.74859,44.71668,44.471428,50.0,39.082413,34.427326,39.787155,25.947178,37.65927,45.831802,28.286396,-3.625908,50.0,43.794376,50.0,39.744537,-2.5304909,40.18911,47.408077,39.409046,4.714573,30.081676,9.381107,24.66119,2.0099373,22.235764,50.0,22.34227,48.01894
34.812286,49.200024,47.205017,36.875168,33.046524,13.829096,50.0,27.73375,50.0,46.56623,50.0,26.97768,50.0,44.40357,50.0,50.0,23.789143,38.36842,2.3897705,39.43782,50.0,30.769745,-5.607769,14.134571,43.21907,50.0,38.61446,-12.601471,20.810467,17.745682,26.101196,1.007473,31.31269,50.0,-50.0,45.2823
26.606232,50.0,50.0,35.510277,32.887604,10.019577,40.575954,47.988083,8.368668,43.0376,50.0,32.867287,32.801468,31.278942,44.99313,50.0,34.02291,50.0,36.320717,30.469631,50.0,32.90862,10.830788,20.059414,20.642056,48.227425,27.136322,1.4982147,28.10791,17.513111,23.83089,-6.2864075,25.734112,42.475643,37.922504,39.231663
