A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK
35.64158,44.71118,66.872345,55.072712,53.56978,37.312626,33.38669,60.332405,62.73827,68.68508,90.33431,48.81129,45.888367,43.738415,60.10662,76.18799,60.461563,57.72579,55.41565,43.88921,39.582863,73.88977,43.233047,24.135765,51.91912,18.683681,31.362244,22.330088,42.78681,57.88949,43.76027,30.415764,-5.214637,36.595066,42.75697,47.800888
22.808105,54.20782,81.95102,48.07052,54.295803,68.055756,42.3665,34.345535,77.72787,69.817535,75.1851,57.673203,63.66292,64.39877,64.92355,68.88502,65.104965,76.52107,50.72577,57.24719,40.524624,61.039665,45.22359,30.84608,11.91967,16.840801,28.715303,31.405052,42.15084,61.63741,43.719147,15.437885,-0.47402573,42.937374,47.40383,48.21365
11.268047,65.83353,67.85591,24.322243,66.938644,53.749912,55.28232,39.440567,74.66847,77.556564,67.427765,51.651222,63.151623,67.094315,73.04333,70.04423,75.20674,73.089035,45.037453,59.039513,87.90029,70.96168,31.03389,39.421143,45.053017,21.98746,30.33863,31.718521,42.173283,35.35831,44.659393,21.8543,-4.6016035,45.560898,49.455227,51.54562
27.634365,46.533413,66.96571,34.509705,73.45742,50.861446,57.29852,52.574757,37.587784,96.00736,77.48729,47.597614,63.86953,66.58127,101.543785,74.37896,65.41562,95.441864,43.677063,58.900948,76.92064,64.58246,32.01291,41.529556,21.977852,21.364855,38.62519,20.567461,39.919235,34.878258,47.90345,24.905226,1.3186455,33.149162,58.48921,63.89104
36.38042,40.623993,62.375973,42.285973,54.702255,55.95374,60.390137,61.683323,62.60743,71.58506,45.22844,57.675922,62.033302,55.154163,91.36993,50.825462,51.844276,75.67435,52.401627,61.40319,103.763435,69.700775,32.319725,64.544075,38.154373,20.275879,-11.496647,29.533667,37.8638,45.209778,43.926674,24.88101,0.07442474,33.0376,46.980366,57.762726
35.846176,36.344395,79.08736,56.27308,53.04169,71.108955,66.02209,63.989056,63.992462,67.052536,66.23628,68.77859,53.15237,54.265923,83.98385,57.014744,60.313606,65.35908,48.207447,72.43274,66.025826,67.07086,23.355564,56.359425,34.5513,14.450217,-17.314814,29.946995,56.32042,47.094063,57.46456,22.134022,-8.648075,41.184677,52.10387,60.04235
42.297203,59.16556,75.809166,58.435944,56.822132,49.91967,77.49316,61.088516,74.89405,72.86141,56.04445,67.31569,68.82674,72.598625,86.07774,65.68367,65.350525,67.844086,63.551514,58.194786,72.676384,62.634583,42.390156,47.887527,38.843285,-1.8148689,-6.3225136,22.780207,63.2074,49.982414,55.42431,19.67884,-15.945248,42.809135,49.332123,72.38581
43.996567,56.804436,72.54439,54.919117,69.18725,52.815536,74.94021,91.1262,71.81781,64.442604,74.06923,72.25008,62.397766,33.13833,85.03891,74.76235,67.14178,61.4738,62.27718,72.31359,111.07895,73.47005,43.777214,32.343452,28.69299,-4.819832,14.857021,12.935051,54.37207,72.376816,50.239685,21.701015,-20.043665,59.066483,42.877243,61.692783
47.60151,52.014153,75.71564,54.79266,69.834694,39.853756,83.80655,99.974495,77.066414,67.01728,78.114426,66.93311,66.97789,50.478813,73.65114,70.634674,82.42573,61.945118,42.768066,73.484695,73.40664,80.58278,41.395645,74.0517,43.50191,-2.0806427,15.002876,12.000473,55.996895,67.27261,55.042652,-3.740078,-11.005337,61.783844,29.172264,65.30351
54.270332,35.20729,92.06707,56.767227,80.24185,49.783756,100.00598,88.906815,72.985855,77.36145,68.1202,73.51648,62.38137,63.293106,73.09961,69.01788,99.6804,91.749405,43.825428,62.081703,82.135574,76.92713,42.849083,71.251076,42.99943,0.39657897,29.792953,16.09076,61.968426,67.05113,46.736473,2.6740923,-13.777299,59.227783,63.726,64.43507
63.20099,48.551735,93.58744,70.76218,77.07198,78.00008,95.10947,101.224335,76.47585,77.18863,96.21406,58.52457,27.978577,72.382805,73.79052,74.46133,84.28475,95.62132,38.027885,80.828,100.43312,83.00969,48.262848,90.75624,53.0281,-12.441441,30.14191,20.522264,67.0651,63.561928,44.981937,6.9640884,-2.022015,53.90992,70.84327,80.558044
63.797836,69.370804,77.45188,77.93962,74.18496,73.44917,62.804474,105.91545,92.99239,74.51843,60.162994,57.681908,62.171883,54.62616,77.86728,83.30959,80.82952,102.989685,43.948605,81.68847,48.355225,71.591,60.230522,86.27647,51.549355,1.2446175,42.33087,20.279352,74.54096,62.17147,54.113445,22.691402,-1.355011,51.094658,83.45681,81.94318
70.23148,72.21384,77.289276,71.06215,72.9561,87.55844,63.907677,117.85292,76.569046,63.623848,96.66693,50.13028,58.278725,59.425697,49.857033,84.89041,86.04668,83.06369,55.35239,77.774536,49.30783,86.3318,44.04147,71.4704,48.94077,-3.9139214,42.63326,28.991152,73.167404,70.52353,55.578,23.038008,-1.7206078,52.71444,77.07237,98.65738
69.27381,84.54321,81.14785,68.92728,79.73831,72.70927,89.35268,103.62217,90.14168,89.70137,108.2566,69.7227,40.335953,34.713226,89.87447,76.881935,72.68763,89.11916,64.41883,87.69721,83.773,96.13633,54.937614,63.296272,58.004692,-10.132061,45.148155,26.407883,64.476845,59.09798,58.53291,32.266335,-5.064636,68.53457,78.47981,94.438675
63.322315,71.75958,125.47937,66.40286,77.77735,77.87802,72.46549,111.01021,92.02252,98.5958,87.5082,84.46509,68.39988,67.235886,87.23076,86.91531,89.36133,110.860535,67.326836,85.46571,72.6863,68.139145,62.85992,58.508152,56.51231,-7.507366,38.003235,23.917374,64.89674,53.6268,52.94729,18.465904,-0.4359932,73.76067,81.3907,79.1745
61.104256,78.92501,125.35331,77.838066,56.281235,70.34532,69.39377,117.13394,102.791756,95.62565,102.45351,68.45985,70.56529,83.59526,85.59709,76.9086,86.65425,84.3391,70.69401,92.439384,96.68183,74.984276,54.53602,57.894096,43.303265,-3.6089668,43.043594,55.957005,54.56535,47.982346,52.531334,20.407125,0.005821228,75.17735,85.38095,90.30008
67.634964,85.69882,114.133545,117.4776,66.925735,90.71359,72.15102,121.76147,103.61644,97.2934,101.61675,66.15356,54.634438,45.27401,90.57478,86.821655,89.818504,89.47601,74.05493,79.51631,77.69208,77.63445,72.12401,7.077389,52.552513,4.7455597,47.957012,55.449333,50.04767,50.347557,53.828785,35.71418,-0.56311417,76.62015,77.67223,86.52231
62.030655,87.933426,88.340775,100.02076,73.30245,65.35518,85.741714,126.56633,65.70845,111.434364,89.54296,72.59164,62.60089,47.79751,42.173134,76.695244,77.91492,84.65974,49.854126,71.21713,80.85534,120.277664,71.31795,9.001461,51.555473,3.4013724,46.61208,43.020687,48.40914,44.14532,52.43505,40.079926,-2.0799408,80.407074,70.86833,82.021484
48.279022,77.855995,89.97284,84.57012,75.01091,68.307785,114.92963,126.26621,75.20935,91.567116,70.05055,87.51971,83.84152,79.663994,62.54003,69.710014,60.777878,102.28889,77.92204,69.0849,78.22296,117.34779,69.82211,15.488037,53.37229,9.480572,40.149567,42.81513,52.503815,45.478455,49.025883,40.702034,-8.515053,73.65435,74.22913,72.09749
60.55719,61.354755,83.20128,81.04583,78.077286,65.942184,102.19871,119.44566,76.544914,111.655754,86.74541,106.95866,90.99954,97.53946,65.11129,68.760605,67.044525,104.16138,86.97843,83.210754,127.14827,93.363335,72.07716,22.772781,64.67149,12.860304,35.4597,55.362755,55.030586,45.945732,43.776794,39.453938,-0.47459793,76.36903,74.798775,67.25325
51.432407,77.32017,78.99394,84.048294,69.78118,63.782833,107.62036,106.94587,95.00089,109.05682,88.4471,104.19623,88.155945,117.92538,63.018055,75.65485,74.0731,116.413864,89.555595,90.35441,115.54104,99.82085,66.380356,45.691757,72.264755,14.476658,42.51498,54.288967,52.012066,33.407673,44.221207,45.151867,0.9010658,67.348145,72.70949,58.770752
51.43963,71.69777,76.88434,61.667274,77.614265,76.301445,79.096596,119.16289,101.7014,94.51715,91.50878,89.5175,88.08979,117.65219,79.55594,77.30549,91.36637,105.06807,87.1597,90.53647,96.17328,90.73631,54.816322,34.83757,73.16681,22.84261,46.243423,64.49672,64.825516,33.846134,41.860744,40.296673,17.494534,73.67028,69.267555,66.2229
55.595615,73.54274,67.01206,78.07348,81.88596,74.73891,74.44545,127.00378,112.071556,103.52022,110.54041,73.82414,85.07601,92.46727,76.94837,69.89793,81.12683,108.03828,94.97009,91.81523,90.28445,84.959335,46.39256,40.20663,54.988323,30.209862,51.75758,42.197487,54.130768,34.3407,47.62481,43.85383,23.33183,77.31121,75.43561,67.13713
57.916718,99.70267,87.57569,75.17944,74.93445,90.748764,87.91965,118.25869,105.628136,86.08902,111.97419,70.5457,97.7959,100.11844,49.614624,63.03537,93.32547,82.15164,97.023796,75.42847,84.711235,69.78406,40.88615,34.75883,59.544147,43.77729,50.534546,54.66315,44.41774,38.037376,56.532085,39.33166,23.958317,65.3228,61.220642,83.23135
75.2852,72.22397,93.50791,77.31562,74.6515,79.22207,91.67794,137.18144,103.146385,103.95277,86.35562,71.14451,77.38373,64.087814,60.042152,98.0755,101.04749,81.767,90.9738,67.96361,103.020905,77.02313,39.316017,56.51754,64.8062,43.042686,48.188732,39.882633,40.57843,38.5694,54.283905,53.417915,22.511757,54.865555,70.27306,88.153175
69.07517,80.89783,85.037674,56.8919,77.67224,75.33626,25.931412,139.32462,81.16669,103.41358,110.57026,66.24375,75.04395,89.681175,61.370667,98.49223,101.56263,76.24245,80.80169,51.643272,91.61514,92.498085,31.180382,44.450996,70.687805,27.182213,56.071175,37.327583,44.66182,36.915577,55.603916,45.088867,28.22793,67.02289,59.44993,94.38265
57.39237,77.17427,88.891136,70.121895,84.92616,73.65708,63.2278,160.3222,89.31191,96.98554,95.97921,53.438465,86.24268,78.877014,61.06433,87.47598,77.44834,98.054474,77.90857,81.04678,74.925125,90.56814,17.332973,50.23665,67.83948,29.70854,53.553753,36.6139,61.441036,44.014797,46.81347,32.51045,30.380754,75.35822,71.76483,92.478355
60.858597,37.14942,70.18035,88.28641,89.345245,71.27501,59.148315,160.38448,92.21264,90.358696,99.89501,79.88431,78.49187,58.523872,75.00807,78.735466,82.34582,109.02075,79.99043,84.575836,92.892586,101.745346,14.740562,52.928215,58.880398,33.53651,50.160828,37.364906,67.23071,46.782475,44.13281,60.30313,35.20806,66.023415,68.36367,99.0123
59.06624,66.55319,71.27493,79.20164,83.0213,68.30246,49.775497,158.8234,87.58014,102.73964,94.921074,40.57846,83.70906,98.112495,83.28553,68.51785,69.1372,97.72486,73.93871,89.06847,87.608315,98.90198,19.606544,52.784073,72.79256,35.965885,49.789223,36.22087,70.97684,49.191895,43.134632,46.327747,39.242046,30.985535,52.17341,105.59659
74.66293,70.80297,63.827858,79.47375,73.81761,66.28825,60.578953,132.60313,108.799545,123.775734,92.2292,65.85969,66.96844,76.54514,88.35315,80.228935,40.402615,109.980896,46.098206,64.56316,95.3174,84.46915,21.826508,28.39531,64.724525,39.07694,52.2214,50.203415,72.00275,51.044933,48.269897,41.80078,27.833405,35.14438,54.577988,97.76679
68.76666,71.87705,54.56974,74.82892,65.9987,79.166016,55.166206,132.66568,106.23803,102.2626,95.91431,82.10287,87.92268,60.944077,90.88626,94.47821,68.78111,95.63624,51.446945,58.603912,47.222008,73.70166,22.144318,40.284332,51.15368,40.86397,48.28208,33.66658,59.843838,40.321358,50.648895,39.05818,24.291218,43.389984,62.176117,92.375465
41.42983,70.94972,63.231316,69.50818,51.611073,75.39316,72.22102,136.03966,84.444626,102.17759,86.52612,64.47574,83.80141,71.94407,78.43347,98.545944,67.41878,83.45395,61.45464,99.29977,119.27812,75.017746,21.18782,36.898933,45.08789,45.23544,45.985558,35.603416,57.731632,39.762047,45.764183,31.187794,29.370209,51.75514,60.092,82.005486
47.168106,75.12578,64.72845,57.50921,70.52235,67.12386,70.27256,131.35214,81.99034,108.12771,95.361465,79.93976,71.418526,76.68797,48.392937,80.66633,81.48121,91.25016,82.081726,79.90365,91.38708,75.85632,23.033161,37.742073,53.872395,28.496647,42.003098,24.588943,52.709587,50.135624,48.38548,35.680157,37.970383,57.965332,59.386246,67.918144
45.31223,71.05328,60.31166,58.770096,64.406166,64.8803,86.231415,119.37088,84.32453,85.79007,86.91261,58.27317,68.75668,81.397,64.04886,84.03189,94.062515,83.70828,100.401855,85.912735,90.56839,67.57495,30.29559,38.350227,60.142822,31.320108,19.695612,29.577856,51.40365,56.210255,53.111797,31.468922,38.089565,51.388844,63.797943,75.04539
54.951675,71.56199,73.89761,66.99768,61.211662,65.62818,89.141174,111.59744,69.89551,75.56555,96.74606,59.567085,66.75575,72.94311,73.005486,96.98668,90.18225,93.723976,96.558266,105.75517,79.08695,6.110153,30.780724,44.501472,54.558296,27.217566,15.354591,27.853558,54.927303,51.95673,57.24648,43.046974,30.919693,55.06854,68.76599,75.68281
46.45197,72.17946,86.86905,54.30584,81.39874,59.382,72.01156,125.57822,66.21774,93.74085,99.41465,50.990025,77.77879,47.395844,56.55226,49.609116,88.33239,73.14237,76.48699,46.086273,52.964203,23.166615,29.537632,61.314125,63.47505,26.89752,-0.47426414,24.458336,51.08915,53.382812,55.99287,34.694798,26.301426,68.571236,76.51132,75.66184
57.62769,56.976826,89.569016,73.925575,70.85802,40.412014,80.520676,125.755585,79.28315,86.73659,98.112434,17.813053,54.62346,54.29716,51.07727,14.788239,75.59207,67.51896,65.643875,47.11061,83.80586,21.809147,49.64844,55.21245,66.05909,23.954811,-0.22818756,14.8076515,50.79189,58.73747,64.83587,42.44182,27.144577,64.55444,82.220276,74.2133
56.194683,55.351143,79.40378,74.897766,72.994835,54.345222,55.401337,113.02525,70.3197,91.095535,68.29594,37.926754,30.689888,23.914608,25.77462,41.20652,72.203094,65.03768,39.082634,58.987835,75.305275,40.446095,47.671688,60.978657,43.42576,34.119354,11.2811165,22.243202,51.203087,73.21959,65.12421,35.400246,20.431873,103.810394,76.73123,75.47385
52.799,54.030697,77.003395,66.52789,64.45824,29.021732,51.033134,119.19778,22.174057,58.474815,50.170303,44.0303,32.023743,24.607754,-18.239826,37.90359,63.092762,55.369644,36.15255,40.565125,53.54644,72.65774,57.867393,57.06968,47.80526,35.799297,16.24445,26.12027,6.5067673,73.00457,73.351105,12.039652,19.344378,91.15412,69.71797,82.61043
48.585052,39.577404,35.349922,50.618954,63.780846,22.282574,52.505726,104.79236,33.02266,55.130196,49.745426,64.594666,46.637016,52.579655,17.695978,28.127045,57.199883,49.993137,30.48042,57.824566,46.188034,86.99639,55.07374,46.841656,72.34137,33.613605,19.461136,21.33377,27.868032,80.108925,66.60034,21.850636,14.948811,80.129,63.81913,78.24325
38.79511,61.000095,42.20141,39.05545,50.419857,25.709232,60.5525,90.18248,58.106583,70.81239,64.17969,50.40754,53.91422,65.06322,20.416779,29.40995,63.828777,69.30961,50.08141,49.449707,53.347992,70.77471,68.44222,46.01261,67.582855,30.151392,19.436893,23.36926,47.66017,73.69759,64.52456,44.611584,26.29358,72.24995,56.82116,99.61731
17.007607,44.38063,49.36319,34.602966,48.02324,47.7954,74.50645,96.53689,65.5517,72.202255,91.7825,50.171104,49.087406,39.80373,27.657402,41.207443,75.21144,64.29655,66.32498,48.58919,55.62992,58.457905,71.27779,22.841385,56.051346,30.68759,21.015903,20.532906,47.959927,79.50008,67.4091,31.88227,27.740295,64.87271,66.58439,80.86778
33.862133,79.83218,41.22995,43.528545,49.293587,53.23764,68.4247,91.83482,37.63659,52.557793,64.652374,42.125824,49.137764,66.327194,43.177757,76.57042,81.63775,67.55766,73.648094,65.01415,52.47647,58.406166,66.32869,22.205925,54.4041,45.00135,30.773422,20.395773,62.431255,72.67493,70.89053,34.103775,20.194244,60.260063,62.12979,52.17948
40.26297,15.342506,45.86784,42.832363,39.665707,57.388016,57.19146,84.14289,61.74212,46.13013,42.887993,66.556656,48.684284,46.106594,39.575016,66.896675,81.33052,81.81447,78.94722,67.51446,68.19525,46.859653,59.99888,33.1694,26.48618,39.337677,43.262783,20.71865,75.12833,57.617126,56.154476,29.877977,13.784078,54.470924,46.30857,63.438934
19.909248,21.713078,61.17273,31.611023,41.414818,54.110325,41.743645,98.193085,63.656685,63.32583,62.150925,37.28232,62.628166,59.15201,56.106037,55.017975,76.46067,67.811066,78.8699,46.447105,64.560074,40.8788,55.14585,-3.0754166,33.873825,35.968307,40.1726,56.054184,66.03533,49.59432,52.005436,17.525528,20.007114,55.851055,64.31946,58.547012
22.499405,43.895905,70.95086,45.330536,47.91806,43.61917,19.842754,83.89837,50.646835,66.64123,82.84408,29.178055,46.239376,10.237076,47.566166,60.076412,64.86261,67.739624,89.01914,57.197052,100.25968,43.894108,71.63793,11.71796,42.94571,37.358513,27.186089,41.06934,55.174725,35.590954,41.543137,39.31024,26.902142,59.02606,67.77857,55.518875
21.583817,57.481236,64.895035,42.88538,50.51731,31.222977,25.106556,80.98414,41.009113,74.4811,40.39342,49.22993,40.00449,39.692154,53.59436,57.242107,40.653046,60.69493,76.50609,51.12365,72.64065,87.79615,58.54571,23.491756,41.867046,32.709713,40.37571,34.918713,45.305687,32.85737,37.935688,32.996532,23.876764,47.102287,61.929695,59.870544
50.412308,39.641678,50.48329,41.613976,49.157867,38.608177,54.88868,66.098305,51.289562,72.20783,60.450603,52.5556,44.940166,52.57636,65.80814,53.5279,56.363533,57.13437,80.22933,59.352047,57.781055,66.7793,61.106266,31.167713,-1.871994,25.621923,37.884872,61.062572,39.66989,31.238293,37.874077,42.58706,10.568687,43.608063,59.459557,48.682045
58.174522,33.289227,47.114513,13.695164,54.679794,48.86654,51.302673,59.047012,58.43019,78.02497,43.327858,48.27128,45.138275,57.11933,57.8765,54.296097,61.61879,69.81755,60.536934,61.042118,51.80337,53.13784,47.574127,33.68612,9.129541,26.54041,39.697643,46.204082,43.85032,26.184084,29.446686,37.61742,10.2832985,46.793053,57.52836,49.17846
52.49755,-12.771477,57.51654,28.16471,60.434925,28.057476,49.035385,58.874916,-1.3047943,88.987144,73.082794,52.21654,46.728504,59.27147,51.262695,55.495583,82.62077,61.898376,39.79075,55.788963,41.316216,42.425518,45.97423,28.173256,13.123615,25.340828,19.379738,49.111702,7.7029953,25.839756,26.012142,27.13515,23.065258,53.362053,51.176105,45.608253
50.212505,-0.4111786,48.186142,3.8158379,63.568302,39.216473,52.336704,62.82825,25.994698,69.52353,26.009022,32.727604,42.612846,64.1051,45.367485,47.352436,76.75376,53.499283,44.301716,45.650234,64.63906,36.94476,44.700027,25.628681,24.621624,23.24448,4.891554,31.576698,14.909039,26.585327,23.766022,28.909433,20.892567,54.73936,48.158848,50.191563
30.232227,27.624481,50.535034,16.27354,51.655056,67.58648,44.762196,67.93996,1.8479614,42.572357,46.478203,35.86188,24.334713,27.271645,56.856354,46.26477,40.625404,65.05255,35.10169,57.92195,44.10751,29.33086,46.20733,31.23391,21.776814,14.824932,-23.95097,26.835882,16.567497,28.22879,23.956963,24.365717,15.331667,63.76123,57.735817,88.15007
31.030434,39.731255,60.131073,19.52966,47.085293,57.067688,44.970528,68.73322,22.03849,52.37736,40.13037,38.72847,29.867802,42.702473,57.993534,42.900234,39.69815,55.53989,41.86821,35.29958,44.30956,31.376862,35.29345,31.796398,32.672005,13.525669,-11.562199,15.498517,25.800573,42.79707,33.544685,10.996906,18.846859,45.206688,47.847637,85.18593
33.079224,38.975376,48.111237,-2.8481407,48.219975,53.06257,31.120205,72.97435,39.046734,59.597923,41.69546,33.119938,27.048183,11.726454,56.192375,44.172855,45.490307,41.621223,44.184437,39.607452,42.418118,43.60529,41.117786,28.018154,26.152424,12.514318,8.170849,8.57827,25.024677,39.762764,30.689358,9.04089,14.552128,45.09409,39.86583,77.248055
36.39159,44.715397,52.723274,18.695393,42.47043,53.27233,37.10914,86.29499,42.148365,61.045536,37.661766,34.497715,29.055931,19.046242,54.625813,40.416637,64.97681,6.0058517,42.813156,55.730743,43.86413,47.938984,53.270176,30.620651,23.949375,18.867645,6.8390236,15.461491,17.960073,41.49723,28.592367,-0.0949173,15.9392395,48.86852,36.721577,54.54131
30.44336,30.650425,65.16995,28.824083,47.326347,57.226772,37.510555,92.09605,42.378777,36.744156,58.948032,3.612526,41.595577,40.102135,51.706326,41.17582,71.11005,32.490395,43.145187,61.268135,41.60395,64.23544,58.923103,13.444714,6.4560165,17.714165,13.777313,8.096325,19.86869,35.337772,35.533245,6.0979195,15.219964,38.00634,39.025795,49.558247
9.390892,35.167477,80.25108,34.9543,49.740597,55.6314,41.6801,98.834465,55.732117,20.562363,29.885012,42.181465,50.817238,23.34412,43.50242,40.848064,69.15044,47.0553,29.264915,69.55771,44.757164,68.73635,59.30224,21.676727,8.682047,18.355194,18.67986,16.65147,20.65543,30.479328,24.198315,-19.019442,9.654929,40.43413,40.41013,48.712463
20.911518,37.643875,87.651085,21.526855,56.769573,48.25234,49.0023,123.581276,60.838215,63.626476,27.4555,48.178,65.72303,38.783875,61.63256,46.751816,74.892845,61.3553,30.03123,60.48394,64.52963,76.42862,55.368073,32.531033,25.927458,11.5861225,4.65847,17.52782,21.68283,19.470171,21.902866,-5.2725906,11.527397,41.013264,50.67228,47.24468
12.329109,45.85708,93.482216,49.472443,69.49213,40.57806,65.43831,105.481064,66.9436,75.01097,61.612717,39.43449,58.880272,59.37956,78.348595,56.55488,83.38603,58.314186,22.386917,58.15105,82.36284,74.766785,49.74263,26.437265,28.336819,11.641041,9.9866905,33.230732,27.881392,16.77628,10.420868,9.098617,5.7587013,42.79476,83.03281,43.733955
39.19721,42.41097,75.13574,60.09613,77.71404,50.713844,79.1254,95.14427,70.36196,39.939438,43.29944,46.2452,72.33303,62.611843,79.79761,58.520775,74.31974,76.33929,31.248627,63.94699,70.07262,65.411934,49.91581,33.487812,46.922493,10.070847,22.493542,36.02027,26.642975,17.09761,21.476318,-1.2106552,6.7440414,36.64569,86.44538,65.63185
