A,B,C
-205.75876,-3.1450896,-0.09433012
-208.86641,-3.3715334,0.05213076
-212.17691,-3.3677297,0.027686507
-215.48863,-3.349242,0.07910557
-218.85161,-3.3259099,0.0129791945
-222.30704,-3.384052,0.04536967
-225.76584,-3.2287734,-0.003993824
-229.02654,-3.1220958,-0.018809259
-232.2255,-3.073222,0.09743713
-235.15305,-3.125544,-0.057060495
-238.31369,-3.1943955,-0.10893342
-241.49583,-3.441837,0.040149048
-244.86389,-3.3282118,-0.032431036
-248.10176,-3.5069294,-0.09106265
-251.64157,-3.5880425,-0.110404216
-255.20273,-3.6265054,0.020960942
-258.95172,-3.6640537,-0.14715613
-262.54932,-3.7865155,-0.13153282
-266.21906,-3.8725262,0.14939463
-269.98468,-3.6286235,0.0019662976
-273.48608,-3.726829,0.08578929
-277.29865,-3.625949,-0.06304785
-280.87524,-3.8039856,-0.10751608
-284.54486,-3.9626074,-0.13473317
-288.40344,-4.0154247,-0.090359196
-292.49234,-4.041284,-0.14083268
-296.41907,-4.2738285,-0.023933455
-300.77408,-4.363866,0.1209456
-305.14856,-4.3838124,0.057722718
-309.46002,-4.3134494,0.026760936
-313.62628,-4.3271666,0.103238046
-318.06906,-4.0833926,-0.07536346
-322.02048,-4.1919165,-0.010120347
-326.20148,-4.3060274,-0.0039692223
-330.4292,-4.379976,-0.10313851
-334.8722,-4.397384,-0.13683546
-339.195,-4.528863,0.09408681
-343.7694,-4.560077,0.039245546
-348.19757,-4.630515,-0.1404929
-352.8009,-4.747378,-0.13861457
-357.62677,-5.0238695,0.05472055
-362.5849,-4.8523254,-0.056865893
-367.55603,-4.825895,-0.10289421
-372.34235,-4.9859743,-0.10159828
-377.3269,-5.212704,-0.05270657
-382.50214,-5.2021346,0.0031245798
-387.84204,-5.2778354,-0.052018568
-393.1363,-5.228075,0.11400366
-398.46786,-5.0918527,-0.14769393
-403.6089,-5.2427573,-0.07785543
-408.9048,-5.296043,-0.047460616
-414.07968,-5.208352,0.007320896
-419.26514,-5.215531,-0.079882056
-424.591,-5.3587255,0.035275355
-429.85992,-5.272298,-0.034263276
-435.0204,-5.3533797,-0.049198203
-440.3894,-5.4112544,0.0434985
-445.72858,-5.4719267,0.0016136318
-451.27557,-5.553578,0.07250789
-456.85995,-5.3672185,-0.12984233
-462.34296,-5.351904,0.12539956
-467.6275,-5.3622813,-0.03548067
-472.86392,-5.279808,0.012695909
-478.0949,-5.319696,0.11770117
-483.42102,-5.1287823,-0.1162961
-488.56204,-5.174029,-0.108438246
-493.8659,-5.2560105,-0.095563784
-499.07077,-5.3305387,0.14282495
-504.49164,-5.08634,0.0856408
-509.71118,-5.0205636,-0.13005
-514.6041,-5.153848,-0.06871435
-519.63434,-5.2954164,0.14039531
-524.8168,-5.2951508,0.1036672
-530.12134,-5.3142753,0.021056876
-535.28674,-5.290869,0.036467135
-540.48596,-5.2141747,0.13563511
-545.8428,-5.0235367,-0.112271085
-550.939,-5.213828,-0.001989901
-556.1786,-5.2524185,0.14359939
-561.4509,-4.9814796,0.048135504
-566.29083,-4.8070316,0.048200443
-571.2431,-4.6373324,-0.01339224
-575.9633,-4.5200863,-0.05857428
-580.50397,-4.4917417,0.054041505
-585.10156,-4.312392,0.06418504
-589.51105,-4.246417,-0.12403105
-593.7887,-4.284703,-0.118768685
-598.194,-4.3108997,0.10899615
-602.5679,-4.056692,0.09642953
-606.5644,-3.945962,-0.031833403
-610.4579,-4.0984035,0.0564605
-614.7042,-4.1264644,0.019174993
-618.705,-4.223751,-0.087538585
-622.8862,-4.4017687,-0.1134658
-627.36285,-4.3940873,-0.14548069
-631.6932,-4.440431,-0.14925617
-636.0958,-4.582046,0.09211336
-640.67975,-4.4818115,0.065103725
-645.10895,-4.32362,0.06459223
-649.3804,-4.404706,0.10657054
-653.81036,-4.331053,-0.039620966
-658.2087,-4.3383946,-0.03944178
-662.45593,-4.5055747,-0.101104766
-666.82513,-4.514634,0.026964948
-671.45844,-4.3417172,0.0027305037
-675.84686,-4.3054605,-0.047662944
-680.0254,-4.451512,-0.0046152174
-684.606,-4.431028,0.029855296
-689.1623,-4.482992,-0.050895207
-693.63794,-4.578324,0.0700219
-698.27277,-4.3759174,0.06330426
-702.5937,-4.4620843,0.08691995
-707.1261,-4.2332635,-0.14687997
-711.4335,-4.4407625,-0.123633176
-715.83203,-4.5874195,0.059439197
-720.4025,-4.667902,-0.11132155
-725.16516,-4.758924,-0.033586226
-729.78235,-4.7974334,-0.12691596
-734.6288,-4.789726,0.04361871
-739.52716,-4.8757777,-0.09836517
-744.46185,-5.12106,-0.001972571
-749.58246,-5.106917,-0.118419945
-754.75006,-5.3097057,-0.05483803
-759.943,-5.248781,0.0922301
-765.1088,-5.222271,-0.08464219
-770.332,-5.4437423,0.1316812
-775.7895,-5.440979,0.07781625
-781.25037,-5.4370584,-0.09197122
-786.5458,-5.459226,-0.13301432
-792.0577,-5.714513,-0.098153025
-797.6301,-5.884572,-0.036792986
-803.53827,-5.921503,0.12598604
-809.3551,-5.725166,0.14779246
-815.07904,-5.6301556,0.05383843
-820.6865,-5.521508,0.019355148
-826.3279,-5.513778,0.12354472
-831.80786,-5.4052143,-0.12860575
-837.3587,-5.492864,-0.09093355
-842.8389,-5.4933157,-0.1085889
-848.3282,-5.6410975,-0.044210903
-853.8398,-5.5360503,-0.04778999
-859.3962,-5.695453,0.14576137
-865.0564,-5.5283823,0.01594156
-870.6538,-5.583896,0.054343536
-876.1997,-5.6030855,0.08587812
-881.6691,-5.372141,-0.10153853
-886.95966,-5.6068387,-0.011791632
-892.7004,-5.7547226,-0.041448265
-898.3243,-5.8212886,-0.017965525
-904.1248,-5.8801312,-0.114917725
-910.1067,-5.9599924,-0.049867883
-916.13324,-5.9992313,-0.083197355
-922.07904,-6.199094,-0.096467435
-928.20966,-6.1761045,0.03828907
-934.2785,-6.1928363,0.061142445
-940.57947,-6.2737074,0.04332152
-946.958,-6.2221904,0.07426344
-953.04266,-6.109035,0.05774857
-959.14233,-6.167884,-0.10127744
-965.3731,-6.180912,-0.0976344
-971.418,-6.231275,-0.12050658
-977.7951,-6.288357,-0.09424877
-983.9946,-6.457988,-0.058573812
-990.53046,-6.5852113,0.04124278
-997.11786,-6.5855904,-0.0715122
-1003.6109,-6.731451,-0.046900533
-1010.209,-6.708862,0.10920787
-1016.79803,-6.6488543,-0.09842576
-1023.35785,-6.653946,0.14663428
-1029.9155,-6.365767,-0.023907423
-1036.1339,-6.2714114,0.032268584
-1042.3676,-6.1624694,-0.02753418
-1048.6022,-6.110897,-0.06112703
-1054.725,-6.260619,-0.09824476
-1060.8774,-6.257234,0.11496779
-1067.0708,-6.1765547,-0.052333944
-1073.3651,-6.2552624,-0.025527015
-1079.6117,-6.2251763,-0.10845271
-1085.8595,-6.406193,0.11028126
-1092.169,-6.244319,0.14641875
-1098.393,-6.197987,0.11277813
-1104.578,-6.1545467,-0.13067377
-1110.6989,-6.236906,-0.0342573
-1116.8356,-6.3486624,0.05665055
-1123.2136,-6.3491282,0.028225183
-1129.4497,-6.449879,0.09799218
-1136.0057,-6.232089,0.030922472
-1142.1367,-6.1298575,0.14174289
-1148.3323,-6.0227485,-0.077224284
-1154.4401,-6.13644,0.08299631
-1160.5187,-6.0954146,0.003590569
-1166.4972,-6.100312,-0.12816659
-1172.6809,-6.2296896,-0.11775921
-1178.8701,-6.4970756,0.030068532
-1185.3333,-6.447125,0.060865775
-1191.91,-6.2553806,-0.06557227
-1198.0321,-6.3528123,0.08785725
-1204.4286,-6.31538,0.048169658
-1210.8844,-6.305983,0.14166555
-1217.3096,-6.071117,0.11069095
-1223.3063,-6.0302324,-0.046186566
-1229.3197,-6.0514784,0.027675554
-1235.2728,-6.1217914,0.020191416
-1241.5344,-6.0810595,-0.039023906
-1247.665,-6.129844,-0.013945639
-1253.9242,-6.094455,-0.007131532
-1259.9536,-6.187297,0.1491006
-1266.1777,-6.0656505,0.078673035
-1272.263,-6.041044,0.048122242
-1278.4232,-5.9894466,0.12935367
-1284.3475,-5.9404836,-0.0113989115
-1290.4164,-6.0572295,0.02119559
-1296.3971,-5.9223075,-0.11234316
-1302.4364,-6.0412097,-0.0487146
-1308.3717,-6.1401253,0.040061995
-1314.4486,-5.970366,-0.022394761
-1320.515,-5.8689785,-0.029979102
-1326.2688,-5.812316,-0.027828656
-1332.1447,-5.9110756,0.04224345
-1337.9851,-5.91329,-0.11258453
-1343.8038,-6.1185293,-0.058599293
-1349.8723,-6.0576944,0.1469928
-1355.8998,-6.060237,-0.004849434
-1361.9426,-6.0794697,-0.033753045
-1368.0188,-6.015286,-0.12183379
-1374.0841,-6.031185,-0.019441515
-1380.1936,-6.17442,0.021732777
-1386.2935,-6.2837796,-0.08316379
-1392.5138,-6.3871703,-0.01899314
-1398.7667,-6.3758216,0.0330887
-1405.0192,-6.433183,0.08349712
-1411.421,-6.286764,0.011042446
-1417.8049,-6.300561,-0.14985506
-1424.1356,-6.328607,-0.12471409
-1430.4717,-6.339879,-0.11795819
-1436.7694,-6.381617,-0.011416465
-1443.156,-6.4507236,0.0010917336
-1449.6581,-6.551256,-0.14909214
-1456.3027,-6.6649423,0.05819477
-1463.0266,-6.6357017,0.10139191
-1469.5731,-6.613149,0.13952595
-1476.2003,-6.5086946,0.0974112
-1482.793,-6.3471146,-0.034505688
-1489.1849,-6.5228853,-0.13131377
-1495.7502,-6.533024,0.0757228
-1502.1808,-6.3641586,-0.020314038
-1508.4401,-6.316457,-0.12121155
-1514.7281,-6.570376,-0.07710786
-1521.3109,-6.553081,-0.119286105
-1527.7152,-6.71193,-0.06937203
-1534.2856,-6.761063,-0.051772036
-1540.9585,-6.8045526,-0.13726509
-1547.6322,-6.8873916,-0.022591442
-1554.5697,-7.0385785,-0.1211137
-1561.5559,-7.0708866,-0.032325484
-1568.5118,-6.9857326,-0.043480717
-1575.5428,-6.9333124,0.06837477
-1582.5844,-6.9491625,0.0989947
-1589.5831,-6.9691515,0.10838544
-1596.5596,-6.918352,-0.07544166
-1603.5928,-7.0350943,-0.055997215
-1610.4916,-7.162429,0.049763516
-1617.6108,-6.964654,-0.086432636
-1624.6897,-6.9268355,0.05468069
-1631.5886,-6.949424,0.072250396
-1638.629,-6.9199066,-0.0417405
-1645.4966,-7.0124364,0.07499793
-1652.5316,-6.8571854,0.0241355
-1659.265,-6.9484954,0.118483454
-1666.1674,-6.8537216,0.082349315
-1673.0007,-6.6718445,0.08890043
-1679.5431,-6.4727554,0.042820364
-1685.894,-6.4721475,0.045253932
-1692.5035,-6.475523,-0.06953089
-1699.033,-6.6543164,-0.08866811
-1705.7577,-6.605876,-0.06892668
-1712.468,-6.7508235,0.080647945
-1719.2789,-6.563883,0.04139377
-1725.9656,-6.5831747,0.023820907
-1732.62,-6.5837154,0.12034729
-1739.3007,-6.337219,-0.101320356
-1745.6587,-6.5779243,0.09088591
-1752.3524,-6.435227,0.0442349
-1758.8221,-6.2894816,-0.057168245
-1765.1782,-6.324774,-0.13364264
-1771.5057,-6.476461,0.08841814
-1777.9115,-6.5027304,-0.0990434
-1784.3234,-6.7207694,0.12977263
-1791.164,-6.659159,0.14866
-1797.9525,-6.3993583,0.080964774
-1804.4792,-6.2049212,0.06251845
-1810.5718,-6.1975265,-0.01998423
-1816.9099,-6.114129,-0.08147538
-1823.1403,-6.1762524,-0.09706028
-1829.1968,-6.276048,0.13193142
-1835.4923,-6.049906,0.13242066
-1841.5527,-6.0244117,-0.07533324
-1847.4658,-6.1906385,-0.04828155
-1853.6761,-6.3012857,-0.051222436
-1859.8583,-6.500413,0.1384449
-1866.4878,-6.4733715,0.14692917
-1872.9551,-6.178087,-0.05405467
-1879.0314,-6.3053164,0.1381022
-1885.2648,-6.039253,-0.033237435
-1891.2089,-5.9492846,-0.13289465
-1897.182,-5.9387946,-0.12499949
-1903.039,-6.14926,-0.081326544
-1909.0519,-6.3429418,-0.14319423
-1915.4272,-6.5069633,0.14485559
-1921.7966,-6.2807345,0.115385115
-1927.9918,-6.1394916,0.03909187
-1934.0109,-5.95446,0.05568941
-1939.8412,-5.9605346,0.034875885
-1945.9354,-5.887376,0.10022566
-1951.785,-5.838343,-0.1433882
-1957.6434,-6.109272,-0.025231257
-1963.6793,-6.0089254,0.00045636296
-1969.7598,-6.048149,-0.09098947
-1975.7986,-6.2721925,-0.030467413
-1981.9329,-6.2219777,-0.026135623
-1988.0824,-6.26399,0.04833716
-1994.451,-6.284944,-0.12921035
-2000.7985,-6.535001,-0.0643261
-2007.244,-6.6227293,0.040096447
-2013.906,-6.6159225,0.090293705
-2020.5907,-6.404261,0.023369908
-2027.0665,-6.4002,0.083866954
-2033.52,-6.3302975,-0.05041296
-2039.7323,-6.42708,-0.11979454
-2046.0527,-6.500101,0.11381248
-2052.4578,-6.299376,0.06510456
-2058.6506,-6.2563004,0.072093904
-2064.7847,-6.06545,0.024593025
-2070.7266,-6.016235,-0.1334145
-2076.8132,-6.1081977,0.07605021
-2082.969,-6.0253234,0.13371655
-2089.1382,-5.9486337,-0.099299535
-2095.1287,-6.0812263,-0.11558756
-2101.347,-6.176371,0.021784514
-2107.4941,-6.2298155,-0.07241908
-2113.721,-6.257633,-0.14404905
-2119.8425,-6.5294785,-0.080089815
-2126.3984,-6.5201545,-0.072622545
-2132.8562,-6.4847307,-0.14842092
-2139.2876,-6.5496407,0.049191862
-2145.7039,-6.351771,0.07167475
-2152.1396,-6.361364,-0.14545038
-2158.6208,-6.5265813,-0.119184144
-2165.1833,-6.610021,0.122502
-2171.8064,-6.634864,-0.14907652
-2178.3633,-6.9206567,0.111956954
-2185.33,-6.8591886,0.013139889
-2192.1565,-6.975203,0.020767123
-2199.1567,-6.9226823,-0.042130657
-2206.194,-6.9588056,0.041060194
-2213.042,-6.976245,0.07765584
-2220.144,-6.967557,-0.10178478
-2227.0625,-7.1210237,-0.14215603
-2234.2185,-7.119537,-0.11578728
-2241.4524,-7.349825,0.020854518
-2248.8264,-7.4097257,0.047026545
-2256.125,-7.4245152,0.096060365
-2263.6204,-7.3348475,0.030231357
-2270.9253,-7.218065,-0.007217884
-2278.2407,-7.0802817,-0.12087958
-2285.2341,-7.3487916,0.045954645
-2292.6548,-7.2482896,0.06997615
-2300.0369,-7.091893,0.042867333
-2307.2178,-7.0011897,0.06900257
-2314.2004,-6.8567033,-0.09641099
-2320.939,-7.0229163,-0.1284484
-2327.8765,-7.0807285,-0.10725468
-2334.9314,-7.2428513,-0.1177647
-2342.2883,-7.330573,0.09684688
-2349.6113,-7.181655,-0.009855971
-2356.8865,-7.339364,-0.036117017
-2364.3035,-7.5180116,-0.06631404
-2371.8826,-7.5094633,-0.12036659
-2379.3691,-7.5615335,-0.023864418
-2387.0408,-7.4580336,-0.13937807
-2394.6064,-7.5494366,-0.12613147
-2402.1772,-7.7173886,0.1056605
-2409.7485,-7.530306,0.056081787
-2417.1782,-7.339624,0.038273737
-2424.3726,-7.348922,-0.10775486
-2431.8455,-7.3717933,-0.103574954
