A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
0.10298005,0.058614403,0.59273237,0.027228385,0.33587417,0.08516085,-0.20107135,-0.12917674,0.6142931,0.18935901,-0.14921284,0.07227567,-0.061711945,0.7680157,-0.16584435
-0.0026013851,0.27433324,-0.20808318,0.07731035,0.45570475,-0.12713552,0.46447736,-0.04583452,-0.2674557,0.061046913,-0.14459947,0.021651879,-0.01774247,0.7665199,0.36924374
-0.05795984,-0.056008846,0.3924892,-0.0038629472,0.31494975,0.12062657,-0.19321786,-0.038227968,0.39579386,-0.016703397,0.09905885,-0.12125252,0.0067079067,0.884999,-0.26437128
-0.025625788,-0.025649399,-0.20052558,-0.085496366,0.3928563,-0.1047214,0.42149588,-0.0634767,-0.22592655,0.11185746,0.0662258,0.035664722,0.09027849,0.748575,0.30498385
-0.050198294,0.24206825,0.44051746,-0.060247153,0.4935238,-0.03279514,-0.15816264,-0.11074164,0.36624753,-0.08558947,0.008802295,-0.00609605,-0.03950637,0.6453671,-0.12389785
-0.022395626,-0.22444032,-0.08498685,0.11568096,0.48416653,0.14077479,0.38628235,-0.009012833,-0.05806829,-0.037100993,-0.055698916,0.0075702667,0.024788588,0.74405736,0.28276652
0.03228809,-0.011627667,0.41121256,-0.01283136,0.57790476,-0.065370016,-0.02245462,-0.083209604,0.44813818,0.18293025,0.003470987,0.04557392,-0.026382118,0.62874943,-0.20523643
0.098570615,0.14870358,0.055673763,-0.13211529,0.6102216,-0.111986846,0.31724736,0.09878428,-0.045224607,-0.03203156,0.08866605,-0.1417978,0.086672544,0.74312276,0.24643606
-0.098390624,-0.10208433,0.0735067,-0.009128064,0.7285322,0.047076255,0.01585637,0.0822448,0.17423774,-0.20154847,-0.14947546,-0.012257695,0.005304426,0.7479322,0.18871975
0.14592043,-0.19469103,0.08905807,0.0061405003,0.6122031,-0.036953114,0.08877577,0.141316,0.1617545,0.055005938,0.110735804,0.09967777,0.011378288,0.6140744,0.2903705
0.1257515,0.070309386,0.21072896,0.0070747137,0.7535759,0.028179482,-0.010551989,0.024274588,0.0668537,-0.035195343,-0.061477825,-0.021886647,0.12237099,0.5247992,0.33513576
-0.080910444,-0.058694772,-0.0272768,0.13214764,0.65063655,0.13987052,0.3189627,-0.088197455,0.013764456,0.09062423,-0.0051738024,0.1494858,-0.09738073,0.63243484,0.08506541
0.007345319,0.13332582,0.4654502,-0.011608258,0.68499815,0.05440016,0.039508745,0.07001871,0.38871148,0.03148724,-0.07459077,-0.059084475,0.094558775,0.6444126,-0.26036906
0.031832367,0.14230283,0.09095256,-0.0020014495,0.6663874,0.116349906,0.38870776,-0.14317438,0.014605314,-0.039148673,0.14109993,-0.07340609,0.08836831,0.6629535,0.5664693
-0.086381026,-0.1461258,0.35728884,0.08196017,0.5383023,0.13764739,0.086694166,-0.045639485,0.26231933,0.17038427,0.0778894,-0.009887099,0.060460985,0.8033736,-0.050774798
0.022811279,0.048008174,0.11046379,-0.07248616,0.52502227,-0.0076745152,0.35333306,0.03864339,0.024146155,0.2296509,0.1213046,-0.12444683,-0.0029692054,0.90628904,0.2907374
-0.045973204,0.10715759,0.14354874,0.004040107,0.6405386,0.049441114,0.065774985,0.13868102,0.26922065,0.033473566,-0.13758497,0.060920924,-0.09033094,0.8750768,0.07086611
-0.063367605,0.16222893,0.060964353,-0.011698738,0.58532846,-0.099022925,0.044352636,-0.1444638,0.10582986,0.18034114,0.08342783,-0.12880683,-0.018159643,0.8585347,0.35231724
0.018789053,0.203488,-0.09929164,0.028734922,0.62027055,0.07937664,0.2050406,0.068179,0.13720274,-0.039166823,-0.1074228,-0.059216917,0.10247031,1.0020708,-0.06022174
0.03916566,-0.09427733,0.31918764,-0.02608227,0.577086,-0.07043878,-0.032010257,0.027687714,0.16709156,0.10140714,-0.12398941,-0.063904025,0.11392084,0.85215294,-0.16455607
0.019981086,0.23942834,-0.0031028464,-0.14881966,0.62497354,-0.12874235,0.39240736,0.12067264,-0.096181594,-0.12186962,-0.08259557,-0.005176872,0.0066820383,0.9612668,0.38449246
-0.1131168,-0.21855024,0.27271712,-0.11971497,0.7701787,0.030285865,-0.083132066,-0.112565935,0.27285364,-0.23761252,0.10516891,0.12498954,-0.06212365,0.9873237,0.21442795
0.12079197,-0.28809974,-0.09528205,0.06397103,0.85059845,0.021413267,0.30488557,0.1354773,-0.030185528,-0.0040102005,-0.061902672,-0.026304334,0.12701967,0.859567,0.28365225
-0.11911494,-0.07931217,0.4792357,-0.07020205,0.9868926,0.0063613057,-0.0927311,0.074321866,0.38363153,0.0566808,-0.021231458,-0.06576426,0.11672771,0.88596857,0.03267774
0.10583493,0.103225306,-0.30013496,0.049519345,0.9689441,-0.0837226,0.5088861,0.09831655,-0.1380363,0.06852703,-0.10656866,0.078097835,-0.032136336,0.95598644,0.68580884
-0.12096314,-0.021491215,0.7009214,-0.066951394,1.0395128,0.05905053,-0.2924683,0.13825527,0.5235152,-0.198784,0.048774004,-0.083702914,0.026396796,1.0360407,-0.30587858
0.051023573,-0.1306577,-0.45429122,-0.06614792,0.98088515,-0.040204972,0.6190325,0.13279578,-0.26222616,-0.07750237,-0.1404,-0.028325237,0.053948835,1.0559549,0.8117689
0.13502073,0.01714161,0.65379214,-0.12455942,1.0769691,-0.074190065,-0.58317,-0.11540192,0.6702168,0.027971387,0.08940454,0.123894334,-0.09700164,1.0291864,-0.33080816
-0.019475788,-0.06393242,-0.67144126,0.08415392,1.1964998,-0.13714501,0.56103915,-0.14732654,-0.64951056,-0.20079221,0.027867466,0.016529322,0.010622963,0.8797941,0.4779435
0.09181073,-0.26082996,0.51588994,0.14480615,1.1858532,0.048719063,-0.7614521,0.13114396,0.5754862,-0.28044415,-0.10440542,0.07901715,0.08152981,0.7902317,-0.8376966
0.015288621,-0.32456186,-0.48512936,-0.120599814,1.052869,-0.055113636,0.65562034,0.0900681,-0.74439406,0.117807955,0.007265866,0.026281148,-0.066242486,0.8779229,0.5435673
0.04186593,0.22522417,0.6326617,-0.1300138,1.1353233,0.055837467,-0.61108315,-0.07697204,0.7494235,-0.1502927,0.058411434,-0.11043978,0.0793705,0.73762697,-0.36951724
-0.052236132,-0.07639705,-0.65832794,-0.13111128,1.0364876,0.038563862,0.58160436,-0.06484046,-0.75947505,0.034973577,-0.11893968,-0.018826082,-0.1277405,0.69131017,0.5217469
0.10097778,-0.05903022,0.5755713,0.13095862,1.1159099,0.030595854,-0.70675594,-0.051411115,0.5761136,0.044805393,-0.12357624,-0.10494831,-0.05053334,0.5616985,-0.7804977
-0.121414915,0.15335543,-0.6764186,-0.0023718923,1.2316701,-0.13184533,0.72427046,0.01871574,-0.6902323,0.1262748,-0.09706393,-0.03289581,-0.044118047,0.43860003,0.60488635
0.032950386,0.15786566,0.7191141,0.041516528,1.3551221,0.08574663,-0.68778473,0.09510784,0.67962074,-0.048973456,0.070491925,-0.05556702,-0.04751578,0.5380416,-0.7020595
-0.14943905,0.09164412,-0.6863376,0.009215564,1.503572,0.04598084,0.853027,-0.11012408,-0.7035986,0.15246382,-0.11136593,-0.14996138,0.11720452,0.62682563,0.72780097
0.1248613,0.24120371,0.7682317,-0.015718728,1.601014,0.055311903,-0.7051846,-0.07014549,1.000498,-0.033873975,-0.07737791,-0.027794324,0.0049605668,0.6369079,-0.7719064
0.13671368,-0.13797058,-0.5937389,-0.12407794,1.6391095,0.035285875,0.6266942,-0.13785449,-0.6723019,-0.0025300235,-0.033548318,-0.07049763,0.0002528578,0.5471408,0.7142796
-0.0992924,0.0018495619,0.62558496,-0.084547274,1.5590961,-0.06692584,-0.46475902,-0.088758074,0.6644165,0.002920121,0.01854825,0.0021117926,0.13076895,0.6524112,-0.8578724
-0.12371336,-0.1262425,-0.67634875,-0.09867039,1.4808315,-0.12899409,0.71963084,-0.045003787,-0.33176848,0.08208825,0.05490972,-0.136832,-0.14660431,0.65404534,0.6831056
-0.10082959,-0.014392868,0.5130387,0.056633905,1.5844264,0.07498026,-0.76157224,0.046373427,0.7160424,0.0043318123,0.04950738,-0.13992886,-0.05054371,0.7677387,-0.8464841
0.118721604,0.111221984,-0.5938635,0.043169245,1.555648,-0.1150022,0.52607524,0.12969929,-0.88682795,0.15948217,-0.10828947,0.12985167,0.10761395,0.7763876,0.49618053
0.1448986,0.07331388,0.49613845,0.09998639,1.597351,-0.042018145,-0.65851206,0.04095331,0.47426695,-0.01006718,-0.10942662,-0.099868804,-0.102776065,0.80116284,-0.50487226
-0.039435856,-0.06869037,-0.6579185,0.070027664,1.6959798,0.10558763,0.4794623,0.119525135,-0.6425057,-0.17025748,-0.10205358,-0.01602465,0.035209805,0.9095469,0.53348446
-0.1223472,-0.064328164,0.48845243,0.11411828,1.8062184,0.008670136,-0.68469906,0.06755178,0.46422708,0.15542565,-0.11789983,0.012752861,0.061454028,0.8556137,-0.6764943
-0.1470964,0.0072300285,-0.6357311,-0.07898269,1.9401618,0.018728077,0.37869594,0.012090296,-0.68645555,0.06826958,0.012034103,0.022463605,-0.027702644,0.8940673,0.42565206
0.120103,-0.019642204,0.41691738,0.0042745173,1.9583776,0.13680065,-0.4915902,0.06998362,0.4686216,0.15500373,0.06408009,0.03245747,-0.033830397,1.0347393,-0.70783347
-0.08169034,0.30019996,-0.5632257,-0.0051458925,1.842067,-0.07757689,0.2689553,-0.040700234,-0.47014332,0.16669297,-0.051382653,0.13125679,-0.010086507,0.9742099,0.52962375
0.007514596,0.21864529,0.2158795,-0.020095497,1.9342501,0.0761504,-0.5650623,-0.063790746,0.15120596,-0.08356905,0.11799145,-0.102295786,-0.07805733,0.92356896,-0.6316516
0.036088943,0.00024300814,-0.6758089,-0.034916155,2.047602,-0.10519018,0.22775389,-0.07489436,-0.6267598,-0.014065698,-0.12564053,-0.14982738,0.072489575,0.99827915,0.2641857
-0.08135462,0.114547595,0.08717269,-0.139931,2.1381216,-0.10802379,-0.5869953,0.122167796,0.12566186,-0.08118818,0.11322099,0.03661096,0.0034702271,1.1341815,-0.6012648
-0.09824659,-0.04149004,-0.57839286,-0.04407748,2.121424,-0.0070732683,-0.06211883,0.03901945,-0.4385396,-0.1634957,0.046097204,-0.08579173,0.06865601,1.0542283,0.13332674
0.10020971,-0.17182237,-0.22489819,0.09153126,2.0766225,-0.09763297,-0.6215457,-0.120968744,-0.16658357,0.1428291,-0.08154592,0.046947375,0.14149639,1.0526015,-0.64184856
0.09331861,0.09453901,-0.5262059,0.072552145,2.1123939,0.09677175,-0.3103852,-0.015813515,-0.72540444,-0.13079053,-0.02963689,0.04914701,-0.0014686584,0.94567287,-0.32226044
0.1468746,-0.10159168,-0.26185012,0.04322985,2.2203515,-0.0008778572,-0.44037956,-0.10901675,-0.37259474,0.060103,-0.0602922,-0.024453431,-0.1080071,1.0952114,-0.6767366
-0.0013170838,0.11172971,-0.3092023,0.0076263994,2.3333728,-0.055725448,-0.3586891,-0.01628244,-0.4991101,0.01354903,-0.122317016,0.04619202,-0.10410022,1.0955732,-0.3798597
0.024249464,0.14786816,-0.43212402,-0.041462734,2.1845171,0.049474254,-0.32409292,0.045319915,-0.29091144,0.047710247,-0.12077339,0.07962899,-0.030740045,1.0975231,-0.4414342
-0.11358757,0.07744948,-0.23166797,0.12077457,2.2026515,-0.13063475,-0.29445356,-0.059353888,-0.3294129,0.11317226,0.07862811,0.08202821,-0.13121107,1.0845586,-0.40211523
-0.08814322,0.115217835,-0.15193984,0.027667433,2.1938777,-0.0793972,-0.27835208,0.037508354,-0.1688965,-0.06338954,0.10426718,-0.116668746,-0.10913086,1.0348254,-0.31359035
-0.09603732,0.075134486,-0.12026703,0.061371863,2.2616208,-0.09896019,-0.21109532,0.018152505,-0.25474584,-0.22023907,0.10182732,-0.13776608,0.00657472,1.0589113,0.015917853
-0.0023959875,-0.1467009,-0.0073135644,0.05438222,2.2209578,-0.024894759,-0.1543959,-0.042103976,-0.31562173,-0.07978077,0.0028850436,-0.08737509,0.06039308,1.1185689,-0.2434476
-0.12646276,0.027275667,-0.10339281,0.0042418987,2.331069,0.13862273,-0.09379405,0.009653166,-0.24422707,-0.14153151,0.04163678,0.021296635,-0.017937735,1.0820895,0.076130405
-0.14517318,-0.2462815,-0.22943027,0.106462985,2.3345091,-0.08378816,-0.027748689,0.012252301,-0.16595945,0.18511243,-0.007010117,0.084723085,-0.12548295,1.042449,-0.07661866
-0.031968176,0.20187311,0.1816081,0.08873621,2.3780665,0.09880139,-0.34481153,0.0981379,0.09485103,-0.09967038,0.09395589,-0.11604747,-0.14390396,0.95454174,-0.08580147
0.023047209,-0.21858887,-0.22750713,-0.047836967,2.4894192,0.016279593,0.05889701,-0.11057305,-0.4235799,0.18827832,0.09245102,0.094166055,-0.028084032,0.879994,0.40304285
-0.018962413,0.2117606,0.054455817,-0.033930197,2.4007466,0.13904408,-0.30508485,0.025623575,-0.06414515,0.14478628,0.052320153,-0.04929035,-0.1294083,0.779316,-0.30721578
0.10360214,0.016363904,-0.42685336,0.08191888,2.4456358,-0.10501729,-0.04563278,0.06649193,-0.15831274,0.19949596,-0.07619328,0.005505085,-0.054337136,0.7274307,-0.05817528
-0.07562667,0.13261965,-0.0099880695,-0.09786006,2.4245355,0.016129732,-0.34756333,0.035904527,-0.19026515,-0.24235442,0.13008142,0.02016291,-0.03047011,0.78661305,-0.40475643
-0.09665745,-0.32535508,-0.44177532,-0.09987737,2.5385494,-0.1123326,-0.13627055,-0.091295175,-0.33016998,0.0037021488,-0.13714801,-0.07049337,0.12034288,0.67333937,0.15085956
-0.067771345,0.09249517,-0.26917097,0.13775602,2.4044802,-0.015778169,-0.4723268,-0.047430076,-0.11995192,-0.18069458,0.074044615,0.117260545,0.12946716,0.74343336,-0.6622977
-0.06634126,-0.2960609,-0.22575891,-0.096748665,2.5079577,0.05744636,-0.36543274,-0.10915327,-0.5872756,0.045515195,-0.037811317,0.015428796,0.06468023,0.65541714,-0.25194746
-0.072805956,-0.07957721,-0.4659529,-0.0329275,2.412031,-0.06857071,-0.20043422,-0.014242783,-0.35005197,-0.018063515,-0.00036157668,-0.0036446452,-0.09802209,0.63110566,-0.22757864
-0.13479292,-0.0026391745,-0.15189333,-0.066818535,2.3266988,-0.021315172,-0.3173069,-0.024636194,-0.28897524,-0.10003544,-0.07922729,0.074677065,-0.056383073,0.7512882,-0.61540556
0.095329344,-0.20479247,-0.47080046,-0.08006217,2.3362164,-0.018412173,-0.100287214,0.06126775,-0.20437813,-0.09753054,0.009679705,0.115434706,-0.05656624,0.7344961,-0.2853573
-0.11728265,-0.21376139,-0.29118136,-0.10617965,2.3652203,-0.090532824,-0.38874835,0.049350947,-0.2216633,-0.061720125,-0.020595104,0.09427738,0.114952415,0.84347713,-0.27551156
0.012895897,-0.068312384,-0.52459383,0.027293146,2.4829328,0.12520307,-0.29307544,-0.1401189,-0.53597224,-0.07113367,0.12797132,-0.13390166,0.07124758,0.943707,-0.38357097
-0.021169066,-0.013612762,-0.24698003,0.011832714,2.5172422,0.036996663,-0.46382838,0.048020825,-0.30677736,0.1112366,-0.019954503,-0.007853255,-0.031503566,1.0539769,-0.8018465
0.0303258,0.036234826,-0.47938445,0.13876319,2.4789903,-0.029079221,-0.2457014,0.09021346,-0.48650467,-0.00515797,-0.10797876,-0.022937074,0.10029158,1.1574674,-0.23955652
0.112461925,0.0091479495,-0.033560872,0.033409715,2.520494,-0.07087856,-0.53993976,0.09001367,-0.3616445,-0.13578552,-0.07361391,0.1495049,0.12455279,1.20508,-0.39100128
-0.049059786,-0.052981958,-0.6212969,-0.04882296,2.4795706,-0.08300627,-0.05299738,-0.09058537,-0.5902703,-0.19694617,0.09896216,-0.12947628,0.10953456,1.2171513,0.060751542
-0.052198723,-0.13003327,-0.034363605,-0.1160464,2.5525525,-0.13872088,-0.51085556,0.13363725,-0.029544428,-0.06752915,0.11657196,0.13720825,0.056053877,1.3265429,-0.8030101
0.100881875,-0.09930548,-0.7749637,0.14482093,2.4760947,-0.056863658,0.061491914,-0.14247026,-0.45340306,-0.09453994,-0.026193187,-0.097962394,0.14888623,1.4614248,0.17180246
-0.070357025,-0.0035012215,0.158512,0.05053726,2.3276186,-0.053875946,-0.6924386,0.13702744,0.16749817,0.062444545,-0.028795019,0.014545262,-0.11794752,1.5528357,-0.88673425
